"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40027",34,119,250,155,59,34,60,84,23,43,73,37,0.862382929386623,3.10034570013845,2.38702103850376,0.0320515873327774,0.999054331195301,-4.39715344381257
"2","GB40231",14,25,46,39,15,7,10,14,8,11,19,9,0.942575347093218,1.06877475391452,2.85522920360373,0.0129821890696965,0.999054331195301,-4.45194379889668
"3","GB40243",57,75,119,83,38,29,57,80,13,49,30,53,0.540616457953566,2.74558017942685,2.45858920896863,0.0279677829974546,0.999054331195301,-4.40824382177398
"4","GB40377",20,53,52,28,19,11,20,27,5,18,21,18,0.705289336508337,1.50790373479871,2.36022900945307,0.0337218644444802,0.999054331195301,-4.47767382135874
"5","GB40654",3292,1926,2403,2388,1903,1249,1803,2164,816,1589,1527,938,0.650545456766464,7.84021396269777,2.61010460950222,0.0209050628685508,0.999054331195301,-4.32768975458835
"6","GB40794",184,464,878,567,367,164,258,352,130,151,369,172,0.78474963974089,5.25838378038495,2.40453604167039,0.0310025558443293,0.999054331195301,-4.28437437962338
"7","GB41074",37,43,70,53,27,12,34,48,1,19,20,8,1.24412350340703,1.59983538249468,2.80149224146489,0.0144180074153141,0.999054331195301,-4.4342353573861
"8","GB41543",20,24,53,40,25,5,20,23,4,6,13,5,1.25864465958521,1.03153931603191,3.469635024439,0.00388345396556523,0.999054331195301,-4.40989938558459
"9","GB41700",145,102,202,187,153,36,130,223,9,58,74,28,0.974686802398788,3.47728323435845,2.34092030757763,0.0349765434837068,0.999054331195301,-4.38298828839632
"10","GB41844",108,82,153,121,51,22,127,158,69,141,89,111,-0.458132442561761,3.62836276466604,-2.43067765027787,0.0294975465951166,0.999054331195301,-4.35144325529421
"11","GB41912",151,210,275,1254,81,200,677,1386,249,1766,252,757,-1.44538366376273,5.72401485673241,-2.78822770428045,0.0147957103780462,0.999054331195301,-4.20495034229211
"12","GB42323",10,14,44,20,11,4,6,20,2,10,8,1,1.24662493162428,0.284828724205172,2.7360814824584,0.0163765730419436,0.999054331195301,-4.48690600585754
"13","GB42410",3605,654,5646,2196,2432,2467,1437,481,1084,80,1004,354,2.19188101296119,7.22533398578934,2.68532815334393,0.0180728690317024,0.999054331195301,-4.29007483188063
"14","GB42411",70,75,94,71,52,26,111,125,47,84,64,106,-0.464513055998514,3.26896354134676,-2.54395393078627,0.0237469266938331,0.999054331195301,-4.35849751515063
"15","GB42551",101,141,120,253,43,67,271,211,162,302,72,207,-0.835582857287946,4.2246651600397,-2.58073099272591,0.0221238985282702,0.999054331195301,-4.28038012077852
"16","GB42556",372,896,1270,634,207,312,1083,1311,682,1128,359,877,-0.720996711459244,6.45093911249668,-2.41986915800631,0.030111150590992,0.999054331195301,-4.30533303405781
"17","GB42867",63,73,161,76,32,7,44,45,6,15,31,23,1.24056097571146,2.17305315079815,3.05435119778131,0.00878775611171449,0.999054331195301,-4.37519233166061
"18","GB42869",17,21,42,38,20,12,8,16,8,11,13,12,1.08289840595126,1.1309141824835,3.52745133780364,0.00346666917957176,0.999054331195301,-4.39987430818899
"19","GB42965",59,80,59,71,27,12,92,161,40,101,36,63,-0.704326949812159,2.91269316023464,-3.03779913074707,0.00907810481276709,0.999054331195301,-4.31576754220935
"20","GB43162",22,28,44,37,20,7,28,23,7,24,9,16,0.545956404103559,1.39094583896888,2.38486823800338,0.0321828346176265,0.999054331195301,-4.47921249706112
"21","GB43227",30,95,90,56,50,26,28,31,2,19,43,24,1.43235154630997,2.07380732007211,3.22413294907542,0.00629365510906114,0.999054331195301,-4.36665816681891
"22","GB43256",658,876,1064,1363,533,292,863,1662,913,1757,625,812,-0.52934097342608,6.8398673887596,-2.42676795990715,0.0297181102569507,0.999054331195301,-4.31912554417365
"23","GB43446",372,565,627,1066,321,226,381,628,204,422,205,306,0.515746144291496,5.71647364880885,2.71467253366523,0.0170723057789061,0.999054331195301,-4.20883663350059
"24","GB43737",299,296,360,411,148,97,494,677,274,429,187,210,-0.47113269154236,5.2586890836847,-2.52528857139637,0.0246139693017853,0.999054331195301,-4.25068887630471
"25","GB43846",19,11,49,32,14,8,11,21,3,9,11,4,1.12699068347404,0.775078320436666,3.06131298865762,0.00866840345323097,0.999054331195301,-4.44957806948232
"26","GB43882",451,200,676,281,186,117,388,239,124,186,117,110,0.642376014542441,4.8578203163593,2.34154501974124,0.0349352653442165,0.999054331195301,-4.30510959356567
"27","GB44455",784,170,747,274,377,363,74,133,70,30,135,55,2.5542800580572,4.51374361742546,4.75733878157651,0.000327809011871167,0.999054331195301,-3.95471366477515
"28","GB44829",212,248,419,485,270,221,663,935,393,503,348,553,-0.886842394356476,5.73235026438988,-3.70218764581921,0.00246176558019509,0.999054331195301,-3.99589052579984
"29","GB44970",59,55,130,58,78,25,76,63,19,37,42,18,0.682931732205401,2.6774916228616,2.32682296486287,0.0359204204704686,0.999054331195301,-4.43073219057336
"30","GB45035",35,104,138,94,50,27,41,46,19,24,47,60,0.89875683984229,2.70599187385378,2.69755296373869,0.0176492870156042,0.999054331195301,-4.37889698251081
"31","GB45437",216,181,173,224,79,25,295,333,149,497,114,144,-0.791009395907073,4.45651443049681,-2.79049076500474,0.0147305924643289,0.999054331195301,-4.21919266541225
"32","GB45464",14,18,18,35,12,6,30,46,17,23,26,21,-0.71370328234429,1.43959127311999,-2.66421683558215,0.0188277467424571,0.999054331195301,-4.45235557412586
"33","GB45551",80,141,146,126,146,37,97,145,19,51,92,39,0.712735894206685,3.40603191695442,2.2997513383767,0.0378010161400061,0.999054331195301,-4.39200076030704
"34","GB45674",5,11,10,10,5,3,13,19,12,12,12,10,-0.818576392851147,0.382900164262543,-2.84530939854203,0.0132362420564704,0.999054331195301,-4.47634354628806
"35","GB45762",51,63,102,66,42,10,49,65,14,41,27,15,0.650063296324645,2.33660195641306,2.54122129275694,0.0238719996119178,0.999054331195301,-4.42163851571746
"36","GB45871",139,187,271,258,116,71,269,337,137,251,123,207,-0.379501052863874,4.59915733704723,-2.70530248310445,0.0173857906539002,0.999054331195301,-4.22432620586693
"37","GB45881",613,483,977,806,541,226,570,841,144,432,353,295,0.566951676258102,5.94534471340418,2.78838692967825,0.0147911195883863,0.999054331195301,-4.19807133265684
"38","GB45919",480,982,664,492,97,116,1290,1821,570,929,234,415,-0.969999509327685,6.04914232444577,-2.36099924137131,0.0336727121062879,0.999054331195301,-4.30764528478605
"39","GB46236",1998,1552,1661,632,602,220,943,450,430,177,437,44,1.58641414336286,6.07930120953674,2.51163148317581,0.0252675828870715,0.999054331195301,-4.27773581451976
"40","GB46583",208,431,879,723,366,133,419,387,62,188,361,80,0.941339368354579,5.18121992726014,2.4437923916025,0.0287690517700884,0.999054331195301,-4.27788373865623
"41","GB46737",732,1493,783,1379,145,155,2576,3690,1126,1452,477,708,-1.26460279682861,6.8297896293266,-2.77568678138079,0.0151617018456434,0.999054331195301,-4.24899149409257
"42","GB47091",11,109,204,153,94,24,72,32,1,9,114,6,1.99901154046088,2.18203124023564,2.33876414404873,0.0351193685948321,0.999054331195301,-4.45759464757852
"43","GB47248",172,220,330,217,97,114,353,353,208,335,111,294,-0.549263606879715,4.83495332595024,-2.47008381126507,0.0273601250902752,0.999054331195301,-4.27178389487477
"44","GB47546",26589,11197,21866,7565,6522,4042,9192,3551,5072,1100,5952,624,1.7746253061538,9.5415234941607,2.54576729266486,0.0236642778003328,0.999054331195301,-4.40723798174461
"45","GB47623",22,45,87,36,34,24,19,22,10,15,32,21,1.02837121096995,1.84437755177478,2.8979741376933,0.0119411689172532,0.999054331195301,-4.41123374312629
"46","GB47736",435,965,807,587,311,172,1065,1393,913,1059,444,641,-0.880501316121252,6.41289692251279,-3.76751114245153,0.002166914640037,0.999054331195301,-4.02481138340874
"47","GB47771",116,95,235,14,36,40,20,9,32,4,17,8,2.42498935506612,1.90996527224982,3.10919386363401,0.00788999346549531,0.999054331195301,-4.39404691095648
"48","GB47805",10197,4554,8285,1679,4046,4691,1965,826,2928,908,1399,1067,1.82598193734481,8.42160453112424,3.03167967656015,0.00918783930365078,0.999054331195301,-4.29120430876329
"49","GB47806",145,35,160,36,39,15,38,26,24,25,31,9,1.21384537653317,2.23434287352856,2.4864792097815,0.0265152418033255,0.999054331195301,-4.43475247941453
"50","GB47885",26,73,33,129,19,21,201,82,28,106,43,98,-1.00951645081707,2.88099347838774,-2.38936427507936,0.0319093092284556,0.999054331195301,-4.41143589639346
"51","GB47903",183,264,165,99,43,44,360,273,211,400,78,167,-0.983816909274061,4.36091860066643,-2.76321753902369,0.0155343709753299,0.999054331195301,-4.23441635536899
"52","GB48055",60,135,203,183,62,24,90,102,20,57,76,51,0.674370054900621,3.27437461280144,2.37660664926661,0.0326912731231124,0.999054331195301,-4.38651827429753
"53","GB48134",753,219,1137,504,409,207,690,832,76,118,125,124,1.0930602380301,5.35394010241582,2.36729151357678,0.0332737127389372,0.999054331195301,-4.29756139433421
"54","GB48270",36,121,216,115,55,21,33,34,19,17,85,60,1.24424333234711,2.7556263226633,2.6253970778902,0.0202964910955168,0.999054331195301,-4.38620262924141
"55","GB48310",280,97,396,89,138,88,88,100,32,76,59,38,1.27648675187334,3.68264636012665,3.26861518219179,0.00576626428874925,0.999054331195301,-4.20976825241733
"56","GB48435",336,544,284,489,149,178,573,798,577,683,257,503,-0.858998981568489,5.73752029899615,-2.90900155768371,0.0116862103408915,0.999054331195301,-4.16717186867924
"57","GB48796",18,53,51,16,29,13,12,25,7,11,17,7,1.10048826891218,1.27487204526145,2.86469980080392,0.012744110913898,0.999054331195301,-4.44304725286801
"58","GB48847",217,297,264,316,183,69,186,263,109,209,130,128,0.362723750891512,4.6061172236727,2.3076053362817,0.037246040984542,0.999054331195301,-4.31872135400924
"59","GB49099",8,24,45,34,17,10,22,12,5,5,19,3,1.17092487712955,0.84863609862001,2.50882523315258,0.0254039384433354,0.999054331195301,-4.48718277783798
