"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB42202",6,41,5,42,8,13,274,155,48,76,22,71,-3.16503456130027,2.15611013098963,-6.53968418260745,1.40429001352866e-05,0.0243532887227811,2.81548965950203
"2","GB43076",38,51,44,59,36,28,148,180,68,52,25,52,-1.38569932305598,2.87099056168538,-6.67340498722104,1.13098466624968e-05,0.0243532887227811,3.25878988601134
"3","GB44296",26,65,47,55,59,34,259,167,90,52,26,112,-1.65313873999272,3.12404745934796,-6.49455907744297,1.5115313161962e-05,0.0243532887227811,3.0797503195208
"4","GB47379",99,200,117,193,99,85,1416,620,214,262,92,248,-1.91155489652709,4.75186428507106,-6.66807875584545,1.14072410791901e-05,0.0243532887227811,3.54304466728972
"5","GB54417",102,180,118,459,117,75,1094,1450,347,241,375,270,-2.26445568542144,5.15053547139265,-6.69930375049931,1.08485849204604e-05,0.0243532887227811,3.59343491416061
"6","GB54418",108,292,202,421,146,121,798,761,281,488,397,320,-1.86831451661969,5.32440315878917,-6.54925263522024,1.38259632665885e-05,0.0243532887227811,3.39326481953806
"7","GB52927",3,18,1,40,7,7,230,135,35,32,29,66,-3.68770224148531,1.58270213989699,-6.30397098138444,2.06891752919554e-05,0.0285717510781904,2.31107188958366
"8","GB42596",24,97,22,151,27,60,692,297,103,192,104,158,-2.5949628574054,3.73365144666463,-5.99571462746531,3.47417678462227e-05,0.0305316972517668,2.44211800561552
"9","GB44219",6,73,15,110,19,27,727,544,111,96,56,155,-3.31540284554963,3.24959020903871,-6.10771700657293,2.87341656573969e-05,0.0305316972517668,2.50191469947762
"10","GB46419",7,26,21,24,8,5,94,58,24,24,13,30,-1.92883099427521,1.48054525647609,-6.04281859033055,3.20688207674271e-05,0.0305316972517668,2.03267863647738
"11","GB51211",1,23,0,19,2,3,132,72,25,30,15,37,-4.03522078851016,0.730531933763648,-5.99911435647248,3.45412448462689e-05,0.0305316972517668,1.71470769208465
