"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB47505",75,57,90,93,186,77,284,104,206,65,178,250,-1.80262558098239,4.01479288870113,-6.83477527636759,9.38741696934437e-06,0.0907481598426521,3.41826487184915
"2","GB51558",224,159,309,254,499,325,62,41,66,38,58,79,1.40638282787235,4.06220899657517,5.98419044155815,3.75220000094044e-05,0.121870297200186,2.22101035253132
"3","GB55618",65,48,168,90,158,135,15,6,18,7,23,15,2.03458649003888,2.28302091936567,5.97949594197815,3.78205122168779e-05,0.121870297200186,1.64242823303896
"4","GB41464",19,22,38,35,43,45,4,3,13,2,7,2,1.86400980086009,0.718637718296724,5.71736309727026,5.91565084710262e-05,0.142966491847353,0.743925943913656
"5","GB40008",2042,2119,4503,1995,3132,2608,718,359,1352,394,697,1311,0.956389852436223,7.50919559230167,4.26656419478059,0.000830143230693273,0.146288736719266,-0.378599977685797
"6","GB40010",3653,3518,7477,4915,6617,8976,1655,1391,3395,709,1887,1318,0.898077523428444,8.61249805804567,3.9624860848617,0.00148921437074215,0.146288736719266,-0.911821650360962
"7","GB40112",222,166,488,333,444,234,89,73,126,41,96,117,0.833625751874098,4.40558231053943,3.98668152109842,0.00142113030719423,0.146288736719266,-0.843087927314945
"8","GB40313",424,348,838,613,557,682,130,45,345,68,178,188,1.09946808954524,5.16545185181282,3.97426691948323,0.00145565747228855,0.146288736719266,-0.865248137320717
"9","GB40498",684,871,1553,1414,2099,1985,253,163,939,166,337,451,1.1314016881669,6.43770141156234,4.21200616878214,0.000921334979897628,0.146288736719266,-0.455965561375126
"10","GB40506",32,31,74,43,61,76,12,4,28,4,12,15,1.25417700687629,1.622710175411,4.12132095336079,0.00109630161307204,0.146288736719266,-0.895886504560242
