"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB42761",417,604,407,694,517,119,158,94,36,127,43,108,1.58683467119577,4.61895544879546,6.3056971643983,2.22363991832475e-05,0.193415716541078,2.57971476753665
"2","GB45029",529,1145,686,953,454,231,310,161,159,225,59,178,1.15005743509532,5.37770865812984,5.55734271255451,7.88640621526082e-05,0.193415716541078,1.64562554539587
"3","GB52078",91,200,168,208,179,54,67,31,21,85,16,46,1.16475717268423,3.26647233297049,5.58652543212959,7.49559779624697e-05,0.193415716541078,1.36260566331256
"4","GB55618",65,168,90,158,135,23,48,15,6,18,7,15,1.96990561950336,2.28302091936567,5.54891903060583,8.00313299021736e-05,0.193415716541078,0.913522513740688
"5","GB40010",3653,7477,4915,6617,8976,1887,3518,1655,1391,3395,709,1318,0.869983605298646,8.61249805804567,3.77004627042092,0.00217350346639876,0.200108535312828,-1.25320647891936
"6","GB40069",93,99,61,77,169,24,37,20,4,20,7,13,1.74885699320494,2.11615386619315,4.35359676424123,0.000707656613034439,0.200108535312828,-0.616790398518951
"7","GB40112",222,488,333,444,234,96,166,89,73,126,41,117,0.857313914427986,4.40558231053943,4.36695517001414,0.000689967303922443,0.200108535312828,-0.229570235529962
"8","GB40124",227,372,255,288,257,172,355,221,200,306,141,235,-0.526264655535143,5.03098588596623,-3.89333981465139,0.0017107285369668,0.200108535312828,-1.00720620595602
"9","GB40617",48,101,81,95,56,32,43,18,13,29,8,19,1.05679767809609,2.24107969060612,5.27138121606834,0.000130573491694428,0.200108535312828,0.618352338679935
"10","GB40647",52,169,95,178,123,27,36,54,7,44,8,8,1.6035134457527,2.46817440898203,3.84346816750823,0.00188445472671569,0.200108535312828,-1.25720035731907
"11","GB40678",21,81,74,71,79,24,21,24,5,19,2,12,1.52712748018645,1.66911913196895,4.18239431424552,0.000980453830278653,0.200108535312828,-0.944816799951483
"12","GB41303",172,162,91,174,125,96,177,144,167,212,70,188,-0.875550288441801,4.24680439094162,-3.88052515059638,0.00175374682130049,0.200108535312828,-1.0323958005148
"13","GB41325",256,206,227,313,286,159,131,79,55,123,30,80,0.952747032477533,4.15392598772504,4.940489443897,0.000237243084156529,0.200108535312828,0.646930427581257
"14","GB41335",201,270,184,290,220,123,283,149,168,350,143,289,-0.715800492821884,4.8280511687529,-4.29832174004389,0.000785960308557555,0.200108535312828,-0.319392391994089
"15","GB41359",1450,2618,1468,1881,1421,1009,2182,1065,1655,2443,1024,2205,-0.754405147770773,7.75899577376424,-3.74682670741568,0.00227400234542475,0.200108535312828,-1.26887851330545
"16","GB41464",19,38,35,43,45,7,22,4,3,13,2,2,1.614491376971,0.718637718296724,3.93867895157952,0.00156697813914486,0.200108535312828,-1.46612535725825
"17","GB41730",120,191,163,325,107,52,66,42,24,57,18,46,1.19915243798572,3.2938237987154,4.73951762917867,0.000343324304129751,0.200108535312828,0.207296948777104
"18","GB41861",152,553,328,580,437,83,129,96,10,149,29,55,1.60697659342652,4.096808740861,3.77904093068432,0.00213579644179159,0.200108535312828,-1.22020917588704
"19","GB41862",194,477,297,365,327,117,123,109,35,144,36,111,1.04798194305342,4.30834063450946,5.20393856066704,0.000147299772969498,0.200108535312828,1.05566330288783
"20","GB42015",126,132,82,117,145,88,193,92,80,175,93,156,-0.821754351707434,3.98959184141019,-3.78409058747367,0.00211491967102128,0.200108535312828,-1.1994544752133
