"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40008",930,492,1370,1362,721,1178,692,1210,1360,458,1046,396,0.703605815146006,7.20495284637138,3.16618238858925,0.00704803002454392,0.804192602518925,-4.15447492716341
"2","GB40150",523,729,983,545,411,780,246,349,702,272,636,630,1.02654936322615,6.49647010431673,3.14352905138847,0.00736922719365906,0.804192602518925,-4.07239543931004
"3","GB40161",8,5,17,15,10,15,9,7,10,7,10,5,0.835788057878578,0.734653782869622,3.35467974817344,0.00486369195056186,0.804192602518925,-4.41842634827015
"4","GB40203",106,75,109,139,87,216,66,121,167,75,131,103,0.463666016849503,4.24613022277534,2.72593957664856,0.0166936589250908,0.804192602518925,-4.15680442289254
"5","GB40446",154,107,186,186,124,236,160,180,213,75,162,114,0.498484950842413,4.70557347813121,3.12583394455712,0.00763022211750916,0.804192602518925,-3.99424338777307
"6","GB40514",110,57,128,187,180,250,221,272,287,212,349,330,-0.61457359968945,5.06542800517912,-3.45769173995237,0.00397175159898281,0.804192602518925,-3.90053526045187
"7","GB40624",129,157,140,227,94,225,86,172,165,119,153,72,0.6775111264593,4.56426775362729,2.75699740224942,0.0157148919870959,0.804192602518925,-4.11715136220763
"8","GB40848",69,36,74,68,74,163,37,62,90,31,120,42,0.68571499075253,3.47712277869084,2.76499474968176,0.0154720711748696,0.804192602518925,-4.2484539402554
"9","GB41071",46,46,63,59,33,106,24,53,48,17,89,45,0.73889648805427,3.03106539127384,2.70633791878424,0.0173417199169095,0.804192602518925,-4.31181177755269
"10","GB41863",191,94,244,305,188,324,160,243,267,116,236,164,0.5119468199713,5.09960576163348,4.73328309352762,0.000342100527066869,0.804192602518925,-3.57037939776009
"11","GB42326",1025,522,582,774,548,1350,545,609,968,354,1223,421,0.722461467121572,6.87956651430787,2.7875268326757,0.0148074856600664,0.804192602518925,-4.20113496373915
"12","GB42556",865,219,794,1236,598,778,669,745,748,202,455,156,1.05016939905797,6.50536066050256,2.91194949899951,0.0116115435765544,0.804192602518925,-4.13181891740936
"13","GB42557",1588,606,1884,1400,799,1601,323,1032,1328,280,818,181,1.69262312810982,7.08904186290761,4.39133875277045,0.000650385749719286,0.804192602518925,-3.92410667133984
"14","GB42653",434,219,368,437,367,692,323,360,570,188,489,310,0.580749022151541,6.00749988055288,3.5285382248152,0.00345571437182738,0.804192602518925,-3.91096800170463
"15","GB42744",49,26,85,98,63,91,99,120,142,58,131,120,-0.38912422146571,3.83010447918063,-2.80935140112288,0.0141904274239425,0.804192602518925,-4.19403579954626
"16","GB43123",1344,1061,1565,1277,786,2054,1212,1243,1740,786,964,516,0.780117301793529,7.61401051547937,2.74473706280758,0.0160943900076923,0.804192602518925,-4.27636087828716
"17","GB43198",4128,2814,4325,3702,2557,3411,3187,3312,4066,1865,2678,1164,0.885740044091694,8.97936910676691,2.83040004237776,0.0136191960639687,0.804192602518925,-4.34745416944585
"18","GB43298",4,6,14,27,7,6,13,21,40,15,34,37,-1.09934525422441,1.37189668038261,-2.86904404179481,0.0126285747747321,0.804192602518925,-4.42390827710361
"19","GB43468",87,171,110,114,81,111,38,46,126,68,67,61,1.04841369866257,3.84079117472397,3.01770425443358,0.0094367870152263,0.804192602518925,-4.14995342579925
"20","GB44091",2927,3058,4092,4957,2239,3793,1698,1899,6671,1984,3420,1553,0.89412470340155,8.96173217451225,2.84553829609812,0.0132223643053645,0.804192602518925,-4.3444104877544
"21","GB44527",289,189,404,430,292,584,351,370,510,252,420,264,0.345377357034507,5.89996473937075,2.75047463558991,0.0159156924957442,0.804192602518925,-4.11500987016074
"22","GB44647",185,119,251,301,147,345,176,313,285,101,249,136,0.468456070470417,5.12092072675149,2.91611765205644,0.0115171476234208,0.804192602518925,-4.03499625743465
"23","GB44739",8,2,11,12,6,19,18,27,23,13,27,22,-0.910020086262525,1.22244466391806,-3.74835933759421,0.00224676380966134,0.804192602518925,-4.35974660979726
"24","GB44860",155,240,197,158,86,170,70,97,229,48,130,44,1.11120080665886,4.3499112390205,2.97421660756027,0.0102775306505496,0.804192602518925,-4.09395840677609
"25","GB45141",1623,1240,2002,1320,866,1643,1549,1050,1607,658,1541,606,0.819835337411153,7.72778502800299,2.70532138546012,0.0173759880911036,0.804192602518925,-4.29229658978523
"26","GB45459",3012,3746,1863,2013,1154,2194,892,1323,3360,872,1607,672,1.31800796733257,8.14771580568885,2.96700078894866,0.0104240204978595,0.804192602518925,-4.27679644626093
"27","GB45509",18,16,32,25,14,28,5,22,34,3,20,6,1.18320863269849,1.42482084758638,3.0557526911084,0.00875726516550585,0.804192602518925,-4.40219579194658
"28","GB45651",424,334,573,408,309,491,318,415,667,204,394,166,0.792225718606889,5.98142051206115,3.04054515546559,0.00902284261138228,0.804192602518925,-4.03900573354435
"29","GB45708",78,72,418,272,139,151,54,196,95,61,133,100,1.05880372379396,4.39937207124127,3.16647254014487,0.00704400778234622,0.804192602518925,-4.03006415835291
"30","GB46054",65,27,45,153,87,98,221,122,135,128,323,175,-0.927943811166667,4.23330344812642,-2.9531021825384,0.0107120119830919,0.804192602518925,-4.12155469345201
"31","GB46363",266,239,373,505,292,548,305,372,582,207,523,259,0.405158375975702,5.92033933495745,2.72756244095878,0.0166410749746796,0.804192602518925,-4.1232570344478
"32","GB46696",392,382,500,499,255,494,356,316,545,191,545,218,0.727811995697709,5.99391679873534,2.94884384297911,0.0108018097604713,0.804192602518925,-4.06565186376135
"33","GB46705",1810,675,2069,2530,1106,2239,1266,1172,2470,732,2208,1000,0.622042792127587,7.97340179439256,2.88298998303903,0.0122887451953914,0.804192602518925,-4.27757107402515
"34","GB46739",760,966,671,885,492,651,506,516,900,387,754,319,0.950310355228632,6.7318778007858,2.86021795829066,0.0128483992127584,0.804192602518925,-4.1683938239388
"35","GB46773",6,4,9,15,6,15,13,18,23,14,23,25,-0.739174679431349,1.15535268211529,-3.17605721390148,0.00691241748336095,0.804192602518925,-4.40804901211074
"36","GB46795",495,338,692,545,301,602,380,585,547,280,461,382,0.568909055397248,6.27585217838015,2.94035260089822,0.0109830912406283,0.804192602518925,-4.0965741251901
"37","GB47607",1,2,11,10,15,8,19,18,12,18,51,41,-1.49201749849178,1.06727641080845,-2.85916609221275,0.012874846573445,0.804192602518925,-4.44076298557679
"38","GB47608",89,73,115,234,121,207,242,234,247,133,356,196,-0.444256939380459,4.87225445633449,-2.82245969542891,0.0138319888710825,0.804192602518925,-4.08261529575526
"39","GB47938",581,355,549,1122,334,854,401,530,978,383,526,212,0.731833254866441,6.46161524981629,2.71525971321738,0.0170437687932674,0.804192602518925,-4.1761574010956
"40","GB47949",1356,797,1759,1541,892,1778,917,1496,1651,578,1149,654,0.791442092980208,7.61026123202077,3.86173295049859,0.00180125351628383,0.804192602518925,-4.08100774816862
"41","GB47977",6885,15172,9268,12015,4787,9006,4062,3709,16360,3442,7061,3012,1.27639063909331,10.1832560188989,2.87962279716235,0.0123699630271117,0.804192602518925,-4.39831650674502
"42","GB48125",294,375,506,488,237,570,368,369,464,180,484,240,0.658493454924148,5.95775522770936,2.89374898171287,0.0120327327177427,0.804192602518925,-4.0779349902322
"43","GB48161",197,139,337,517,145,267,177,205,263,184,204,109,0.757801445931998,5.17666600641038,3.27874981859094,0.00564755023047835,0.804192602518925,-3.92874194826298
"44","GB48355",687,291,998,1015,489,1011,699,648,908,335,906,481,0.49951076148428,6.81324994558627,2.85599635154569,0.0129548679361969,0.804192602518925,-4.17817168649314
"45","GB48356",42,23,70,113,70,107,104,131,134,95,151,119,-0.517330077173804,3.90751805317562,-3.30069411262607,0.00540883232668954,0.804192602518925,-4.0746416031346
"46","GB48444",43,26,81,96,82,136,91,112,174,92,189,148,-0.500540854120912,4.01605250645588,-2.71678892185593,0.0169932025644879,0.804192602518925,-4.19526053697983
"47","GB48840",577,1762,929,669,487,660,401,401,890,438,482,387,1.21818098169284,6.70167055539146,2.70980714095006,0.0172252643466279,0.804192602518925,-4.20278728661848
