"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41756",9,13,28,31,35,64,74,92,96,131,101,85,-1.88222836391398,3.08102137275037,-5.26888941360089,0.000132145684738788,0.428749356198491,0.389298556155656
"2","GB47367",5,11,8,7,12,7,18,28,12,28,22,25,-1.3612802855514,1.2287203770138,-4.99586947062023,0.000215924583134089,0.428749356198491,-0.763040636567293
"3","GB50074",25,57,45,73,58,141,107,129,225,397,264,272,-1.94145378514357,4.26063501567021,-5.2946590094163,0.000126225866251542,0.428749356198491,0.830502852613788
"4","GB52587",72,135,121,117,189,125,101,259,124,302,280,201,-0.730287112919269,4.73386506481385,-5.12728793504436,0.000170262285372084,0.428749356198491,0.793345325559702
"5","GB54502",8,9,14,11,24,23,16,33,30,47,80,50,-1.52175691170151,2.00163494362023,-4.97948944971407,0.000222449598525729,0.428749356198491,-0.402043181799956
"6","GB48483",2,7,6,8,13,9,7,17,15,33,24,20,-1.37156135879806,0.965119994401725,-4.85253293306569,0.000280512634582153,0.450550043244702,-1.00676849213365
"7","GB48492",494,1472,503,747,955,642,154,573,224,271,385,141,1.50159701884492,6.23518681650295,4.75740918406453,0.000334193877412933,0.460089485232634,0.178363892493213
"8","GB40145",152,241,327,279,409,374,208,510,386,719,734,422,-0.737748966776714,5.95321642104684,-3.74763971265153,0.00227871377728389,0.467316814509183,-1.2975495188976
"9","GB40828",5,16,13,13,24,10,7,35,18,35,31,31,-0.948150083206883,1.57701739680485,-4.06696708547716,0.00122886408343128,0.467316814509183,-1.50820757916139
"10","GB40872",60,65,66,85,73,44,41,132,60,123,140,93,-0.566258032886898,3.71728740833018,-3.77109395183046,0.00217713099117404,0.467316814509183,-1.33758740111625
"11","GB40873",5,16,12,12,20,22,18,30,25,37,31,34,-1.07951390851493,1.7751137533021,-3.76325969245491,0.00221053967336291,0.467316814509183,-1.79250971389064
"12","GB41714",37,69,52,71,90,69,56,97,102,189,155,93,-0.8097318813003,3.82287957721043,-4.10305720703368,0.00114661532596917,0.467316814509183,-0.83372086069402
"13","GB42038",48,109,103,92,130,100,56,192,141,197,176,178,-0.703188977124741,4.32785616949515,-4.06880857316787,0.00122452456133636,0.467316814509183,-0.812818359410463
"14","GB42656",11,16,14,21,22,26,10,31,26,69,49,50,-1.02102992959194,2.09243208814414,-3.75339450972333,0.00225335154008467,0.467316814509183,-1.71520764764586
"15","GB43028",19,22,24,25,25,19,7,6,13,15,14,7,1.14525325316594,1.38639054036194,3.79098370727303,0.00209459970633159,0.467316814509183,-1.86877300469066
"16","GB43202",121,164,202,142,228,117,49,123,75,162,115,49,0.823039935703337,4.33255272094866,3.86005794337356,0.00183190503532509,0.467316814509183,-1.13551741662972
"17","GB43712",233,304,380,402,368,158,88,308,147,169,139,148,0.899800557429892,5.19950854898324,3.89458277726194,0.00171343951662963,0.467316814509183,-1.05035771567661
"18","GB43761",8,11,15,9,24,15,13,19,23,50,42,39,-1.14431230849613,1.7401249350504,-3.76113023168348,0.00221971037453119,0.467316814509183,-1.80504248422078
"19","GB45063",8,10,13,6,37,19,11,29,49,48,63,48,-1.51667397053925,1.93388192462763,-3.84414215284398,0.00188929637707996,0.467316814509183,-1.66219061178196
"20","GB45491",102,154,180,173,213,143,105,285,143,280,318,213,-0.456456777969225,4.9625186442998,-3.90342326033507,0.00168438110250797,0.467316814509183,-1.03490298384501
"21","GB45658",7,14,11,16,20,12,6,6,3,7,4,3,1.34335799207782,0.496651953598959,4.07112974033626,0.00121907700329708,0.467316814509183,-1.84124818611071
"22","GB46290",16,61,47,82,63,53,39,150,73,109,107,88,-0.862369645029988,3.49283992122412,-3.78367661676304,0.00212454377017028,0.467316814509183,-1.35975167956613
"23","GB46886",29,72,96,72,154,146,79,171,156,286,238,184,-1.09066411114212,4.37058343444949,-4.11241610352226,0.00112622224884732,0.467316814509183,-0.754214378346089
"24","GB46924",7,12,13,6,6,18,17,115,13,33,42,42,-1.94385761449745,1.67249503482587,-4.06573333829112,0.0012317802514966,0.467316814509183,-1.50353819117792
"25","GB47183",9,12,24,20,30,35,21,40,25,53,67,49,-1.0404796841765,2.28032433477532,-3.76467385623884,0.00220447074778771,0.467316814509183,-1.65376954417491
"26","GB47235",13,41,36,50,71,28,26,72,42,77,91,75,-0.730745812037443,2.98761304123995,-3.70165606903922,0.00249207362709316,0.467316814509183,-1.56919885412243
"27","GB47584",806,864,1342,1187,1830,848,288,806,536,1232,904,663,0.660629131327214,7.20611171105274,4.37554916231559,0.000682343876025919,0.467316814509183,-0.497213386086362
"28","GB47751",2,4,2,14,6,9,9,18,24,47,17,29,-2.01532979567812,0.900598710079142,-4.59908473464086,0.000448370083536335,0.467316814509183,-1.25526756526756
"29","GB47962",8,38,33,47,51,74,47,71,107,151,95,120,-1.35908021385388,3.30337148966764,-3.71483990560185,0.00242890647317596,0.467316814509183,-1.50384437556418
"30","GB47992",97,138,151,228,229,100,37,120,115,110,85,110,0.722054993515902,4.31783302166068,3.76509228746595,0.00220267828695737,0.467316814509183,-1.28349455742419
"31","GB48100",44,32,51,53,71,21,9,17,22,40,28,18,1.01340832031396,2.3580537136376,3.87698983717649,0.00177279746105723,0.467316814509183,-1.49317095208836
"32","GB48603",3,16,12,6,27,21,18,31,39,58,51,59,-1.76218798419603,1.90658743084451,-4.48431254985625,0.000555860992590344,0.467316814509183,-0.966595691666407
