"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40063",74,146,126,82,167,144,76,245,177,249,113,239,-0.500978762464242,4.60177795388575,-3.831863803489,0.00190755075548321,0.638291949473901,-3.82015662761557
"2","GB40166",153,82,306,57,162,130,16,94,83,109,62,66,1.02450166153807,3.95210246664582,3.26157388778023,0.00583852295378837,0.638291949473901,-4.07232830551506
"3","GB40452",55,104,150,98,197,185,16,100,91,118,84,99,0.702518259422853,4.01575053117273,3.11696003665277,0.00776074604527299,0.638291949473901,-4.08740199867504
"4","GB40540",43,139,173,69,154,152,16,105,76,84,68,70,0.851402644560399,3.82028774341075,3.5192836898271,0.00351675907654304,0.638291949473901,-4.03396568451512
"5","GB40773",230,280,404,244,548,325,73,371,186,379,220,335,0.488240233727086,5.54799109499895,3.13537347731802,0.00748467344775084,0.638291949473901,-3.97492101176965
"6","GB41064",31,18,115,20,60,36,5,27,16,18,20,13,1.38450632288871,2.05374859670362,3.53756565438102,0.00339273866763234,0.638291949473901,-4.30045070726559
"7","GB41065",651,422,1626,391,906,671,111,776,463,456,380,351,0.898061368073497,6.43510117699415,3.08481822983757,0.00826711295076803,0.638291949473901,-4.08167158484148
"8","GB41193",73,81,115,56,121,108,125,226,173,137,92,207,-0.717958173807008,4.33376786549015,-3.20177243143982,0.00656790498500069,0.638291949473901,-4.02635904260519
"9","GB41291",8,14,20,14,30,17,3,11,6,11,2,23,1.097332708093,0.932134616225338,3.31711754535053,0.00523381051156791,0.638291949473901,-4.40476280411939
"10","GB41583",76,91,119,56,120,101,95,267,115,151,98,210,-0.632179234941649,4.30675138222656,-3.14861643067442,0.0072921828245912,0.638291949473901,-4.04008801997193
"11","GB41649",22,107,169,72,160,84,7,70,44,52,63,65,1.0685663997624,3.36200972605161,2.99753648858418,0.00981352319907449,0.638291949473901,-4.21754894326409
"12","GB41757",22,47,34,78,89,43,88,183,85,86,75,202,-1.17590990800615,3.63872510593202,-3.31678860712856,0.00523720036819953,0.638291949473901,-4.12196683611866
"13","GB41888",19,41,112,34,91,80,9,23,35,47,31,44,0.973896523083503,2.74480659726843,3.2418313706868,0.00606989963997029,0.638291949473901,-4.25585275689598
"14","GB41981",401,401,193,147,313,147,464,9673,743,297,344,2172,-1.9339053735261,6.37476176696995,-3.09359326000556,0.00812570028760558,0.638291949473901,-4.08943796150765
"15","GB42148",13,7,14,8,20,8,1,5,3,8,8,10,1.08987514593456,0.417034302659061,3.10561506355632,0.00793585703112739,0.638291949473901,-4.44410070415261
"16","GB42216",97,217,246,168,295,279,55,203,165,210,117,173,0.533319709846348,4.87067712499119,3.43140489962549,0.00417979462737954,0.638291949473901,-3.8889727150355
"17","GB42327",28,71,117,35,124,120,5,45,42,81,42,32,1.11476381644359,3.04851695740639,3.26345101501474,0.00581698792666937,0.638291949473901,-4.21492042851457
"18","GB42383",41,88,115,80,151,106,34,69,65,89,50,90,0.5731365799902,3.70326157399939,3.4758186007316,0.00383029288603776,0.638291949473901,-4.05964649831765
"19","GB42559",88,214,345,169,387,319,41,148,127,250,170,209,0.696290745699512,4.93148693519466,3.03214325712234,0.00916878675692013,0.638291949473901,-4.0058016977399
"20","GB42747",18,42,73,32,91,98,4,30,35,48,30,38,0.974129487002318,2.62997208346013,2.96058143084633,0.0105515376773181,0.638291949473901,-4.31047893967913
"21","GB42778",115,90,134,80,123,96,114,238,131,215,123,174,-0.587607516717352,4.47924532445803,-2.98228015130285,0.0101118073648229,0.638291949473901,-4.06137200908034
"22","GB42781",16,34,45,26,74,66,8,35,29,25,25,23,0.841701303717316,2.35129665648286,3.06577116964236,0.00858252341181624,0.638291949473901,-4.32235827528482
"23","GB42805",20,29,54,29,53,60,5,45,13,32,18,36,0.854331094030562,2.26902457129385,3.12360541846663,0.0076599632291793,0.638291949473901,-4.32354787620888
"24","GB43337",5,12,27,9,19,21,2,8,4,11,8,3,1.37028168389311,0.614593364257042,3.71859054323367,0.00237952275618032,0.638291949473901,-4.39396746663792
"25","GB43543",60,82,115,86,151,79,18,58,94,75,68,83,0.633585903897885,3.66858366572654,3.05227846926011,0.00881315088621045,0.638291949473901,-4.15566693353697
"26","GB43615",16,25,27,15,31,29,3,23,6,17,12,9,1.19822594655151,1.41074428127815,4.26262311579876,0.00083023666111771,0.638291949473901,-4.30062428581874
"27","GB43661",6,11,28,9,7,6,55,27,37,44,22,18,-1.51214403522522,1.61891386533722,-3.00777331585789,0.00961827215496828,0.638291949473901,-4.39428207370115
"28","GB43909",117,161,312,192,326,301,71,143,170,210,162,129,0.688397965900893,4.91880476718159,3.21944971938815,0.00634330468920146,0.638291949473901,-3.94933265133307
"29","GB44259",10,32,43,17,63,29,4,14,9,31,14,27,1.01819685425308,1.77365636100795,3.2927300043157,0.00549119187604184,0.638291949473901,-4.3492176301539
"30","GB44384",29,29,38,14,85,14,52,95,53,112,42,116,-1.25965381446812,2.98496412115555,-4.0268742701581,0.00130642104457933,0.638291949473901,-4.11879721428957
"31","GB44643",27,48,111,48,77,88,11,52,35,57,31,43,0.818252818709885,2.97602216849102,3.60602959654516,0.00296625371102984,0.638291949473901,-4.16939124129162
"32","GB44888",93,263,343,123,302,231,45,203,133,187,151,125,0.691055483204252,4.79939745262535,3.2293128076346,0.00622133751921241,0.638291949473901,-3.9550380546232
"33","GB45424",15,27,31,23,50,49,6,29,12,26,21,20,0.821151466680222,1.98557098152304,3.17144275518571,0.00697189314811695,0.638291949473901,-4.34314044992093
"34","GB45453",6,11,20,18,49,24,1,3,5,12,15,12,1.54915439572592,0.888492828765604,3.29429855806133,0.00547426277393564,0.638291949473901,-4.40928863017224
"35","GB45458",67,70,173,79,144,144,25,79,76,126,68,92,0.579819384612708,3.89218159046901,3.06101378711213,0.00866314897259709,0.638291949473901,-4.11776254438833
"36","GB45527",46,86,81,58,108,77,45,165,107,122,78,147,-0.466823077163421,3.90218691535097,-3.18147328982406,0.00683561827280439,0.638291949473901,-4.08955501484772
"37","GB45655",16,30,50,37,81,67,3,19,21,25,31,18,1.33840444208806,2.18325571778068,3.8918008002697,0.00169753503142654,0.638291949473901,-4.24988288121803
"38","GB45967",30,55,106,61,116,80,10,34,46,83,31,68,0.824817146900533,3.13580667058678,3.3760056121125,0.00466106237996181,0.638291949473901,-4.18060479228663
"39","GB46054",65,221,153,128,323,175,27,122,45,135,87,98,1.08847426196671,4.23330344812642,4.13881717757782,0.00105273812364851,0.638291949473901,-3.83349629606567
"40","GB46071",87,227,433,147,325,323,45,210,127,222,149,148,0.739934234111445,4.90987652797659,3.15463670171752,0.00720631312410299,0.638291949473901,-3.97161574166625
