"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB43007",1305,1496,870,1720,1326,1056,1683,4273,1308,3432,3513,2097,-1.1419582916982,8.31943271297008,-6.39664685865535,1.62395167685344e-05,0.0792082430385266,2.89373787440055
"2","GB46925",347,248,210,409,373,407,83,212,85,165,230,146,1.01377370816805,5.27235172196702,6.40268343611943,1.60765884345787e-05,0.0792082430385266,3.1546689329565
"3","GB40016",17,17,10,47,28,22,3,11,5,7,15,5,1.42089253324468,1.1640532387209,4.86809282258185,0.000245099899435223,0.160905322127601,0.00220289010751706
"4","GB40069",20,24,18,30,30,37,4,20,7,13,12,7,1.23678029288251,1.52702501141431,4.68136834718036,0.000348719679596281,0.160905322127601,-0.117581359552212
"5","GB41270",361,644,662,1030,1433,435,1643,2801,688,2440,1650,882,-1.31953754088667,7.50532432291848,-4.70396499692467,0.000334078946079086,0.160905322127601,0.426378725770066
"6","GB41616",50,40,37,91,64,31,52,198,40,137,111,88,-1.07398839150804,3.59185506976839,-4.56768466235501,0.000433089295150827,0.160905322127601,0.154789823460611
"7","GB41824",57,27,30,66,46,75,19,41,5,14,13,8,1.56685886333857,2.21024394692719,4.64862971638522,0.000371116222222051,0.160905322127601,0.0159353503489754
"8","GB42239",126,119,133,224,193,125,265,427,144,498,257,190,-1.05355731351358,5.17882923116761,-5.0501285396974,0.000174520012028411,0.160905322127601,1.04493601973382
"9","GB42475",173,236,213,347,347,221,623,756,223,948,530,286,-1.18926144253314,5.98353738778333,-5.10854699900332,0.000156638315687423,0.160905322127601,1.14288423585839
"10","GB42492",195,119,106,305,115,201,32,69,48,55,62,87,1.43372321659383,4.10607812698604,4.61762028849504,0.000393699522927667,0.160905322127601,0.275053632710377
"11","GB43330",4963,5691,9805,11034,10441,5538,25417,16825,13981,19351,62501,8956,-1.60033677099666,11.1068385959939,-4.60551548560305,0.000402895509379673,0.160905322127601,0.00251454692107167
"12","GB43823",1162,961,2164,2401,3292,1181,5179,5238,2280,2510,4922,4344,-1.4166675402219,8.84149467457002,-4.52275639869921,0.000471998289898834,0.160905322127601,0.0678675281469276
"13","GB44148",394,359,242,599,450,435,104,373,121,179,361,217,0.816677817471593,5.67375731109268,4.52226518160211,0.000472443045895632,0.160905322127601,0.141486775462339
"14","GB46225",212,297,579,679,788,277,1275,1453,542,1831,1323,796,-1.60686360989852,6.94489874488285,-5.27688973935644,0.000114998293976598,0.160905322127601,1.3864942757248
"15","GB46366",1686,2078,1778,3602,4806,925,5989,15243,4121,7505,7074,1993,-1.62132791487769,9.31881954294368,-4.54129324270522,0.000455526046273847,0.160905322127601,0.0672893189449555
"16","GB46772",784,805,634,1669,1558,888,1523,2399,922,1911,1909,926,-0.802530113754973,7.77531000498666,-4.63104904572995,0.000383750587861199,0.160905322127601,0.295312279271783
"17","GB47499",52,63,104,92,130,66,144,257,65,229,276,82,-1.13568573755442,4.32281120257348,-5.06953383841025,0.000168356254519047,0.160905322127601,1.03877107030146
"18","GB48038",83,74,133,109,177,46,269,296,132,357,211,190,-1.47287634139654,4.73977652304377,-4.8493460228258,0.000253883768547865,0.160905322127601,0.692498519201285
"19","GB48705",41,31,20,50,32,34,11,9,10,12,10,15,1.51235811027973,1.83045346625127,4.59856341009974,0.000408276830477064,0.160905322127601,-0.146454779872802
