"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40069",20,24,13,18,30,37,4,20,7,12,7,30,0.966944853501218,1.52702501141431,2.85626994754535,0.0127592102204381,0.985936321425681,-4.43699952564565
"2","GB40337",37,68,66,26,65,50,84,426,34,118,31,143,-1.0508030456454,3.61589281158623,-2.59610059073403,0.0212240434164801,0.985936321425681,-4.31794127350254
"3","GB40448",699,573,1004,562,1013,495,1179,1824,575,1474,557,1018,-0.5765308444833,7.23491233085294,-2.60240563732748,0.0209657652606853,0.985936321425681,-4.25909192170865
"4","GB40941",1269,876,434,289,375,2010,176,614,176,473,277,613,1.01851976586477,6.44328219238177,2.50446526391218,0.0253421355155819,0.985936321425681,-4.23931207047443
"5","GB41063",350,230,362,226,436,336,155,424,114,277,158,426,0.433063598834672,5.59286403582301,2.9120641257556,0.0114310752445686,0.985936321425681,-4.08192006054803
"6","GB41193",111,93,179,92,207,108,83,174,41,137,56,121,0.430177817747175,4.26599420875515,2.50479241608637,0.0253261507731615,0.985936321425681,-4.26255989015564
"7","GB41282",112,110,87,73,108,124,29,90,27,52,59,140,0.796818684076975,3.76614569089388,3.09484961269659,0.00796451336125349,0.985936321425681,-4.1994315038957
"8","GB41294",136,181,149,152,242,163,203,345,137,440,161,231,-0.499771461134136,5.15320825465415,-2.96729500519028,0.0102505253146446,0.985936321425681,-4.07210922617335
"9","GB41710",50,50,92,62,115,77,37,45,14,38,29,102,0.907683369314864,3.2231046533774,3.42039591198745,0.00417611949613723,0.985936321425681,-4.22438307344976
"10","GB41862",109,117,111,90,169,125,35,144,36,92,60,167,0.587368466655548,4.0828153185042,3.04343768048042,0.00881789926767059,0.985936321425681,-4.16211026736846
"11","GB41863",239,201,524,188,324,164,115,253,89,267,116,236,0.593669670770707,5.19189416788187,2.70168460807117,0.0172784895417486,0.985936321425681,-4.14660617250144
"12","GB42157",17,21,21,20,39,21,13,17,8,15,19,16,0.696604850499187,1.71977714254875,2.59689102361658,0.0211914966954979,0.985936321425681,-4.45006686973313
"13","GB42168",802,755,1299,765,1634,969,1415,2191,792,1633,906,1546,-0.485865111683744,7.69411971837678,-2.63225047617891,0.0197838640121026,0.985936321425681,-4.2831913075804
"14","GB42217",1007,1013,2054,625,1630,944,1992,5719,1379,1982,981,2967,-0.956280716861534,8.11840637961582,-3.35950569503068,0.00471217822229804,0.985936321425681,-4.17787718241173
"15","GB42218",3048,3221,8521,2650,5128,3000,8369,18593,4086,6904,3216,10163,-0.933681402738044,9.89747772413476,-2.89013209716141,0.0119361163277878,0.985936321425681,-4.35806448040877
"16","GB42412",44,53,60,40,46,56,17,36,13,34,28,72,0.716528571031434,2.77857164481404,2.79180270930477,0.0144828197219307,0.985936321425681,-4.36101571053395
"17","GB42428",48,83,84,70,148,31,109,179,38,230,81,249,-0.905991572801001,4.05979978079432,-3.05149308446997,0.00867843947373738,0.985936321425681,-4.17506503329839
"18","GB42563",10,12,14,11,20,23,5,29,2,8,4,11,0.894304662115758,0.923924970786843,2.6026357538203,0.0209563964808982,0.985936321425681,-4.48250365777857
"19","GB42621",5365,1942,2776,2313,779,5052,685,1284,350,739,1696,2461,1.3574653788397,8.15624451447009,2.69504974492917,0.0175039136665608,0.985936321425681,-4.29858769723166
"20","GB42703",1,1,8,8,19,8,11,72,12,20,19,18,-1.8796348974514,0.935811686398641,-3.31757025646589,0.00512096938744758,0.985936321425681,-4.436593281743
"21","GB42798",76,370,640,348,332,152,768,3435,436,736,269,1200,-1.62082611322001,6.36925827823832,-3.13974836565983,0.00728656977508894,0.985936321425681,-4.07380067775066
"22","GB42917",140,148,149,151,189,136,46,104,72,123,116,171,0.652985992199838,4.45400559343096,2.95660097185812,0.0104693211896433,0.985936321425681,-4.13231627186382
"23","GB43133",606,517,648,451,580,834,364,531,209,599,391,577,0.465929961437697,6.49218357415051,2.73696627853473,0.0161263891931627,0.985936321425681,-4.17509314062947
"24","GB43169",9,16,16,13,8,15,4,9,5,7,5,10,0.87973313706934,0.756789653690092,2.53984877207501,0.023668251883063,0.985936321425681,-4.49229122585198
"25","GB43205",101,119,137,93,200,114,61,121,51,135,55,186,0.421382788730498,4.24906342832309,2.57442433332955,0.0221356185519203,0.985936321425681,-4.24728388835859
"26","GB43298",5,8,29,7,6,37,10,89,11,40,15,34,-1.22292257693161,1.61502017561807,-2.40953479201235,0.030411982531795,0.985936321425681,-4.47406158895541
"27","GB43330",4963,5691,19351,9805,10441,5538,25417,16825,13981,62501,8956,11034,-1.21162545777333,11.1068385959939,-2.65927323175413,0.0187695367587618,0.985936321425681,-4.4321709305003
"28","GB43504",129,75,48,34,80,77,24,37,17,47,40,74,0.902380470998891,3.16538891336431,2.90805941009715,0.011521699526842,0.985936321425681,-4.30784902229512
"29","GB43690",1962,1466,406,612,5413,476,2276,8341,3010,13673,660,4529,-1.71992462970489,8.49828416122074,-2.72871554509049,0.0163889212084381,0.985936321425681,-4.31450190785309
"30","GB43713",5508,3320,2688,2509,7274,1762,8654,15148,2387,14318,2048,9359,-0.945024795163732,9.74335799365915,-2.42318387688536,0.0296276341581718,0.985936321425681,-4.41439905608315
"31","GB43823",1162,961,2510,2164,3292,1181,5179,5238,2280,4922,4344,2401,-1.27574608567125,8.84149467457002,-3.55529471825201,0.00319660857262738,0.985936321425681,-4.20494209102828
"32","GB43942",206,198,352,182,486,199,303,616,196,545,216,367,-0.474654105499231,5.72318418350689,-2.5772223695726,0.0220158611654029,0.985936321425681,-4.17670441224841
"33","GB44012",21,25,67,34,39,27,5,25,12,25,12,48,0.875631345901098,2.11444731702445,2.46782033489298,0.0271951506641403,0.985936321425681,-4.44496261382795
"34","GB44024",328,182,173,1462,619,382,3148,653,2740,338,714,5401,-2.00367730512624,7.05556195502154,-2.56994996198317,0.0223284300715025,0.985936321425681,-4.26035062307866
"35","GB44206",1796,1886,2324,1857,5438,1778,4425,4485,1683,8018,1844,4330,-0.692531936626382,9.00920194151851,-2.60782198881547,0.0207463177260296,0.985936321425681,-4.35614032317597
"36","GB44305",201,170,250,213,355,175,401,438,185,465,223,362,-0.619337484197166,5.59549298319094,-3.20300358721727,0.00642770208324385,0.985936321425681,-3.99807223527446
"37","GB44550",134,110,57,88,59,112,21,65,23,68,29,89,0.943138033597908,3.4726763885647,2.81077956946436,0.0139530753057414,0.985936321425681,-4.2912768690864
"38","GB44987",78,73,103,95,141,59,103,255,74,203,122,177,-0.721471696494752,4.34200063747792,-4.09634341428052,0.00110386673663619,0.985936321425681,-3.9199028574822
"39","GB45147",871,539,1253,421,938,585,1224,2795,614,1574,582,1225,-0.71916117007255,7.35584025063365,-2.77825710801353,0.0148729188977012,0.985936321425681,-4.22879435148561
