"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40074",81,132,43,108,129,71,147,240,296,133,126,132,-0.852801835074809,4.4593276085508,-2.63789221104618,0.0196006375192836,0.992572139175199,-4.21884490336843
"2","GB40363",18,31,9,14,25,23,2,10,4,22,11,27,0.987377896185399,1.29274091201176,2.54841183621304,0.0233150400156456,0.992572139175199,-4.47394420116099
"3","GB40414",123,180,63,66,170,100,103,143,134,246,96,203,-0.351110939870924,4.50015006444703,-2.48157402320556,0.0265226666730163,0.992572139175199,-4.24724559761331
"4","GB40615",60,105,38,44,164,80,128,180,60,292,97,247,-0.905327167635055,4.21324028115067,-2.88054847894918,0.0121893663910786,0.992572139175199,-4.18931950742315
"5","GB40670",172,876,123,195,353,172,289,336,683,610,249,473,-0.671442723818269,5.8388672792969,-2.46188170755953,0.0275457458087553,0.992572139175199,-4.21985493075586
"6","GB40980",99,215,65,87,259,110,155,170,142,379,154,209,-0.512342559521619,4.78266900781251,-2.64658634588412,0.0192718816418784,0.992572139175199,-4.18281526898483
"7","GB41316",22,31,14,19,45,12,77,35,42,51,26,37,-0.817262994564115,2.46291323872699,-2.38505085128598,0.0319095102144491,0.992572139175199,-4.43640643429373
"8","GB41776",369,369,105,565,370,238,79,126,89,362,138,131,1.25344546716183,5.17508325121329,3.6100051247871,0.00287933905081197,0.992572139175199,-3.92751460146657
"9","GB42150",544,942,266,573,717,539,682,815,1505,1158,617,809,-0.594533579502095,6.9847383754462,-2.92870572697752,0.0110863757845497,0.992572139175199,-4.17105833227158
"10","GB42311",46,174,31,122,146,33,9,27,16,100,58,51,1.20012481681541,3.14624115806205,2.46668876389101,0.0272925745895518,0.992572139175199,-4.38123748174877
"11","GB42353",76,96,25,43,77,58,90,73,92,131,67,90,-0.49937594744795,3.68920605635608,-2.6969259983152,0.0174709144624234,0.992572139175199,-4.28429880107489
"12","GB42427",256,858,141,206,3409,270,3661,670,298,8951,1082,2056,-1.8700473032685,7.19776705033573,-2.61545791070573,0.0204742331052336,0.992572139175199,-4.26660405705784
"13","GB42531",19,24,7,17,15,21,5,10,5,13,9,14,0.914971613156869,1.150084423265,3.07690021026331,0.00827342748983406,0.992572139175199,-4.43830845570054
"14","GB42622",7,15,3,2,6,5,21,19,9,16,8,13,-1.11959609714903,0.692405823105925,-2.87369382808452,0.0123548873092832,0.992572139175199,-4.47123709985169
"15","GB42783",10,5,1,3,9,5,4,11,11,13,6,24,-1.01833268296374,0.37923343683533,-2.74266888417808,0.0159770070114871,0.992572139175199,-4.48915001988392
"16","GB42787",191,1423,95,150,388,208,560,496,665,830,274,401,-0.912910106627177,6.03314250790148,-2.42761110443783,0.029416812330195,0.992572139175199,-4.23959536601532
"17","GB43093",253,335,119,151,320,236,503,336,347,537,200,332,-0.630259300908136,5.66234900032798,-2.79668882563932,0.0143726692275997,0.992572139175199,-4.11821159985212
"18","GB43180",580,843,251,282,576,740,227,351,398,592,310,603,0.427142197633694,6.30713423699035,2.59370478587639,0.0213571863930676,0.992572139175199,-4.19935500357072
"19","GB44021",687,1782,383,571,1350,562,1057,959,1273,2299,624,1421,-0.549588127766847,7.41732470123966,-2.59487071428754,0.0213089429867715,0.992572139175199,-4.2782944608896
"20","GB44091",1731,5417,865,1984,3793,1553,2556,3155,4563,6671,2239,3420,-0.665374798405697,8.94569651932394,-2.67375956192812,0.0182784568268922,0.992572139175199,-4.35124677215112
"21","GB44104",2699,5493,1777,1913,5131,2217,4483,2902,4490,8388,3217,4641,-0.541990203949384,9.3253532298729,-2.4064009100305,0.030634932967009,0.992572139175199,-4.40829932007586
"22","GB44119",157,236,65,135,347,145,420,307,134,734,187,337,-0.828991989974787,5.31337389365212,-2.57824808141315,0.0220067969733348,0.992572139175199,-4.18500972327165
"23","GB44140",191,413,118,161,479,126,428,252,238,826,225,627,-0.754036582592745,5.67668422177633,-2.66290876879665,0.0186690464831268,0.992572139175199,-4.15961505801318
"24","GB44256",6,8,3,1,9,6,9,6,22,15,9,8,-0.97353072771992,0.430890322876848,-2.43795167821294,0.0288398300196306,0.992572139175199,-4.50744450080334
"25","GB44860",42,160,42,48,170,44,135,126,143,229,86,130,-0.834332935159447,4.12347577830765,-3.02827420513881,0.00910834202445515,0.992572139175199,-4.16741994656325
"26","GB45142",274,811,162,554,596,273,893,666,825,800,394,637,-0.777755716188221,6.52586201693419,-2.550500816178,0.0232210563398969,0.992572139175199,-4.22984051436116
"27","GB45149",75,630,151,170,206,111,380,244,433,406,204,453,-0.923017905664071,5.45267546237377,-2.56236957177217,0.0226939633435056,0.992572139175199,-4.18906147298294
"28","GB45235",111,154,86,136,262,131,147,232,198,299,135,222,-0.465468981544282,4.89933388111526,-2.43099685761449,0.0292266921820696,0.992572139175199,-4.23448611638335
"29","GB45654",531,1725,330,392,1789,629,1104,830,1149,3224,585,1470,-0.691612383986507,7.3793128337327,-2.43406805490187,0.029055249930778,0.992572139175199,-4.31136090126376
"30","GB45796",943,4713,2413,11287,8904,706,681,936,468,5928,908,251,1.93050298403979,8.18098204006852,2.47505406182406,0.0268573030191106,0.992572139175199,-4.34969019450252
