"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB46224",652,793,419,497,641,661,242,206,184,161,271,144,1.82283601132023,5.2751880763192,8.49455844550193,9.61682437332429e-07,0.00947930378478576,-2.26636702920541
"2","GB40442",142,230,195,171,130,249,133,189,202,188,105,96,0.498695902112317,4.20064593137407,3.81115052350691,0.00207038762022482,0.933231142347775,-3.45793852470397
"3","GB40629",106,226,230,202,199,287,268,564,406,491,341,228,-0.668267792527664,4.93046782131626,-3.38983015219835,0.00468102736170402,0.933231142347775,-3.50427135747561
"4","GB40671",11,35,26,36,38,36,48,94,70,87,79,42,-1.04297533068942,2.31189753044889,-3.71125233376891,0.00251007938662886,0.933231142347775,-4.01069721643684
"5","GB40928",152,177,138,104,99,203,225,321,267,259,199,158,-0.518772742788439,4.3540077859266,-4.01320007772962,0.00140560373044786,0.933231142347775,-3.35698552396531
"6","GB40984",158,213,161,155,131,212,141,194,182,134,139,145,0.340611841595091,4.1911033540439,3.06025282789035,0.00889053894300301,0.933231142347775,-3.75782814595751
"7","GB40996",33,75,112,116,73,47,98,225,149,147,152,117,-0.856604400160851,3.49739111781178,-3.01240003632684,0.00975750149021078,0.933231142347775,-3.94492377048256
"8","GB41016",205,310,244,183,197,240,202,232,255,191,165,156,0.397097095118049,4.57768647930395,4.35453815670635,0.000736794955282219,0.933231142347775,-3.14843180795386
"9","GB41168",26,38,46,45,47,43,63,114,60,75,73,61,-0.646981553457163,2.61680970059453,-3.02287535413513,0.00956081622362235,0.933231142347775,-4.10064741787607
"10","GB41363",988,1255,1091,819,1004,1194,1067,1152,1213,898,757,771,0.319232782757239,6.82264462220356,3.23047077841162,0.00638318898710738,0.933231142347775,-3.68838735680057
"11","GB41467",269,243,249,275,235,491,407,542,519,680,487,331,-0.57610398160049,5.38324655708752,-3.13036238931389,0.00775675718300604,0.933231142347775,-3.59685420167223
"12","GB41719",604,366,440,260,281,301,273,242,367,270,240,250,0.607754893574246,5.13793396730754,2.94333505346346,0.011158422124542,0.933231142347775,-3.68770891512929
"13","GB42319",136,169,347,204,294,193,375,409,500,329,403,326,-0.675620600286714,5.01683880309606,-3.04896690619948,0.00908785275484758,0.933231142347775,-3.65712836470522
"14","GB42323",10,6,13,15,7,8,14,44,20,20,14,18,-0.891607466901151,0.677696728430102,-2.87396640193725,0.0127652516103419,0.933231142347775,-4.34954106302474
"15","GB42400",149,236,191,198,192,233,234,432,335,297,286,224,-0.378564535892196,4.76747324746465,-3.14391648364346,0.00755478239888334,0.933231142347775,-3.62632232975097
"16","GB42576",24,26,22,55,34,44,83,143,53,53,97,48,-0.981748510068355,2.47265492097809,-2.88524681498024,0.0124892341908367,0.933231142347775,-4.16018170728528
"17","GB42607",965,1206,422,359,747,1349,351,964,316,343,267,309,1.16488801594124,5.91390747432866,3.62100505093071,0.00298862238924597,0.933231142347775,-3.40287880962084
"18","GB42956",14,22,16,13,22,19,8,7,8,19,12,12,0.948875066121784,0.650101288286458,3.09760816207238,0.00826732435604709,0.933231142347775,-4.32098437248249
"19","GB43036",111,62,48,31,64,44,29,18,37,19,34,45,1.1652540029112,2.18944896772753,3.18913775874795,0.00691811478350844,0.933231142347775,-4.13080981510214
"20","GB43140",6,22,36,32,23,32,40,110,76,132,46,31,-1.32815074194711,2.09606525790484,-3.34070115394914,0.00515050059635871,0.933231142347775,-4.12302839114598
"21","GB43175",883,1429,837,783,754,1391,702,1236,996,1015,547,672,0.430898691433622,6.66508658192146,3.00560740685316,0.00988717886270686,0.933231142347775,-3.76114387023018
"22","GB43409",218,381,307,243,194,226,196,254,341,233,132,181,0.44149426979299,4.7193965468502,3.02569679948665,0.00950851607360713,0.933231142347775,-3.68116368178982
