"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40139",8,27,99,387,191,156,179,641,84,156,525,494,-1.74975416535436,4.05717084132768,-2.26531551179202,0.0407484907132611,0.999909434544552,-4.22988252864721
"2","GB40230",4,7,9,18,12,13,17,28,12,23,25,12,-0.918034843829709,0.635812777259613,-2.51324408477093,0.0255379455491606,0.999909434544552,-4.43804015242614
"3","GB40231",14,10,14,39,12,18,25,46,19,29,49,22,-0.87134270846977,1.33217686742276,-2.46405981456274,0.0280399152469399,0.999909434544552,-4.40613548642952
"4","GB40273",143,240,259,193,155,164,156,162,198,124,90,171,0.377342607693666,4.22520259423957,2.55376738574465,0.023639420248541,0.999909434544552,-4.07400559827053
"5","GB40285",85,46,135,83,66,63,57,33,110,35,45,35,0.699193034988276,2.76612633473686,2.14137349712893,0.0512519380148087,0.999909434544552,-4.36490319012061
"6","GB40336",2541,3429,3709,3319,2242,1671,2482,1538,2878,1458,1338,2468,0.485190384695684,8.01573483612732,2.25897103574619,0.0412328442014927,0.999909434544552,-4.27156178196198
"7","GB40425",18,102,61,44,37,25,96,118,61,57,100,81,-0.967472543184937,2.72477697304274,-3.46412760213408,0.00405009587442266,0.999909434544552,-4.08728526233859
"8","GB40598",74,95,105,137,91,98,131,189,94,94,110,145,-0.338603062623526,3.64007377802569,-2.17538120540937,0.0481419624721923,0.999909434544552,-4.27577947256862
"9","GB40870",19,26,41,41,15,12,16,27,12,17,9,15,0.627867827518346,1.11519870453831,2.3860412696844,0.0324971768859557,0.999909434544552,-4.42823487389456
"10","GB41326",26,129,48,60,57,22,80,148,84,132,166,86,-1.15076157385454,3.0525610085906,-3.30875034602423,0.00547920101862649,0.999909434544552,-4.06334598985347
"11","GB41337",28,20,40,14,33,15,19,11,18,9,9,15,0.830900148204272,1.00807841251729,2.61116855872639,0.0211818653708824,0.999909434544552,-4.40615068520453
"12","GB41374",20,39,37,31,24,43,54,60,29,33,40,59,-0.496900233017608,2.08462048579701,-2.25887537916349,0.0412401882659346,0.999909434544552,-4.38937271601023
"13","GB41643",7,8,253,774,320,241,302,1062,141,322,1148,1060,-2.33129649766641,4.66876719841476,-2.25699227445602,0.0413850157064242,0.999909434544552,-4.21021970194689
"14","GB41695",184,140,247,127,80,85,87,91,111,57,58,97,0.736239200503854,3.5556016966806,3.34449464192451,0.00511096294625634,0.999909434544552,-3.94591069427592
"15","GB41702",42,70,73,66,49,53,42,50,52,39,49,49,0.327309970820169,2.56158134624935,2.23028205388532,0.0434915867637185,0.999909434544552,-4.35973455293845
"16","GB41736",6,14,7,13,21,51,51,44,41,19,66,16,-1.31676649089727,1.37293581757416,-2.46904820718063,0.027775803599009,0.999909434544552,-4.40464819837537
"17","GB41859",222,324,420,299,229,181,209,241,244,205,200,224,0.309163733201003,4.77913342711808,2.70244050188287,0.0177762340424635,0.999909434544552,-3.95103241458114
"18","GB42192",34,47,86,54,50,52,81,97,49,59,88,63,-0.427225152460548,2.7841738550758,-2.18375562551074,0.0474036825768533,0.999909434544552,-4.35292800097774
"19","GB42310",1438,5749,1111,5325,1290,2402,628,5722,1415,578,519,390,1.39166760926869,7.35934492697298,2.39545066922271,0.0319257155883342,0.999909434544552,-4.18764593500594
"20","GB42339",2,7,12,24,20,11,25,32,15,14,26,15,-0.963243714119731,0.731458288772574,-2.21616367383778,0.0446454383479992,0.999909434544552,-4.46773646171018
"21","GB42622",29,43,20,58,7,29,9,28,6,12,13,12,1.08387765794831,1.03223396638252,2.37146570861864,0.0334016946887558,0.999909434544552,-4.43581633158496
"22","GB42702",9,16,13,10,8,9,20,15,13,14,11,22,-0.510005511996753,0.577905194322199,-2.22194177705313,0.0441697758149149,0.999909434544552,-4.47217156839182
