"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40537",485,388,400,325,750,482,402,210,415,444,548,374,0.569856970003075,5.58883925196054,3.61961032000003,0.00304458587482194,0.374371792586706,-1.79049776734456
"2","GB40618",3744,9280,3014,6610,5868,934,311,507,790,3546,2319,858,2.43109821830691,7.82244302727374,3.42368943857675,0.00444404886149186,0.374371792586706,-2.27110950106801
"3","GB40619",11684,9142,9044,4438,28546,16191,7866,3003,8949,8813,10086,4976,1.03590274917033,9.96589079666682,3.91109137564266,0.0017414670044494,0.374371792586706,-2.08958546386246
"4","GB41073",329,242,514,162,671,569,747,669,626,826,1005,502,-0.633022031629319,5.88441292193685,-3.35522806889951,0.00507360193871353,0.374371792586706,-2.16206048046967
"5","GB41331",61,47,72,41,101,71,30,26,58,51,59,40,0.889982262269312,2.5759990411583,4.16870899595632,0.00106888886559484,0.374371792586706,-1.84148048429656
"6","GB41390",3013,6715,2796,4563,5060,1159,875,592,785,2686,1994,1003,1.98061070817593,7.82130906829696,3.94519166644556,0.00163195923944072,0.374371792586706,-1.68970508125383
"7","GB41517",90,39,60,54,61,54,35,26,30,42,52,34,0.941298560274631,2.40093422078829,3.65223269035868,0.00285927997947877,0.374371792586706,-2.36677243485221
"8","GB41602",950,721,1199,501,1571,1417,2131,1114,1460,1645,2835,1586,-0.478512025628727,7.22662196271264,-3.76757212091056,0.00229117411989049,0.374371792586706,-1.79192689553065
"9","GB41945",522,365,243,216,489,392,311,159,266,286,400,285,0.679448399841447,5.16449092325064,3.73900151674259,0.00242020915289407,0.374371792586706,-1.63193029850184
"10","GB42000",4705,4305,3796,2481,6975,5010,2993,1509,4520,3608,4667,3730,0.729873736874161,8.76567919777766,3.39032927219317,0.00474033608230214,0.374371792586706,-2.41594293228274
"11","GB42271",31,29,15,13,43,40,19,14,8,27,19,21,0.927889661923766,1.30374540219111,3.38020704958309,0.00483411344095977,0.374371792586706,-2.92135987350328
"12","GB42398",3812,4127,2433,3515,4589,1869,1566,1161,1824,2970,2841,1875,1.11787819796527,8.17067581160159,3.3593231767898,0.00503353667891338,0.374371792586706,-2.38123450049622
