"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40083",505,556,353,1271,1464,431,268,189,219,375,433,497,0.775839188234174,5.70019898162338,2.57510284481151,0.0229888680063596,0.999793184712175,-4.13247594587334
"2","GB40271",23,33,17,18,29,22,18,8,30,40,53,43,-0.593689790303962,1.55459136664969,-2.72307925504693,0.0173396802977784,0.999793184712175,-4.38488267540622
"3","GB40390",29,46,29,33,75,61,15,9,12,35,40,45,0.618955944364877,1.83034141008048,2.53814617128406,0.0246576129903042,0.999793184712175,-4.39373568315038
"4","GB40635",588,660,341,1232,2551,814,186,142,188,385,437,361,1.36137492262466,5.74378736722761,4.42339596261837,0.000678644818935778,0.999793184712175,-3.65971558178438
"5","GB40899",14,18,26,15,19,19,15,10,22,35,28,29,-0.555559454565631,1.21610619798137,-2.39930146426598,0.0320336846081952,0.999793184712175,-4.44267415297494
"6","GB41226",9,38,29,24,34,24,9,6,9,17,10,24,0.791322874838588,0.969764839766237,2.40024685155182,0.031976950483133,0.999793184712175,-4.45363956224034
"7","GB41292",193,275,143,202,329,215,113,72,131,165,248,202,0.2949360369483,4.3540564929849,2.56337939577698,0.0235060240954925,0.999793184712175,-4.15783132852831
"8","GB41361",472,840,76,1439,1354,729,115,130,22,287,106,207,2.09246536927221,4.90018320976223,3.01365458252097,0.00992109685690255,0.999793184712175,-4.05755465948075
"9","GB41440",16,26,15,19,23,20,21,14,24,21,37,36,-0.591158596381284,1.35309911310901,-3.20324605353791,0.00688183108438253,0.999793184712175,-4.34280720330171
"10","GB41666",11,16,13,12,19,17,4,2,6,9,18,11,0.705986931132782,0.260324371048327,2.98398655020372,0.0105049349491519,0.999793184712175,-4.42408516309214
"11","GB41708",2878,370,264,1547,7561,1474,552,307,51,208,514,236,2.13948284930194,6.0253682064513,2.78469640832583,0.0154098682686779,0.999793184712175,-4.11836860648346
"12","GB41710",191,370,75,4027,8415,466,86,32,22,52,67,100,3.31054651662703,4.43278368466768,3.0456486864736,0.00932755440180748,0.999793184712175,-4.15543035561064
"13","GB41742",27,62,31,34,59,93,14,10,17,34,51,28,0.72387823964254,1.90428573620471,2.79712133693108,0.0150470652636485,0.999793184712175,-4.35319952330292
"14","GB42177",146,82,91,108,83,71,91,67,120,122,177,135,-0.603818406660785,3.57892037789842,-2.52114889325126,0.0254638689253613,0.999793184712175,-4.24731611487597
