"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40074",231,204,273,268,312,283,165,139,98,178,282,252,0.599243703774532,4.61817310486283,3.1934569691686,0.00705520012665833,0.999156811108869,-3.92732305597711
"2","GB40094",117,80,170,155,165,170,105,60,75,121,89,78,0.739312225164153,3.65308632121275,3.67970193787614,0.0027750414638038,0.999156811108869,-3.95339177263228
"3","GB40150",1028,738,904,1699,1195,1272,845,447,545,879,1079,1037,0.522784831159051,6.72409956695395,2.99288899966089,0.0103789762040802,0.999156811108869,-4.05907329120246
"4","GB40228",11,6,10,11,9,9,61,5,15,31,44,85,-1.73586447301088,0.95266801528795,-4.18662735552334,0.00106559941362822,0.999156811108869,-4.28815698377155
"5","GB40269",126,128,140,164,282,166,309,89,213,215,245,287,-0.395354554395705,4.41083254144762,-2.66626415596972,0.0194005991552382,0.999156811108869,-4.10938357815519
"6","GB40309",330,262,254,323,557,285,575,203,333,398,596,495,-0.336069123670939,5.38449384121449,-2.57724176137315,0.0229750592833424,0.999156811108869,-4.103711945149
"7","GB40696",1752,5572,3876,5491,1300,1136,16311,2367,7526,7225,6588,21325,-1.55161606166313,9.04939646986932,-2.59153745477206,0.0223607698426684,0.999156811108869,-4.31289371056351
"8","GB40697",3385,8100,4644,9579,1794,1503,20974,4671,9770,10950,9511,26396,-1.52060408409531,9.59759989785357,-2.56322669670984,0.0235931546928803,0.999156811108869,-4.3421010842996
"9","GB40728",198,58,112,180,220,145,108,77,73,84,122,80,0.728377864331504,3.68813002992246,3.06473930516338,0.00903908716219421,0.999156811108869,-4.0874374985264
"10","GB40831",38,29,33,84,65,49,34,15,12,29,69,33,0.721224211949407,2.05189165897628,2.5903063203973,0.022413038766623,0.999156811108869,-4.36625887041333
"11","GB40848",101,68,106,147,121,156,59,50,61,80,105,77,0.723907600378848,3.35920301153941,3.52215842643725,0.00375078549580805,0.999156811108869,-4.04240420713672
"12","GB41228",130,143,69,135,57,44,267,55,144,128,262,551,-1.24160182581511,3.87217918221087,-2.70075083960989,0.0181667398370328,0.999156811108869,-4.16949004354835
"13","GB41315",16,14,12,13,21,27,16,4,2,8,14,12,1.0329344246717,0.433630193025873,3.33531870346887,0.00536959718612768,0.999156811108869,-4.38475432317167
"14","GB41645",1223,1108,973,1235,1059,1597,961,543,575,1124,1208,944,0.481410596977625,6.85421465612102,2.53064053058022,0.0250931402048109,0.999156811108869,-4.1991818255771
"15","GB41700",124,57,140,145,223,187,87,31,70,102,202,130,0.576874626665588,3.66551248617544,2.67133850315543,0.0192140494884408,0.999156811108869,-4.18955241421581
"16","GB41860",109,56,119,120,89,138,67,45,26,46,106,102,0.775317676789753,3.15345259433427,2.76159200345766,0.0161743737446076,0.999156811108869,-4.23277527038181
"17","GB42188",932,678,1039,1370,1569,1855,1303,437,539,944,1382,1229,0.406542423151015,6.87778324751615,2.60543575608219,0.0217788506561247,0.999156811108869,-4.17948387018809
"18","GB42334",213,198,222,343,382,299,156,119,159,263,230,240,0.548029462242041,4.68969905384481,2.96253169318937,0.0110027258023539,0.999156811108869,-3.9924295366537
"19","GB42346",27,26,18,23,53,33,96,30,39,35,41,90,-0.760480834025785,2.12514649358458,-2.55595604077288,0.0239201212602313,0.999156811108869,-4.36671120876027
"20","GB42673",141,147,179,181,267,292,441,100,199,277,301,345,-0.390196494006369,4.66902676358779,-2.56141125043611,0.0236743888726519,0.999156811108869,-4.12483662305636
"21","GB43191",170,98,128,104,149,205,89,37,62,95,207,95,0.649630020384711,3.64626461851515,3.0586894599618,0.00914494073099499,0.999156811108869,-4.09599566703263
"22","GB43446",491,316,566,372,628,1066,508,119,236,565,627,381,0.575110388784807,5.63724235802991,2.58592950553526,0.0225998219141373,0.999156811108869,-4.11011627536384
"23","GB43453",218,120,233,427,213,502,143,109,41,188,246,181,0.962556951932347,4.40785047549876,2.71685644378166,0.0176171008230641,0.999156811108869,-4.10104631494866
"24","GB43509",14,2655,944,67,159,9,3035,725,557,251,1796,2590,-3.32413710416803,5.38711368787248,-2.61967961328656,0.0211977326846902,0.999156811108869,-4.17998232659211
"25","GB43635",219,178,185,257,395,228,477,109,291,395,404,363,-0.412607770754359,4.95743790151271,-2.76165686641962,0.016172368385345,0.999156811108869,-4.04516496931376
"26","GB43706",410,278,379,449,694,449,768,225,481,564,699,627,-0.294118708123572,5.76691200224399,-2.65531343127531,0.0198092206826625,0.999156811108869,-4.08801517714945
"27","GB43827",236,192,243,278,280,315,250,100,148,205,258,280,0.384784138727509,4.68243808862787,3.04404406767133,0.0094063259292153,0.999156811108869,-3.96519817024354
"28","GB44011",92,64,99,112,142,134,97,42,62,92,118,79,0.432824080371659,3.37533999986467,3.50214334925343,0.00389750160606095,0.999156811108869,-4.0407008002008
"29","GB44072",217,138,217,233,291,305,209,115,74,176,311,173,0.511702643711283,4.45746209204333,2.77091609388859,0.0158885900185512,0.999156811108869,-4.0709889405229
"30","GB44089",27,37,33,54,51,58,39,12,19,30,40,39,0.572657254784455,1.98149968427327,2.85921309524482,0.013416819559481,0.999156811108869,-4.33133445111762
"31","GB44093",65,89,65,69,78,109,204,33,93,99,171,180,-0.610566171919169,3.42931396318875,-2.60762861367671,0.0216883895530596,0.999156811108869,-4.23418328382985
"32","GB44099",39,32,59,54,112,111,41,15,41,36,45,34,0.905431197195325,2.39029353076534,3.94120061572329,0.00168909138281759,0.999156811108869,-4.13816225053383
"33","GB44112",72849,156833,92489,148307,34082,29371,448263,62396,182739,188871,277864,477568,-1.51978148632413,13.851157831904,-2.60048564343456,0.0219844049816187,0.999156811108869,-4.46015679616073
"34","GB44134",125,92,153,110,249,183,128,45,81,121,235,100,0.441133403159921,3.82686010543742,2.55613165816181,0.0239121721693285,0.999156811108869,-4.2001301173893
"35","GB44338",117,93,109,132,230,166,225,81,130,161,271,233,-0.329080730596039,4.12720128159067,-2.90402161125049,0.0123115215811701,0.999156811108869,-4.06661687802276
"36","GB44367",126,6,54,52,70,2,162,49,44,139,100,515,-2.15859664908845,2.70258349681012,-2.55589745526939,0.0239227736251925,0.999156811108869,-4.33272430357847
"37","GB44528",132,159,123,134,119,138,59,72,63,121,95,91,0.750076782048408,3.58769368676883,2.64219999048829,0.0203095844145307,0.999156811108869,-4.20791928881215
"38","GB44545",17,14,24,11,15,33,10,6,7,13,16,13,0.751612509286005,0.689075831093492,2.54925467386998,0.0242253680104865,0.999156811108869,-4.44587732186846
"39","GB44634",2952,2085,3667,5214,5555,4925,3055,1506,2260,2783,3655,4243,0.45963699592704,8.55200008391295,2.60694071647661,0.0217167277509389,0.999156811108869,-4.2817592330364
"40","GB44770",322,283,342,322,488,437,846,187,371,379,718,640,-0.367269612667636,5.55844068232917,-2.53517462269452,0.0248790377706194,0.999156811108869,-4.12174366429931
"41","GB45012",28,23,40,23,78,40,84,20,69,48,68,79,-0.642640397039886,2.36448838883795,-2.69042561498727,0.0185278885169013,0.999156811108869,-4.32573010110517
"42","GB45184",369,484,350,275,489,445,1018,286,478,572,923,618,-0.589503631782708,5.80453396251994,-3.05432331373486,0.00922210052436426,0.999156811108869,-3.9627812306138
"43","GB45469",26,38,42,26,53,45,142,22,49,49,108,75,-0.816627768846537,2.48799101914068,-3.25488506285022,0.00626835025949588,0.999156811108869,-4.22188178007983
"44","GB45495",746,625,546,737,1180,618,1509,447,1368,975,1211,1433,-0.582930763093108,6.66186724453864,-2.94118088315168,0.0114635344171522,0.999156811108869,-4.06578315470246
"45","GB45615",72,298,270,387,125,58,686,214,659,329,350,852,-1.63584945876499,4.96469612320412,-2.97440270977959,0.0107545061005124,0.999156811108869,-4.01061609697206
"46","GB45708",413,228,227,295,306,463,80,191,106,191,212,149,1.19449656493117,4.61944332408679,3.68674455716636,0.00273800771041373,0.999156811108869,-3.80452552460463
"47","GB46480",28,20,31,30,34,37,20,7,19,28,25,26,0.594659697429728,1.48234623806056,3.00636017849022,0.0101135471303332,0.999156811108869,-4.35125218813403
"48","GB46628",121,91,138,136,282,181,272,80,167,176,274,318,-0.394808316765831,4.29588325846938,-2.62822608452826,0.0208563200648612,0.999156811108869,-4.13172259042636
"49","GB46710",142,118,164,133,282,211,355,92,153,196,333,275,-0.34724357271746,4.43959273259455,-2.62895606200097,0.0208274082321744,0.999156811108869,-4.11815351872552
"50","GB46832",21,19,16,14,31,28,46,7,46,36,62,53,-0.804301765901679,1.6563139894418,-2.88455012812273,0.0127803267173464,0.999156811108869,-4.35394471573768
"51","GB47120",17,9,33,26,41,52,11,7,10,18,32,19,0.854628588104782,1.18081419135044,2.6782277037718,0.0189635775632137,0.999156811108869,-4.40936770880127
"52","GB47187",107,94,90,102,178,122,203,69,120,138,235,183,-0.394030481995092,3.89076069374787,-3.378511482928,0.00494168240349043,0.999156811108869,-3.97577423135329
"53","GB47499",303,300,224,382,279,364,397,79,144,139,247,212,0.749642074603088,4.75014645683791,3.20886707662259,0.00684896195572414,0.999156811108869,-3.91681743898184
"54","GB47696",159,129,160,216,139,221,106,65,71,116,143,193,0.627427731362076,3.95472636579329,2.70895870269481,0.0178845661387686,0.999156811108869,-4.14440435584633
"55","GB47728",74,49,37,49,59,73,36,20,29,55,57,33,0.607429742376016,2.37553975664104,2.65754903460126,0.0197251244685145,0.999156811108869,-4.32986370153261
"56","GB47729",170,136,92,100,96,149,66,52,50,106,119,53,0.773078524067525,3.40661096528759,2.56482608810685,0.0235218118548602,0.999156811108869,-4.24847090985731
"57","GB48100",62,28,36,88,123,76,30,27,45,38,47,49,0.765732963160969,2.4930851451898,2.74755102451736,0.0166142639908744,0.999156811108869,-4.30431200809355
"58","GB48331",101,60,73,50,226,132,202,65,119,115,311,173,-0.617010821779246,3.75452231047266,-2.55254453953386,0.0240750467896066,0.999156811108869,-4.21347162031736
"59","GB48510",6,21,323,9,38,36,475,89,77,268,235,942,-3.10884351282838,3.26834073640218,-3.97832119841569,0.00157484692816179,0.999156811108869,-4.06402352549205
"60","GB48667",24,17,19,13,28,38,10,8,7,20,27,15,0.738412470727047,0.994417485410959,2.58184791890676,0.0227753659549804,0.999156811108869,-4.42926595996715
"61","GB48721",72,45,49,75,110,113,73,28,37,57,75,61,0.502266823389273,2.83558152343542,3.27110509615924,0.00607569052377013,0.999156811108869,-4.17259760376505
"62","GB48738",19,18,138,89,118,49,25,13,30,12,27,43,1.30587791188192,2.0338328981206,2.56913210318702,0.0233307737755462,0.999156811108869,-4.37286879825262
"63","GB48871",183,114,160,156,163,186,165,65,105,151,136,101,0.471795179838475,3.96393462159975,2.65140758011416,0.0199569853006412,0.999156811108869,-4.15772379878267
"64","GB49073",1130,667,1152,1414,1865,1609,819,479,788,1213,1498,703,0.513255518575837,6.89238621416349,2.73075689949532,0.017155819066139,0.999156811108869,-4.14617647878383
"65","GB49262",50,26,53,71,36,46,26,20,18,41,34,20,0.826261248671983,1.97681392898789,2.65588932719647,0.0197875239824745,0.999156811108869,-4.3620546649242
"66","GB49276",315,201,336,467,467,448,240,119,139,256,520,201,0.719795635974195,5.00688021695194,3.67480889322687,0.00280107132960327,0.999156811108869,-3.76480154023257
"67","GB49328",132,88,78,77,222,132,199,73,129,136,271,241,-0.496522720591519,3.95459596709398,-2.71800520685711,0.0175785240495903,0.999156811108869,-4.14321144094682
"68","GB49509",2808,18,126,191,2858,821,14,75,491,6,12,10,4.06620229277639,3.5613091184181,2.70218130096449,0.0181172516668679,0.999156811108869,-4.28137302467282
"69","GB49575",94,62,58,53,83,97,60,21,38,63,82,67,0.479090866379645,2.81199182097088,2.61434074701483,0.0214137592724823,0.999156811108869,-4.29825768559181
"70","GB49799",149,202,222,449,342,330,175,72,115,168,158,204,0.916019099764616,4.47677026987593,4.05126786912751,0.00137285905656462,0.999156811108869,-3.72301633065946
"71","GB49876",327,240,132,175,295,239,481,164,183,557,790,472,-0.763372263515476,5.0730983413649,-2.99978566520534,0.0102422352074279,0.999156811108869,-3.97030633434958
"72","GB50010",142,78,128,72,133,157,78,34,58,87,120,72,0.688712214229993,3.36513897586471,3.54657890043328,0.00357932695847492,0.999156811108869,-4.03664205175141
"73","GB50281",127,111,137,161,267,172,259,81,189,227,280,247,-0.357233421945665,4.34535735533998,-3.05672541905446,0.00917956999379558,0.999156811108869,-3.99572745206784
"74","GB50553",216,165,163,171,188,221,173,75,63,159,223,154,0.505459599680543,4.15682212969794,2.67465913650211,0.0190929203376987,0.999156811108869,-4.13035036393061
"75","GB50686",442,242,504,771,641,583,260,149,345,535,342,407,0.655799625723421,5.51681798474326,2.62157892048609,0.0211213930621847,0.999156811108869,-4.09539002154572
"76","GB50837",585,548,963,798,1487,1256,748,276,494,764,1209,701,0.465643614810299,6.42758260495052,2.96891923919481,0.0108684664344315,0.999156811108869,-4.03760771695599
"77","GB51048",36,26,34,51,42,51,32,14,19,30,38,20,0.684468991857397,1.84156334753653,3.3921101259424,0.00481420300394082,0.999156811108869,-4.27347552764577
"78","GB51111",253,194,264,224,539,337,577,167,351,352,511,480,-0.412670882433605,5.23984968905133,-3.16562394698778,0.00744357799479923,0.999156811108869,-3.90804014924468
"79","GB51238",394,562,478,623,724,1225,2596,507,548,687,1607,2065,-0.769707725301461,6.56604489096753,-2.5747574990339,0.0230834644264492,0.999156811108869,-4.16565857739811
"80","GB52017",130,112,104,85,90,137,293,79,140,183,193,296,-0.791563326162875,4.00929538351805,-3.39445186506945,0.00479258760215639,0.999156811108869,-3.96036183528429
"81","GB52021",393,379,545,674,692,777,488,225,253,464,457,603,0.512897945639785,5.74619498654202,3.09054693393335,0.00860106991356632,0.999156811108869,-3.94938337288641
"82","GB52052",805,996,697,754,739,1165,2014,550,1050,1515,1582,2373,-0.653554549765818,6.95252818689592,-2.84535071334507,0.013778181756492,0.999156811108869,-4.11776210565922
"83","GB52155",26,22,35,67,55,76,14,13,21,43,26,15,1.12916720762969,1.76930044075848,3.26523774009616,0.00614468640168041,0.999156811108869,-4.29800694636732
"84","GB52279",41,45,50,151,35,20,200,51,122,109,71,434,-1.52039810675266,3.15243817646221,-2.66448654401834,0.0194663667821368,0.999156811108869,-4.26194629737313
"85","GB52317",96,129,258,150,80,20,1119,127,401,365,210,2097,-2.38461263026911,4.59606280801296,-3.36755253129976,0.00504688845439681,0.999156811108869,-3.97289092965513
"86","GB52767",306,335,241,333,181,304,157,152,126,208,217,178,0.757802599911754,4.64617941328115,2.55154872676001,0.0241204521572159,0.999156811108869,-4.13193008596647
"87","GB53096",41,36,128,93,157,112,55,35,59,78,33,21,1.07198466761374,2.78546662099548,2.63593125390511,0.0205531044973715,0.999156811108869,-4.29840943884228
"88","GB53143",239,211,316,271,596,449,616,185,522,408,561,629,-0.488149219447807,5.4632508287812,-2.87925313217229,0.0129108810763289,0.999156811108869,-4.00407468475515
"89","GB53449",30,18,30,35,31,32,29,7,12,26,21,24,0.636984126011129,1.41598996539434,2.98372959167439,0.0105633853581971,0.999156811108869,-4.35895924615938
"90","GB53756",111,181,183,226,94,47,815,83,571,292,212,1211,-1.72988280806995,4.64409537879365,-2.92458070869686,0.0118349690027588,0.999156811108869,-4.05030317318772
"91","GB54033",140,150,142,141,242,163,290,103,161,211,280,293,-0.399284267149255,4.39805342364104,-3.20479267728868,0.00690289643037081,0.999156811108869,-3.94686071177291
"92","GB54047",17,10,16,12,67,28,46,16,31,31,54,39,-0.687824041771422,1.60824216752596,-2.5216224438527,0.0255242833711055,0.999156811108869,-4.40474261900917
"93","GB54172",206,212,150,178,157,188,567,120,258,237,417,394,-0.759439071905134,4.73819178700203,-3.26289469825734,0.00617245816354336,0.999156811108869,-3.90459211137099
