"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40016",15,5,10,29,11,25,47,28,22,43,24,21,-0.86852675441921,1.63326247440587,-3.04280053401737,0.00902618573419364,0.922385291183853,-4.34453883341112
"2","GB40038",3,0,5,1,6,10,17,12,10,25,11,11,-1.97248550999043,0.0137974371754683,-3.93516947157265,0.00157575108679316,0.922385291183853,-4.3719525614154
"3","GB40306",305,126,155,205,110,247,105,139,82,123,143,94,0.853514796145576,4.43034093751109,4.14626012362628,0.00104926608694363,0.922385291183853,-3.64812917137256
"4","GB40427",82,46,45,84,78,124,115,110,86,126,102,98,-0.344593103380214,3.73030335709004,-2.89094313770758,0.0121500305454387,0.922385291183853,-4.11890388018015
"5","GB40490",43,30,25,55,49,43,88,60,69,57,68,67,-0.582928929391011,2.98121891074034,-2.96991963132724,0.0104113930692013,0.922385291183853,-4.2125293976279
"6","GB40635",376,411,315,448,546,685,216,243,244,400,388,407,0.759590013740282,5.81172000569403,3.51245674216558,0.00359109217428135,0.922385291183853,-3.69269999523918
"7","GB40885",1075,546,485,964,609,980,448,574,483,611,852,593,0.543064473000491,6.63534300739037,3.14460926026338,0.00739205207226971,0.922385291183853,-3.89491341120964
"8","GB41227",2747,1569,1354,2564,2053,4109,1561,2156,695,2385,1966,1976,0.627474799082148,8.19566628536281,2.87946422933338,0.0124254665952896,0.922385291183853,-4.1413644506756
"9","GB41448",285,149,176,266,254,335,365,308,261,349,351,321,-0.26975136987897,5.38911154593147,-2.89316462423112,0.012097424099402,0.922385291183853,-3.91570423095208
"10","GB41608",44,16,18,37,22,41,46,44,42,59,44,39,-0.500453721846596,2.4383303695813,-2.86921678350838,0.0126765356696523,0.922385291183853,-4.2920229525877
"11","GB41671",1195,434,518,1060,712,1316,496,535,428,809,899,722,0.538559767989223,6.74707497011452,3.01153899834386,0.00959647454649451,0.922385291183853,-3.95265048103476
"12","GB41723",136,71,86,168,143,294,84,97,51,142,131,127,0.631282728616986,4.13914585246892,2.93971194696258,0.011045333197244,0.922385291183853,-4.03862282690468
"13","GB41824",13,8,30,26,31,25,66,46,75,45,39,43,-1.14348289607981,2.29784462094632,-3.406761914074,0.00441807564360044,0.922385291183853,-4.23155008295828
"14","GB41942",170,81,93,155,199,208,116,132,68,162,139,116,0.454592806376161,4.30124142871591,3.24804146792235,0.0060334391564938,0.922385291183853,-3.9135011007285
"15","GB41945",205,98,113,205,343,676,129,236,34,226,94,100,1.10321222713789,4.58537079502845,2.92566400676465,0.0113529741841084,0.922385291183853,-3.98815905829137
"16","GB42276",67,13,20,40,41,70,35,35,12,19,20,9,1.11515575320254,2.01783210302971,3.52573291485005,0.00349889946413388,0.922385291183853,-4.24525265862071
"17","GB42314",18,18,7,18,22,18,41,21,24,45,30,27,-0.734680041652134,1.76737667134085,-2.88998609834083,0.0121727632667642,0.922385291183853,-4.35154319541997
"18","GB42475",530,286,213,491,434,689,347,347,221,425,273,266,0.61030696947876,5.74839347626344,4.75624263433099,0.000332258066235558,0.922385291183853,-3.31421790211273
"19","GB42619",15,1,4,6,13,9,12,23,15,26,23,13,-1.21106742890412,0.744869490560648,-3.32604046215124,0.00517661158002526,0.922385291183853,-4.38400183305363
"20","GB42656",22,26,26,45,29,29,69,49,50,43,81,47,-0.784425258276888,2.61040569654415,-2.88010578223467,0.0124099118069962,0.922385291183853,-4.27395958381008
"21","GB42657",11,8,10,16,17,16,22,19,23,35,19,23,-0.674128498089302,1.40658775107065,-2.93229146272924,0.0112067984411376,0.922385291183853,-4.37423165043518
"22","GB42688",478,276,269,406,354,724,396,434,259,346,354,285,0.399314138059957,5.79491542601219,3.07853731668401,0.00841531661004899,0.922385291183853,-3.84385699312593
"23","GB42751",44,18,29,28,29,72,86,74,58,53,51,52,-0.65369993799272,2.78880863988477,-2.97310511835883,0.0103466738767361,0.922385291183853,-4.2365278447414
"24","GB42889",83,60,49,127,95,133,75,49,68,71,72,64,0.580403617024699,3.51810505426483,3.11492438763806,0.00783550772516491,0.922385291183853,-4.09900210175634
"25","GB43022",5,9,9,19,12,23,42,14,40,47,43,19,-1.23661265182817,1.55671786193472,-2.88291759866361,0.0123419634385345,0.922385291183853,-4.37224035731029
"26","GB43140",17,15,10,32,23,32,62,46,25,36,46,31,-0.782791352445554,2.10790084493837,-3.2242062968929,0.00632256069999278,0.922385291183853,-4.27466101186823
"27","GB43258",632,338,350,448,394,685,322,405,252,429,561,369,0.468555273375448,5.97808834565977,2.97821811377294,0.0102436238182406,0.922385291183853,-3.89133897350775
"28","GB43631",527,179,262,412,440,690,661,673,433,700,519,512,-0.398001846500104,6.15045777259659,-3.07874765409264,0.0084118454735556,0.922385291183853,-3.87219242369371
"29","GB43738",587,337,380,1097,821,962,721,584,315,453,365,358,0.696677153191239,6.33414082634254,3.36587830691275,0.00478717753056527,0.922385291183853,-3.78668675788337
"30","GB43823",4922,4344,2164,2422,3848,4671,2401,3292,1181,1459,3958,2262,0.897741840837385,8.73623727217749,2.88488873144994,0.0122945487523861,0.922385291183853,-4.18453623867314
"31","GB43829",311,165,216,300,221,421,185,218,138,177,249,214,0.61580742484414,5.09081175952928,4.20820652457372,0.000931940862160847,0.922385291183853,-3.48871041943273
"32","GB43946",45,17,29,25,24,38,82,55,53,59,61,33,-0.774568635829675,2.60127717829791,-3.32149807108807,0.00522298737470732,0.922385291183853,-4.20094279061042
"33","GB44064",516,165,225,382,436,714,290,406,131,319,309,268,0.596378537367399,5.57641396786143,3.12919295997956,0.00761914321159224,0.922385291183853,-3.82171612039523
"34","GB44099",67,14,17,31,32,41,57,86,77,49,51,62,-0.810815642941869,2.71772567274705,-3.21077959746366,0.0064914792377634,0.922385291183853,-4.20515171091269
"35","GB44148",361,217,242,383,391,532,599,450,435,710,540,406,-0.403776020388522,5.98339098847781,-3.15318120869242,0.00726871052536464,0.922385291183853,-3.83325848021108
