"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40155",12,13,3,14,22,16,14,18,12,20,32,26,-0.897524608064443,1.22962623564485,-2.44784684691221,0.0285414083511719,0.999781101394242,-4.44625060202457
"2","GB40226",287,164,119,147,137,188,133,117,278,176,266,190,-0.391459094342662,4.73220627106497,-2.18411123498016,0.0469224379747477,0.999781101394242,-4.23665842542311
"3","GB40243",74,86,46,65,54,66,58,63,90,69,89,66,-0.382474281662697,3.36690309001133,-2.13809242474319,0.0510993582569774,0.999781101394242,-4.36729162247337
"4","GB40337",118,143,50,79,76,146,31,26,65,114,80,66,0.478140855479834,3.481414414352,2.13090654515047,0.0517820276086034,0.999781101394242,-4.36143825743254
"5","GB40853",12,11,12,16,13,13,5,4,4,9,5,13,0.758295372070772,0.496919074603655,2.51037726399094,0.0253228069877518,0.999781101394242,-4.47103701549456
"6","GB40945",968,1179,812,1269,1538,1446,251,390,667,1650,774,1015,0.608698013191058,7.06346282263108,2.35994422623105,0.0337337055301789,0.999781101394242,-4.22436996826626
"7","GB41010",7,27,4,10,12,15,9,9,30,22,23,19,-0.917860633606874,1.07858657875177,-2.8079684992291,0.0142327853472103,0.999781101394242,-4.41559566318315
"8","GB41067",4,13,10,11,13,7,12,20,9,22,20,12,-0.947433503836971,0.881760346579846,-2.38728353016116,0.0320293992787061,0.999781101394242,-4.46781187676042
"9","GB41212",40,44,44,34,148,123,168,74,57,106,204,184,-1.15534412424694,3.69149932216526,-2.52142004013125,0.0247918652041967,0.999781101394242,-4.24803348813192
"10","GB41228",52,115,25,262,87,26,71,75,123,405,352,93,-1.42937273620055,3.90069646493897,-2.58154158042214,0.0220840684561283,0.999781101394242,-4.21041235315185
"11","GB41306",1639,2486,861,2164,2595,3920,593,871,1149,1990,1060,1690,0.599381837912638,7.85700600480868,2.39007703723663,0.0318599440779692,0.999781101394242,-4.26852914727136
"12","GB41757",86,89,43,71,60,35,78,75,202,37,208,132,-0.99824555379824,3.59194173115608,-2.19120848454001,0.0463073743033289,0.999781101394242,-4.33850046257396
"13","GB41833",65,65,70,33,63,68,12,21,53,43,52,42,0.51492023248058,2.75611903136503,2.06724826026164,0.0582100806431251,0.999781101394242,-4.42269516976992
"14","GB41962",8,7,8,14,14,10,6,9,14,21,21,10,-0.603294987804211,0.798112335852004,-2.12269016883703,0.0525729818916335,0.999781101394242,-4.49654206521394
"15","GB42219",64,23,10,18,25,29,4,3,19,29,11,8,1.02321429017796,1.23458853800492,2.52471123444636,0.024635705068126,0.999781101394242,-4.43952718703789
"16","GB42409",13,60,122,77,38,14,54,71,44,343,64,76,-1.37612313087879,3.12032568993157,-2.15663405762279,0.0493763741713025,0.999781101394242,-4.38285771428621
"17","GB42603",53,55,34,60,56,64,36,36,61,81,96,62,-0.405424309879353,3.07998892034073,-2.44294884864787,0.028809432233069,0.999781101394242,-4.32416264764264
"18","GB42652",188,285,153,168,230,284,60,137,152,188,152,165,0.394288925702717,4.68066852239735,2.33432489014845,0.0354086994598381,0.999781101394242,-4.19143173954532
"19","GB42735",25,41,30,44,34,68,18,18,19,33,17,31,0.566590984807479,2.15612586189958,2.14888589559391,0.0500896840688622,0.999781101394242,-4.44006425993621
"20","GB42796",13,22,6,16,12,20,17,23,18,24,23,23,-0.796293351258994,1.41218771602444,-2.98356325435665,0.0100941343462758,0.999781101394242,-4.37551223802938
"21","GB42801",40,21,14,37,84,95,6,19,9,14,13,56,1.15979632419113,1.90284139982225,2.23960474606845,0.0423103244745257,0.999781101394242,-4.44181675514505
"22","GB43000",19,23,14,11,22,16,12,14,35,22,35,27,-0.663412711929057,1.59736522094703,-2.76253828290756,0.0155504688344301,0.999781101394242,-4.38780242865445
"23","GB43111",501,415,277,394,414,364,263,252,550,499,567,384,-0.289736424942877,5.89801260045126,-2.21525046758968,0.0442794590539228,0.999781101394242,-4.20176314472368
"24","GB43512",110,41,48,77,67,96,108,81,77,86,167,90,-0.684716519350129,3.6461003537266,-2.35743935096468,0.0338940960832559,0.999781101394242,-4.29032084568742
"25","GB43571",1025,466,80,427,1454,551,519,639,773,702,1979,2526,-1.29162078874107,6.71128013109068,-2.29283393730692,0.0382896104866641,0.999781101394242,-4.22120148542881
"26","GB43689",943,744,230,569,484,852,129,121,488,487,209,134,1.12128097761119,5.7501258771655,3.55844918940093,0.00326033717889055,0.999781101394242,-3.75251774153855
"27","GB43969",12,11,13,14,14,23,5,7,9,6,12,10,0.569174122963816,0.739981394041475,2.11802078884557,0.0530274696921072,0.999781101394242,-4.49928879322339
"28","GB44043",13,11,9,12,53,1,3,19,12,81,59,71,-1.70344426878836,1.3310625344799,-2.05163221766545,0.0598958594679741,0.999781101394242,-4.48865983407578
"29","GB44065",104,118,59,90,81,124,29,69,81,62,63,75,0.395335332684906,3.51489494041091,2.15478938047379,0.0495453346731879,0.999781101394242,-4.35253073772677
"30","GB44120",334,160,203,349,470,445,1780,547,418,221,1841,274,-1.32173939954401,6.0155059857253,-2.25721970220939,0.0409376971200845,0.999781101394242,-4.19774557127038
"31","GB44412",78,87,77,97,113,107,90,99,120,79,229,135,-0.57716114679478,3.98556894006023,-2.1891025886163,0.0464890847157602,0.999781101394242,-4.30135263126672
"32","GB45049",5,8,5,8,4,8,9,9,8,11,17,9,-0.912382672945118,0.347610358103062,-3.07562455833421,0.00842488679828013,0.999781101394242,-4.43135621645313
"33","GB45205",16,19,16,18,16,19,7,2,13,17,8,14,0.66289222782539,0.942327532299731,2.2387002052812,0.0423819651162615,0.999781101394242,-4.48105222360528
"34","GB45404",120,120,110,163,173,175,149,112,168,187,199,164,-0.428129881942612,4.51536062102965,-2.55235316407379,0.0233610032389465,0.999781101394242,-4.12895605189636
"35","GB45748",33,76,74,93,21,104,3,5,50,23,6,11,2.06497235509813,1.93856746914928,3.67048262919447,0.00261771068588525,0.999781101394242,-4.2726184914887
"36","GB45951",880,877,756,913,1156,592,1112,1036,1810,574,2237,1473,-0.846288799963242,7.28819188771756,-2.67485509013336,0.0184387471868752,0.999781101394242,-4.1450012999377
"37","GB46001",8,3,5,10,14,6,13,10,14,5,18,15,-0.929509893912811,0.522442659408444,-2.07672493331318,0.0572085255972661,0.999781101394242,-4.50914452526967
"38","GB46086",23,14,18,23,18,20,15,18,14,60,36,39,-0.73143755807272,1.79281448583497,-2.29542231238119,0.0381035917970048,0.999781101394242,-4.43663469782772
"39","GB46095",109,86,66,126,76,124,36,48,83,74,66,54,0.458847213867005,3.50143460222178,2.79678393171513,0.0145466747496436,0.999781101394242,-4.2011245842022
"40","GB46203",21,36,19,17,24,38,52,26,37,28,40,33,-0.680924785272569,2.17984516538479,-2.33088811013934,0.0356393069507252,0.999781101394242,-4.41016551761989
"41","GB46294",14,42,46,42,42,136,1,3,16,8,4,36,2.30166757554653,1.41150423995535,3.54714847284058,0.0033334376472585,0.999781101394242,-4.3358156550092
"42","GB46428",9,3,21,8,11,10,1,0,8,9,0,9,1.58413853047214,-0.417564420055516,2.15091795157544,0.0499016861399165,0.999781101394242,-4.51549872885211
"43","GB46429",823,892,843,794,633,1050,291,239,812,585,969,421,0.529618636582287,6.59275570779737,2.39829001347024,0.0313666733594205,0.999781101394242,-4.17740854172305
"44","GB46517",767,434,358,426,518,538,318,457,679,578,599,488,-0.30551870639983,6.24113646011004,-2.0533631842902,0.0597068044601193,0.999781101394242,-4.27492520813549
"45","GB46668",22,9,5,5,8,5,19,12,20,8,36,14,-1.23127871049865,0.830306191302851,-2.7082898489527,0.0172805389708551,0.999781101394242,-4.43969966413009
"46","GB46768",619,600,607,523,602,360,282,383,950,966,976,759,-0.465416982154077,6.49026985382235,-2.04710479039811,0.0603929536137616,0.999781101394242,-4.28884791157427
"47","GB47004",43,60,22,30,68,86,2,6,32,60,9,25,1.3751597235371,1.96142219804545,2.85451644881502,0.0129962239969796,0.999781101394242,-4.35774501781557
"48","GB47029",544,676,230,658,543,755,196,149,651,449,240,366,0.550350472252641,5.92630221718336,2.2163728137582,0.0441868543407284,0.999781101394242,-4.20900528093215
"49","GB47148",345,600,304,649,418,489,310,497,603,431,829,993,-0.594855612085192,6.25968797696491,-2.41666456152244,0.0302893272601553,0.999781101394242,-4.14340671390282
"50","GB47318",2293,9674,28432,7874,14649,4250,19310,16646,9777,25970,23412,15913,-1.33429352057623,10.8351992099638,-2.14411405711095,0.0505337525504208,0.999781101394242,-4.45059012178887
"51","GB47730",31,20,15,35,22,18,33,14,20,44,51,32,-0.638371392379107,1.99519691346129,-2.06012051758983,0.0589740271931153,0.999781101394242,-4.45997714621405
"52","GB47924",17,4,2,16,6,17,10,7,10,17,23,16,-0.86707702814224,0.687591798087666,-2.062692470253,0.0586973064499948,0.999781101394242,-4.50588546000239
"53","GB47928",240,119,69,72,77,130,58,81,209,179,212,160,-0.620722943579305,4.18543212466695,-2.53848846290965,0.0239922188972706,0.999781101394242,-4.17570280124689
"54","GB48105",341,286,171,250,659,310,743,144,314,948,397,1750,-1.03660756674392,5.93804144379307,-2.20400653605644,0.0452172899880341,0.999781101394242,-4.21228015665022
"55","GB48199",173,250,155,209,245,287,143,166,290,276,330,334,-0.443890499621848,5.11952288078924,-3.08304389754695,0.0083029371258435,0.999781101394242,-3.88101608791412
"56","GB48746",23,20,29,32,21,38,13,12,18,19,10,17,0.607700524643369,1.60512165920182,2.34643626914432,0.0346072540803906,0.999781101394242,-4.44031037027715
"57","GB48927",336,395,351,285,292,373,128,169,372,294,245,238,0.302216193232258,5.39178749523289,2.07324253155151,0.0575747028478208,0.999781101394242,-4.25512918943734
"58","GB49147",418,312,186,274,323,394,75,98,280,355,212,279,0.409752641239636,5.18850780803582,2.13103754674015,0.0517695067229843,0.999781101394242,-4.23886503832343
"59","GB49598",494,558,445,528,455,580,215,177,379,656,396,406,0.330555496704533,5.97640944104741,2.20183963683661,0.0454001516582607,0.999781101394242,-4.21276034169519
"60","GB49653",1557,725,597,890,961,1027,252,286,663,1147,780,616,0.512912062986946,6.74468431404089,2.38183329418333,0.0323624859295885,0.999781101394242,-4.19383646553563
"61","GB49708",33,24,474,61,140,31,68,96,84,875,140,341,-1.74066751007118,4.03140343785794,-2.30473491758385,0.0374413612261351,0.999781101394242,-4.27649233893681
"62","GB49876",401,195,103,186,313,262,180,160,464,220,507,371,-0.611706415039723,5.26269072805677,-2.28292915245115,0.0390093866540547,0.999781101394242,-4.17499359507031
"63","GB50028",133,135,107,171,133,168,258,111,129,243,439,124,-0.684595365346803,4.63380736575621,-2.12234555542892,0.0526064003192061,0.999781101394242,-4.26801799548286
"64","GB50116",19414,11983,6748,9411,9021,9089,1591,2023,12418,11376,6841,6967,0.779118731958032,10.1282221792466,2.12623424088136,0.0522304427352658,0.999781101394242,-4.43165934274858
"65","GB50214",59,62,54,45,54,38,39,59,103,52,92,51,-0.533208990258265,3.11098516941277,-2.08078736411654,0.0567840786413893,0.999781101394242,-4.39779389434768
