"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40412",31,24,15,31,33,21,34,76,56,46,53,76,-1.33897594097553,2.50633183574461,-5.32761550946089,0.000114998611017275,0.5963197479234,-0.858081294951059
"2","GB40478",27,21,28,23,28,33,27,60,114,53,43,59,-1.22522715958335,2.53739955861095,-5.30385821598054,0.000119983852700885,0.5963197479234,-0.849758146123823
"3","GB40118",198,265,143,256,244,136,288,364,389,267,398,647,-1.1321695618402,5.37866996459789,-3.82864648945286,0.0019135496918055,0.686673485533772,-1.36476260337072
"4","GB40158",167,31,133,87,76,133,16,67,58,34,53,58,0.928596704138187,3.27027298380719,3.73464316171133,0.00229921962255401,0.686673485533772,-1.92587945983262
"5","GB40212",3227,349,1407,1120,1288,938,209,430,500,182,527,854,1.3310183462003,6.66313015349121,3.70205025749936,0.00245064961110778,0.686673485533772,-1.62362369244327
"6","GB40288",438,137,558,218,332,340,98,125,156,157,157,171,0.967345136828689,4.98379145855951,4.6759392377101,0.000378342894615614,0.686673485533772,-0.302262908098454
"7","GB40541",38,60,47,54,50,39,49,89,80,76,78,120,-0.965621335145276,3.22756052712206,-4.03304327417781,0.00128639471769625,0.686673485533772,-1.61142017773767
"8","GB40740",19,13,19,36,22,19,18,37,40,32,41,50,-0.954623068298162,2.03854748169019,-4.22473519579435,0.00088919150610684,0.686673485533772,-1.92815861896085
"9","GB41714",90,69,105,104,107,98,102,189,155,93,100,167,-0.63486226917258,4.07215128950377,-3.68012519145284,0.00255817020240795,0.686673485533772,-1.74034807592668
"10","GB41988",46,33,42,34,46,39,29,77,78,50,49,60,-0.658063783276418,2.83016497313219,-3.7185938725428,0.0023725620250232,0.686673485533772,-2.07859796596377
"11","GB42477",15,11,18,10,18,24,18,36,21,21,24,27,-0.785375312284805,1.57396886969454,-3.57635206337394,0.00313567171920358,0.686673485533772,-2.63254493289825
"12","GB42656",22,26,43,47,29,29,26,69,49,50,45,81,-0.876285599726023,2.61040569654415,-3.53749021291089,0.00338444135353992,0.686673485533772,-2.33603726618378
"13","GB43091",1663,611,821,885,687,994,200,493,496,300,619,770,0.872549259421373,6.56613567943645,3.95514582283088,0.0014960292598554,0.686673485533772,-1.26058338023517
