"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40006",25,426,10,191,377,43,753,371,690,204,334,209,-2.71094639817316,4.75170703015979,-3.25829372322461,0.00587435140700912,0.725530130726175,-3.72986892000202
"2","GB40313",466,364,360,439,278,501,107,120,168,277,233,328,0.53297927522908,5.37315324133097,3.44150377225623,0.0040960142222848,0.725530130726175,-3.47761645507029
"3","GB40493",71,91,115,37,43,65,9,18,13,28,23,37,1.2036700072774,2.44976071017671,3.64836368059372,0.00272886954428298,0.725530130726175,-4.03691148333869
"4","GB40543",448,365,384,399,307,384,137,150,241,273,259,260,0.329871966307159,5.42765308313101,3.18716309777721,0.00675732889039024,0.725530130726175,-3.58332791807523
"5","GB41284",492,583,265,391,525,244,317,498,1081,455,602,542,-0.963903848100562,6.13381537712645,-3.22421244599499,0.00628203594422173,0.725530130726175,-3.5844173685252
"6","GB41325",245,172,216,248,129,174,40,66,93,139,97,134,0.60489890677048,4.30252055023,3.11811850161122,0.00774072871417007,0.725530130726175,-3.78179936331501
"7","GB41360",87,93,85,41,36,86,15,14,31,19,36,36,0.986888395621675,2.60050133752433,3.32641003036711,0.00513711481817667,0.725530130726175,-4.07074915936423
"8","GB41659",1163,932,978,1156,819,964,318,337,421,713,659,747,0.497570230244784,6.74255817184122,3.79600918406204,0.00204464193449289,0.725530130726175,-3.45787733326464
"9","GB41875",62,54,65,88,52,77,19,21,22,46,39,29,0.710499015478417,2.70754391189388,4.01703445860213,0.00133077651377588,0.725530130726175,-3.90231092933487
"10","GB42147",134,102,121,161,150,138,38,47,49,87,82,97,0.555346728359359,3.7987855626908,3.48024066389358,0.00379563293728208,0.725530130726175,-3.7682905116827
"11","GB42356",1426,987,1036,1096,1283,1319,464,526,558,850,750,812,0.375783275924154,7.04542779428191,3.06193500213993,0.00864496778424037,0.725530130726175,-3.79628985603712
"12","GB42433",123,335,147,199,315,226,198,182,307,292,313,253,-0.766609615743475,5.126993309907,-3.16881113431052,0.00700587380996925,0.725530130726175,-3.59066766184586
"13","GB42617",38,34,38,49,25,22,7,7,6,10,10,23,1.25106565696735,1.46876953194398,4.2060433656348,0.000924655909972646,0.725530130726175,-4.11421328674923
"14","GB42637",37,132,80,139,145,57,121,195,302,107,218,135,-1.42437627121674,4.20654899978731,-3.55100814441368,0.00330298928003456,0.725530130726175,-3.63800339837965
"15","GB42754",35,55,33,42,33,49,28,38,54,49,51,48,-0.60193953473383,2.68623141435499,-3.48587613940422,0.00375382135115405,0.725530130726175,-4.00451462744053
"16","GB42840",1849,1777,1892,1662,1428,2081,572,786,1096,1168,1075,1105,0.413617475655946,7.61036350476148,3.29557860544837,0.00545858015600391,0.725530130726175,-3.79120133541529
"17","GB42897",49,19,33,16,21,35,4,6,3,13,17,15,1.14181380398442,1.20444980619058,3.07510678875677,0.00842399238092963,0.725530130726175,-4.29435423975694
"18","GB43119",1090,941,921,729,593,1076,215,248,222,701,479,692,0.724254660221114,6.43759617107318,3.10248185940708,0.00798250979224449,0.725530130726175,-3.70338984220764
"19","GB43234",1942,2258,3082,1996,1708,2433,622,769,774,1507,1319,1555,0.616830069103202,7.82792408027256,3.56883067031685,0.00318943372525558,0.725530130726175,-3.73526887571898
"20","GB43358",756,334,506,477,235,640,69,100,153,278,218,233,0.993280569123,5.34699321504546,3.94256010262508,0.00153735401867171,0.725530130726175,-3.30764767745401
"21","GB43435",101,69,66,55,62,67,20,23,35,36,29,32,0.760999507107524,2.76411297922745,4.10454988412816,0.00112387358807413,0.725530130726175,-3.87324852989646
"22","GB43436",1358,788,686,845,623,811,193,237,341,469,411,518,0.772669654758016,6.32866151988953,4.70202997192202,0.000361843616003668,0.725530130726175,-3.07366622124873
"23","GB43519",97,79,64,35,24,61,7,16,15,35,21,21,1.10269259757427,2.24018556898873,3.12623662323912,0.00761808758192989,0.725530130726175,-4.16898587287469
"24","GB43735",84,63,82,109,77,89,35,31,42,53,39,47,0.539388579098965,3.14818267347309,3.32599928146068,0.00514127030106746,0.725530130726175,-3.96166133448482
"25","GB43839",844,717,853,893,541,825,235,293,352,475,497,542,0.507655092273204,6.36074766439778,4.1822538882338,0.000967842541440313,0.725530130726175,-3.23929655190387
"26","GB43892",3068,4120,3391,6059,4119,3638,4938,7469,3490,7503,6345,3355,-0.929447524487415,9.43175837392078,-3.20319431494905,0.00654741909595279,0.725530130726175,-4.04941579795275
"27","GB43901",441,261,319,269,152,266,62,85,130,143,162,190,0.646033051836302,4.77932145843273,3.07864436712507,0.00836560521544406,0.725530130726175,-3.71392361923905
"28","GB43904",317,256,351,258,172,260,87,116,140,157,164,161,0.469252919172846,4.83523701369232,3.0914930733658,0.00815689813406459,0.725530130726175,-3.68765439388654
"29","GB43916",23,29,34,24,11,20,4,3,14,10,6,8,1.16099151105523,0.949426520299281,3.48868967431563,0.00373312074694965,0.725530130726175,-4.26485682093796
"30","GB44073",304,495,297,273,172,262,56,87,40,277,121,113,1.0530610068796,4.64973424331265,3.1840945909168,0.00679826592005597,0.725530130726175,-3.71800110334943
"31","GB44075",25,23,24,29,18,28,8,9,7,11,16,14,0.68884379870916,1.31424880566259,3.48101688782205,0.00378984610865884,0.725530130726175,-4.22021028561336
"32","GB44228",89,39,83,68,38,56,8,12,16,22,18,42,1.21663927631772,2.2982305110543,4.11951356019566,0.00109193918739313,0.725530130726175,-3.98362953237457
"33","GB44331",652,491,660,603,530,537,228,209,332,405,345,402,0.392107001001001,6.00215881434421,3.33118377165386,0.00508906582584717,0.725530130726175,-3.5353170227332
"34","GB44422",2964,3735,2755,3509,3470,3787,2915,2679,3142,3872,4280,3399,-0.505969948040432,8.98487623511862,-3.3802950854882,0.00462017030624555,0.725530130726175,-3.95101187587453
"35","GB44546",24,20,32,18,25,31,5,8,11,16,10,8,0.873737092653288,1.232039689365,3.56408352887303,0.00321928900038158,0.725530130726175,-4.22074664036533
"36","GB44772",397,358,424,284,199,289,74,122,153,195,172,205,0.59812779782747,5.024886736385,3.24973519406702,0.00597417403189924,0.725530130726175,-3.59921066614344
"37","GB45005",7,14,8,28,15,17,11,13,23,22,31,20,-0.992568171301849,1.31370702400121,-3.30481044904925,0.00536026586972151,0.725530130726175,-4.24085317257128
"38","GB45168",106,125,142,119,82,103,32,22,52,62,47,52,0.877134544758054,3.38634635673531,4.73626490762163,0.000339504110262392,0.725530130726175,-3.5767851650891
"39","GB45212",200,176,176,243,196,206,77,73,112,132,142,126,0.383660150921512,4.46866366362234,3.45274240938365,0.00400648089946426,0.725530130726175,-3.59874010055032
"40","GB45250",690,1408,514,1559,1225,799,1138,809,2193,1241,1631,1280,-0.96788497305366,7.41072257689655,-3.23248573710754,0.00618054395046786,0.725530130726175,-3.78262063286656
"41","GB45439",470,235,199,283,178,211,30,53,64,141,160,169,0.953897582851241,4.47042467444321,3.26482999948852,0.00579923985545763,0.725530130726175,-3.7132010304862
"42","GB45440",671,355,289,262,223,366,65,97,77,215,131,219,0.955424762001569,4.93515149813088,3.59558358992653,0.0030263367222863,0.725530130726175,-3.49301853193988
"43","GB45874",19,13,26,23,9,12,2,1,5,3,8,8,1.47276758877352,0.324936894122892,3.89842348818768,0.00167495036980619,0.725530130726175,-4.27236141626178
"44","GB45938",18,15,10,16,11,16,8,11,27,22,23,22,-0.812253816264075,1.28625450241027,-3.52720159570583,0.00346106785005201,0.725530130726175,-4.21191298250196
"45","GB46013",1239,1142,821,1554,1090,1777,910,1004,1359,1310,1545,1679,-0.553813925029662,7.56796257506772,-3.61409258665413,0.00291845713624165,0.725530130726175,-3.67568870913413
"46","GB46175",436,219,181,162,169,222,46,32,69,177,115,116,0.895031377083528,4.31691457379788,3.10823954031405,0.00789262114314767,0.725530130726175,-3.79949092948326
"47","GB46236",39,328,81,454,145,154,686,497,666,281,312,264,-2.02553752667793,5.23889563269448,-3.58323079759952,0.00310057006774575,0.725530130726175,-3.46230720889747
"48","GB46243",369,374,314,356,309,416,123,135,175,289,232,259,0.370389832252776,5.30907442218994,3.50104408482906,0.00364357623410526,0.725530130726175,-3.44292418757628
