"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40064",126,167,84,158,38,87,217,353,200,142,178,70,-0.791159956443294,4.13720703529532,-2.8058657465186,0.0143527476592846,0.991268190046744,-4.23108445718083
"2","GB40069",93,99,61,169,7,24,37,77,20,4,20,13,1.3788154208084,2.11615386619315,2.83349032957446,0.0136009062505516,0.991268190046744,-4.39968383848213
"3","GB40135",61,46,66,53,18,39,36,31,19,14,27,35,0.760302443680561,2.18578855655249,2.87494038480622,0.0125447458064176,0.991268190046744,-4.38882355848869
"4","GB40148",3242,4327,3254,2258,843,1146,904,971,1611,1273,445,671,1.18475436961468,7.54461653017939,2.77550370221781,0.0152260853155634,0.991268190046744,-4.27427452876919
"5","GB41214",17,33,22,37,16,17,43,71,21,21,48,48,-0.810978325147456,1.9950918711677,-3.15865012499166,0.00719769207406059,0.991268190046744,-4.37164005936579
"6","GB41639",238,370,359,453,97,147,257,335,162,87,240,113,0.44961302532939,4.80705340111941,2.69414950617519,0.0178301128882738,0.991268190046744,-4.21199816253171
"7","GB41744",21,34,32,30,8,15,23,21,13,5,21,10,0.589015716277932,1.22829330962044,2.56621624380268,0.0228231266496903,0.991268190046744,-4.46654209499233
"8","GB41860",120,106,102,138,26,72,46,89,52,26,49,60,0.760911124680515,3.12985187346829,3.23021860731006,0.00625441625651308,0.991268190046744,-4.26197064008671
"9","GB42004",81,57,58,50,9,29,12,40,43,7,8,11,1.39312643346951,1.74951177906793,3.21486690971608,0.00644576315847905,0.991268190046744,-4.38470191980678
"10","GB42062",505,840,589,557,161,231,381,557,187,139,367,329,0.504189470395136,5.55569064646186,3.08961575634297,0.00824156254908424,0.991268190046744,-4.10598088494018
"11","GB42164",9,33,25,37,4,9,12,10,3,1,15,13,1.12760969677663,0.497241616351029,2.58947185873679,0.0218246055479061,0.991268190046744,-4.48918301070302
"12","GB42220",610,1613,939,1273,299,532,658,1102,477,348,443,294,0.609101711170774,6.36569230048085,3.01240423659742,0.00958801976125958,0.991268190046744,-4.15578242753756
"13","GB42244",795,1181,805,889,338,249,134,267,541,275,231,253,1.28667756872308,5.75142722787952,3.12125633197247,0.00774564135422724,0.991268190046744,-4.11359204487337
"14","GB42409",145,510,147,293,15,58,38,34,55,65,42,57,1.69349734464109,3.33843612588612,3.35535976838472,0.00489226098594248,0.991268190046744,-4.22865918975186
"15","GB42410",3605,5646,1437,2196,2467,1004,654,481,2432,1084,80,354,2.09891514611027,7.22533398578934,2.46449038738968,0.0277326053985011,0.991268190046744,-4.32419581406806
"16","GB42469",130,151,160,351,47,29,77,88,46,27,111,52,0.88914491064984,3.4402495165485,2.47836315424863,0.0270077938469663,0.991268190046744,-4.35518551438055
"17","GB42519",109,166,117,169,59,84,84,200,65,33,80,52,0.521665064257359,3.59339539862934,2.47784353121694,0.0270346120625877,0.991268190046744,-4.34179133180233
"18","GB42620",68,67,129,58,10,30,23,29,45,14,19,16,1.18667601713375,2.14284088494038,3.27845118245323,0.00568940182708791,0.991268190046744,-4.34979025755301
"19","GB42639",34,46,22,12,8,19,10,14,8,12,6,11,1.05321111317736,0.963174002858985,2.64067127079417,0.019772980974969,0.991268190046744,-4.47062723331679
"20","GB42701",56,56,42,23,5,26,13,42,8,6,12,22,0.988725556134843,1.4229826138932,2.52590324580062,0.0246593867588644,0.991268190046744,-4.46340352843924
"21","GB42705",108,117,119,143,47,110,140,231,155,124,181,135,-0.629953342393092,4.08948779695774,-2.93282912774739,0.0112035309857148,0.991268190046744,-4.20645787291407
"22","GB42829",437,1050,933,1015,234,323,1302,1934,422,555,1125,595,-0.571522343382481,6.54427742033201,-2.72227429165448,0.0168841967111393,0.991268190046744,-4.23249656486897
"23","GB42837",10,16,13,19,3,13,23,24,21,8,25,15,-0.68377072527943,0.962091910713566,-2.50728214640163,0.0255548586094484,0.991268190046744,-4.48077837366756
"24","GB43453",427,246,181,502,49,109,188,213,49,52,136,103,0.882015339238288,4.2657286796686,2.54525934276077,0.0237606146159731,0.991268190046744,-4.28240594305572
"25","GB43846",19,49,11,32,8,11,11,21,14,3,9,4,1.00480430033666,0.775078320436666,2.5606887886534,0.0230668679683893,0.991268190046744,-4.48310914602989
"26","GB43882",451,676,388,281,117,117,200,239,186,124,186,110,0.769191707485097,4.8578203163593,3.07298231891018,0.00851479121988966,0.991268190046744,-4.1245308413536
"27","GB43904",276,314,356,330,72,133,249,288,101,53,243,91,0.570935001321907,4.55639476181489,2.67410779662701,0.0185354479771252,0.991268190046744,-4.23076115018114
"28","GB43977",5,43,23,23,5,6,6,15,7,0,12,1,1.60857345143542,0.0131650638605989,2.60924946350087,0.0210087672854325,0.991268190046744,-4.49839687602756
"29","GB43983",28,152,67,113,18,22,27,64,27,3,38,17,1.16627846071375,2.13865070434671,2.65412784111445,0.019265577825697,0.991268190046744,-4.41762889169002
"30","GB44158",36,108,67,156,12,67,33,66,38,30,23,10,1.06551868404414,2.45840792482348,2.60007077799701,0.0213836558744452,0.991268190046744,-4.4049248254921
"31","GB44170",13,11,8,7,3,11,12,22,18,9,20,12,-0.837690156952367,0.616202452486569,-2.53672710422326,0.0241528377596921,0.991268190046744,-4.48862718936884
"32","GB44197",46,67,74,69,13,41,46,67,21,21,11,21,0.821870335683331,2.22487940502102,2.49106395637099,0.0263601753774518,0.991268190046744,-4.43088882338318
"33","GB44479",12,52,21,41,5,10,12,15,6,7,8,9,1.02781195191706,0.812344950048849,3.15327642528515,0.00727399399402254,0.991268190046744,-4.43815800031507
"34","GB44709",917,816,1496,1105,128,334,475,701,268,151,333,234,0.926792965176988,5.88958097442965,3.32346593868396,0.00520826413102945,0.991268190046744,-4.06693691666155
"35","GB44724",16,28,31,17,3,10,18,12,9,4,10,5,0.753364202962984,0.625220152298767,2.46327919044207,0.0277967644226641,0.991268190046744,-4.49437594752153
"36","GB44733",59,55,38,29,10,27,60,70,36,86,79,70,-0.919133435218471,2.61198777808055,-2.78437620229832,0.0149656342803499,0.991268190046744,-4.3713085078053
"37","GB44911",55,37,44,31,19,23,31,30,13,12,27,14,0.674095415076626,1.78821266171505,2.47067501278894,0.0274072023895416,0.991268190046744,-4.45356580121301
"38","GB45054",28,35,31,36,4,26,8,31,19,6,9,5,1.10728132871262,1.08347851691371,2.88890144307555,0.0122074962330611,0.991268190046744,-4.44639309317951
"39","GB45530",47,80,61,37,4,17,17,74,14,2,4,12,1.39831628669737,1.32580556803185,2.48361357292494,0.0267382429252374,0.991268190046744,-4.47176679564238
"40","GB45612",220,243,237,172,28,76,75,209,81,26,88,61,0.834347795952143,3.7297598378081,2.93691255845338,0.0111144470910071,0.991268190046744,-4.24635415172195
"41","GB45696",684,1026,362,622,117,137,91,256,319,73,76,325,1.33852702722374,5.0019974002341,2.75209653903591,0.0159346523247164,0.991268190046744,-4.20576876718101
"42","GB45706",3176,5304,4810,7617,794,1984,2592,3269,1307,639,3613,1856,0.728737813230475,8.35699167256707,2.59798935611151,0.0214695642355376,0.991268190046744,-4.34338023963211
"43","GB45819",228,356,253,380,59,136,209,310,129,73,173,113,0.433944587964055,4.54385552230197,2.55108414427498,0.0234963849457902,0.991268190046744,-4.25814900312275
"44","GB45836",115,176,144,146,37,68,73,169,85,23,81,46,0.583128789319658,3.47276334683475,2.64587839445044,0.0195751177068542,0.991268190046744,-4.32095799288057
"45","GB45910",293,411,441,491,94,230,364,779,674,361,493,520,-0.819228666856294,5.68322721032718,-3.45262145008876,0.00404259464514871,0.991268190046744,-4.03255826641181
"46","GB45912",3751,4125,2845,4867,955,2244,6464,7152,3650,2476,5227,3812,-0.676981869850646,8.88787382177701,-3.53069850243837,0.00346921419936847,0.991268190046744,-4.23095772300776
"47","GB46330",409,714,610,805,159,253,343,690,245,230,323,244,0.430068520009589,5.62339521325326,2.58710586825938,0.0219242322121572,0.991268190046744,-4.22924596791047
"48","GB46915",286,454,363,389,122,213,397,511,258,238,430,355,-0.317888072365014,5.39513358032368,-2.482144712644,0.0268133914711816,0.991268190046744,-4.25343861540729
"49","GB47179",61,101,70,84,20,56,60,51,37,18,61,31,0.580011034698376,2.70713781039463,2.8509874176354,0.0131448285878112,0.991268190046744,-4.35362595248744
"50","GB47808",321,602,383,539,112,259,361,442,166,104,337,197,0.456620466562699,5.22085108401355,2.86991934606551,0.0126682628343257,0.991268190046744,-4.15799640172984
"51","GB48060",126,169,130,181,24,49,81,143,32,29,64,80,0.626031394136293,3.34341121754176,2.50377953480827,0.0257267542739401,0.991268190046744,-4.35623017397559
"52","GB48243",137,87,35,66,16,24,10,21,48,6,8,23,1.71293430246685,1.86465251387801,3.27885658639337,0.00568487593352486,0.991268190046744,-4.37278391901966
"53","GB48330",53,68,55,97,12,25,36,56,11,5,26,27,0.997648759766983,2.02133461186334,3.08240925578278,0.00835885428666874,0.991268190046744,-4.378342457449
"54","GB48475",30,33,30,77,3,10,21,34,0,1,22,2,1.87906398161349,0.544425401348978,2.49001122678475,0.0264132827816466,0.991268190046744,-4.49556801759181
