"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40064",126,167,353,200,142,178,217,84,158,38,87,70,0.66796442798578,4.13720703529532,2.21054545670109,0.0446992991640509,0.99999409440014,-4.36829853172889
"2","GB40110",20,46,25,11,8,28,37,29,57,12,27,73,-0.953849505429065,1.81592519209856,-2.81193360074186,0.0141409793548291,0.99999409440014,-4.42118120277243
"3","GB40135",61,46,31,19,14,27,36,66,53,18,39,35,-0.625649004244034,2.18578855655249,-2.20353774508605,0.0452865680165664,0.99999409440014,-4.4691194557991
"4","GB40266",254,446,305,115,139,212,362,410,326,119,228,262,-0.512782765492363,5.02163108468166,-3.03869960846989,0.00907274757522235,0.99999409440014,-4.13304006055364
"5","GB40300",31,44,44,15,7,34,42,38,61,16,21,35,-0.579356228627403,1.94447228508487,-2.34180352774566,0.0349388778481229,0.99999409440014,-4.46321774121144
"6","GB41073",626,671,1005,385,416,451,826,569,502,100,235,166,0.602190860516434,5.80759008331841,2.1814947488406,0.047181289457579,0.99999409440014,-4.34709386462229
"7","GB41279",66,88,58,24,38,54,37,46,28,20,20,33,0.556016991373392,2.38510045227436,2.10886161512222,0.0539610358824416,0.99999409440014,-4.47317884212474
"8","GB41369",149,227,1014,311,51,155,234,132,177,15,86,20,1.16307605781042,4.05234941045445,2.05669054572682,0.0593772504020296,0.99999409440014,-4.41157081952561
"9","GB41756",6,91,24,54,19,16,107,30,92,63,87,26,-1.3994744392328,2.37526410512079,-2.25456976067929,0.0411702947029022,0.99999409440014,-4.45669796366218
"10","GB41766",35,64,124,46,14,24,26,41,28,6,30,5,0.944659532532334,1.86295798573651,2.13122918720592,0.0517822691962301,0.99999409440014,-4.48966800236802
"11","GB42164",9,33,10,3,1,15,12,25,37,4,9,13,-0.970595260954379,0.497241616351029,-2.12473135979062,0.052406630574807,0.99999409440014,-4.52383491948136
"12","GB42534",150,234,364,140,163,277,258,278,573,166,156,259,-0.546425516312151,4.95042990030551,-2.27883860320783,0.0393387042492027,0.99999409440014,-4.31765063573126
"13","GB42593",4,23,13,5,4,4,13,13,29,4,8,9,-0.84417243215435,0.281052306975457,-2.3089449210256,0.0371733304473389,0.99999409440014,-4.51539238391502
"14","GB42976",104,565,240,148,127,118,382,228,415,99,209,198,-0.641804310844884,4.76239664535568,-2.15432794313615,0.0496183519669396,0.99999409440014,-4.35250702484222
"15","GB43000",16,35,20,11,2,11,31,22,26,8,24,37,-1.01422823776392,1.18708344981766,-2.68351239687463,0.0181520989863098,0.99999409440014,-4.46154083834305
"16","GB43211",26,97,39,49,23,39,71,63,73,44,76,55,-0.805319325671575,2.76656121182462,-2.56860352290236,0.0226641039486571,0.99999409440014,-4.39249990070073
"17","GB43276",92,3697,748,1275,204,771,2375,1030,2345,1097,1100,1117,-1.54043461082451,6.95507867463186,-2.32367888923666,0.0361551498168585,0.99999409440014,-4.35125371841706
"18","GB43316",21,26,24,40,14,20,13,12,10,3,15,10,0.92606717143763,1.03878492691884,2.53496588449545,0.0241784227294384,0.99999409440014,-4.47948306390147
"19","GB43761",10,70,26,26,3,21,54,20,41,18,51,42,-1.01171934387367,1.76863843731922,-2.08117445544758,0.0567757064276968,0.99999409440014,-4.4973174061597
"20","GB43837",38,47,34,12,11,59,52,47,40,29,29,51,-0.659234947469064,2.18994596390062,-2.13035802173184,0.0518655741799568,0.99999409440014,-4.47762306544819
"21","GB44030",400,975,898,261,119,652,642,735,1054,219,377,527,-0.545633802897359,6.01154377697999,-2.22511642181116,0.0435009891572812,0.99999409440014,-4.3382548695692
"22","GB44412",40,233,86,64,35,63,174,88,167,52,100,94,-0.760445069873704,3.51815608530918,-2.42665738604178,0.029743756188726,0.99999409440014,-4.36147649218579
"23","GB44539",197,241,255,122,48,242,293,256,245,90,143,168,-0.407021826145049,4.53286160301248,-2.13924959672949,0.0510211453103958,0.99999409440014,-4.36205484361617
"24","GB44631",18,44,47,26,15,19,22,23,25,4,12,12,0.543826409158767,1.38293977973203,2.09897633602839,0.0549507852400315,0.99999409440014,-4.5060789996455
"25","GB44917",32,160,64,40,35,43,82,67,133,34,110,71,-0.731560750940603,3.08740904723495,-2.22262699714997,0.0437035602154634,0.99999409440014,-4.42366255271677
"26","GB45668",15,16,19,2,11,4,28,22,19,5,10,16,-0.978757676529593,0.666825624016714,-2.35682477428105,0.0339603756094963,0.99999409440014,-4.50337393024088
"27","GB45734",3,92,14,42,8,10,83,46,43,27,45,40,-1.67392690972745,1.85640923591518,-2.91637410191978,0.0115309691840978,0.99999409440014,-4.41117260002341
"28","GB45742",4,9,6,12,4,13,17,11,12,9,8,11,-0.820086455841472,0.336568808084189,-2.10822875477317,0.0540239014349612,0.99999409440014,-4.52782555663971
"29","GB45972",271,579,252,140,93,166,402,268,442,141,311,275,-0.698768232744495,5.04544460509081,-2.71093411548939,0.0172117875481999,0.99999409440014,-4.21139717419474
"30","GB46103",66,59,96,101,68,42,72,39,60,4,35,6,1.06037541711192,2.44451603199921,2.07012087035348,0.057936886364492,0.99999409440014,-4.47775209647839
"31","GB46425",1134,3050,2187,1119,494,2309,2527,1919,2135,1210,1443,2156,-0.659046164238039,7.77894725195015,-2.62240750080639,0.0204304872291482,0.99999409440014,-4.32787773056222
"32","GB46466",95,197,203,102,52,135,98,123,126,30,72,67,0.355632159302323,3.69041527177759,2.26093780005369,0.0406820694896004,0.99999409440014,-4.3805486169244
"33","GB46914",555,1576,805,588,500,671,1395,788,1041,711,817,1368,-0.748658819469812,6.81763567911084,-2.6801188267846,0.0182718860757167,0.99999409440014,-4.26917771371217
"34","GB47040",378,375,701,232,318,508,290,309,469,108,129,111,0.729864595941856,5.23700836088568,2.89873965670691,0.0119357446385146,0.99999409440014,-4.17030930976335
"35","GB47773",12,10,10,5,6,15,17,20,10,8,9,17,-0.702053477103737,0.590216316296112,-2.11652171277178,0.0532054794977512,0.99999409440014,-4.5225178238443
"36","GB47885",26,33,82,19,28,106,73,201,129,21,43,98,-1.22140152563733,2.88099347838774,-3.22676162398755,0.00626977527165371,0.99999409440014,-4.29592612395308
"37","GB47978",37,36,49,30,21,47,27,32,30,5,18,23,0.510277990423304,1.8440839639322,2.09829505020145,0.0550196140669842,0.99999409440014,-4.49312796239148
"38","GB48079",18972,14743,28669,10918,15628,12448,25626,7289,18604,1018,3865,892,1.63058721432476,10.1986343321771,2.52308711603444,0.0247361197648218,0.99999409440014,-4.43287724323595
"39","GB48335",61,190,39,22,29,106,34,35,31,12,21,24,0.967423359661024,2.33714514936475,2.3946208952748,0.0316121957799298,0.99999409440014,-4.44120561288573
"40","GB48603",6,89,30,33,1,1,45,16,46,26,70,36,-1.79973548771562,1.39132185487089,-2.16272811910935,0.0488525274167985,0.99999409440014,-4.5020401694604
"41","GB48812",491,572,487,308,179,366,283,483,329,118,211,186,0.381248713645319,5.34060715648699,2.16463067705307,0.0486806138139737,0.99999409440014,-4.34441265463616
"42","GB49041",68,77,111,39,24,75,96,116,77,35,64,52,-0.419643250322679,3.09467920805319,-2.12456752397199,0.0524224632423274,0.99999409440014,-4.43811534869507
"43","GB49247",16,23,28,11,13,23,31,25,32,15,23,18,-0.573249645200944,1.48761951653062,-2.36099844329968,0.0336931521068285,0.99999409440014,-4.47827716968745
