"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40094",155,121,170,220,44,173,89,78,165,13,45,34,1.16283982694071,3.50290943008677,3.06352109184763,0.00869274939130078,0.999698100994968,-4.24689218430183
"2","GB40095",311,318,489,257,146,274,350,314,319,96,124,81,0.508940382608471,4.91704234690511,2.63956864707213,0.0198439098599304,0.999698100994968,-4.22345028655158
"3","GB40169",106,142,107,52,103,27,145,234,673,159,63,44,-1.11005499087776,3.85489236558517,-2.5339216653635,0.0243147965834045,0.999698100994968,-4.31595594572415
"4","GB40337",64,250,357,426,68,66,78,117,101,37,84,34,1.14398902691528,3.76019311861145,2.52969063950982,0.0245127390589756,0.999698100994968,-4.31830787612402
"5","GB40750",28,42,67,46,30,7,102,93,136,66,21,13,-1.00833997076567,2.45397174844896,-2.65755151478957,0.0191668171790042,0.999698100994968,-4.3955488374217
"6","GB40848",147,80,156,149,61,151,105,77,121,13,26,47,1.04859658821033,3.36717566600222,2.93199902772622,0.0112431791265781,0.999698100994968,-4.28157717610185
"7","GB40963",27,25,33,28,15,24,24,16,26,9,10,7,0.718056734689844,1.33767013846363,3.35633833136587,0.00489598918592434,0.999698100994968,-4.39425710339283
"8","GB41410",20,23,35,29,14,25,25,10,14,10,9,7,0.93720663956421,1.17841732925376,3.42289857870688,0.00429725462399204,0.999698100994968,-4.39894671389195
"9","GB41768",30,31,50,26,37,17,31,27,24,11,11,8,0.722111605215787,1.61303320311649,2.68421301404903,0.0182040848493129,0.999698100994968,-4.43872396993122
"10","GB41786",933,732,957,554,205,470,663,540,703,160,240,111,0.6910931314785,5.84219606909577,2.54673794118359,0.0237245586232234,0.999698100994968,-4.25347310851752
"11","GB41879",13,32,32,23,5,19,26,11,13,6,7,2,0.908370666178645,0.769240452991112,2.571160317765,0.0226378419768183,0.999698100994968,-4.4809370924219
"12","GB42272",15,16,35,13,12,8,49,25,49,24,9,12,-0.768079465463517,1.35569895908149,-2.60767627870872,0.0211022036422371,0.999698100994968,-4.45689509204983
"13","GB42378",283,355,374,351,175,335,421,231,406,107,147,98,0.490425786947156,5.04041712460377,2.65472244849108,0.0192718304286103,0.999698100994968,-4.21706685225478
"14","GB42552",10,19,34,12,13,14,69,64,120,13,10,19,-1.31268894408963,1.64290374089511,-3.28310194336686,0.00565203740393781,0.999698100994968,-4.38263634319701
"15","GB42553",2,17,14,12,18,20,44,37,82,19,25,35,-1.70278171166235,1.49122616500861,-3.45136676115618,0.00406419937103504,0.999698100994968,-4.3810381747216
"16","GB42692",255,117,222,123,196,108,375,390,395,203,234,65,-0.747726936431142,4.71341725293062,-2.57229283896918,0.0225886322502281,0.999698100994968,-4.24769293108535
"17","GB42787",778,844,1175,1423,496,665,635,847,797,191,560,95,0.918159016855421,6.29152558818651,2.81682146161733,0.0140740301644313,0.999698100994968,-4.20972261229655
"18","GB42831",40,47,100,78,61,30,157,128,141,107,29,30,-0.723622850399444,3.16132543651588,-2.61623056334649,0.0207573104382138,0.999698100994968,-4.35036384777458
"19","GB42959",303,311,280,310,153,228,352,249,218,108,142,72,0.507264465598195,4.79378727743732,2.93325263139387,0.0112156830627773,0.999698100994968,-4.15631045278564
"20","GB43022",15,9,17,8,22,6,64,36,51,33,7,6,-1.26856569506878,1.19736213660546,-3.10186926057786,0.0080636262216196,0.999698100994968,-4.42289253982009
"21","GB43472",11,22,38,14,10,3,46,36,47,36,13,12,-1.1652870528837,1.36862278827149,-3.12358619029095,0.0077276389069308,0.999698100994968,-4.41251443155619
"22","GB43639",261,328,241,320,146,257,271,278,266,139,69,103,0.488358691439433,4.76922969712894,2.63445702242281,0.0200405725160183,0.999698100994968,-4.22831677641818
"23","GB43771",44,50,117,71,69,28,145,124,161,77,42,28,-0.652469209273939,3.19308738052266,-2.57047407941645,0.0226677104102998,0.999698100994968,-4.35492898350204
"24","GB43830",64,47,54,58,33,48,40,53,41,33,22,13,0.585831685799103,2.40425262061818,2.59976407806648,0.0214261437932088,0.999698100994968,-4.40559673973329
"25","GB43922",14,16,12,19,9,17,9,10,4,5,6,7,1.0223826758662,0.440165601719854,2.5515050252,0.0235085604276115,0.999698100994968,-4.49150533186289
"26","GB43962",22,16,33,27,18,19,20,11,22,8,2,8,1.00744122444893,0.995381986302475,3.05643397596668,0.00881424234126887,0.999698100994968,-4.43574493229937
"27","GB44494",306,329,378,600,138,293,280,245,466,108,116,63,0.708650506766221,4.95640079252256,3.14978594424208,0.00734078780748428,0.999698100994968,-4.10507796482535
"28","GB44624",28,34,31,42,12,24,39,16,28,13,3,6,0.841403704307936,1.35221747380067,2.73739970127464,0.0164221168325349,0.999698100994968,-4.44593229125151
"29","GB44978",54,65,67,107,31,40,57,66,50,29,15,7,0.757776366186135,2.45355591008074,3.03996111065367,0.00910317942357078,0.999698100994968,-4.34877356196003
"30","GB45102",188,237,274,221,110,212,250,169,206,102,117,70,0.428434030812968,4.48473476314659,2.62805880157224,0.0202894001672471,0.999698100994968,-4.24119128659168
"31","GB45134",243,281,286,319,135,232,250,246,290,94,113,91,0.476824182547182,4.72393962508871,2.9974693671588,0.00989254804716639,0.999698100994968,-4.14371488214181
"32","GB45188",24,47,53,61,10,29,34,33,25,7,10,9,0.867521145387757,1.64449110287005,2.65661451364428,0.0192015364004508,0.999698100994968,-4.44017533904146
"33","GB45263",77,146,144,116,122,98,301,251,288,123,76,60,-0.595299395005608,4.14769739535738,-3.21984033411106,0.00639861255633733,0.999698100994968,-4.14363756980833
"34","GB45427",4,7,21,7,23,2,35,32,40,52,10,7,-1.69402467797904,0.917343138539395,-3.29516269357537,0.00551992558214884,0.999698100994968,-4.42440186500199
"35","GB45453",21,14,34,11,23,7,44,41,61,32,10,10,-0.892677111845808,1.51452607777206,-2.53310876663644,0.0243527070110816,0.999698100994968,-4.45746114043708
"36","GB45707",21473,13473,34669,15525,12199,15544,24901,20349,13088,5563,5927,3800,0.750688911243667,10.7721935091105,2.72237505553178,0.0169075016657733,0.999698100994968,-4.41845707200072
"37","GB45808",137,132,114,145,68,82,184,58,106,56,46,28,0.589989009437387,3.51354668472557,2.60882973602214,0.0210553767147567,0.999698100994968,-4.32004297676015
"38","GB46041",109,103,105,130,51,103,124,98,106,43,27,31,0.521186078991951,3.35931870739657,2.77568570026525,0.0152459385140239,0.999698100994968,-4.30424852485704
"39","GB46287",215,146,127,181,149,125,339,381,264,216,198,87,-0.699434357714676,4.64238308837377,-2.89796130695933,0.0120156794389798,0.999698100994968,-4.17423242167803
