"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40139",8,179,27,99,53,171,641,387,113,178,132,83,-2.25958485823284,3.83468915060722,-3.58917034092873,0.00304738885833348,0.991771731518699,-4.15224890989057
"2","GB40299",19,554,260,523,169,352,4068,2456,372,909,295,214,-2.30744381573288,5.75791731379336,-3.05421231980184,0.00874395861829683,0.991771731518699,-4.14071160009779
"3","GB40431",25,69,108,125,28,31,19,27,16,30,6,9,1.36121537892159,1.96009192139358,3.1314827389893,0.00750945598276181,0.991771731518699,-4.38188714545913
"4","GB40761",4,10,2,13,12,7,23,13,11,14,6,16,-1.31891305041133,0.401822437187959,-3.08801107692093,0.00818096706189114,0.991771731518699,-4.46030763861295
"5","GB40905",191,449,830,1133,396,185,344,402,125,103,56,134,0.918714243323048,5.10319363605589,3.00720597240756,0.0095912869617813,0.991771731518699,-4.14705252012567
"6","GB41033",222,125,293,517,62,90,128,54,120,39,14,12,1.50474957948954,3.51133286978349,2.73772036644087,0.0162597923267783,0.991771731518699,-4.31783218357959
"7","GB41175",52,91,83,145,100,70,235,204,92,38,48,97,-0.700680030700341,3.61219089764065,-3.11750818900409,0.00771912234407305,0.991771731518699,-4.22145729377195
"8","GB41182",32,214,85,206,106,187,959,723,171,127,158,82,-1.54129375916843,4.48773229080513,-3.00445934598279,0.00964323586584815,0.991771731518699,-4.16946870377751
"9","GB41415",13,18,11,15,22,14,27,32,17,16,7,25,-0.79045644343857,1.21207209360044,-2.71417225458418,0.0170227186932319,0.991771731518699,-4.45523473531068
"10","GB41670",488,624,1538,1620,497,222,408,347,109,350,75,229,1.12112779174816,5.65371702480791,3.09269425793072,0.00810584994756464,0.991771731518699,-4.13185184462399
"11","GB41757",8,131,34,31,55,36,164,106,47,46,111,104,-1.66868136218534,2.92554706487727,-3.35466521534188,0.00483594763029607,0.991771731518699,-4.27375949258067
"12","GB41758",2,37,5,33,15,56,211,131,31,50,28,21,-2.42585255328297,1.97541109849053,-3.54882279171689,0.00329900469489659,0.991771731518699,-4.34298340350173
"13","GB42110",182,246,184,324,257,166,490,433,151,159,116,244,-0.53750864871209,4.91393561305893,-3.15940108031729,0.00710739627720886,0.991771731518699,-4.09087165230489
"14","GB42202",6,41,5,42,8,71,274,155,48,76,22,13,-2.39026026789664,2.15611013098963,-3.16164511781524,0.007076025196231,0.991771731518699,-4.36575317576541
"15","GB42549",25,23,6,29,40,15,78,42,26,67,10,61,-1.45057463438207,1.928661186355,-3.11180021772745,0.00780642585143412,0.991771731518699,-4.38216462877519
"16","GB42596",24,97,22,151,27,158,692,297,103,192,104,60,-2.10712331743655,3.73365144666463,-3.52046028633658,0.00348834025802487,0.991771731518699,-4.16891856860024
"17","GB42869",17,21,8,16,11,13,42,38,20,8,12,12,-0.945225484462529,1.1309141824835,-2.79184252644972,0.0146305623624645,0.991771731518699,-4.45225065721284
"18","GB42903",7,12,15,11,10,8,20,18,9,9,7,19,-0.745379639637975,0.663304152044694,-2.73439324698255,0.016365529045682,0.991771731518699,-4.47428690600279
"19","GB42908",4,6,7,19,22,37,109,22,64,41,121,18,-2.34677913035097,1.73055944415755,-3.16982187677435,0.00696287813508114,0.991771731518699,-4.39505724691651
"20","GB43076",38,51,44,59,36,52,148,180,68,52,25,28,-1.04708525338073,2.87099056168538,-3.21888133310583,0.00632088598473633,0.991771731518699,-4.29039518792099
"21","GB43455",802,608,542,668,627,282,670,780,549,636,555,818,-0.768558139674209,6.35044554516339,-2.73495210791675,0.0163477215754078,0.991771731518699,-4.21737435745454
"22","GB44163",73,277,103,222,75,278,770,677,151,142,119,152,-1.26163731383416,4.65904724657327,-2.95338650096117,0.0106614603022243,0.991771731518699,-4.16020793804931
