"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40392",213,184,338,140,154,107,173,120,83,57,19,63,1.41712384508271,3.90615310182557,6.33618998428041,2.09912918583435e-05,0.0775525650037393,2.61042905998683
"2","GB42741",7098,6664,4590,4294,2546,3050,1960,2818,1832,1508,544,375,2.05371092443763,8.27094186201956,5.96899632346867,3.86584440020679e-05,0.0775525650037393,1.99217241004979
"3","GB43508",389,830,1955,310,436,433,2659,3317,1594,3159,821,2836,-1.78829549162459,7.22751886642713,-5.88774955277908,4.43632664627728e-05,0.0775525650037393,2.04121729828285
"4","GB44002",81,99,88,41,40,54,175,213,193,177,48,131,-1.02161915188385,3.66936330524019,-5.66835422253823,6.46307837100224e-05,0.0775525650037393,1.67279733440986
"5","GB46047",179,196,304,112,131,147,109,117,83,109,46,71,1.18423867485658,4.00990267349579,6.78836390026552,1.0151398799461e-05,0.0775525650037393,3.22450614488252
"6","GB46426",252,356,558,218,174,173,277,273,232,201,62,115,0.757417278995954,4.83182370038013,5.65788341675327,6.58129093031817e-05,0.0775525650037393,1.84344137576785
"7","GB48391",80520,22903,30994,31243,13344,32142,12962,14306,6398,3365,3369,2354,2.60083941769329,10.7708159986549,5.72658556978364,5.8449803924313e-05,0.0775525650037393,1.18449365354145
"8","GB51503",539,553,763,448,298,309,377,425,356,278,120,110,1.09148554256017,5.48819941923697,5.5440609709315,8.02240250374876e-05,0.0775525650037393,1.67918613864855
"9","GB51666",2533,2794,2902,1335,1669,1036,1788,1573,1270,1042,269,440,1.32787291779362,7.43157492734775,5.63205718600815,6.88263478891189e-05,0.0775525650037393,1.66653069192229
"10","GB53047",6560,7145,5552,2695,2055,1642,2220,1945,2297,1860,410,471,1.74033564685713,8.1527584331544,5.55721133525775,7.84024454183966e-05,0.0775525650037393,1.46954341192682
"11","GB41191",283,358,285,214,204,173,250,141,202,173,58,83,1.01771120234674,4.60951159896137,5.3756429533408,0.000107885958094548,0.094812141536363,1.4040200579806
"12","GB42693",379,444,565,396,281,264,406,373,268,307,103,195,0.752163114995997,5.36405757359095,5.17247128970009,0.000155025524920988,0.105496527299749,1.11504694228415
"13","GB43516",486,273,268,122,747,265,81,112,57,69,28,33,2.61162186586272,4.15397816877208,5.10646734952201,0.000174608920740249,0.105496527299749,0.887317740950954
"14","GB46601",853,716,570,474,457,374,178,435,320,186,98,45,1.92623736387862,5.3412038940385,5.13070628975928,0.000167133984998182,0.105496527299749,1.03068175691943
"15","GB47840",320,230,361,234,144,128,152,213,131,95,28,28,1.48897166748262,4.18281220858438,5.20077428105623,0.000147342042445447,0.105496527299749,1.08300523470083
"16","GB48662",3756,3873,6303,3127,2518,1958,1848,764,1211,1388,631,208,2.17591169844428,7.7980304468345,5.25992991445753,0.000132536421274992,0.105496527299749,1.08894021844436
"17","GB43298",9,18,19,5,10,8,53,31,52,89,11,29,-1.63218282122894,1.43343495732722,-4.88690623162182,0.000260438046175447,0.142099635015459,-0.0331704623681768
"18","GB50693",71,171,190,26,120,49,57,27,29,24,12,15,1.97177864278256,2.61201801304168,4.87828953620479,0.000264590196573732,0.142099635015459,0.303072611198902
"19","GB44960",655,798,1033,487,328,304,600,517,558,480,135,259,0.679623318130606,5.92728518950503,4.79824737950458,0.000306604172202102,0.148197126633886,0.511010078753745
"20","GB51227",26,47,116,17,30,34,26,20,10,16,8,8,1.66438369717905,1.60198566664406,4.80614644636268,0.000302166449068127,0.148197126633886,-0.0666828195108327
"21","GB43778",179,231,288,183,161,119,235,137,124,87,59,86,0.9282667835837,4.26589756093264,4.70402913659456,0.000365056315239687,0.153434756496611,0.335322918428687
"22","GB46656",540,421,442,364,387,271,310,358,335,231,101,143,1.01449775841719,5.31795661777157,4.71174894683028,0.000359859478107281,0.153434756496611,0.37601678361679
"23","GB48905",2406,4745,4866,2101,2978,1606,1778,2837,1825,1807,539,603,1.29423476534804,8.02921828444443,4.74821679693873,0.000336325608987111,0.153434756496611,0.319243766385576
"24","GB44841",698,457,791,378,595,353,474,527,198,231,115,142,1.32198138041714,5.56548307999495,4.6659972458873,0.00039181633951593,0.157820356420854,0.297733409463766
"25","GB55949",48,69,86,53,32,37,151,130,107,118,29,79,-0.698778242072595,3.20382408439373,-4.49078761727804,0.000543969277368567,0.210342040172877,-0.116318130632736
"26","GB54675",813,935,1388,431,567,437,591,654,702,521,207,328,0.746538583003463,6.24583553002949,4.46764090922493,0.000568215233031703,0.211266794527595,-0.0365459679520423
"27","GB47382",514,490,790,913,701,565,491,474,371,279,176,244,1.25213570462114,5.9244468961459,4.41216299276116,0.000630970899331934,0.223527864604948,-0.124906810214236
"28","GB48931",281,298,612,159,190,163,172,233,252,125,63,47,1.15445461682991,4.57212640909455,4.39854683847971,0.000647437696176534,0.223527864604948,-0.151901561056668
"29","GB43581",4239,4519,5210,2422,2496,1529,1583,2171,2443,1324,470,238,1.77359119514461,7.91309158997012,4.37264159637653,0.000679999674239625,0.226674374168085,-0.257066633456526
"30","GB43930",26,33,41,17,9,17,17,14,18,17,3,11,1.0030299901001,1.12738926612813,4.33700255695473,0.000727574404498729,0.23444872560964,-0.776799555926287
"31","GB45526",824,798,1111,899,412,579,706,693,609,623,233,398,0.698346535167366,6.35555525659579,4.2717132077856,0.000823812437206943,0.256896607434823,-0.364180870442504
"32","GB41266",407,267,292,255,219,199,228,266,212,188,65,116,0.870855862830479,4.80162066307924,4.17313113437093,0.000994582799826027,0.273469709666424,-0.525683537336726
"33","GB44122",623,693,1111,514,220,288,353,419,586,402,100,161,0.931627600639105,5.66782989129208,4.1093168305039,0.00112412424288415,0.273469709666424,-0.633928827856121
"34","GB44882",2269,3219,5285,3295,930,1801,1581,2147,1352,1234,405,234,1.60936981831265,7.63596572073545,4.21346438101658,0.000920701665235629,0.273469709666424,-0.497914090652425
"35","GB45344",213,263,423,270,166,184,223,239,215,190,93,111,0.707177275708408,4.75579329149445,4.16298700080836,0.00101410419820068,0.273469709666424,-0.542949701269199
"36","GB46558",147,80,278,183,180,93,18,226,50,14,13,16,2.41713677020427,3.14699277345612,4.12296976115942,0.00109502569925096,0.273469709666424,-0.719042509016499
"37","GB49957",499,719,719,225,415,383,549,283,422,128,93,87,1.34231777724456,5.3513952686543,4.13911864550414,0.00106160164279665,0.273469709666424,-0.583193367260075
"38","GB52103",72,74,81,16,64,33,35,18,31,23,12,10,1.49868474726543,2.08274754165729,4.15249051714498,0.0010347176241454,0.273469709666424,-0.816009198744446
"39","GB55786",810,764,1086,496,536,580,689,615,613,631,218,464,0.606633372329958,6.30138048746811,4.10588617255357,0.00113155977931695,0.273469709666424,-0.642646681778318
