"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40083",1271,1464,340,239,440,362,375,431,433,497,152,283,0.717859768826998,5.83742873766284,2.52319571478379,0.0247114917117396,0.930820161017659,-4.25276798518747
"2","GB40161",10,14,6,3,13,7,15,19,23,21,9,7,-0.696839145810772,0.582612724802759,-2.64869213277638,0.019400907642522,0.930820161017659,-4.48272723487301
"3","GB40207",105,152,80,69,115,101,95,107,131,77,46,57,0.423603125111957,3.59685273015967,2.49656980448833,0.0260061501096627,0.930820161017659,-4.3340970865351
"4","GB40431",25,19,16,30,28,9,69,108,125,27,6,31,-1.16723470654194,1.96009192139358,-2.4699256626453,0.02736675352588,0.930820161017659,-4.44639430409341
"5","GB40615",171,330,60,128,105,60,310,570,929,232,38,180,-1.07262449419787,4.53915040001767,-2.600065379742,0.0213126720803721,0.930820161017659,-4.25727012229207
"6","GB40905",191,344,125,103,396,134,449,830,1133,402,56,185,-0.797793778519258,5.10319363605589,-2.39091435536215,0.0318137689535377,0.930820161017659,-4.28382298844399
"7","GB41279",66,88,24,38,54,33,37,46,58,28,20,20,0.632623443708072,2.38510045227436,2.54746776797304,0.0235854850822535,0.930820161017659,-4.41399103891998
"8","GB41303",172,162,144,167,212,188,177,91,174,125,70,96,0.692400549412553,4.24680439094162,2.5284355004493,0.0244641163416015,0.930820161017659,-4.27837784589348
"9","GB41387",41,98,26,27,90,36,91,129,223,112,19,31,-0.703493541425403,2.98377963688855,-2.43185443085367,0.0294297686983836,0.930820161017659,-4.39303427938802
"10","GB41624",161,110,35,72,59,150,119,49,38,44,20,19,1.16812277631129,2.97444129032914,2.67423621451565,0.0184643675336419,0.930820161017659,-4.35885083915896
"11","GB41709",25,38,7,12,13,7,11,3,10,15,2,7,1.16808171296883,0.437849780389408,2.71563802718066,0.0170389997749255,0.930820161017659,-4.48139346942279
"12","GB41806",256,312,81,122,192,166,166,145,192,139,44,67,0.688982382946358,4.21415303946059,3.45272635034357,0.00401406353207856,0.930820161017659,-4.085174564669
"13","GB41818",150,229,86,88,132,135,130,179,165,123,43,46,0.429597592666821,3.92694297179287,2.39960836503043,0.0312925948579735,0.930820161017659,-4.32832689525625
"14","GB41823",92,112,51,61,67,46,83,64,60,46,15,35,0.660317912099095,2.89527170130511,2.83642328789676,0.0134667918022578,0.930820161017659,-4.33876145724181
"15","GB41884",39,69,48,14,58,20,67,127,166,58,18,34,-0.720070169514164,2.66196946853862,-2.35824273234545,0.0338471373494371,0.930820161017659,-4.42362227933394
"16","GB42417",166,341,139,100,237,187,138,190,244,191,62,102,0.457495511783572,4.42138165821945,3.31372856062071,0.00527584110353034,0.930820161017659,-4.08866560198433
"17","GB42451",29,96,51,12,59,28,68,92,125,95,28,34,-0.649646656848621,2.73743135621183,-2.47978943704312,0.0268552788590268,0.930820161017659,-4.4020981052011
"18","GB42499",25,48,15,13,34,34,26,18,22,30,5,15,0.663860105115645,1.51402286587078,2.59041392757582,0.0217132303341356,0.930820161017659,-4.45278492494309
"19","GB42549",25,78,26,67,40,61,23,6,29,42,10,15,1.43951930896152,1.928661186355,3.04935470613463,0.00887349120432138,0.930820161017659,-4.38840862764288
"20","GB42606",7,32,8,2,11,7,20,18,24,42,5,14,-0.880555115306235,0.739485996481679,-2.42007722710553,0.0300975112080765,0.930820161017659,-4.49516461130203
"21","GB42624",283,358,174,273,284,230,121,280,198,253,85,208,0.681191166345751,4.84749135409574,2.51785287253706,0.0249662095132667,0.930820161017659,-4.25061758693603
"22","GB43167",35,87,42,11,42,29,55,73,137,90,26,28,-0.624004562563681,2.59834906512634,-2.32262838552982,0.0362040486670216,0.930820161017659,-4.43190577630795
"23","GB43189",58,151,114,22,75,16,163,166,606,186,16,68,-1.20311382768934,3.46549606612548,-2.40968008484368,0.0306990056962895,0.930820161017659,-4.36756194579191
"24","GB43204",47,63,26,27,45,71,35,23,29,33,32,17,0.836943447275115,2.22803473151821,2.51499473533287,0.0251035047489459,0.930820161017659,-4.42701444468709
"25","GB43308",224,505,128,87,216,263,261,132,219,151,70,116,0.623903026944857,4.52921437807236,2.54734540950148,0.0235910354900314,0.930820161017659,-4.25589953792076
"26","GB43500",179,246,247,316,195,43,741,507,2508,277,109,335,-1.35160456491997,5.25302382992982,-2.57377655637145,0.0224208611708048,0.930820161017659,-4.24535551413407
"27","GB44041",4,116,33,0,8,2,35,32,76,73,8,26,-1.93915308758175,1.09586341547024,-2.46644564228223,0.0275494239277765,0.930820161017659,-4.48373821008594
"28","GB44227",18,23,13,4,17,2,18,40,47,41,6,27,-1.20695643866898,1.10935624747309,-2.84619945748634,0.013212092638697,0.930820161017659,-4.44959498965641
"29","GB44460",31,61,17,6,31,15,76,95,121,35,8,21,-0.924214079730823,2.02502571538987,-2.37791589614822,0.0326084226456348,0.930820161017659,-4.45342564617817
"30","GB44476",65,88,21,13,48,24,99,139,154,72,14,35,-0.848851908202167,2.69273841306566,-2.69896665941088,0.0175995904416155,0.930820161017659,-4.37516254379567
"31","GB44599",194,179,132,239,159,175,181,124,149,89,70,108,0.734696604933297,4.25724130095917,2.32725175025684,0.0358895216812118,0.930820161017659,-4.32412150802937
"32","GB44651",106,139,63,77,111,85,80,80,59,88,40,55,0.67545441620714,3.39142722290314,2.95973277193137,0.0105796770528993,0.930820161017659,-4.27114453866981
"33","GB44733",59,55,36,86,79,70,60,38,70,29,10,27,0.858248690684861,2.61198777808055,2.47976792594571,0.0268563842551221,0.930820161017659,-4.41031419191678
"34","GB44803",409,505,287,347,402,297,319,349,458,384,170,187,0.434211567211007,5.45784912979548,2.37554519334901,0.0327553761851886,0.930820161017659,-4.28074437878247
"35","GB44905",225,339,92,103,244,133,302,323,388,339,87,156,-0.394418205956087,4.74736661956688,-2.51020356166151,0.0253352863174961,0.930820161017659,-4.25838474590467
"36","GB45002",8,28,12,5,13,8,15,26,55,47,6,9,-0.82060298740671,1.00474648129432,-2.35285421251296,0.0341941465106483,0.930820161017659,-4.49256775359217
"37","GB45146",117,160,73,75,124,76,78,114,103,93,50,65,0.439029416363594,3.59337208569578,2.37546628573726,0.0327602782741583,0.930820161017659,-4.35749385325213
"38","GB45316",7,28,12,1,7,9,18,23,33,16,14,15,-1.03940043077502,0.750527628252803,-2.45753810854654,0.0280223271772674,0.930820161017659,-4.49245471729266
"39","GB46011",118,142,62,75,98,118,109,86,97,77,37,65,0.505228339957485,3.52582237047186,2.36513359333594,0.0334082528536158,0.930820161017659,-4.36467258822491
"40","GB46186",21,36,14,8,32,20,12,19,10,16,4,9,0.994250437485185,0.993457227528482,3.64973014971837,0.00272735897330511,0.930820161017659,-4.39484577952583
"41","GB46203",34,86,11,81,55,28,26,23,29,23,21,7,1.13069941137371,1.94098804415699,2.49195186465898,0.0262372241584427,0.930820161017659,-4.44461493448352
"42","GB46251",40,97,51,15,50,14,73,113,188,129,20,39,-0.983157437805418,2.79692195958638,-3.04151527514377,0.00901116561080335,0.930820161017659,-4.32145170461566
"43","GB46294",14,93,16,5,12,7,41,63,79,75,14,9,-1.1662763479279,1.63971496639742,-2.45882340465778,0.0279536137548295,0.930820161017659,-4.46193831973688
"44","GB46338",3,26,9,3,4,2,13,22,18,13,5,10,-1.02580413450147,0.195121059435701,-2.43047642628839,0.0295071613685953,0.930820161017659,-4.5077946874517
"45","GB46699",30,37,30,12,35,16,46,70,148,92,12,30,-1.03143889482051,2.26029219695801,-3.50028597827502,0.00365602712084695,0.930820161017659,-4.31634270031657
"46","GB46844",23,50,28,23,55,34,31,24,43,41,8,13,0.578246738942809,1.91264615489165,2.41513545991541,0.0303819858670822,0.930820161017659,-4.45342839742536
"47","GB47011",285,398,146,160,396,232,316,234,286,240,100,116,0.437160819996169,4.89770604166469,2.55134452168469,0.0234102785044505,0.930820161017659,-4.23964075091773
"48","GB47244",37,66,38,29,44,44,35,27,49,39,17,27,0.542760848949584,2.27967465056812,2.44314999865544,0.028802649218916,0.930820161017659,-4.43263247571606
"49","GB47401",12,22,11,1,13,6,22,42,90,18,8,14,-1.37266763859532,0.954313281818309,-3.02457861273301,0.00931586998285209,0.930820161017659,-4.44313759324914
"50","GB47411",208,432,114,85,284,156,275,450,783,416,75,163,-0.52621460850207,4.93206972535933,-2.3057114635831,0.0373772899683625,0.930820161017659,-4.30533066062369
"51","GB48129",119,64,35,53,63,67,39,62,47,58,17,13,0.886977364988707,2.63824796917249,2.74771992160866,0.0160087593955976,0.930820161017659,-4.37254131724271
"52","GB48299",226,374,199,145,323,252,260,312,316,288,68,107,0.366377619079373,4.86240402306618,2.58755495876648,0.0218332748658248,0.930820161017659,-4.23141681848745
"53","GB48335",61,190,22,29,106,24,34,35,39,31,12,21,1.1549646581639,2.33714514936475,3.21949469265096,0.00635058783837212,0.930820161017659,-4.33903499080944
"54","GB48632",16,123,56,6,32,14,72,83,103,127,16,66,-1.18265663499088,2.49508920570312,-2.75281769388157,0.0158507519153803,0.930820161017659,-4.38412838961894
"55","GB48768",213,279,208,170,196,79,335,456,979,305,71,222,-0.710309042676789,4.95690925920446,-2.33655062943055,0.0352647429508475,0.930820161017659,-4.29852650334698
"56","GB49041",68,77,39,24,75,52,96,116,111,77,35,64,-0.454679836510518,3.09467920805319,-2.3803409717443,0.0324587477844147,0.930820161017659,-4.39332864083603
"57","GB49149",12,38,13,3,19,4,29,52,78,62,7,13,-1.3741053200847,1.303624614202,-3.37578865954861,0.00466953676146316,0.930820161017659,-4.39894238863486
"58","GB49422",41,74,31,26,35,37,33,49,46,40,9,17,0.49365608385025,2.15215421598887,2.45223949351548,0.0283073083419778,0.930820161017659,-4.43803258387516
"59","GB49643",329,468,184,276,424,359,397,279,378,294,130,157,0.468061873714634,5.26210295181817,2.40537542434766,0.0309513804149202,0.930820161017659,-4.27241386414185
"60","GB50069",179,277,103,108,178,162,166,156,193,178,51,82,0.422121520528764,4.23980830246923,3.04158271216416,0.00900997231716638,0.930820161017659,-4.16352834663766
"61","GB50124",561,712,733,1106,657,975,418,444,322,593,356,446,0.9846572596048,6.25492028121467,2.40808816180538,0.0307921078148633,0.930820161017659,-4.29583750401916
"62","GB50228",336,399,120,143,253,249,188,233,248,221,83,114,0.54848003467235,4.72134436279386,3.01368956192821,0.00951713831392946,0.930820161017659,-4.13438063758785
"63","GB50447",219,321,137,173,181,132,444,677,1166,269,82,170,-0.787714810909867,5.05340802045439,-2.60679011372927,0.0210378136376183,0.930820161017659,-4.23026289528306
"64","GB50807",184,203,86,186,222,217,182,127,124,155,63,76,0.724722018296107,4.24380981451444,2.66985318270421,0.0186218838303407,0.930820161017659,-4.2470375060504
"65","GB50892",246,218,113,148,91,71,275,476,595,206,70,187,-0.848664784402802,4.60250650880454,-2.59998075406727,0.0213161529978726,0.930820161017659,-4.24906659595455
"66","GB50949",374,706,255,200,341,338,340,440,383,354,102,194,0.394121483827305,5.35027590677433,2.77319396640794,0.0152342530030301,0.930820161017659,-4.17870706580494
"67","GB51139",4,12,7,3,1,5,12,23,15,10,7,7,-1.18405634196994,0.0106143409293148,-2.59834851642912,0.0213833996847004,0.930820161017659,-4.50040348431581
"68","GB51190",37,205,42,11,42,18,109,159,130,100,29,58,-0.996201665413955,2.93199890793951,-2.72280503251286,0.0168033834464192,0.930820161017659,-4.3558904590954
"69","GB51446",2,251,48,0,15,6,165,236,712,169,79,67,-3.69638776379321,2.52292273767006,-4.1202850291574,0.00109337979694685,0.930820161017659,-4.28713427928937
"70","GB51545",91,173,102,41,219,29,180,265,431,513,33,85,-0.994651263629291,4.0546453913516,-2.46614493909086,0.0275652629112981,0.930820161017659,-4.31474406700306
"71","GB51624",551,669,273,488,553,661,596,343,380,356,236,244,0.68769331990555,5.80945498338037,2.42979133914556,0.0295457101463457,0.930820161017659,-4.27462969906865
"72","GB51647",40,160,90,35,131,36,154,165,494,143,35,65,-0.867612157977513,3.64007346125257,-2.42299752869253,0.0299306000732639,0.930820161017659,-4.35013129900607
"73","GB51745",118,349,186,73,171,81,237,284,385,274,82,172,-0.519615069224354,4.54830774810007,-2.45003183878558,0.0284268617997718,0.930820161017659,-4.28324341499919
"74","GB51843",369,891,288,171,344,302,713,730,1273,542,317,449,-0.764730176198292,5.94181161329917,-3.83785365965805,0.0018889805011851,0.930820161017659,-3.96070065357839
"75","GB52238",58,116,55,20,87,40,107,110,216,177,27,44,-0.676195844646246,3.24140651079906,-2.71025523743797,0.0172180731289811,0.930820161017659,-4.32919921979138
"76","GB52649",76,83,63,79,85,85,81,41,66,39,31,49,0.778789854493343,3.05533695140883,2.54425380799288,0.0237316946753037,0.930820161017659,-4.37014011729067
"77","GB52674",232,356,151,153,271,217,216,249,319,292,75,110,0.305296851515122,4.76244972759135,2.31439631933703,0.0367705460936289,0.930820161017659,-4.30308099879659
"78","GB52679",14,157,29,5,37,32,79,61,82,127,35,53,-1.0305773747432,2.5378290583123,-2.32307554923989,0.0361735145110489,0.930820161017659,-4.43690338448567
"79","GB52690",209,243,100,147,233,171,214,132,189,116,75,113,0.54689952965618,4.35580315254658,2.39743185521398,0.0314222999720435,0.930820161017659,-4.30079059571753
"80","GB53009",1,83,35,3,5,15,67,19,169,146,27,67,-2.41579342424951,1.77965829207533,-2.91327161651867,0.0115878533515069,0.930820161017659,-4.41844487679712
"81","GB53205",19,30,35,7,44,8,28,77,77,74,8,32,-0.951400582895298,1.89552690335703,-2.4234798905848,0.0299031156499752,0.930820161017659,-4.45414616580744
"82","GB53353",22,37,17,5,26,11,28,51,48,43,10,19,-0.670259205149148,1.58308722092733,-2.55650386881844,0.0231790511438869,0.930820161017659,-4.45360144400153
"83","GB53527",8,30,6,2,13,10,15,34,30,37,6,9,-0.878898597663941,0.796219020055627,-2.47860546755011,0.0269161847240632,0.930820161017659,-4.48899108539155
"84","GB53775",52,95,24,24,43,64,27,49,31,38,19,14,0.842072896359903,2.24747017450569,2.95432441679345,0.0106924333693438,0.930820161017659,-4.37470340107445
"85","GB53834",15,43,16,7,23,31,12,20,16,11,8,12,0.776282846008225,1.11476565785738,2.40993333176045,0.0306842195651649,0.930820161017659,-4.48395048235062
"86","GB53925",6819,8423,2119,2493,4005,4930,972,1788,3053,1824,1771,1577,1.27960662938435,8.50786814105966,3.25667674783585,0.00590258297462057,0.930820161017659,-4.2478590650899
"87","GB54250",46,67,24,20,40,28,76,71,152,95,15,21,-0.658455017920124,2.54875017300522,-2.47250458694035,0.0272321320905974,0.930820161017659,-4.41429305282063
"88","GB54335",55,67,39,44,68,42,52,37,50,47,25,26,0.539367187764308,2.57715475454144,2.38765994943771,0.032010977116399,0.930820161017659,-4.42369008108108
"89","GB54758",15,229,103,33,45,36,123,151,211,118,37,148,-1.03675015247702,3.39149078552368,-2.30791315688196,0.0372225848534998,0.930820161017659,-4.39037941242316
"90","GB54804",1824,689,316,764,950,923,765,636,519,725,271,257,0.828904809236663,6.38318107057006,2.34478044982244,0.0347204071982666,0.930820161017659,-4.31443021819639
"91","GB54941",94,121,102,15,73,34,96,189,330,446,26,52,-1.06635302897554,3.53306994255885,-2.36456198669863,0.0334444522650151,0.930820161017659,-4.37011407447762
"92","GB54942",90,88,72,24,59,45,76,140,188,257,30,52,-0.730370960199079,3.33037836878,-2.41454203987251,0.0304163183733832,0.930820161017659,-4.37233848205229
"93","GB55203",429,1380,181,240,50,128,21,144,62,170,32,145,1.83469165524917,4.13659178761158,2.47187091222068,0.0272651513649373,0.930820161017659,-4.31640099236799
"94","GB55376",13,19,20,2,18,4,16,39,53,61,8,15,-1.25011771967561,1.11409791629923,-2.89743377089641,0.0119527063152548,0.930820161017659,-4.44538714630129
"95","GB55377",7,28,20,5,20,2,12,37,48,65,8,20,-1.1879205758954,1.11529009995607,-2.35275143214126,0.0342007980631185,0.930820161017659,-4.49009459695975
"96","GB55460",19,37,23,19,15,16,16,15,17,22,3,10,0.774867563530471,1.11403438288123,2.66951460850334,0.018634105596116,0.930820161017659,-4.46230539676081
"97","GB55520",50,59,48,9,52,17,57,84,143,117,14,47,-0.866818480341569,2.59635328310854,-2.64048858837847,0.0197113425597008,0.930820161017659,-4.3897950399139
"98","GB55799",2,87,17,0,3,5,31,15,24,63,11,32,-1.88581004112399,0.703851716274527,-2.34331484297508,0.0348167582699324,0.930820161017659,-4.50350173095983
"99","GB55814",45,58,27,16,15,3,53,90,221,89,8,37,-1.53446543552746,2.16618739943622,-2.81157152027911,0.0141361321113962,0.930820161017659,-4.39923559597189
"100","GB55959",391,519,309,282,423,344,393,419,456,339,117,249,0.381162780641855,5.48453660949185,2.63529657909559,0.0199102995798066,0.930820161017659,-4.21450125607651
