"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40217",194,187,470,103,59,73,255,81,96,64,68,64,0.8888058630702,3.92295530600505,2.43515706664309,0.0293658150955807,0.999927652384923,-4.32690644576103
"2","GB40299",19,554,260,169,295,352,4068,523,2456,372,909,214,-2.05457541134005,5.75791731379336,-2.42389697118587,0.0300011969768894,0.999927652384923,-4.30300586889499
"3","GB40717",35,76,75,85,32,36,126,143,111,52,40,67,-0.464929493624854,3.12929228369032,-2.36181353146873,0.033746801617086,0.999927652384923,-4.39678670014811
"4","GB41026",82,70,85,81,37,57,50,69,35,46,7,57,1.00186134092151,2.73011778390982,3.17434303906629,0.00699784270772765,0.999927652384923,-4.31292138494452
"5","GB41175",52,91,83,100,48,70,235,145,204,92,38,97,-0.586764636878729,3.61219089764065,-2.364484698955,0.0335768661028534,0.999927652384923,-4.36364105769073
"6","GB41193",196,175,182,174,41,93,432,362,271,111,83,179,-0.460777054959591,4.43052832602484,-2.43477086737635,0.0293873927681835,0.999927652384923,-4.29604614808859
"7","GB41494",149,129,153,156,68,64,124,139,104,73,38,107,0.512149520346561,3.7587107000621,2.65942234883955,0.0191013396488829,0.999927652384923,-4.29262842980933
"8","GB41824",9,27,42,41,5,27,95,85,80,57,19,14,-1.02037149944206,2.04714930913837,-2.44056433195796,0.0290652878890753,0.999927652384923,-4.44779356073717
"9","GB42035",109,111,77,73,29,56,277,163,224,59,87,67,-0.658238168712261,3.63778532601267,-2.50349532168826,0.0257774260185609,0.999927652384923,-4.33689411217955
"10","GB42140",146,193,275,253,92,171,402,494,287,169,184,213,-0.40963414460455,4.87276292819296,-2.4009943918875,0.0313342897048463,0.999927652384923,-4.28634783820929
"11","GB42202",6,41,5,8,22,71,274,42,155,48,76,13,-2.04460692725534,2.15611013098963,-2.42666316891742,0.0298439001310097,0.999927652384923,-4.44776184058011
"12","GB42224",147,182,186,159,41,97,296,302,266,139,77,139,-0.361768824088574,4.31586563771734,-2.53243733914608,0.0243881671514556,0.999927652384923,-4.27922874070728
"13","GB42596",24,97,22,27,104,158,692,151,297,103,192,60,-1.8187531330111,3.73365144666463,-2.67502325781914,0.0185340964123248,0.999927652384923,-4.31407370843763
"14","GB42909",1,16,1,0,5,34,44,20,103,32,22,4,-2.55349622021761,0.432450399764634,-2.49704219095623,0.026097402794594,0.999927652384923,-4.49808365564971
"15","GB43191",104,95,95,64,33,67,207,149,205,66,92,80,-0.567702983122132,3.64450872386713,-2.53705340047476,0.0241733635403661,0.999927652384923,-4.32928626522012
"16","GB43502",585,726,835,830,298,416,775,845,636,492,218,436,0.366200240101802,6.19538463955703,2.38527354338262,0.0322818581871296,0.999927652384923,-4.30308181862818
"17","GB43837",38,52,47,59,29,29,47,34,40,12,11,51,0.709692909383544,2.18994596390062,2.393344701345,0.0317920115102243,0.999927652384923,-4.44526212070054
"18","GB43968",118,113,118,143,43,77,109,135,114,83,34,52,0.451855077275095,3.54890293882763,2.51684212037692,0.0251275535004522,0.999927652384923,-4.33739531158295
"19","GB44052",195,245,239,310,112,165,264,227,237,143,48,147,0.521359105053955,4.57096970618404,2.64399158595427,0.0196789697105033,0.999927652384923,-4.23802550424191
"20","GB44102",105,151,152,160,57,84,127,158,111,73,30,73,0.556537548049095,3.70163527251738,3.34000335386765,0.00505705019447684,0.999927652384923,-4.17466783313243
"21","GB44134",110,121,100,130,60,79,235,249,183,86,64,170,-0.461527313952204,4.00343576335479,-2.3896372710524,0.0320161331515258,0.999927652384923,-4.33098515243058
"22","GB44219",6,73,15,19,56,155,727,110,544,111,96,27,-2.31418896199555,3.24959020903871,-2.56772875198035,0.0227915616025534,0.999927652384923,-4.37289643845671
"23","GB44367",52,139,515,80,133,18,100,70,2,4,60,42,2.21701804271662,2.68801526939078,2.34628406711997,0.0347510657206511,0.999927652384923,-4.4321213855322
"24","GB44539",197,293,256,242,90,143,241,255,245,122,48,168,0.441047200029876,4.53286160301248,2.40204531605523,0.0312719004434409,0.999927652384923,-4.29629466661267
"25","GB44671",72,108,112,111,61,72,95,86,47,64,15,89,0.760572423565536,3.24216069275866,2.62013117168634,0.0206056603426322,0.999927652384923,-4.34589198072631
"26","GB44701",22,31,37,30,12,38,26,27,16,20,9,21,0.699574323712754,1.6100801363036,2.47468781142421,0.0272355966887893,0.999927652384923,-4.4616326006397
"27","GB44826",126,156,139,168,74,117,123,151,96,119,22,113,0.635290059078125,3.84074182688894,2.35648284360689,0.03408837861449,0.999927652384923,-4.34755823306307
"28","GB44911",55,31,44,27,19,23,37,30,31,13,12,14,0.730861640601336,1.78821266171505,2.79159145451331,0.0147851082533725,0.999927652384923,-4.42243602452132
"29","GB44937",263,220,248,262,163,217,191,205,137,156,70,237,0.746676553830578,4.65188635343235,2.72483403033382,0.0168305547015397,0.999927652384923,-4.21720293375542
"30","GB45013",19,31,24,35,17,42,22,27,16,14,10,17,0.802504795110308,1.53826772668366,2.50505861145034,0.0257004799746259,0.999927652384923,-4.46175857071184
