"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB42797",193,149,167,53,44,54,407,510,306,417,103,260,-1.38037212281459,4.47835252714446,-6.02921161724533,3.51830008171713e-05,0.170057034449797,1.24678814754207
"2","GB47975",185,272,277,231,158,135,227,201,130,110,41,92,1.02427662663854,4.36582397673248,6.06704117854751,3.30222588044753e-05,0.170057034449797,1.40082147333985
"3","GB40389",6899,7247,5119,4640,4294,2504,3446,6659,4697,3544,1434,1933,0.855948382406035,9.03972315135179,3.51647725829869,0.00356640843085573,0.460098862615521,-2.02481972533601
"4","GB40865",4939,4430,4939,3136,3115,2302,4217,4520,3869,2195,993,1895,0.768464552352651,8.69053167848781,4.18442703310742,0.000976725906127473,0.460098862615521,-1.16614320847308
"5","GB41266",407,267,266,255,219,199,228,292,212,188,65,116,0.920313816266441,4.80162066307924,4.80555314528323,0.000303925676503053,0.460098862615521,0.0398105679982708
"6","GB41284",1488,426,293,619,603,530,705,261,290,205,156,198,1.47388902870597,5.70953543262982,3.51977139667,0.00354347522560098,0.460098862615521,-1.75700654209318
"7","GB41655",587,584,770,397,1075,564,352,901,275,363,216,158,1.31351789956441,5.91481206383476,3.53342199141855,0.00345001768568285,0.460098862615521,-1.74130270492241
"8","GB41660",7,16,7,2,3,5,24,32,24,24,4,11,-1.28468107174178,0.433590462175524,-3.94499357911181,0.00154806592102019,0.460098862615521,-2.36565384794577
"9","GB41719",604,273,366,179,456,187,242,367,270,165,69,74,1.15566309936174,4.92947143892159,3.41916135601167,0.0043158374351994,0.460098862615521,-1.90171996509325
"10","GB41902",329,305,359,234,217,234,372,360,255,261,112,181,0.48112149207004,5.09978232575798,3.41530414464994,0.00434861105685,0.460098862615521,-1.89904527046226
"11","GB42170",233,221,171,120,149,120,166,175,134,134,50,73,0.798452366038697,4.18016768152066,4.39130785971287,0.000658939194799089,0.460098862615521,-0.600129708399132
"12","GB42230",519,573,714,438,407,464,527,888,586,467,140,227,0.628083427837222,5.91962244489754,3.50118590997309,0.00367484108211355,0.460098862615521,-1.78280381215614
"13","GB42355",1776,1275,1330,1172,962,820,1331,1447,869,662,396,784,0.756040639640199,7.06106813423508,3.67378784163939,0.00262213536715665,0.460098862615521,-1.61061913492683
"14","GB42580",244,287,245,69,91,98,351,679,736,645,99,455,-1.21040858909688,5.05717079393053,-4.02449738205403,0.00132780987930407,0.460098862615521,-1.04654451256038
"15","GB42693",379,444,373,396,281,264,406,565,268,307,103,195,0.647403581678447,5.36405757359095,3.64674731865452,0.00276427079889255,0.460098862615521,-1.55457938265748
"16","GB42741",7098,6664,2818,4294,2546,3050,1960,4590,1832,1508,544,375,1.93115630579843,8.27094186201956,4.93053404088859,0.000241624411785916,0.460098862615521,-0.252288656608371
"17","GB42772",127,124,119,64,77,62,117,90,70,88,37,41,0.698287181236821,3.4076622731096,3.63807520661432,0.00281148886841626,0.460098862615521,-1.76756445996499
"18","GB42845",285,490,587,283,135,207,898,906,611,787,188,531,-0.72836436881009,5.79513861604132,-4.15226711861439,0.00103874522909171,0.460098862615521,-0.84340755303306
"19","GB43402",97,99,75,43,67,45,42,49,51,57,26,32,1.01496687364761,2.83559592547736,3.93765238518503,0.00157020064606454,0.460098862615521,-1.56268817103318
"20","GB43495",894,614,525,338,290,289,558,447,542,375,126,198,0.706317037370176,5.68734046481241,3.45620652228042,0.00401345908669412,0.460098862615521,-1.84302574939407
"21","GB43508",389,830,3317,310,436,433,2659,1955,1594,3159,821,2836,-1.47026242561503,7.22751886642713,-3.50438231562714,0.00365190335735985,0.460098862615521,-1.86195920349263
"22","GB43516",486,273,112,122,747,265,81,268,57,69,28,33,2.21368900653653,4.15397816877208,3.57374320606592,0.00318824235812175,0.460098862615521,-1.77654529542313
