"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40412",23,33,30,15,31,21,46,48,37,53,76,33,-1.00362776802227,2.18978522963963,-3.06371344490959,0.00869072703404864,0.999723378990905,-4.31637578289327
"2","GB40535",18,18,23,14,17,13,6,9,23,8,2,8,0.990613746335365,0.637574081822307,2.52863613912452,0.0245644578595608,0.999723378990905,-4.46434596259242
"3","GB40614",35,39,26,42,58,23,38,58,59,60,102,54,-0.842696674424653,2.61247679490273,-2.78065727437668,0.0151010773339639,0.999723378990905,-4.32154810931593
"4","GB40837",70,124,217,59,50,139,16,22,84,56,68,52,1.04186192358315,3.08721588934582,2.58198088838376,0.0221739206724035,0.999723378990905,-4.3170679493272
"5","GB41070",14,13,27,15,10,36,25,24,67,20,29,23,-0.789741227464499,1.58539443464185,-2.72382181011681,0.0168619534464877,0.999723378990905,-4.40016670679103
"6","GB41240",539,385,614,458,522,884,172,237,490,628,266,384,0.644180047601555,5.81037474444332,2.65684615359564,0.0191948588612738,0.999723378990905,-4.11560547116011
"7","GB41265",55,36,61,55,100,80,99,88,92,93,122,88,-0.700110693199139,3.35211008086458,-3.03527169374483,0.00918842901720499,0.999723378990905,-4.19820969350157
"8","GB41314",12,21,19,18,19,29,27,21,42,25,35,28,-0.6760011575579,1.66171097510361,-2.97858969839755,0.0102660403771512,0.999723378990905,-4.36537701191547
"9","GB41360",54,33,72,41,36,86,25,26,34,19,36,36,0.745129453935419,2.34358570309119,3.10906838972864,0.0079518563224406,0.999723378990905,-4.29631971856214
"10","GB41447",131,110,151,171,127,147,52,106,153,110,82,109,0.401629370674669,3.93887322666533,2.72726549130959,0.0167497820346701,0.999723378990905,-4.18802350011481
"11","GB41647",94,75,126,76,34,166,31,30,70,54,22,40,1.07049797263608,2.92598495552343,3.16431976709543,0.00713568562756741,0.999723378990905,-4.23010615462909
"12","GB41765",10,4,13,9,8,10,12,10,21,11,23,16,-0.829324189828169,0.630437751854308,-3.13683543461282,0.00753068747606734,0.999723378990905,-4.41115530717348
"13","GB41900",320,281,334,278,430,466,364,368,466,471,671,445,-0.488716184447472,5.70768921290609,-2.59893254313526,0.0214624822597546,0.999723378990905,-4.12641691193089
"14","GB41903",92,56,118,83,81,97,45,60,107,54,53,58,0.410679018060671,3.25586376784621,2.63252991633657,0.0201171597354293,0.999723378990905,-4.28881716350431
"15","GB41981",824,559,1358,154,658,945,213,126,707,160,145,497,1.273671673314,5.69463057519066,2.53247185745113,0.0243845871337315,0.999723378990905,-4.16350839508449
"16","GB42139",119,121,180,152,165,153,203,160,220,159,235,179,-0.453090718991066,4.46726660510783,-2.78173516362699,0.0150694829136045,0.999723378990905,-4.10675519753726
"17","GB42219",36,12,24,29,25,29,9,15,24,18,11,8,0.780440713507159,1.28823715736607,2.88150987455842,0.0124090899771493,0.999723378990905,-4.39985898120113
"18","GB42417",187,210,224,229,213,195,65,157,228,135,149,169,0.44709936292833,4.50715565177078,2.60364914138171,0.0212684923633406,0.999723378990905,-4.15871628608056
"19","GB42428",179,117,167,116,137,283,144,263,461,247,206,142,-0.591883596741519,4.63877980291747,-2.60357929043987,0.0212713528578377,0.999723378990905,-4.14638129277514
"20","GB42541",50,40,35,18,60,33,86,63,45,62,144,60,-1.01080538805933,2.7723605984661,-2.45372992462811,0.0283437211338009,0.999723378990905,-4.36446940714691
"21","GB43688",1921,1223,2566,3215,2018,2145,1104,1361,970,1182,1424,1245,0.688870014635987,7.71099539180587,3.33525424656637,0.00510351447516726,0.999723378990905,-4.08390831331493
"22","GB43847",12,10,40,24,20,33,22,71,62,52,26,28,-0.977016173689119,1.93686428190326,-3.10979109171868,0.00794060297729284,0.999723378990905,-4.33092227955544
"23","GB43924",169,24,132,75,78,12,11,15,21,9,9,48,1.76800185080133,2.01515037074663,2.51643717269437,0.0251450428891949,0.999723378990905,-4.40741008654278
"24","GB44018",4,3,9,4,8,13,9,10,18,10,23,11,-1.09289057787723,0.291090111517509,-3.44559908199656,0.00411115790828824,0.999723378990905,-4.40324033247351
"25","GB44045",487,410,576,560,522,508,253,433,657,309,375,396,0.317620671216869,5.86927386271507,2.48410256278241,0.0267484959657827,0.999723378990905,-4.1699911554986
"26","GB44055",465,81,278,345,184,139,48,93,150,121,127,145,0.891876100334343,4.31974496113841,2.44885796497238,0.0286079430540913,0.999723378990905,-4.22989382129185
"27","GB44185",729,296,647,516,380,448,181,238,315,314,319,250,0.776548770960294,5.5565487280314,4.04460156000586,0.001283428791127,0.999723378990905,-3.71207487451789
"28","GB44296",70,83,82,40,87,98,94,98,110,141,256,113,-0.864434707211498,3.68202844717804,-2.79592947242806,0.014659415185663,0.999723378990905,-4.20746524568752
"29","GB44477",122,43,175,162,89,180,120,264,440,194,141,130,-0.783325031562168,4.30112578607677,-2.82668227916972,0.0138081148426709,0.999723378990905,-4.12013451555421
"30","GB44485",165,128,196,174,221,204,266,207,231,205,404,211,-0.543032600891403,4.79347204929143,-2.53177098952307,0.024417358374787,0.999723378990905,-4.157656247976
"31","GB44551",49,29,39,37,65,23,69,75,50,68,104,60,-0.920790669135887,2.77565456104097,-2.78910360347438,0.0148552296864282,0.999723378990905,-4.30647730619959
"32","GB44811",35,33,48,57,43,48,62,76,104,77,41,42,-0.629335356920102,2.80255113311417,-2.82781930311583,0.0137775870599638,0.999723378990905,-4.29650536127734
