"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40135",29,36,35,45,57,65,14,28,42,31,28,26,0.599711176493918,2.18189223184423,2.571600929099,0.0226463665232151,0.999737785612223,-4.38487438516714
"2","GB40161",11,18,16,17,9,11,5,5,18,7,8,5,0.761451398087859,0.432976300827955,2.43159211390884,0.0295922479341794,0.999737785612223,-4.47901501096523
"3","GB40221",74,48,117,72,59,75,88,79,197,75,147,70,-0.551987023398196,3.49440720919274,-2.4871964745803,0.0266184607617573,0.999737785612223,-4.29745065106052
"4","GB40409",165,71,94,158,150,133,20,95,45,60,102,95,0.971985152402732,3.52078628900895,2.77611198277832,0.0152561368296352,0.999737785612223,-4.23501388437615
"5","GB40412",23,46,30,15,31,21,33,48,37,53,76,33,-0.835258474638948,2.18978522963963,-2.35572885925499,0.0341652285238487,0.999737785612223,-4.41584766803705
"6","GB40607",5,12,9,10,11,11,16,10,53,17,9,16,-0.8880638584582,0.777155988256629,-2.36845919857689,0.0333535258135143,0.999737785612223,-4.4738418321871
"7","GB40614",35,38,26,42,58,23,39,58,59,60,102,54,-0.815933943438286,2.61247679490273,-2.64434922346299,0.0196875933083702,0.999737785612223,-4.34448114317475
"8","GB40671",20,9,33,26,42,36,41,53,35,36,79,38,-0.82608495222109,2.16415702285485,-2.62574030521114,0.0204066674198777,0.999737785612223,-4.37877474404077
"9","GB40831",27,29,39,52,37,44,15,19,38,33,28,22,0.530797183737951,2.0182692120945,2.6410325866768,0.0198139267093727,0.999737785612223,-4.38509964017859
"10","GB40972",846,468,632,482,423,834,224,289,465,360,266,379,0.848220616979533,5.8461190414781,4.3230797462266,0.000757056198599651,0.999737785612223,-3.67671174001621
"11","GB40979",29,12,21,41,27,26,16,35,61,45,42,35,-0.617531875939334,1.99800867144689,-2.37045403983099,0.0332280064337673,0.999737785612223,-4.42316177731021
"12","GB40997",335,308,427,552,827,431,123,188,542,297,327,307,0.717669731057967,5.52641483344607,2.70404013642376,0.0175432960772403,0.999737785612223,-4.09786961751144
"13","GB41315",4,4,10,6,6,10,6,10,12,12,16,9,-0.720466436531247,0.177798955170121,-2.76836173396464,0.0154873742667361,0.999737785612223,-4.45820317295338
"14","GB41360",54,25,72,41,36,86,33,26,34,19,36,36,0.670954859849998,2.34358570309119,2.63345487397376,0.0201055267156734,0.999737785612223,-4.36536117207996
"15","GB41408",7,4,13,9,8,14,15,15,14,15,20,15,-0.832557612624049,0.666068726197895,-3.32912605030463,0.0051765571446469,0.999737785612223,-4.3929125959549
"16","GB41822",212,160,282,277,251,333,290,287,389,263,347,253,-0.329097319136659,5.16927094793939,-2.78305438253361,0.0150518727346287,0.999737785612223,-4.06503242543541
"17","GB42219",36,9,24,29,25,29,12,15,24,18,11,8,0.709650149545522,1.28823715736607,2.48309505624133,0.0268276377036604,0.999737785612223,-4.44248491093907
"18","GB42425",390,108,449,338,182,362,43,218,263,199,78,117,1.01941641121673,4.63353465925474,2.86644021965776,0.0127983527940301,0.999737785612223,-4.08963583857173
"19","GB42550",81,119,205,129,126,269,180,256,261,160,271,223,-0.651743441163982,4.55722258082698,-3.11862778458884,0.00781886403804523,0.999737785612223,-4.00910874534091
"20","GB42639",24,21,26,11,14,16,5,7,16,8,11,3,1.1365176923958,0.66328001674488,3.1330848813384,0.00760059563669242,0.999737785612223,-4.4102464183182
"21","GB43129",18663,8946,12174,14546,11400,15497,4257,11332,9149,8694,8414,10935,0.615129550332041,10.4393096372916,2.5177616165041,0.0251082175005925,0.999737785612223,-4.38409597175756
"22","GB43444",1001,964,1575,1599,1133,1654,699,928,1192,1181,919,893,0.392061872963781,7.1919924351262,2.93357486708681,0.0112279996062499,0.999737785612223,-4.13862836110099
"23","GB43688",1921,1104,2566,3215,2018,2145,1223,1361,970,1182,1424,1245,0.686849732440616,7.71099539180587,3.30874357449391,0.00538744233875735,0.999737785612223,-4.09293756543056
"24","GB43761",25,22,39,14,38,23,59,30,37,49,65,40,-0.845064154681224,2.17832091782438,-2.52750272694819,0.0246444715955246,0.999737785612223,-4.39180945375689
"25","GB43937",28,16,31,16,40,12,60,31,38,58,79,35,-1.13548168350605,2.10950174074405,-2.93911810078202,0.0111071690300465,0.999737785612223,-4.34077094177107
"26","GB44185",729,181,647,516,380,448,296,238,315,314,319,250,0.582474380575928,5.5565487280314,2.45182447236873,0.0284751313658384,0.999737785612223,-4.17765878583547
"27","GB44296",70,94,82,40,87,98,83,98,110,141,256,113,-0.778934996734543,3.68202844717804,-2.4095048537384,0.0308595928096809,0.999737785612223,-4.29817897712513
"28","GB44606",94,81,143,214,164,206,140,174,293,163,220,174,-0.441318591340942,4.43097302071948,-2.68394063864357,0.0182386458421388,0.999737785612223,-4.14316819247715
"29","GB44616",173,81,124,74,109,142,29,89,80,68,92,53,0.735559456528696,3.49166532388811,2.71202052892311,0.017274432503894,0.999737785612223,-4.25023983096441
"30","GB44866",13,11,14,11,9,12,31,13,22,17,17,24,-0.789314026174889,1.04870871138895,-2.77180245232378,0.0153842964784123,0.999737785612223,-4.42304187150477
"31","GB45020",10,10,13,13,22,10,22,15,19,28,58,20,-0.969444240326997,1.24218922974864,-2.62524286123936,0.0204262346771974,0.999737785612223,-4.42946530257963
"32","GB45425",43,25,50,43,36,53,44,54,82,52,68,42,-0.486487346790394,2.6595963243751,-3.04314037576517,0.0090638664123575,0.999737785612223,-4.2762025794927
"33","GB45464",14,16,25,23,41,22,28,43,49,24,37,32,-0.677217989056125,1.89190002813251,-2.79211045733228,0.0147894377903829,0.999737785612223,-4.37329406701036
"34","GB45708",77,110,165,93,197,398,56,74,62,106,47,146,0.959514126099401,3.80713662191498,2.446668277445,0.0287559322709583,0.999737785612223,-4.27979783915071
"35","GB45811",13,17,9,4,9,5,34,14,11,14,30,22,-1.17901959560595,0.809621085591991,-2.36875205277327,0.0333350706354646,0.999737785612223,-4.47323914908901
"36","GB45861",126,256,254,269,122,171,436,601,1516,126,265,475,-1.22359173424023,5.23693819484495,-2.83289274897381,0.013662109500217,0.999737785612223,-4.06871108788944
"37","GB45911",399,474,721,259,481,472,1053,582,619,573,1311,531,-0.756419865727769,6.23786531450894,-2.36455536207414,0.033600469204142,0.999737785612223,-4.23192346305441
"38","GB46201",304,161,346,361,242,359,331,362,605,283,356,356,-0.415736734610407,5.42389832714895,-3.0875371893755,0.00830960791126198,0.999737785612223,-3.97028087008707
"39","GB46222",237,115,201,287,328,94,134,66,93,217,43,52,1.13685177407628,4.08489256581497,2.58726424959018,0.0219750358972693,0.999737785612223,-4.2213982635105
"40","GB46281",10,22,16,13,8,37,12,4,3,14,5,3,1.35224256058936,0.390089112126623,2.69087670961031,0.0179957107562532,0.999737785612223,-4.45711180854618
"41","GB46367",973,2277,1715,1022,1065,2095,541,1021,1674,871,586,948,0.703407083646371,7.20733754553079,2.40767022013709,0.0309671622466354,0.999737785612223,-4.2717590508411
"42","GB46466",86,65,111,124,98,122,126,106,157,122,128,114,-0.35948747063521,3.87678769443901,-2.75297618914293,0.015956618177971,0.999737785612223,-4.19103611032695
"43","GB46602",59,60,104,59,60,73,108,90,163,66,81,77,-0.512019971559785,3.3970420368467,-2.5220974812696,0.0249007714979797,0.999737785612223,-4.29921890855259
"44","GB46617",140,75,172,131,126,172,146,153,221,142,158,143,-0.297031097920855,4.25559661709368,-2.3668591835821,0.0334545278048884,0.999737785612223,-4.25068738896875
"45","GB46680",36,8,19,39,42,54,28,64,58,48,71,50,-0.861625152761272,2.34266294191824,-2.62098217990534,0.0205945778118762,0.999737785612223,-4.36780200564025
"46","GB46786",137,67,145,165,143,172,146,151,191,182,204,155,-0.37857361996094,4.3128391278521,-2.52838543778468,0.0246028582230379,0.999737785612223,-4.19957450526446
