"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40137",18552,9171,15350,19106,19818,23946,3297,9894,10393,15969,13210,14112,0.927119665324005,10.7473031820019,2.96348545063042,0.0106366860671585,0.999906308396104,-4.32924380958884
"2","GB40158",85,28,93,87,76,133,11,40,22,133,53,58,1.12175898031187,2.877513049345,2.54819883234908,0.0237551134701144,0.999906308396104,-4.33772235795943
"3","GB40159",242,250,314,235,246,320,131,224,215,241,220,286,0.476255274518469,4.97800031917308,2.92442701380721,0.0114778370352323,0.999906308396104,-4.01950265739024
"4","GB40212",1219,561,1519,1120,1288,938,285,606,600,1407,527,854,0.906386424705246,6.75818835894942,3.04343394308886,0.00910043389047191,0.999906308396104,-4.0710055245003
"5","GB40336",1873,1031,1780,2242,1671,2468,535,1019,1079,2878,1458,1338,0.709036178182766,7.60375790800287,2.44020359175285,0.0291869081297823,0.999906308396104,-4.27995253806802
"6","GB40359",66,46,55,68,67,80,62,125,138,124,83,73,-0.467260558336591,3.36870852243097,-3.1568679603181,0.00729134121213662,0.999906308396104,-4.16820277842139
"7","GB40362",55,39,56,51,47,49,30,50,49,51,28,42,0.428076571141848,2.57388393953849,2.50395788339407,0.025851120558702,0.999906308396104,-4.3664981057154
"8","GB40409",165,71,95,150,95,133,20,94,45,158,60,102,0.926005342326639,3.52078628900895,2.62584070352685,0.0204668130290125,0.999906308396104,-4.26076966996674
"9","GB40463",140,78,149,165,142,166,170,199,260,218,172,188,-0.367687404258639,4.4443949843539,-2.8800337968423,0.0125137276367427,0.999906308396104,-4.08117558404787
"10","GB40503",133,90,161,175,175,256,194,331,360,220,200,175,-0.409507408701422,4.67521675003194,-2.61560223803649,0.0208737602648573,0.999906308396104,-4.13956402832506
"11","GB40637",41,25,48,55,34,69,51,66,111,77,73,48,-0.480755965777604,2.85192362419213,-2.47866418229633,0.0271282509410599,0.999906308396104,-4.35132041413375
"12","GB40754",12,18,12,18,48,29,9,13,7,6,12,8,1.33291413707945,0.872172615565319,3.51385234275705,0.00362979627716439,0.999906308396104,-4.36682475914123
"13","GB40896",13,3,6,12,15,24,11,27,28,31,31,17,-0.930130734054497,1.05271092153133,-2.69668745114674,0.0178545944211007,0.999906308396104,-4.431033683666
"14","GB40968",19,13,15,35,9,13,9,11,2,12,6,12,1.20671394097514,0.597004154387385,2.49850536662102,0.0261214464462343,0.999906308396104,-4.4679490863433
"15","GB41188",231,169,236,198,385,469,252,713,719,589,364,355,-0.6367126814195,5.5263575557729,-3.06167261622432,0.00878201882967675,0.999906308396104,-3.98120424360002
"16","GB41833",69,41,72,63,42,68,30,60,52,43,33,52,0.559086296400009,2.74104613503981,3.02342214558183,0.00946299246648681,0.999906308396104,-4.26725312205151
"17","GB42218",2981,3026,3860,2979,2999,6051,2688,11246,14417,4574,7792,4677,-0.693174021135921,9.29614980451895,-2.45968335541022,0.028126191244082,0.999906308396104,-4.34867850575384
"18","GB42481",37,17,32,40,44,63,48,64,90,69,48,55,-0.55359576708401,2.64536878592438,-2.93670466428371,0.0112065874685325,0.999906308396104,-4.2916351791773
"19","GB42656",15,15,25,47,29,29,47,46,49,43,45,81,-0.819615618344188,2.24076908530356,-2.87526052843399,0.0126304474589091,0.999906308396104,-4.33685333925741
"20","GB42694",183,113,268,204,186,232,266,343,345,253,230,256,-0.367948998002309,4.93187088386358,-2.48780397853274,0.0266599229217865,0.999906308396104,-4.16471131902149
"21","GB42943",16,7,10,12,12,18,20,26,29,20,17,14,-0.568109086104142,1.09076095268364,-2.55316229188094,0.0235304469517356,0.999906308396104,-4.44304834431064
"22","GB43129",18663,8946,11332,11400,10935,15497,4257,12174,9149,14546,8694,8414,0.651794493142258,10.4393096372916,2.75587029419156,0.0159239237423775,0.999906308396104,-4.34577134871903
"23","GB43392",892,858,1138,1022,775,1017,663,945,1225,654,670,739,0.422608508738788,6.83460039785462,2.75003941534983,0.0161047009654981,0.999906308396104,-4.15406177989434
"24","GB43562",245,173,255,318,273,298,287,395,452,441,372,411,-0.438466466744916,5.38099642949039,-3.72976091937999,0.00238502623338036,0.999906308396104,-3.78074453110561
"25","GB43717",104,139,123,97,69,182,41,82,105,77,85,76,0.748150352566114,3.61392744474448,3.34459162242411,0.00505140285504655,0.999906308396104,-4.09266971887357
"26","GB43780",24,19,17,30,27,20,3,16,9,36,9,20,0.995187313696753,1.16078806595626,2.45986969975649,0.0281162249979953,0.999906308396104,-4.45015699304129
"27","GB43864",38,20,32,40,41,39,15,31,20,42,23,28,0.603764476125945,1.97389221710674,2.58177718504332,0.0222746879242829,0.999906308396104,-4.39381834013103
"28","GB44093",52,68,93,72,52,66,53,122,109,148,116,158,-0.609642356792107,3.50698145069514,-2.53432040719258,0.0243943435915527,0.999906308396104,-4.28254477549345
"29","GB44281",33,13,32,44,31,28,31,43,57,70,47,52,-0.585201601016136,2.31283715391795,-2.50638774040833,0.0257315211358252,0.999906308396104,-4.38451541674262
"30","GB44399",11,9,13,19,11,32,27,59,31,31,24,15,-0.786381324188403,1.45773203849934,-2.55440015246127,0.023474736577799,0.999906308396104,-4.42653922406723
