"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40106",163,96,158,221,379,237,39,97,123,125,132,92,1.01810169729351,4.1543774534641,3.27429307529038,0.00577205705788382,0.99927841207346,-4.03808950956177
"2","GB40140",1416,1586,1562,2429,2658,1927,395,1129,1191,1424,1451,1959,0.757566976461617,7.59029825836581,2.55419899147598,0.0234334674149971,0.99927841207346,-4.25257395918833
"3","GB40206",104,92,170,174,135,117,72,97,93,116,108,124,0.374801757600573,3.90945191105122,2.59670073223519,0.0215972751572921,0.99927841207346,-4.22656305753685
"4","GB40287",520,320,728,637,546,524,577,845,663,547,804,705,-0.367249592452199,6.30998058665972,-2.47445466463227,0.0272927657651195,0.99927841207346,-4.19727594278394
"5","GB40536",30,25,27,34,18,21,7,14,21,18,18,26,0.599455373148575,1.45018004378944,2.30535852706632,0.0375864976678436,0.99927841207346,-4.45688410896837
"6","GB40591",19,17,21,13,10,10,10,10,14,6,6,6,0.772078817937242,0.588319946448705,2.40157955726278,0.0313472820958221,0.99927841207346,-4.47760921353668
"7","GB40619",10633,2285,11636,6318,6820,7611,12097,11848,13088,8558,7715,20033,-0.798989468833778,10.1890901006676,-2.60652268940793,0.0211931688580608,0.99927841207346,-4.36022819969574
"8","GB40997",335,308,542,552,327,827,123,188,427,297,307,431,0.740622455453714,5.52641483344607,2.85216877585068,0.0131725839296082,0.99927841207346,-4.04716198889155
"9","GB41241",156,118,392,226,144,222,393,234,354,226,207,497,-0.61939832830236,4.99740755408585,-2.69165498724512,0.0179845414099738,0.99927841207346,-4.1024553331505
"10","GB41369",221,35,234,819,127,327,18,61,97,117,193,70,1.4532937866355,4.01247058806917,2.36002056064049,0.033910597640549,0.99927841207346,-4.29197679392937
"11","GB41584",117,156,228,138,125,143,110,119,137,89,111,106,0.414232677594192,4.08330777437264,2.34404667367469,0.0349479267895108,0.99927841207346,-4.27441021509881
"12","GB41618",10,8,7,11,4,8,12,12,22,12,9,32,-0.955152434165508,0.566397472879913,-2.92957674145928,0.0113284328282795,0.99927841207346,-4.43179653838108
"13","GB41677",842,627,1230,839,722,803,818,1190,1491,743,922,1304,-0.326600635282523,6.9372061694424,-2.31212556652491,0.0371117552906969,0.99927841207346,-4.28028995173797
"14","GB41776",220,220,143,117,422,192,524,475,1333,309,142,769,-1.24206204222033,5.34859513189472,-2.67250052709192,0.0186625065691609,0.99927841207346,-4.11618879996829
"15","GB42053",36054,15128,9623,15808,32831,36283,3300,14221,15942,8724,15699,15017,1.05349704665876,10.9697810743908,2.36107750250678,0.0338430032379057,0.99927841207346,-4.42198816868536
"16","GB42556",424,443,1022,540,533,413,703,736,1431,490,611,810,-0.489070567975343,6.3840178042496,-2.43587737098548,0.0293720901352566,0.99927841207346,-4.21376596670334
"17","GB42619",19,7,32,26,23,13,1,5,12,6,13,9,1.50101710054235,0.548249541902553,3.66125609530459,0.00270982094708742,0.99927841207346,-4.37644568166046
"18","GB42620",32,18,45,108,45,56,3,8,44,22,30,36,1.27739365050554,1.8956282387506,2.61612327283358,0.0208052517219329,0.99927841207346,-4.39954535126441
"19","GB42793",2586,998,3113,1720,1828,2639,2930,2871,3067,2309,2455,5481,-0.59473413392533,8.35284602311568,-2.59892142758385,0.0215052613233644,0.99927841207346,-4.27967452425552
"20","GB42891",21,13,76,79,16,11,18,31,110,109,67,131,-1.24249437294453,2.42666405406404,-2.41882951408033,0.0303385188576502,0.99927841207346,-4.39608854395048
"21","GB43189",130,31,261,472,105,166,17,110,72,73,118,77,1.16036269666503,3.7014639850508,2.32097190744633,0.0364996983879487,0.99927841207346,-4.32155055942601
"22","GB43377",99,50,72,58,87,81,42,55,65,43,46,48,0.541129400550189,2.99164384634768,2.48436867598537,0.026781639554123,0.99927841207346,-4.34385634233061
"23","GB43516",406,310,515,331,294,111,68,154,252,133,118,81,1.27744525336806,4.65954270407448,3.58452624845895,0.0031468449074499,0.99927841207346,-3.90315959173037
"24","GB43518",13,9,17,2,5,19,24,5,43,18,31,108,-1.60232391004012,1.04997178909661,-2.37791510113416,0.0327833237303915,0.99927841207346,-4.46600794911318
"25","GB43738",379,891,673,453,365,358,743,551,838,1097,821,962,-0.729431150849345,6.38111388073183,-2.43084898768913,0.029654041213952,0.99927841207346,-4.21656249042877
"26","GB43960",13,11,24,22,20,24,15,38,24,30,27,34,-0.536342192676288,1.57908503954226,-2.30845380150124,0.0373686393999262,0.99927841207346,-4.45123752183445
"27","GB44222",624,238,1110,583,575,802,1169,818,910,687,669,1338,-0.614721245311011,6.59500291642695,-2.42785536738107,0.0298231263538549,0.99927841207346,-4.22894801903136
"28","GB44420",260,189,772,320,288,291,298,616,679,291,431,663,-0.547357992697788,5.66803102499471,-2.53316478576025,0.0243970735039935,0.99927841207346,-4.1504107731574
"29","GB44448",24,8,29,35,14,12,11,13,11,8,14,8,0.788217487573202,0.917229179590492,2.47248894141065,0.0273952164510143,0.99927841207346,-4.45945252222313
"30","GB44500",600,207,1039,756,562,853,932,806,779,784,768,1443,-0.591341968389035,6.59533577167365,-2.30446467186814,0.0376496342421681,0.99927841207346,-4.26453732268557
"31","GB44523",240,195,383,491,427,384,97,290,157,276,354,242,0.636787268119846,5.15822098223266,2.30104434212832,0.0378921536894287,0.99927841207346,-4.22425965085095
"32","GB44564",4537,6337,11342,7254,6190,4832,6995,9622,12126,8815,6872,13025,-0.518855354801957,9.99442483627778,-2.61809822605909,0.0207263100476892,0.99927841207346,-4.35057340528893
"33","GB44933",81,50,146,136,91,89,49,83,70,73,78,81,0.421752610857043,3.43541956540255,2.53518248251474,0.0243030086855137,0.99927841207346,-4.29347756107095
"34","GB45044",180,84,398,334,217,242,323,290,317,309,265,408,-0.508150431514769,5.11453019040653,-2.49320815184463,0.0263336725221459,0.99927841207346,-4.1608548583191
"35","GB45123",99,31,102,125,59,81,19,49,67,46,57,53,0.745297157838979,2.96346636862757,2.80569737908389,0.0144182910497308,0.99927841207346,-4.28870710408717
"36","GB45197",97,85,129,124,125,98,79,65,84,76,103,107,0.366113710526796,3.66477279072738,2.33585109625882,0.0354917675260427,0.99927841207346,-4.31599152198211
"37","GB45717",376,174,338,550,279,319,120,257,303,228,235,291,0.485276621631731,5.16357208485704,2.50935007608785,0.0255341438816827,0.99927841207346,-4.15371210612616
"38","GB45797",24,414,2,16,68,93,89,208,368,272,67,494,-2.67262975913237,3.50721781700241,-2.81404461516765,0.0141863253074617,0.99927841207346,-4.25487286978529
"39","GB46170",82,52,98,111,95,107,39,53,77,66,78,94,0.427776915192977,3.3331742417855,2.46236364857382,0.027928802064253,0.99927841207346,-4.31878859861466
"40","GB46294",53,19,68,8,4,42,34,78,184,42,36,136,-1.69289126952291,2.36247557823065,-2.76335116798504,0.0156535109085996,0.99927841207346,-4.35102854893932
"41","GB46515",5,11,7,5,15,14,16,13,28,9,18,61,-1.20957100607581,0.844082678216566,-2.69774677216107,0.0177739939510406,0.99927841207346,-4.4414701149217
"42","GB46747",13,13,18,8,20,24,36,13,50,42,26,54,-1.14389747818145,1.6019003619382,-3.10709706502799,0.00800765706100332,0.99927841207346,-4.3587526624254
"43","GB46897",29,26,58,36,33,33,17,16,29,21,31,37,0.524006228802276,1.95225389514275,2.62857533395624,0.020312356269072,0.99927841207346,-4.39216248348323
"44","GB46962",483,304,519,560,399,559,324,367,395,336,395,409,0.32462194145607,5.76796868749689,2.40354512212688,0.0312307415500986,0.99927841207346,-4.19348139627741
"45","GB47347",34,30,46,39,30,34,19,26,36,27,19,33,0.422702786668542,2.01607446059693,2.44494079387769,0.0288703516799655,0.99927841207346,-4.41313964190524
"46","GB47579",54,116,60,125,107,156,185,164,283,182,190,115,-0.936898859730661,4.12316616159996,-2.78852141750264,0.0149073557491833,0.99927841207346,-4.15868801032907
"47","GB47580",300,148,204,534,226,527,49,140,167,257,301,121,0.963468106169163,4.77553546359024,2.39767874359303,0.0315797954894411,0.99927841207346,-4.21364792789327
"48","GB47616",184,112,147,199,131,162,104,105,104,84,131,134,0.494858065849123,4.09598328666691,2.65997059360254,0.019119378605089,0.99927841207346,-4.18922128741945
"49","GB47846",136,89,189,185,143,159,85,132,127,105,148,115,0.341755635237105,4.11207297913181,2.32350086908727,0.0363264912225671,0.99927841207346,-4.27660260052583
"50","GB47953",16,9,14,16,10,11,25,11,35,19,19,22,-0.713661814662035,1.12120000847975,-2.59213699748769,0.0217875695523556,0.99927841207346,-4.43903143229831
"51","GB47990",9517,5475,18300,9014,8818,11299,17126,13525,15609,12207,9533,21888,-0.576295770889789,10.61400997241,-2.52084278137117,0.0249791801488335,0.99927841207346,-4.38813190563031
"52","GB48372",21,16,39,32,27,44,16,10,21,29,14,24,0.657163262159279,1.60063689910391,2.48079632070114,0.0269647477503447,0.99927841207346,-4.4296143567735
"53","GB48443",44,23,79,109,31,24,37,76,171,72,97,227,-1.15017825876705,3.09755396061687,-3.0699204177288,0.0086118263679712,0.99927841207346,-4.22972804230909
"54","GB48444",135,100,193,170,156,158,95,120,132,136,130,134,0.28463113554818,4.16742504438182,2.36693338831079,0.0334708183161289,0.99927841207346,-4.25909510053644
"55","GB48523",75,49,144,100,70,99,53,68,74,62,74,46,0.494667615379702,3.26567716134405,2.47246842078371,0.0273962878999983,0.99927841207346,-4.3228252729528
"56","GB48574",308,160,370,367,214,302,344,335,528,271,319,415,-0.377935985076916,5.37825145815145,-2.42249076133466,0.0301284372520426,0.99927841207346,-4.18016857515424
"57","GB48662",5720,1214,4533,6760,3056,2984,584,1831,3222,1944,2638,1888,0.980953616405727,8.37594260244483,2.64407247508963,0.0197147253700749,0.99927841207346,-4.27237824703455
"58","GB48797",371,252,795,412,414,356,559,522,693,453,433,585,-0.395921036342838,5.9435959078456,-2.54207677658817,0.0239842276984559,0.99927841207346,-4.15673119446108
"59","GB48845",273,203,382,363,275,264,253,454,564,316,302,417,-0.358447724944472,5.42876396201763,-2.7303756522009,0.0166865027131076,0.99927841207346,-4.07939869466437
"60","GB49000",76,55,124,146,98,90,52,80,91,73,72,82,0.35921894460811,3.4642215091067,2.37703032964312,0.0328382118851839,0.99927841207346,-4.32489359732754
"61","GB49451",178,105,306,213,195,186,159,257,282,214,226,275,-0.281560088945122,4.78585512474257,-2.33866931374121,0.0353038569120376,0.99927841207346,-4.22053928754601
"62","GB49734",28,20,27,37,31,37,18,12,29,22,19,24,0.539601806535614,1.70583906874313,2.35242119245746,0.0344003908249795,0.99927841207346,-4.44043990487098
