"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40092",995,1201,1218,529,1055,554,222,230,753,514,428,556,1.03458075810339,6.30480225769584,3.66578824007458,0.00264464182404958,0.68775966947068,-3.83877526878479
"2","GB40158",85,93,133,58,76,133,11,28,40,22,53,87,1.42513843498824,2.877513049345,3.84885085128601,0.00185028835837306,0.68775966947068,-4.12303505776567
"3","GB40212",1219,1519,1407,854,1288,938,285,561,606,600,527,1120,0.967083215655271,6.75818835894942,3.42859406625253,0.00421129961258828,0.68775966947068,-3.94580663729054
"4","GB40284",1106,733,1363,1056,773,791,177,103,496,364,521,1045,1.35880189901219,6.24456998723439,3.28344996488703,0.00560240080142797,0.68775966947068,-3.94509887786958
"5","GB40848",40,44,46,50,48,116,62,130,115,106,75,66,-0.766208245768001,3.19052673802485,-2.91094305548957,0.0116449547796029,0.68775966947068,-4.23172469743964
"6","GB41118",184,96,117,130,122,216,373,254,362,318,149,150,-0.917438091461785,4.62214537843498,-3.15870690564744,0.00716040421381698,0.68775966947068,-3.97090489819552
"7","GB41464",12,14,55,14,22,33,2,2,11,12,21,11,1.40004238374985,0.784059116964898,2.96814257714159,0.0104105773459318,0.68775966947068,-4.41557297329156
"8","GB41646",515,711,902,491,750,609,158,221,425,553,433,545,0.799907461707846,5.98152352541698,3.42264968690485,0.00426078800144548,0.68775966947068,-3.87068575063787
"9","GB41695",88,75,111,58,85,97,18,24,57,65,57,80,0.813797844093423,3.01811441273984,3.19383030967959,0.00668248639165247,0.68775966947068,-4.20177157138277
"10","GB41989",73,73,175,101,78,122,27,36,43,59,111,77,0.844857550766949,3.2560556979882,2.89278345866174,0.0120662013985683,0.68775966947068,-4.22791917060937
"11","GB42013",102,86,70,76,77,138,116,140,206,177,90,111,-0.661706137045592,3.85811479627442,-3.18566648006869,0.00679065300061898,0.68775966947068,-4.07430097847454
"12","GB42041",21,16,17,14,15,20,8,4,16,15,6,8,0.844601184764132,0.729082004751104,3.41636559553784,0.00431374074388917,0.68775966947068,-4.37888882633529
"13","GB42152",1348,1516,2141,1282,1449,1458,662,681,1192,1417,1199,1368,0.466683739408838,7.36830918314788,2.85391050904084,0.0130189493814292,0.68775966947068,-4.14458048665589
"14","GB42201",13,12,16,15,16,23,5,5,11,10,9,11,0.819294481300686,0.62816510019803,3.71111729161382,0.00242033544946542,0.68775966947068,-4.3619622978465
"15","GB42487",203,243,294,266,260,423,280,276,450,433,366,279,-0.388565110826779,5.33385051745422,-2.9946872260421,0.00988251875616928,0.68775966947068,-3.96526296961442
"16","GB42591",14,15,16,25,11,17,6,3,6,14,12,12,0.880314176417257,0.622600124742414,2.87026798644929,0.0126093518589323,0.68775966947068,-4.43099821776317
"17","GB42617",16,27,49,25,23,22,2,19,12,19,10,10,1.22605915583885,1.11921944457762,3.09973986449462,0.00804047410383422,0.68775966947068,-4.38489647479848
"18","GB42756",5,10,5,17,4,7,13,15,19,17,10,16,-1.07475285242011,0.501099324049142,-3.21699986955343,0.0063847719601292,0.68775966947068,-4.40814815273204
"19","GB42924",177,154,296,150,154,182,38,57,150,130,139,149,0.76507606267539,4.13576826419299,3.08795298656685,0.008228881077487,0.68775966947068,-4.05596476044461
"20","GB43246",188,180,193,247,240,646,457,328,511,500,435,267,-0.77294543301832,5.39805833757131,-2.97408870292221,0.0102899183550409,0.68775966947068,-3.97841800341462
"21","GB43248",17788,18311,31034,9863,25685,17209,3330,2051,6522,8983,6395,24762,1.51695783402743,10.4892144578786,3.24495305263277,0.00604316211550408,0.68775966947068,-4.26015146161454
