"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40061",11,9,10,12,32,24,28,36,69,21,38,62,-1.11406904497497,1.68172199908924,-3.14071920384395,0.00741387752393288,0.504886617954294,-4.33838523606732
"2","GB40310",100,78,76,238,179,204,145,516,299,254,231,406,-0.791408982353399,4.67812905629603,-3.10157067856599,0.00800708264606647,0.504886617954294,-3.97789058462824
"3","GB40427",52,61,45,98,84,78,82,174,126,102,98,124,-0.47547674446555,3.53962262983831,-3.08367372809145,0.00829375457573503,0.504886617954294,-4.13729170247968
"4","GB40450",12,11,7,11,20,25,31,44,64,25,22,25,-0.997056782439553,1.48868537152457,-3.10279206085554,0.00798788133810316,0.504886617954294,-4.35628141832582
"5","GB40635",1050,535,284,1160,448,546,286,502,400,388,407,685,0.754041680388699,6.06228018218738,3.07438794441238,0.00844648517691999,0.504886617954294,-3.96562016065877
"6","GB40647",14,22,9,43,48,48,47,77,96,57,57,80,-1.05225591927344,2.46969140333719,-3.4105108030454,0.00436055947632332,0.504886617954294,-4.22860816913821
"7","GB40657",56,56,29,90,98,99,101,146,237,129,117,143,-0.778050426982814,3.66892199675618,-3.27740136006664,0.0056657946842212,0.504886617954294,-4.07878690634704
"8","GB41138",36,21,12,40,77,59,74,91,163,68,100,121,-1.18035655804162,2.95567343007158,-3.62941547608663,0.00283743637514448,0.504886617954294,-4.13259927934309
"9","GB41333",68,54,49,148,132,113,115,244,346,155,157,157,-0.771194936151699,4.05192160456798,-2.99372595353392,0.00989607279369143,0.504886617954294,-4.08811234326766
"10","GB41624",71,93,83,166,49,60,48,69,34,39,39,87,0.969078456420272,3.06997094312389,3.43124090751321,0.00418641848641798,0.504886617954294,-4.14030232112472
"11","GB41687",86,63,56,129,75,80,45,99,68,66,74,78,0.466496034652693,3.29804807121283,2.9933493588853,0.00990338756165824,0.504886617954294,-4.18918189332364
"12","GB41746",25,12,20,35,47,51,48,77,120,58,45,60,-0.868283989927718,2.50844316634808,-2.92209554564146,0.0113879509190796,0.504886617954294,-4.29616821420056
"13","GB41757",123,240,180,101,71,132,39,46,37,208,60,35,1.50154751974984,3.50073961247556,3.13723747005734,0.00746481462457619,0.504886617954294,-4.13828829159531
"14","GB41847",102,58,100,120,173,204,141,242,345,262,222,268,-0.738454409828221,4.46380177106257,-2.91530401290778,0.0115404165179038,0.504886617954294,-4.05389709450024
"15","GB41876",7,8,5,19,42,21,22,47,77,38,32,51,-1.31469385783767,1.65198024834045,-3.32431711353299,0.00516618941022866,0.504886617954294,-4.32166388614119
"16","GB42031",67,36,49,78,124,116,99,188,267,146,149,146,-0.846880344734144,3.81851611865114,-3.2158105307424,0.00639577835946066,0.504886617954294,-4.06988717889429
"17","GB42432",23,30,31,45,25,19,17,28,12,26,11,20,0.896683541972325,1.58989366449512,3.2767973718907,0.00567253233211635,0.504886617954294,-4.32624659731546
"18","GB42751",30,28,17,37,28,29,33,67,53,51,52,72,-0.651596120175966,2.35314342129291,-3.61307281997998,0.0029297536547445,0.504886617954294,-4.21112994987204
"19","GB43080",37,32,24,48,87,71,66,99,176,81,91,115,-0.835833663454873,3.15699434381086,-3.03546889481721,0.00911755209063252,0.504886617954294,-4.20427164850985
"20","GB43282",164,176,147,278,204,216,320,345,291,537,246,386,-0.54019689344219,5.08959574877475,-2.97756772300537,0.0102147734445796,0.504886617954294,-3.974894094497
"21","GB43330",19081,31095,41867,14048,9364,33210,11261,10067,4182,17017,9373,8471,1.54096547555094,10.8756609408926,3.30498882702431,0.0053664378733483,0.504886617954294,-4.27346752268864
"22","GB43631",288,235,227,405,412,440,366,792,700,519,512,690,-0.544268807533343,5.83383630256729,-3.48800215049116,0.00374457782417513,0.504886617954294,-3.82847252431511
"23","GB43738",379,743,891,838,1097,821,551,673,453,365,358,962,0.835491062947186,6.38111388073183,3.10595067166191,0.00793843680471956,0.504886617954294,-3.98632054262081
"24","GB43876",63,29,53,107,134,115,161,159,283,107,170,216,-0.923412457649346,3.91164024057371,-3.15628941205799,0.00719028819242704,0.504886617954294,-4.0723978348397
"25","GB43978",76,64,102,160,183,118,168,279,197,262,144,313,-0.700035910425224,4.35589793628972,-3.18472318234835,0.00679916642328423,0.504886617954294,-3.98917272276541
"26","GB44068",317,411,298,394,213,206,206,414,153,186,195,265,0.687510350312173,5.0881915037581,2.898831879038,0.0119186052380197,0.504886617954294,-3.990587908717
"27","GB44167",236,335,208,198,172,248,116,116,57,325,154,59,1.314928586951,4.41853396516931,3.26433329514223,0.00581337577323982,0.504886617954294,-3.95871819695372
"28","GB44256",15,14,9,41,12,23,5,13,11,2,14,17,1.2291924284038,0.718007874968399,2.95765715672444,0.0106214565655249,0.504886617954294,-4.41626885921214
"29","GB44644",6,3,4,10,12,13,15,17,22,14,12,26,-0.917760486237197,0.600775236960897,-3.04978508601592,0.00886477085620269,0.504886617954294,-4.41451383059742
"30","GB44959",86,25,65,77,188,130,138,206,262,167,168,249,-0.967687114652609,4.04381596101588,-3.05250028847369,0.00881761807545072,0.504886617954294,-4.07982191498251
"31","GB45098",117,78,86,159,136,166,157,215,248,191,187,199,-0.429331394321778,4.34256604095536,-2.92145733491124,0.0114021934575013,0.504886617954294,-4.05723926036824
"32","GB45173",9,4,9,10,16,16,16,27,37,21,27,32,-1.06814068030113,1.1139068765421,-3.62674232347834,0.00285233275755901,0.504886617954294,-4.33270698360786
"33","GB45269",10,3,5,10,15,15,24,26,28,18,15,20,-0.981138533737179,0.882664002045751,-3.19085603193672,0.0067176264794101,0.504886617954294,-4.38715791290336
"34","GB45298",22,22,19,35,66,51,51,75,122,61,76,70,-0.872178070225674,2.69142228530817,-3.07654979116609,0.00841068016754539,0.504886617954294,-4.25271902195408
"35","GB45321",2,4,1,17,11,5,9,17,32,22,11,15,-1.40095683718722,0.291142826577205,-3.02093129168514,0.00938154857189694,0.504886617954294,-4.42530129798367
"36","GB45509",15,10,12,22,37,32,67,57,63,44,20,55,-1.00358721383148,2.01729443196184,-3.03068236534061,0.0092036506919714,0.504886617954294,-4.32463195610698
"37","GB45812",55,20,32,50,128,95,75,140,279,156,127,180,-1.17878242958311,3.55256628425764,-3.17924287841851,0.00687286481325355,0.504886617954294,-4.12601760819323
"38","GB46056",10,8,5,13,23,20,64,43,53,27,15,23,-1.17147160659875,1.41895457320281,-2.92778265898845,0.011261806883244,0.504886617954294,-4.38158570349363
"39","GB46124",16,6,13,17,35,18,26,46,66,38,36,33,-1.01322361331938,1.73072490474938,-3.22574493301479,0.00627197521030345,0.504886617954294,-4.32402678078968
"40","GB46164",18,10,9,16,46,24,34,54,65,31,49,59,-1.10180797906043,1.9495815992049,-3.57059411926272,0.00318417923168079,0.504886617954294,-4.26474411950039
"41","GB46179",27,25,24,18,12,13,10,11,5,8,15,18,1.10334470133489,0.936545624663627,3.00008498067481,0.00977336214286597,0.504886617954294,-4.40024389168348
"42","GB46194",182,191,165,307,158,177,167,233,177,162,154,198,0.375338374539923,4.61827124030945,3.00124761131702,0.00975109003123109,0.504886617954294,-3.98747727569339
"43","GB46544",298,322,267,470,234,290,269,414,226,216,202,291,0.512989032550791,5.22396244462932,3.32331897989699,0.00517634467408941,0.504886617954294,-3.845138733289
"44","GB46903",76,64,36,117,132,121,136,202,287,121,155,178,-0.737375232238669,3.98769721691268,-3.12779671657079,0.00760468979836461,0.504886617954294,-4.06217632932546
"45","GB47148",496,773,808,616,649,993,466,625,431,829,418,489,0.72483446420318,6.33009378840864,2.93216864239647,0.0111654642195577,0.504886617954294,-4.03288438741347
"46","GB47165",509,441,453,676,306,249,346,358,261,376,234,315,0.715508890556979,5.57073653922076,3.12545029793688,0.00763985717897178,0.504886617954294,-3.91646172236684
"47","GB47414",180,137,137,231,198,222,239,306,337,276,273,295,-0.37313493996404,4.90827529904866,-3.21508088910629,0.00640496678597785,0.504886617954294,-3.90330965087244
"48","GB47581",27,34,26,44,75,69,60,92,122,98,112,81,-0.816071410086594,3.04647997446873,-3.0158511282966,0.00947557514930238,0.504886617954294,-4.22173344738642
"49","GB47592",81,75,71,121,65,59,72,89,53,55,46,67,0.58227311600855,3.19592263758507,3.2052839040944,0.00652962449901483,0.504886617954294,-4.16154343715216
"50","GB47612",172,131,147,190,90,122,108,151,78,102,102,133,0.60358825017178,4.02820898486162,3.02399940777441,0.00932521007813578,0.504886617954294,-4.06880423047413
"51","GB47843",297,305,269,416,215,204,207,313,174,227,201,269,0.566744223438727,5.0504911919851,3.22810989950771,0.00624285721085811,0.504886617954294,-3.88154274178169
"52","GB47953",16,25,9,35,19,19,11,14,16,10,11,22,0.776230572750381,1.12120000847975,2.99275247698056,0.0099149920199782,0.504886617954294,-4.38931740146403
"53","GB48100",34,18,13,39,27,35,89,73,74,45,29,53,-0.812002967605862,2.35647885402894,-2.93056675837322,0.0112005567233961,0.504886617954294,-4.30847458299377
"54","GB48377",143,77,122,253,241,232,227,542,504,297,234,488,-0.816966042481683,4.99918556341968,-3.42789731792462,0.00421402542543752,0.504886617954294,-3.85272779084519
"55","GB48492",365,625,600,944,728,646,365,488,497,397,315,593,0.827954472264871,6.10422094719007,4.60741401312313,0.000433230146173934,0.504886617954294,-3.56621585564388
"56","GB48576",45,11,20,52,56,44,81,90,167,38,76,132,-1.0923227577463,2.84542606628873,-2.97275114239963,0.0103117215105742,0.504886617954294,-4.25525949390545
"57","GB49010",49,59,26,78,103,89,129,154,145,127,107,141,-0.79614375137153,3.58498346111926,-3.78297640552374,0.00210166193451492,0.504886617954294,-3.9904005555836
"58","GB49074",78,50,38,70,65,72,84,111,104,103,110,105,-0.45581211927382,3.38496345118472,-2.90821562103125,0.0117016905547766,0.504886617954294,-4.19756737253756
"59","GB49185",64,57,45,111,139,112,125,325,225,144,115,217,-0.843957072586261,3.99711113321694,-3.60194972301202,0.00299431900217171,0.504886617954294,-3.94980425335439
"60","GB49301",161,93,56,215,211,181,211,341,383,247,265,240,-0.669051694789117,4.68790530747512,-3.01906381224169,0.009416005116411,0.504886617954294,-3.99648092336441
"61","GB49345",7,5,18,14,20,16,15,37,66,26,32,41,-1.15096066759398,1.42789665486227,-3.09379909545412,0.0081303380385773,0.504886617954294,-4.3623608877708
"62","GB49382",106,110,86,184,180,195,191,281,332,294,191,245,-0.570836091436898,4.61211125883488,-3.19627070432988,0.00664644605378165,0.504886617954294,-3.94631563919031
"63","GB49555",162,183,154,251,133,116,114,211,90,111,104,153,0.637558874187216,4.233670107044,3.21977813522832,0.00634604386973526,0.504886617954294,-3.98151644082829
"64","GB49732",35,23,21,55,145,114,97,140,172,104,134,206,-1.13458739443054,3.46046303324821,-3.13818361477016,0.00745093835074818,0.504886617954294,-4.14703324470281
"65","GB49785",396,691,245,316,352,544,196,166,148,528,300,86,1.31591139892894,5.2266495975423,3.0405991316789,0.00902615671953415,0.504886617954294,-3.95584854725211
"66","GB50009",8881,13296,12025,12664,7531,7522,5298,8861,4551,8375,6797,8716,0.845564102025751,10.0981599637936,3.28312029818833,0.00560239395271167,0.504886617954294,-4.23319745402502
"67","GB50025",156,182,117,236,115,175,118,178,93,148,122,153,0.547726166608071,4.26124691536328,3.08571115910864,0.00826061182866756,0.504886617954294,-4.0128646702855
"68","GB50118",3323,3013,1326,2884,791,1611,1030,320,202,1539,551,1078,1.87212041104976,7.17555447135592,3.39164006359319,0.00452540625506003,0.504886617954294,-3.99285596555193
"69","GB50131",492,529,426,800,397,426,464,584,391,426,354,486,0.447690358372606,5.95633946327089,3.03800445343806,0.00907226700102464,0.504886617954294,-3.96628419838114
"70","GB50405",12,11,21,21,64,40,47,60,131,114,57,50,-1.27869359865479,2.43141667452338,-3.01085628415169,0.00956893174686559,0.504886617954294,-4.29305278050686
"71","GB50682",9,8,9,16,21,26,15,36,43,38,26,38,-0.886199450830182,1.46381559348964,-2.91692926562721,0.0115037486222247,0.504886617954294,-4.3783669572565
"72","GB50847",19,10,9,14,37,23,31,40,50,33,34,43,-0.877382322597495,1.75794718905437,-3.16100832408822,0.00712385945628757,0.504886617954294,-4.32856876171119
"73","GB51062",72,52,39,78,95,89,108,129,184,98,139,163,-0.676189412881831,3.65786576808922,-3.48000445825865,0.00380387044529063,0.504886617954294,-4.03480961748815
"74","GB51198",333,718,487,383,336,392,219,175,106,586,250,130,1.36634713173794,5.29082050783969,3.25064913639794,0.00597203664099574,0.504886617954294,-3.88976059145578
"75","GB51338",8,9,7,24,15,14,16,35,28,21,22,24,-0.676706635974974,1.18037158934606,-2.89351109846971,0.0120433534870798,0.504886617954294,-4.39745701854273
"76","GB51398",500,520,471,770,398,390,393,670,341,367,356,548,0.493400650899972,5.93071283564803,2.95170938966467,0.0107460139962626,0.504886617954294,-3.99227677171482
"77","GB51405",24,5,17,9,27,26,20,53,105,39,50,76,-1.4240464715465,1.91129686988522,-3.19054550773751,0.00672173155255642,0.504886617954294,-4.31611281450814
"78","GB51489",76,121,65,127,157,100,54,98,83,88,80,77,0.675808276812522,3.57868798237383,3.39681308959778,0.00447960360654608,0.504886617954294,-4.06024601081298
"79","GB51558",85,57,44,88,148,137,181,173,245,120,132,288,-0.785692839499754,4.03975689161275,-3.01458907438211,0.00949907823666858,0.504886617954294,-4.08429684113832
"80","GB51660",49,38,29,63,77,62,83,104,127,77,70,110,-0.582779981399805,3.18615056578074,-3.1821087654499,0.00683422596457473,0.504886617954294,-4.17006780891376
"81","GB51998",37,26,17,45,83,67,66,87,195,119,105,88,-1.035481967173,3.09973821726543,-3.08016649097988,0.00835111602818119,0.504886617954294,-4.20533482275039
"82","GB52078",30,17,41,57,57,30,74,92,128,66,50,107,-0.906086902653394,2.85083921228058,-3.46212142483808,0.00393989539676598,0.504886617954294,-4.17075089852807
"83","GB52846",14,7,15,26,36,25,40,41,44,52,44,47,-0.952727753564887,1.93292730856207,-3.37212858929807,0.00470243739276606,0.504886617954294,-4.28872227777454
"84","GB52887",8,9,5,14,26,12,23,24,35,23,23,22,-0.835936357726329,1.15667402098541,-2.885894295467,0.0122241715057067,0.504886617954294,-4.40024345807398
"85","GB52997",95,63,224,157,161,218,321,309,316,455,265,471,-1.0426427450109,4.86597720728571,-3.63899900888704,0.00278467551070846,0.504886617954294,-3.81614105895159
"86","GB53409",189,230,212,280,174,159,174,254,116,143,148,200,0.563701042634948,4.60893804376047,3.01200324910005,0.00954741411221525,0.504886617954294,-3.98707096299161
"87","GB53539",354,288,301,417,209,273,238,331,179,217,230,302,0.584933590823559,5.16151564991273,3.3750529887084,0.0046754672131044,0.504886617954294,-3.83096792722976
"88","GB53605",22,10,11,31,43,34,26,73,89,43,52,55,-0.934171058045288,2.18624381932224,-2.93386200462751,0.0111284855397959,0.504886617954294,-4.32345253235692
"89","GB53785",7,1,4,2,21,10,17,13,39,14,19,22,-1.55260455851227,0.463408997649252,-2.89217810260819,0.012074806907472,0.504886617954294,-4.43101368431478
"90","GB53963",110,64,78,131,206,227,164,238,456,277,264,315,-0.849255103151028,4.59558721930074,-3.009418492154,0.00959597323048807,0.504886617954294,-4.0161686582434
"91","GB54235",100,65,54,124,185,162,129,240,344,174,188,290,-0.737381519220345,4.31421867459896,-2.92463263313654,0.0113315055057884,0.504886617954294,-4.06997092854595
"92","GB54804",877,640,785,1316,847,538,377,569,753,486,558,649,0.825063856670056,6.45681810097652,4.50254818911157,0.000527603657820387,0.504886617954294,-3.64477288896148
"93","GB55159",5,3,1,12,12,13,12,27,32,22,16,15,-1.3738396513078,0.563984015798134,-3.2530908456526,0.00594341230908675,0.504886617954294,-4.39867075363054
"94","GB55160",161,109,85,246,289,336,264,482,625,352,289,423,-0.781274127844501,5.13302335710393,-3.02516837532121,0.00930383306460491,0.504886617954294,-3.9681728984015
"95","GB55292",8,3,2,10,17,22,20,32,93,24,19,30,-1.60286441206264,1.07694125803075,-3.28577014810644,0.00557325861807576,0.504886617954294,-4.37007575808309
"96","GB55435",24,20,26,27,30,28,18,10,12,31,14,22,0.915220474156293,1.47944519881118,3.02651968425671,0.00927918201514829,0.504886617954294,-4.36274654334687
"97","GB55480",21,14,15,25,33,42,45,58,88,51,57,70,-1.05654466437991,2.31992386610173,-4.34595144515157,0.000709756058134164,0.504886617954294,-4.13322567479158
"98","GB55481",51,15,21,47,102,102,87,126,145,105,108,150,-1.07335955463628,3.27221329591718,-3.18103062561563,0.00684873633488136,0.504886617954294,-4.16360197284781
"99","GB55535",34,41,25,73,56,54,58,107,112,71,63,86,-0.547505520595337,2.99124832481234,-2.90520685535905,0.0117708145353228,0.504886617954294,-4.24715368717275
"100","GB55618",14,17,16,31,40,41,50,50,74,58,36,77,-0.8896512328248,2.29426372357597,-3.26614190525576,0.00579272364980333,0.504886617954294,-4.26638571120874
