"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB42048",2,1,6,5,10,12,8,34,31,39,26,27,-2.45890163208684,0.585391308898297,-5.88501075928139,4.64611071523375e-05,0.227078661207049,0.73297643395856
"2","GB51278",39,25,46,61,57,68,86,83,99,91,75,91,-0.985311568746436,3.08846626009118,-5.98145813833254,3.95073346991452e-05,0.227078661207049,1.87946404743451
"3","GB42516",174,92,184,264,266,207,261,312,314,433,289,260,-0.821133184286192,4.98509999034207,-5.46171380150566,9.61079795187658e-05,0.252675845405234,1.54036784951647
"4","GB44084",143,118,154,160,186,130,205,241,189,290,295,213,-0.819706064765947,4.62086178878022,-5.35757128727157,0.000115363980795055,0.252675845405234,1.3635419416108
"5","GB50729",8,3,13,11,18,10,18,20,22,29,30,27,-1.40159584256425,1.030339050084,-5.29319677657108,0.00012924595672902,0.252675845405234,0.298458437904206
"6","GB40385",152,87,144,185,220,206,120,333,236,287,267,243,-0.693163305515591,4.68023852453195,-4.32830215799818,0.000756716373979173,0.329090354588582,-0.278676296275291
"7","GB40606",9,10,14,15,9,9,19,41,36,21,36,17,-1.43580545756808,1.20661231935717,-4.99687310824409,0.00021962711907829,0.329090354588582,0.0350840113162985
"8","GB41067",7,2,5,10,14,7,12,22,11,20,13,12,-1.2038989560238,0.433036523784292,-4.25598521440193,0.000867713946573349,0.329090354588582,-1.048077275708
"9","GB44105",5,4,7,12,16,11,14,21,15,23,16,12,-1.05170015331199,0.680397727162622,-4.3826792125685,0.000682956783744069,0.329090354588582,-0.837341221142846
"10","GB45101",126,104,198,221,238,217,182,247,419,562,341,303,-0.982093095729981,4.97376899942374,-4.43554664015834,0.000618334032064477,0.329090354588582,-0.0971118989202644
"11","GB45250",659,368,794,963,1181,799,652,1559,1241,1225,1631,1280,-0.828617267510127,6.97581534492127,-4.58402466217438,0.000468500295894178,0.329090354588582,0.109333004173788
"12","GB45462",7,5,5,7,12,19,6,60,38,43,57,49,-2.17532951649275,1.20010121034647,-4.4380600015641,0.000615423587418138,0.329090354588582,-0.654513259637238
"13","GB47407",81,31,48,99,65,53,53,139,107,146,117,122,-1.02200494911437,3.40788003668798,-4.39482093028562,0.000667524000990538,0.329090354588582,-0.256881784368146
"14","GB47626",42,38,54,65,71,52,59,90,76,66,73,69,-0.573176693103968,3.02610675231518,-4.28659839491012,0.000818812301244369,0.329090354588582,-0.471240867336426
"15","GB47779",65,43,72,40,61,72,106,80,215,235,179,161,-1.54116020745376,3.63116378377042,-4.74134001679525,0.000350147988165052,0.329090354588582,0.296762575916493
