"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB47083",60,28,49,71,78,94,292,201,197,195,164,222,-1.69475773474873,3.88137868236795,-10.185082074962,1.03878927537205e-07,0.00101541651667618,7.8433776752631
"2","GB40504",71,49,40,92,95,161,373,207,256,286,252,192,-1.59354227703988,4.20705859530361,-7.39922997884036,4.17181567985193e-06,0.00377951385340641,4.59979866492826
"3","GB41730",29,10,8,45,26,49,139,129,81,86,100,119,-2.05572907679337,2.71992762773512,-7.17282504368953,5.8595103773448e-06,0.00377951385340641,4.08996749873956
"4","GB43089",72,45,47,75,80,111,223,162,165,184,178,141,-1.22447963860424,3.85285356073151,-7.54784757151721,3.34984166841291e-06,0.00377951385340641,4.78475385927467
"5","GB43543",56,65,38,116,51,104,168,191,248,190,183,243,-1.50321976993281,3.93915292830831,-7.00359752759821,7.58623441378036e-06,0.00377951385340641,4.03001073442008
"6","GB44090",72,15,55,49,47,81,323,171,171,226,175,243,-2.05249998262776,3.73334312751755,-7.76941822829995,2.4275720416518e-06,0.00377951385340641,5.04028648186636
"7","GB44158",14,10,20,26,21,43,73,70,64,54,54,65,-1.50098322197042,2.2550544796195,-6.9397441685176,8.37093626028291e-06,0.00377951385340641,3.70180717969687
"8","GB44178",38,24,20,63,51,106,184,134,145,129,113,139,-1.53243943937535,3.36130567049893,-7.05940660315816,6.96394563590494e-06,0.00377951385340641,4.05719948314204
"9","GB44976",134,44,175,152,150,228,803,557,606,630,425,393,-1.95953111033879,5.16093535443886,-6.93581079594943,8.42199488600156e-06,0.00377951385340641,3.95323731269245
"10","GB45639",37,17,10,32,37,55,143,89,86,82,79,95,-1.61492980683788,2.7559532044402,-7.07180568426959,6.83315532740361e-06,0.00377951385340641,3.97752120083875
"11","GB45733",74,43,51,98,82,136,279,199,181,202,190,166,-1.28753528939147,4.02089621179665,-7.04118675655211,7.16095381484142e-06,0.00377951385340641,4.09091790556986
"12","GB46270",24,18,17,30,30,44,97,68,80,70,56,64,-1.33758766516211,2.51944360015742,-7.64382450702112,2.91152224581298e-06,0.00377951385340641,4.65998995311775
"13","GB47799",611,395,526,858,917,861,2245,1469,1966,1511,1088,1652,-1.18285845524317,7.09442338413451,-6.97187592129567,7.96587631099244e-06,0.00377951385340641,3.99578064617722
"14","GB47948",225,128,140,406,332,519,960,862,627,787,679,1499,-1.63700604956729,5.95758285733759,-6.94187841652976,8.34336868577938e-06,0.00377951385340641,3.96321567236283
"15","GB49911",99,44,57,74,103,138,200,153,207,182,138,244,-1.08094365867857,4.00711533694492,-7.02134267587652,7.38223753336249e-06,0.00377951385340641,4.06422249454353
