"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40061",11,9,10,12,21,24,28,36,69,32,38,62,-1.33407902101926,1.68172199908924,-4.51843866759547,0.000506209539854404,0.29290768026978,-0.697479792083983
"2","GB40234",157,91,75,214,229,280,274,388,458,296,286,473,-0.881527747050952,4.95937475427863,-3.98976504893454,0.00139398970319464,0.29290768026978,-0.847849511874311
"3","GB40564",78,74,58,124,126,105,147,211,183,140,130,146,-0.517590912948523,3.9824575941565,-3.70193180274557,0.00244403119487401,0.29290768026978,-1.35384837382739
"4","GB40600",64,97,101,67,97,52,66,58,42,40,28,43,1.01204946943436,2.96403654524923,3.55088532528916,0.00328776291750346,0.29290768026978,-1.68383740674743
"5","GB40945",973,583,348,845,774,1015,1233,1670,1650,1269,1538,1446,-0.779370079428861,7.07198562405049,-4.00310480455026,0.00135837934158163,0.29290768026978,-0.864230763850902
"6","GB41138",36,21,12,40,68,59,74,91,163,77,100,121,-1.26068329194684,2.95567343007158,-4.17208898731093,0.000979989980352424,0.29290768026978,-0.787929185434572
"7","GB41296",86,100,29,59,88,53,29,26,9,31,28,20,1.78827918278129,2.33615485430556,4.80811923399137,0.000294322691725817,0.29290768026978,-0.125371758472482
"8","GB41617",157,80,178,201,166,215,322,389,449,276,234,379,-0.80783156748157,4.92785363927645,-4.22200260944626,0.000890331766498131,0.29290768026978,-0.464960724150872
"9","GB41757",123,240,180,101,208,132,39,46,37,71,60,35,1.99592682081841,3.50073961247556,5.5492306068094,7.71590644803997e-05,0.29290768026978,1.19983424383041
"10","GB41876",7,8,5,19,38,21,22,47,77,42,32,51,-1.38027291006472,1.65198024834045,-3.6246122563554,0.00284432600795504,0.29290768026978,-1.80511754839317
"11","GB42324",247,338,221,226,190,78,115,70,35,54,96,110,1.68625194569053,4.00517652186083,4.08286796030903,0.0011640056324211,0.29290768026978,-0.755888595622761
"12","GB42358",14,14,13,35,19,26,38,45,57,36,24,71,-0.887764854069565,1.92948569008384,-3.54969175906605,0.00329548917855917,0.29290768026978,-1.84249699732434
"13","GB42467",288,291,163,260,407,153,166,172,60,93,103,288,1.17706927677286,4.56231268085007,3.60753592756698,0.0029413326872684,0.29290768026978,-1.49020464873684
"14","GB43330",19081,31095,41867,14048,17017,33210,11261,10067,4182,9364,9373,8471,1.80395987442974,10.8756609408926,4.62682253131362,0.000412773998892507,0.29290768026978,-0.378764023657457
"15","GB43376",516,505,425,591,371,391,359,554,269,251,375,395,0.645705950679947,5.73788425565128,3.60383013142983,0.00296282250549401,0.29290768026978,-1.49273814695348
"16","GB43563",72,108,49,76,104,51,41,63,21,54,55,31,1.08089340813598,2.87394712133247,3.46585124226145,0.00388666885770567,0.29290768026978,-1.82153214677273
"17","GB43870",657,418,420,991,1188,1449,1107,1757,3672,1819,1827,2524,-1.12725032208805,7.34106420007018,-3.77303353415004,0.00212643996456447,0.29290768026978,-1.24378210505017
"18","GB43876",63,29,53,107,107,115,161,159,283,134,170,216,-1.05566819411704,3.91164024057371,-4.11699152827141,0.00108977240855533,0.29290768026978,-0.709597833553392
"19","GB44167",236,335,208,198,325,248,116,116,57,172,154,59,1.59692772181738,4.41853396516931,4.81246771582513,0.000291959005683999,0.29290768026978,0.418836154885283
"20","GB44533",73,50,41,78,71,107,84,192,307,162,135,176,-1.02416903842377,3.79292051773936,-3.97846524856575,0.00142489958823762,0.29290768026978,-0.936960983682066
"21","GB44623",154,121,121,206,200,171,203,339,265,225,224,258,-0.382540210886921,4.71552814590296,-3.63628671549008,0.00277987482378462,0.29290768026978,-1.43909756413691
"22","GB44888",162,153,47,258,207,321,288,403,651,408,423,474,-1.0800360238841,5.13487414621086,-3.6206746362448,0.00286640371227417,0.29290768026978,-1.46556520256188
"23","GB44959",86,25,65,77,167,130,138,206,262,188,168,249,-1.04484550827267,4.04381596101588,-3.48765615795563,0.0037233348321948,0.29290768026978,-1.70379515025027
"24","GB44962",18,10,5,12,24,32,30,41,48,60,42,57,-1.33483489911537,1.7797501761219,-3.99560069315753,0.00137829563449104,0.29290768026978,-1.30231665099049
"25","GB45073",555,387,644,1196,965,1721,1659,2920,4921,2463,1799,3082,-1.44619549462648,7.5846271712753,-4.67564460798419,0.000376693066780578,0.29290768026978,0.130802863911597
"26","GB45298",22,22,19,35,61,51,51,75,122,66,76,70,-0.930776309579664,2.69142228530817,-3.44722418343045,0.0040319015001681,0.29290768026978,-1.87352006267899
"27","GB45548",24,50,30,19,38,29,20,17,6,8,10,2,2.01696292850384,1.13024213300127,4.09291586495544,0.0011416246446717,0.29290768026978,-1.36769543411274
"28","GB45734",72,131,85,70,154,56,38,63,28,63,39,24,1.38685036750074,2.98323687347113,3.85732947411162,0.00180365929716301,0.29290768026978,-1.22966731650487
"29","GB45870",318,212,240,265,195,227,173,244,170,155,191,237,0.575417138322006,4.82708123134361,3.64152039256563,0.00275146298604747,0.29290768026978,-1.42900894957971
"30","GB45947",359,374,311,454,287,254,257,407,236,215,221,308,0.585002838660483,5.30174013278261,3.68005696848273,0.0025511144359453,0.29290768026978,-1.36257105251842
"31","GB45951",1553,2242,2005,1116,2237,1473,903,828,574,913,1156,592,1.36113596576327,7.27635262437964,4.43441767362037,0.000593504831540095,0.29290768026978,-0.202701483405842
"32","GB46164",18,10,9,16,31,24,34,54,65,46,49,59,-1.30784052897188,1.9495815992049,-5.28482509425749,0.000123363085068106,0.29290768026978,0.259543215776536
"33","GB46165",90,39,43,82,80,91,148,139,183,110,138,179,-0.852229775853714,3.72020854421134,-4.50145943510917,0.000522715832029017,0.29290768026978,-0.14798236386823
"34","GB46290",71,121,77,169,159,92,77,114,43,87,58,65,0.893513028920291,3.53862052744123,3.61454338740898,0.00290112644059489,0.29290768026978,-1.52558328480325
"35","GB46668",16,40,7,43,36,14,8,5,8,5,8,5,1.99681270817444,0.696499930951384,4.73135821857333,0.000339473683535484,0.29290768026978,-0.831362071162533
"36","GB46903",76,64,36,117,121,121,136,202,287,132,155,178,-0.803484428707337,3.98769721691268,-3.68070986347402,0.00254785049454431,0.29290768026978,-1.39083740572054
"37","GB46914",1415,1514,1944,1439,1879,1181,862,821,549,1093,1134,873,1.09048941593774,7.25132850015423,4.12398179828876,0.00107517370053951,0.29290768026978,-0.682250099378919
"38","GB47148",496,773,808,616,829,993,466,625,431,649,418,489,0.814687913754893,6.33009378840864,3.64970176279522,0.00270763677191002,0.29290768026978,-1.41921394132
"39","GB47160",258,248,232,335,266,213,203,290,229,180,191,230,0.492605541224331,4.96443355090202,4.33746149867559,0.000713784738668346,0.29290768026978,-0.266015915704481
"40","GB47165",509,441,453,676,376,249,346,358,261,306,234,315,0.788960868246079,5.57073653922076,3.7567764227445,0.00219515115973122,0.29290768026978,-1.23278885382786
"41","GB47301",445,274,472,640,331,1020,1065,1873,1177,993,701,1446,-0.990459845435641,6.62082494454829,-3.63201116418318,0.00280330556818956,0.29290768026978,-1.45437844959501
"42","GB47354",16,9,11,21,20,20,25,36,44,26,32,38,-0.792960643573599,1.60397854307896,-3.94780087205117,0.0015123537534345,0.29290768026978,-1.39405558177012
"43","GB47508",25,18,28,52,28,81,67,86,106,87,70,126,-1.09129766001331,2.86383115964265,-4.03911118739947,0.00126682826231966,0.29290768026978,-0.991785494363286
"44","GB47541",434,935,1594,207,567,567,344,211,146,182,204,184,1.86442767017223,5.52198873999667,3.90059553504548,0.00165781987621682,0.29290768026978,-0.996297990406627
"45","GB48576",45,11,20,52,38,44,81,90,167,56,76,132,-1.30033793814785,2.84542606628873,-4.24302442894894,0.000855131779969941,0.29290768026978,-0.713704983236428
"46","GB48664",42,9,3,11,6,20,56,48,46,33,33,49,-1.66843379954976,1.55853705760053,-4.07749047108015,0.00117616754929937,0.29290768026978,-1.26950281186488
"47","GB48705",18,17,27,36,25,20,16,16,13,14,17,18,0.820072599793863,1.35964359534965,3.69363733506971,0.0024840880235082,0.29290768026978,-1.76250312602667
"48","GB49185",64,57,45,111,144,112,125,325,225,139,115,217,-0.850435899660265,3.99711113321694,-3.675845775937,0.0025722689955439,0.29290768026978,-1.39849607257225
"49","GB49376",435,354,324,654,672,330,358,326,331,327,306,456,0.595369078971734,5.69075188993675,3.64916617833094,0.00271048406797634,0.29290768026978,-1.4155592875156
"50","GB49526",7,4,10,10,10,7,12,22,30,14,13,28,-0.98164922478058,0.71735796834704,-3.50452897313852,0.00360170535907371,0.29290768026978,-2.13875670688964
"51","GB49730",11,12,1,13,28,35,25,56,60,76,50,70,-1.84750090421279,1.74099629382801,-3.66239517159821,0.00264103479916347,0.29290768026978,-1.75088285330241
"52","GB49732",35,23,21,55,104,114,97,140,172,145,134,206,-1.31089305158077,3.46046303324821,-4.09378632546246,0.00113970660373628,0.29290768026978,-0.810828890067225
"53","GB49785",396,691,245,316,528,544,196,166,148,352,300,86,1.49028137302352,5.2266495975423,3.81165408478123,0.00197183713291245,0.29290768026978,-1.1424948075894
"54","GB49869",216,182,140,257,292,420,512,493,663,414,476,354,-0.749869147862671,5.46999893970183,-3.45359776829441,0.00398160286774223,0.29290768026978,-1.74853628141186
"55","GB50009",8881,13296,12025,12664,8375,7522,5298,8861,4551,7531,6797,8716,0.870122918232914,10.0981599637936,3.48238064295193,0.00376220688110826,0.29290768026978,-1.83134695645434
"56","GB50025",156,182,117,236,148,175,118,178,93,115,122,153,0.63949998774804,4.26124691536328,4.21815287739619,0.00089693734332218,0.29290768026978,-0.497703039932743
"57","GB50118",3323,3013,1326,2884,1539,1611,1030,320,202,791,551,1078,2.17020821636712,7.17555447135592,4.65836608573768,0.000389074291635831,0.29290768026978,0.142738333109893
"58","GB50449",34,109,75,58,153,31,9,22,22,40,17,13,2.03626323297704,2.21854516635831,4.13205814938157,0.00105855590256123,0.29290768026978,-1.02184383835645
"59","GB50474",257,192,191,405,260,358,422,695,495,409,328,447,-0.50152225472311,5.52074761631954,-3.57385172990405,0.00314260604037736,0.29290768026978,-1.54372853421811
"60","GB50482",1317,559,941,1919,1680,2148,1994,2937,6374,3720,3477,4785,-1.23653740683915,8.16383209837578,-4.15502373381461,0.00101272521792611,0.29290768026978,-0.696614306544625
"61","GB50505",42,61,37,88,70,106,68,172,213,160,121,172,-0.905663008464589,3.65052450961387,-3.48755508521569,0.0037240757604228,0.29290768026978,-1.72151928495035
"62","GB50655",115,98,100,308,97,177,219,348,348,260,233,357,-0.812629475620344,4.70422844485953,-4.06635462416601,0.00120176784362334,0.29290768026978,-0.727270547249889
"63","GB50847",19,10,9,14,33,23,31,40,50,37,34,43,-0.952263059591015,1.75794718905437,-3.66696754225059,0.00261745222578363,0.29290768026978,-1.72041077686928
"64","GB50936",794,1821,990,979,1008,597,496,673,284,574,525,465,1.27604107955863,6.5048973426033,4.25046799131824,0.000843013113439713,0.29290768026978,-0.440830176825054
"65","GB51052",4,6,5,7,12,5,9,26,20,17,16,15,-1.09840412511162,0.478056682133516,-3.86574421367552,0.00177430567317954,0.29290768026978,-1.7817407889416
"66","GB51062",72,52,39,78,98,89,108,129,184,95,139,163,-0.687155690096858,3.65786576808922,-3.6118479153603,0.00291652587903616,0.29290768026978,-1.52202662165716
"67","GB51198",333,718,487,383,586,392,219,175,106,336,250,130,1.61374411272627,5.29082050783969,4.57026879585283,0.000459070471335217,0.29290768026978,0.0982015739883551
"68","GB51238",567,333,179,838,521,819,1315,1227,1455,686,1097,1057,-0.96751233937516,6.58915393295693,-3.47337348275864,0.00382952235151012,0.29290768026978,-1.7172794460344
"69","GB51537",512,422,302,674,374,408,311,590,262,249,333,424,0.594906858730464,5.67668690053103,3.59890846088833,0.00299160878574072,0.29290768026978,-1.50102975048181
"70","GB51558",85,57,44,88,120,137,181,173,245,148,132,288,-0.910223470736507,4.03975689161275,-3.97918409585941,0.00142291254385951,0.29290768026978,-0.909983593429868
"71","GB51652",491,513,112,652,1107,1631,1575,1526,3472,1918,2585,3126,-1.75368638734178,7.22008983066696,-3.50282479254488,0.00361380612193949,0.29290768026978,-1.67814477398063
"72","GB51828",46,50,57,73,78,106,98,134,212,137,99,163,-0.784649171670435,3.6437656291913,-3.55533964568305,0.00325909006548438,0.29290768026978,-1.61330668138881
"73","GB51838",133,259,167,155,217,118,118,125,55,118,119,73,1.05850749826798,4.08184222084298,3.47322227187347,0.0038306627269803,0.29290768026978,-1.7227718599879
"74","GB52033",146,124,76,266,147,200,305,433,306,221,216,278,-0.65190190896974,4.76693163200377,-3.74016701316159,0.00226768129301013,0.29290768026978,-1.26500467189928
"75","GB52464",504,779,495,494,742,440,275,322,203,373,337,289,1.2077006658469,5.74761979868906,5.05188382978773,0.000187981563078525,0.29290768026978,0.849814522057215
"76","GB53064",750,765,473,1064,1145,1342,1376,1680,1722,1649,1616,2937,-0.768028475789479,7.36013698331586,-3.7541161043057,0.00220660788827976,0.29290768026978,-1.27497583111835
"77","GB53192",242,246,199,373,232,178,162,296,200,195,164,211,0.50707437443742,4.85249319913446,3.53664395663878,0.00338115568803799,0.29290768026978,-1.60709975199311
"78","GB53257",74,39,78,183,102,163,188,222,284,235,202,365,-1.07031974705637,4.3223934370158,-4.22744845262221,0.000881072642826488,0.29290768026978,-0.496718206402992
"79","GB53512",98,37,75,137,160,228,191,252,469,289,191,434,-1.14388867580668,4.5207190764885,-3.53690931256493,0.00337939127618491,0.29290768026978,-1.61174661833841
"80","GB53665",39,38,28,43,42,39,15,41,31,18,18,37,0.831991632086039,2.0374371328528,4.08299996773661,0.00116370870330913,0.29290768026978,-1.10672767104696
"81","GB53785",7,1,4,2,14,10,17,13,39,21,19,22,-1.75294101086991,0.463408997649252,-3.55219388400651,0.00327931329175911,0.29290768026978,-2.11455509858017
"82","GB53830",3352,1819,1835,4796,2973,5114,5663,7169,10418,6880,4019,8586,-0.904221840485247,9.23456458410639,-3.70818636940116,0.00241425935004435,0.29290768026978,-1.44196523522387
"83","GB54175",103,43,28,107,92,141,129,233,245,202,132,192,-0.990134904170445,3.95441604741766,-3.79411465161599,0.00204058145153817,0.29290768026978,-1.21359317639781
"84","GB54264",240,171,113,317,334,409,396,535,692,448,476,524,-0.786410891448282,5.52831823400157,-3.75675662422436,0.00219523619910239,0.29290768026978,-1.23418731629331
"85","GB54348",75,39,51,99,143,169,148,182,253,180,161,250,-0.89235702932161,4.07355141128622,-3.47288739462054,0.00383318946236824,0.29290768026978,-1.72572090972317
"86","GB54355",523,539,280,673,671,676,866,999,1150,854,864,1222,-0.612933300350969,6.58383160493555,-3.79955903522631,0.00201898576819369,0.29290768026978,-1.17615386965555
"87","GB54532",12,5,6,10,20,27,19,41,77,43,44,29,-1.45187954616748,1.50068956026507,-3.63395004504653,0.00279265550803079,0.29290768026978,-1.8255892575026
"88","GB54584",156,129,134,163,148,114,128,167,95,82,100,121,0.55737293755308,4.05280402726856,3.5231486193929,0.00347212574581635,0.29290768026978,-1.63990646847169
"89","GB54918",69,184,65,79,169,127,27,27,34,73,74,24,1.73179623190002,3.08603712940733,4.10686263613711,0.00111128692801821,0.29290768026978,-0.852852954378273
"90","GB54933",9,4,3,12,11,18,21,31,80,26,17,21,-1.44433695442087,1.04628672958141,-3.48933481056257,0.00371105092229623,0.29290768026978,-2.09812190782112
"91","GB55039",204,486,293,170,540,263,220,158,85,169,152,54,1.54207617079674,4.68376310368509,3.57424220672725,0.00314019484835388,0.29290768026978,-1.54604734036449
"92","GB55121",4,7,7,10,7,18,15,29,28,15,17,25,-1.0766932637121,0.82111947032818,-3.71192347586119,0.00239664643925428,0.29290768026978,-1.87645081057675
"93","GB55219",335,324,180,562,348,458,468,724,721,641,467,807,-0.583820986179878,5.94200682432112,-3.45216259588218,0.00399287350070558,0.29290768026978,-1.7505653511195
"94","GB55222",208,220,184,233,157,128,144,189,104,110,138,148,0.68755070003256,4.39065512128277,3.49711767143264,0.00365462950674522,0.29290768026978,-1.67590519546942
"95","GB55301",171,64,43,181,147,317,234,510,696,303,330,341,-1.26333446153386,4.84780574562025,-3.73196969354903,0.00230436928073935,0.29290768026978,-1.28322292134501
"96","GB55370",267,544,271,350,353,247,207,222,108,232,262,156,1.06004478647925,5.04050042797138,3.69786093161409,0.00246360833879868,0.29290768026978,-1.33337177045789
"97","GB55416",164,413,269,281,339,154,152,185,43,114,174,114,1.37237568299422,4.51961314927146,3.64581474485893,0.0027283700571212,0.29290768026978,-1.42819014063385
"98","GB55449",134,170,51,83,193,128,49,39,53,46,82,58,1.39366325100911,3.37858262835144,4.0944587476899,0.00113822719405382,0.29290768026978,-0.813501253646976
"99","GB55651",16,16,17,13,45,17,7,11,7,10,10,7,1.35091562332569,0.797861418954573,3.95867932854031,0.00148071838865196,0.29290768026978,-1.59764683961923
"100","GB55701",345,350,476,793,409,630,870,1442,1172,840,569,898,-0.691064010023676,6.45526621751666,-3.46028590419466,0.00392950069080665,0.29290768026978,-1.73791656322293
