"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40069",31,54,76,58,27,41,5,10,18,43,28,32,1.14589570915348,1.94370430912977,2.90568667186983,0.011856157901053,0.999997639955848,-4.36182053025412
"2","GB40138",18,25,43,18,26,28,4,12,16,27,13,26,0.717905800955992,1.34607175355656,2.14474816660327,0.0506602873240145,0.999997639955848,-4.48047823926542
"3","GB40318",67,86,108,101,77,119,42,66,87,76,74,63,0.362249257676235,3.36932331208468,2.2407525487722,0.0423947601374037,0.999997639955848,-4.36461589710813
"4","GB40421",18,29,24,30,29,22,4,16,6,16,20,11,1.11265503684152,1.1489782237818,2.913200469458,0.0116836698385692,0.999997639955848,-4.40833754698067
"5","GB40607",5,10,9,17,9,11,16,12,53,10,11,16,-0.859707909774328,0.777155988256629,-2.26175264984334,0.0407640837947593,0.999997639955848,-4.48604293690125
"6","GB41292",125,145,247,139,144,204,248,132,297,233,192,171,-0.432050150758008,4.59332452115136,-2.74417717870297,0.0162315611738494,0.999997639955848,-4.11581236675386
"7","GB41376",590,516,379,553,710,679,262,225,342,484,517,409,0.545571381949975,5.88348924480123,2.48819903220226,0.0265680313449486,0.999997639955848,-4.18267708819279
"8","GB41584",117,119,137,89,125,106,110,156,228,138,143,111,-0.422012406177732,4.08330777437264,-2.39566742569796,0.0316802940152535,0.999997639955848,-4.2642248189072
"9","GB41691",20,19,27,26,21,29,24,18,50,63,29,30,-0.601240643015893,1.89008449882256,-2.82814043840318,0.0137893456684993,0.999997639955848,-4.37210040534874
"10","GB41708",3438,475,3216,275,137,494,226,175,326,151,114,148,1.82677980441254,5.52607722670986,2.67026866666564,0.0187272773744172,0.999997639955848,-4.15042453482381
"11","GB41710",2281,224,1450,222,109,268,99,57,129,83,97,89,2.0914057938606,4.66825878196112,3.01130774896775,0.00964637453203574,0.999997639955848,-4.107693247653
