"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40207",90,73,129,59,49,62,52,31,113,132,96,119,-0.542081449638641,3.54041057394114,-3.44144607898149,0.00429467972296695,0.47208128598645,-2.09620345533353
"2","GB40265",92,89,227,127,47,124,32,45,49,60,44,97,0.752958043188575,3.47899769849196,3.32381838676638,0.00539251093178945,0.47208128598645,-2.27084447528793
"3","GB40313",320,198,437,335,125,207,93,59,158,185,165,256,0.478771722959221,4.80543495130986,3.37836099774325,0.0048521177986869,0.47208128598645,-2.04779567023085
"4","GB40423",59,40,67,61,36,50,52,45,73,130,64,74,-0.782156483087951,3.16662029682105,-4.36647606676358,0.000738283679038978,0.47208128598645,-1.14038765423509
"5","GB40629",309,151,301,253,88,83,40,10,49,54,73,154,1.3978487212232,3.78403122282416,3.90540157616749,0.00176081488719769,0.47208128598645,-1.53517474941735
"6","GB40696",1752,5572,16311,3876,2367,7526,6087,5254,20401,17803,8910,11282,-1.48999807261729,10.0323398876117,-3.57337421638459,0.00332885276891137,0.47208128598645,-2.46408377128697
"7","GB40707",42,17,43,45,13,24,34,16,38,50,43,48,-0.697133745404762,2.2664314791258,-3.44923015532041,0.00423052996704783,0.47208128598645,-2.41992429085822
"8","GB40782",312,271,481,339,215,329,249,191,352,454,363,405,-0.392072099535192,5.58561139890834,-3.28046962497459,0.00586484039576925,0.47208128598645,-2.1892320683191
"9","GB40871",50,46,96,71,22,47,37,5,10,19,19,38,1.19759963541802,2.17891345494832,3.67169530394362,0.00275470690317033,0.47208128598645,-2.2523398715331
"10","GB40984",173,105,165,115,97,111,88,71,160,260,183,184,-0.592356303014721,4.33617602290217,-3.84909623053522,0.00196057464488301,0.47208128598645,-1.42925359230875
"11","GB41137",177,103,151,138,92,105,130,72,147,246,148,196,-0.605230615688989,4.34854075311583,-3.99306906725168,0.00149029396350677,0.47208128598645,-1.23934611484187
"12","GB41173",239,158,253,201,130,169,157,115,252,294,203,243,-0.461065339541809,4.86941875710136,-3.64620698537486,0.00289312601657817,0.47208128598645,-1.66553391864109
"13","GB41206",122,86,159,108,65,87,73,54,114,181,114,128,-0.39617469208045,3.9423311696414,-3.39740469269192,0.0046765609642049,0.47208128598645,-2.08214175664405
"14","GB41340",70,58,105,67,32,67,55,33,100,109,69,94,-0.525947619212824,3.34099474573614,-3.93060867121246,0.00167824712247256,0.47208128598645,-1.55514496298767
