"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB47928",112,144,156,38,130,142,28,31,32,14,30,61,2.053836382858,3.12578352768097,7.07987699683311,6.90667074762293e-06,0.0654614253459701,-3.54279681719686
"2","GB40243",103,82,42,36,73,66,53,60,28,29,50,57,0.634236329670081,3.00091163704004,2.71323506271357,0.0173143731642482,0.804119020884327,-4.19744659651991
"3","GB40464",9,9,6,2,12,10,36,28,15,4,12,20,-1.01652675329279,0.74333632568479,-3.11505765986232,0.00792624755283129,0.804119020884327,-4.35342847475602
"4","GB40536",26,10,66,7,29,30,17,16,10,8,3,17,1.22371279344408,1.22527350093276,2.73240739699148,0.0166847181835961,0.804119020884327,-4.3691771945788
"5","GB40545",32,18,24,7,23,23,33,17,10,8,13,12,0.59359987523274,1.346157571799,2.73967400915887,0.016451957966408,0.804119020884327,-4.35715847213873
"6","GB41291",9,7,19,3,11,6,57,27,10,8,14,20,-1.08295503518763,0.917594610741289,-3.45888536160531,0.00404995440472567,0.804119020884327,-4.30260027198396
"7","GB41306",2510,1020,1411,348,1415,1292,5721,3834,922,1345,1419,2490,-0.777189263105683,7.88341723192293,-2.92873906694242,0.0113990807987699,0.804119020884327,-4.14781875466499
"8","GB41444",41,39,54,15,47,50,151,82,24,44,51,84,-0.623333461927637,2.88616522654316,-2.88565963325312,0.0123955686506201,0.804119020884327,-4.17302834820383
"9","GB41595",12,7,34,5,6,7,51,66,21,8,12,38,-1.36564913431853,1.25913182001137,-2.90818464879146,0.0118642728360479,0.804119020884327,-4.34310434645692
"10","GB41608",20,20,22,4,21,15,82,42,15,11,20,37,-0.76861040915072,1.65121505504334,-2.8038502290219,0.0145294942174497,0.804119020884327,-4.32460544602333
"11","GB41782",193,140,318,54,191,152,602,389,147,163,168,322,-0.588343048997176,4.91608220038951,-2.70220692148112,0.0176869958180212,0.804119020884327,-4.01224868386272
"12","GB41876",12,9,24,2,8,12,84,29,12,15,21,48,-1.49310189004197,1.30707405270187,-4.23002041961887,0.000915820655836085,0.804119020884327,-4.18561715492048
"13","GB42084",814,539,1446,230,1014,636,2106,1537,621,729,911,1336,-0.600067109160451,7.02032578578674,-2.75446618426525,0.0159879020814836,0.804119020884327,-4.12391905866274
"14","GB42200",35,26,62,9,26,22,208,66,36,28,26,105,-1.1077156161403,2.56328904373409,-2.94683822494781,0.0110043889007366,0.804119020884327,-4.20637919052753
"15","GB42475",450,317,524,223,851,488,1798,559,491,579,617,749,-0.588830516554957,6.39406367718674,-2.75125601124757,0.01608751113415,0.804119020884327,-4.07053276657515
"16","GB42804",387,244,453,94,340,362,1981,1182,275,288,359,627,-0.875868116591974,5.93927876799569,-3.20854066672892,0.00660328378132666,0.804119020884327,-3.88537041258951
"17","GB42822",432,109,675,79,347,98,115,89,91,90,55,136,1.37376707284124,4.39688651763347,3.17140851575085,0.00710012817709609,0.804119020884327,-3.89500091213828
"18","GB42904",19,18,16,3,16,9,50,22,13,16,20,30,-0.784837260811252,1.34116309816461,-3.3109818159607,0.00540553720584626,0.804119020884327,-4.28176215889714
