"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40168",4391,5203,1817,3477,3113,2629,1939,3948,810,1589,2606,3830,0.56645278336849,8.6363689789348,2.5135756708445,0.025530486326747,0.999766554731438,-4.37323957910632
"2","GB40169",204,190,57,201,156,115,79,64,27,77,106,191,0.772231030130053,3.98386650803292,2.67321911844569,0.0188115458104343,0.999766554731438,-4.21861279843057
"3","GB40683",498,471,315,484,610,504,166,257,47,333,419,495,1.01491262384427,5.62656998519417,3.02572471949899,0.00951082262943155,0.999766554731438,-4.09036181129223
"4","GB41127",1900,4130,651,2577,1839,2143,640,713,262,1145,1638,3459,0.992828230438817,7.67884630540363,2.53526014516691,0.0244974571556995,0.999766554731438,-4.32904545610851
"5","GB41208",153,287,76,128,95,108,190,228,125,131,236,205,-0.517878682662371,4.51981265523882,-2.96966651006018,0.0106052698729153,0.999766554731438,-4.09572936167453
"6","GB41220",129,190,51,119,54,115,46,99,16,76,92,106,0.573261885123066,3.56323400228862,2.90869669141707,0.0119373335065009,0.999766554731438,-4.206788348758
"7","GB41303",176,153,99,126,97,100,141,135,70,207,371,221,-0.559617533504504,4.43439352060016,-2.4435056857194,0.0291629604840225,0.999766554731438,-4.24095595904404
"8","GB41377",39,66,22,33,29,37,23,38,15,25,27,28,0.455013959865627,2.19234244660212,2.41759451744488,0.0306278272833563,0.999766554731438,-4.41424681005804
"9","GB41735",399,831,279,389,255,500,232,401,91,151,250,565,0.715803126500483,5.55307301381917,2.96821738927495,0.0106351561236123,0.999766554731438,-4.09642706383131
"10","GB41747",8,32,5,15,2,6,12,25,6,13,15,46,-0.956270543639749,0.83568213719656,-2.33989510534033,0.0354536836653753,0.999766554731438,-4.48481049226427
"11","GB41916",92,212,63,132,84,98,57,130,26,68,61,100,0.589078862235205,3.6528729284617,2.72988401242878,0.0168680818976595,0.999766554731438,-4.23507182134328
"12","GB41917",1019,964,347,534,619,398,390,570,131,292,682,581,0.591433198892819,6.17798206595699,2.60036480913942,0.0216327045479851,0.999766554731438,-4.22677766049068
