"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40013",170,31,24,76,173,63,458,213,312,66,1846,119,-2.26009098008668,4.38176556738471,-2.76207770693466,0.0158428250156919,0.974898803306076,-4.19166487500564
"2","GB40108",1559,2349,1415,791,465,1662,1766,1828,1109,1478,2451,1293,-0.386704740456832,7.71208063613786,-2.71013782774436,0.0175115471412409,0.974898803306076,-4.28984777502824
"3","GB40169",204,190,201,156,27,191,79,64,57,77,106,115,0.844596064282392,3.98386650803292,3.01354992355707,0.00973094648248323,0.974898803306076,-4.13229476877448
"4","GB40431",60,90,121,90,21,163,12,50,27,58,52,37,1.11649011357509,2.97808589879376,2.77460711069011,0.0154641717074974,0.974898803306076,-4.29678723625859
"5","GB40888",255,361,238,138,63,275,127,176,89,158,197,153,0.451717651616902,4.66303698481139,3.60605041341968,0.00307409292803898,0.974898803306076,-3.917183621444
"6","GB40969",336,217,127,88,79,263,193,412,148,426,446,399,-0.914767311185162,5.07274666092811,-3.55757817251995,0.00337694212909226,0.974898803306076,-3.93179406650309
"7","GB41064",52,145,84,31,5,115,9,50,2,18,27,16,1.83131176657278,2.00576087887386,3.37130810299177,0.00484960393564678,0.974898803306076,-4.31266322682034
"8","GB41246",21,83,33,13,16,35,18,40,9,8,10,5,1.22072594357375,1.48157709331381,2.94806749823134,0.0110512613749004,0.974898803306076,-4.39430607324342
"9","GB41257",81,147,72,25,31,103,50,57,30,33,65,39,0.603584652298475,3.01096064994825,3.03031912410824,0.00941876381225206,0.974898803306076,-4.24241767373182
"10","GB41331",61,30,26,28,9,71,47,72,41,60,82,66,-0.928307261953174,2.71037737958734,-3.25930783074958,0.00603108680689845,0.974898803306076,-4.2430126775963
"11","GB41626",28,56,24,18,18,25,36,41,21,40,59,54,-0.632579326290097,2.29754059219206,-2.93703071065964,0.0112906158569498,0.974898803306076,-4.33067773227723
"12","GB41981",554,188,129,401,464,193,2569,433,1005,401,9673,743,-2.05451250142038,6.4583977998728,-2.66219342705735,0.0192033514867284,0.974898803306076,-4.24103010822333
"13","GB42343",50,57,22,10,3,41,5,22,13,5,18,1,1.59649027007709,0.978973457067383,2.80636719197841,0.0145436191944024,0.974898803306076,-4.43664409052895
"14","GB42428",281,544,546,249,53,488,100,199,153,149,252,62,1.09176957167477,4.90809559716069,3.04311451010603,0.00918726091016499,0.974898803306076,-4.06580481848643
"15","GB42458",37,38,36,19,17,33,23,18,12,13,15,16,0.821220800704961,1.71208132765063,3.48886138302965,0.00385877550442894,0.974898803306076,-4.319958920829
"16","GB42571",646,1007,681,619,304,764,1263,824,630,898,2667,994,-0.698393455787738,6.95734004089051,-2.8857844042228,0.0124707554776967,0.974898803306076,-4.20971745367216
"17","GB42624",235,219,121,115,89,158,228,241,157,242,294,396,-0.780526169289555,4.85417097307878,-3.77437692926467,0.00222043481813846,0.974898803306076,-3.87492894441396
"18","GB42753",301,735,365,140,135,331,427,395,294,390,609,332,-0.482298249027088,5.65720575954197,-2.79828504139373,0.0147726487966786,0.974898803306076,-4.13930316702555
"19","GB42931",4521,4722,3407,3584,573,4076,1006,1507,868,1530,4386,1074,1.01376501335654,8.27564022774607,2.86591087260474,0.0129604409585114,0.974898803306076,-4.29362486701178
"20","GB43378",18,53,30,12,7,24,11,11,4,14,18,13,0.875229052576216,1.19199003933745,3.21361114101511,0.00659240302388513,0.974898803306076,-4.38621080450673
"21","GB43465",112,179,89,81,37,124,67,129,54,30,67,39,0.713073936586986,3.47612692065718,2.76120868997452,0.015869421686718,0.974898803306076,-4.24284315607263
"22","GB43733",152,86,69,141,122,91,233,229,175,144,658,122,-1.1847903303222,4.5216821403832,-2.75980628158199,0.0159124352273062,0.974898803306076,-4.15028052880927
"23","GB43737",314,571,467,232,102,552,186,305,165,245,350,169,0.533251564091383,5.34657338287274,2.868189562772,0.0129033468331471,0.974898803306076,-4.1030691550343
"24","GB43984",60,103,85,55,15,88,33,61,25,41,40,44,0.611382242672654,2.86128897632732,2.75350261091051,0.0161071891671316,0.974898803306076,-4.30644838089347
"25","GB44119",688,918,539,249,233,456,435,438,245,146,305,188,0.777851736307334,5.72655969742625,2.9212309359196,0.0116422010219252,0.974898803306076,-4.10690357858073
"26","GB44387",21,84,37,18,3,29,10,23,8,7,8,6,1.3674665072653,1.15849765547641,3.24169148739626,0.00624157722314728,0.974898803306076,-4.38763564315536
"27","GB44641",139,273,230,125,66,256,89,140,72,142,153,135,0.490436517635191,4.38436590332233,2.63889482251576,0.0200819070649678,0.974898803306076,-4.18535794978363
"28","GB44942",21,28,21,18,14,29,35,33,23,30,47,28,-0.630690750679576,1.99640003598897,-2.93265651686577,0.0113868895381737,0.974898803306076,-4.35649183575085
"29","GB45266",157,391,243,74,62,235,74,200,78,112,98,117,0.625065584182828,4.29961529683554,2.63174449247035,0.0203592809537012,0.974898803306076,-4.19488886064809
"30","GB45292",14,30,12,5,6,14,18,22,16,16,31,15,-0.659323421585393,1.19911609711792,-2.90666800057306,0.0119758219955939,0.974898803306076,-4.41270271450153
"31","GB45501",136,42,25,43,68,54,164,91,86,88,268,93,-1.30405386147296,3.59138990222574,-2.96790889538929,0.0106335079771058,0.974898803306076,-4.18697466727982
"32","GB45527",130,135,71,46,45,81,108,111,72,86,165,107,-0.438853632122936,3.76490600526122,-2.65329358957484,0.0195344491169332,0.974898803306076,-4.22919810073139
"33","GB45954",233,963,1241,979,62,886,63,319,28,216,385,149,1.76990938187718,5.30686708893466,2.74663104377876,0.016322144607621,0.974898803306076,-4.16561877337905
"34","GB46032",904,1684,1177,736,433,1377,679,1033,434,702,816,888,0.432583131359776,6.9816675721789,2.70467818553697,0.0176966156243776,0.974898803306076,-4.24761532910606
"35","GB46077",71,34,14,22,15,35,72,33,42,72,89,46,-1.02530674952739,2.56648679886538,-2.84316626131301,0.0135441190413564,0.974898803306076,-4.32164698591222
"36","GB46486",38,28,23,10,15,24,60,39,28,34,45,26,-0.805501637873067,2.10272149262135,-3.03681008851167,0.00930061035440066,0.974898803306076,-4.33545105836528
"37","GB46515",23,10,4,3,2,22,17,68,9,22,12,27,-1.39599395350177,0.945639531552759,-2.75086018794301,0.01618951947418,0.974898803306076,-4.43999716956309
"38","GB46554",28,12,4,6,2,7,15,24,13,14,30,24,-1.33011806972514,0.876712235330966,-3.79872614382844,0.00211867656755096,0.974898803306076,-4.35846122128652
"39","GB46558",91,11,349,8,31,76,299,295,99,248,215,59,-2.08613875148877,3.72512095175919,-2.74203279466317,0.0164675502264631,0.974898803306076,-4.24369557921734
"40","GB46926",29,74,33,32,20,42,37,65,33,58,87,92,-0.734223757103239,2.7796579220809,-2.99300153330016,0.0101274991606163,0.974898803306076,-4.27449079743513
"41","GB46952",288,305,294,149,77,265,127,207,86,168,222,145,0.47899418135697,4.74206335414388,3.29163497909967,0.00566314594893147,0.974898803306076,-3.9913887029915
"42","GB46976",61,73,27,15,10,37,41,63,28,49,71,42,-0.569865325803843,2.50929228242691,-2.80526764210034,0.0145745720040162,0.974898803306076,-4.33071113736506
"43","GB47244",24,35,11,18,9,20,37,31,17,26,56,43,-0.892708023533627,1.88723097696808,-3.46297740305509,0.00405778535793241,0.974898803306076,-4.30617188901228
"44","GB47309",66,83,52,28,28,56,59,86,42,70,79,56,-0.398929344576069,3.07233640083736,-2.75363937637436,0.0161029391125384,0.974898803306076,-4.28277043876878
"45","GB47398",11,10,13,4,10,12,15,16,13,14,31,18,-0.86749518859061,0.991037757303491,-2.73843301928596,0.0165822650519409,0.974898803306076,-4.43896377643864
"46","GB47451",218,254,137,144,73,187,188,231,113,237,400,230,-0.466585874321262,4.80291183108887,-2.69521749453632,0.0180218360761228,0.974898803306076,-4.14901414462031
"47","GB47736",783,1325,1421,622,381,2121,718,556,583,521,742,418,0.723219621930063,6.80454732973705,2.81524454100689,0.0142960691721265,0.974898803306076,-4.21076741333581
"48","GB47964",51,112,64,16,17,62,33,48,12,24,43,24,0.674275672615877,2.40421559814745,2.65237895949327,0.0195687886689588,0.974898803306076,-4.36280546770667
"49","GB48085",111,112,89,39,27,97,46,56,35,43,58,64,0.546625204120562,3.15349861535149,3.27590662026765,0.0058392644226678,0.974898803306076,-4.18114609203787
"50","GB48844",52,42,45,8,28,32,33,102,47,59,167,77,-1.26687937523141,2.8054942909291,-3.46134071512616,0.00407071181722561,0.974898803306076,-4.20412918074831
