"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40017",105,227,112,134,40,117,70,39,42,55,72,91,0.61974884180362,3.60104796957174,3.52854745386584,0.00360972324525868,0.347301333920185,-1.81755313862151
"2","GB40124",227,259,218,139,139,209,341,190,193,240,515,245,-0.796594204775562,5.10351058284705,-4.05514970551603,0.00131485098457882,0.347301333920185,-0.930341460584771
"3","GB40265",92,227,127,124,45,97,89,47,32,49,60,44,0.787268611573162,3.47899769849196,3.60776662752265,0.00309744685964515,0.347301333920185,-1.73136714593367
"4","GB40676",99,316,136,135,20,166,61,34,36,55,59,51,1.0379217038226,3.47404299318795,3.89005879610287,0.00180069133551235,0.347301333920185,-1.35674010480209
"5","GB40750",24,134,60,43,9,44,13,8,8,17,21,15,1.35474439911638,1.78571604394874,3.87523083138821,0.00185247659962642,0.347301333920185,-1.86681404072735
"6","GB41239",9,41,23,19,9,37,4,5,3,7,11,5,1.47008787016184,0.70697460901596,4.05085132221273,0.00132562011570624,0.347301333920185,-2.06546330159294
"7","GB41246",21,83,40,33,16,35,18,9,13,8,10,5,1.48072368059439,1.48157709331381,4.14800851141352,0.0011028812367018,0.347301333920185,-1.71578192073118
"8","GB41257",81,147,57,72,31,103,50,30,25,33,65,39,0.646050361928254,3.01096064994825,3.47865628049987,0.00397555157260759,0.347301333920185,-1.98606237622806
"9","GB41290",224,275,186,159,51,182,127,79,56,94,100,104,0.576281873922002,4.18672014473366,3.75865994929451,0.00231634344841556,0.347301333920185,-1.41653548251617
"10","GB41392",385,760,494,462,133,545,300,141,154,238,375,260,0.54587789345108,5.5380875846284,3.80662610753616,0.00211260206059504,0.347301333920185,-1.31427087104774
"11","GB41488",146,109,74,86,25,104,105,66,99,114,144,109,-0.621646331300712,3.78520360730059,-3.45751888913419,0.00414163251323754,0.347301333920185,-1.88347933436522
"12","GB41658",61,72,51,37,14,52,35,17,6,21,35,16,0.875633930125886,2.11893671253871,3.43245898307574,0.00434763176948016,0.347301333920185,-2.24393385447838
"13","GB41680",97,528,231,192,40,207,108,42,36,67,73,58,1.19950676661529,3.90487544070901,3.70688017462327,0.00255883440573562,0.347301333920185,-1.54651959270287
"14","GB41731",86,282,181,156,40,145,63,46,76,51,35,52,1.08993655170057,3.62070209142242,3.46104721497322,0.00411343043652665,0.347301333920185,-1.91990139102147
"15","GB41852",302,453,322,258,87,304,183,127,114,190,202,195,0.379902530947577,4.960956196659,3.4057591646461,0.00457849655448166,0.347301333920185,-1.9052923771789
"16","GB41905",217,230,148,152,51,203,181,123,151,217,308,164,-0.537615070707696,4.64538074741847,-3.93527439292906,0.0016517262438779,0.347301333920185,-1.11008299388882
"17","GB41998",28,40,26,15,4,25,4,4,2,8,2,15,1.76708787765755,0.578330653849286,4.26639577549357,0.000882517420963178,0.347301333920185,-1.91780497305791
"18","GB42022",100,209,97,96,31,109,66,28,21,60,49,70,0.789891740171933,3.29444302079998,3.71199144979335,0.00253379022082949,0.347301333920185,-1.62470379250263
"19","GB42316",188,235,150,159,78,186,179,141,142,171,265,184,-0.458149430033465,4.65279253398158,-3.8635187678417,0.00189445327717111,0.347301333920185,-1.21535496009549
"20","GB42478",44,110,47,56,14,85,25,10,6,24,31,40,1.08974754610886,2.23699347508251,3.54013938712323,0.00352971492809222,0.347301333920185,-2.09502051002389
"21","GB42571",646,1007,824,681,304,764,1263,630,619,898,2667,994,-0.866953584250038,6.95734004089051,-4.49286655958774,0.00057855091674264,0.347301333920185,-0.546686719394589
"22","GB42617",15,44,38,26,5,23,11,6,4,5,2,14,1.56131795213955,0.807443330641715,3.46345335903435,0.00409430924674367,0.347301333920185,-2.5547717449643
"23","GB43016",405,402,322,214,135,282,334,200,242,399,552,362,-0.541385851613734,5.50374375303728,-3.64988326780028,0.00285575633245562,0.347301333920185,-1.54148937028686
"24","GB43168",151,220,156,131,29,156,66,55,60,80,83,85,0.570636775073495,3.80398659688599,3.51877573570621,0.00367859191104192,0.347301333920185,-1.80216852395283
"25","GB43204",52,29,29,12,8,26,39,30,46,51,57,41,-1.21171967260739,2.23640611539852,-4.52304644012446,0.000547133654494429,0.347301333920185,-1.00666609891865
"26","GB43538",151,109,103,62,57,100,125,118,115,94,273,119,-0.845744236348016,4.05514262525833,-3.47711883538009,0.0039874015533791,0.347301333920185,-1.82892397049025
"27","GB43562",270,501,311,307,93,298,166,86,95,203,231,158,0.568218589036655,4.90054386714444,4.18533028788795,0.0010278850755205,0.347301333920185,-0.756127294515384
"28","GB43730",44,96,51,39,13,59,25,15,15,35,28,18,0.758639502196748,2.22487340396595,3.72570736406005,0.00246780985146903,0.347301333920185,-1.8752034470661
"29","GB44599",136,125,103,109,80,125,122,128,104,153,185,173,-0.692881577194212,4.24485118461373,-3.61853011741642,0.00303377207883336,0.347301333920185,-1.60320350491796
"30","GB45266",157,391,200,243,62,235,74,78,74,112,98,117,0.806235196725487,4.29961529683554,4.16103876497259,0.00107607870902246,0.347301333920185,-0.841551122688796
"31","GB45388",219,389,327,247,48,241,152,82,51,75,98,106,0.989302911892441,4.36033620078166,4.22380792524555,0.000956040663080653,0.347301333920185,-0.756857065764227
"32","GB45444",66,70,51,39,54,56,69,51,57,78,114,80,-0.785295637014275,3.25887889940736,-3.57200073998531,0.00331892724503557,0.347301333920185,-1.80425196389519
"33","GB45457",571,759,511,357,229,466,542,380,376,538,900,620,-0.504406964405582,6.20914959341358,-3.67224019397062,0.0027353270789157,0.347301333920185,-1.55227395781535
"34","GB45698",216,214,167,135,71,153,173,122,109,194,261,207,-0.483179251494847,4.59117189968374,-3.78947177213881,0.00218328198759896,0.347301333920185,-1.32787972043653
"35","GB45736",200,668,381,396,85,378,150,120,76,209,197,144,0.767269921238658,4.94614113961557,3.43729435373125,0.00430709442195398,0.347301333920185,-1.8637334757507
"36","GB45776",433,646,433,448,168,338,399,379,478,745,547,597,-0.707697872309908,6.05468473040677,-3.91880569369214,0.00170446742588964,0.347301333920185,-1.186192068994
"37","GB46077",71,34,33,14,15,35,72,42,22,72,89,46,-1.17734288082106,2.56648679886538,-3.73699071438964,0.00241484310008476,0.347301333920185,-1.7611512464424
"38","GB46212",98,324,135,125,23,138,62,32,29,78,63,59,0.902279608907783,3.49603865191606,3.4710201840601,0.00403475981524967,0.347301333920185,-1.91842743876937
"39","GB46266",150,409,278,263,69,186,96,94,58,145,107,94,0.777684826424189,4.37285625455247,3.50475350896573,0.00377974521044414,0.347301333920185,-1.78050840555049
"40","GB46618",559,1058,737,525,195,635,335,307,216,344,399,342,0.494537148624867,5.98193511429253,3.63606423995104,0.00293287308996429,0.347301333920185,-1.58772490376011
"41","GB46701",146,408,295,205,52,251,105,54,55,68,77,72,1.20508414417828,4.12523153903869,5.34052386007061,0.000125943540685767,0.347301333920185,0.598836523728833
"42","GB46761",542,689,459,339,166,429,459,326,282,491,694,532,-0.420173425134006,5.99015387038701,-3.61121977945165,0.00307687236073024,0.347301333920185,-1.62447122733645
"43","GB47244",24,35,31,11,9,20,37,17,18,26,56,43,-0.931037644966598,1.88723097696808,-3.82327904332361,0.00204621858158954,0.347301333920185,-1.8621153378279
"44","GB47439",164,341,212,224,51,214,101,63,58,124,108,120,0.67690324803283,4.26059448110327,3.96754985028282,0.00155315103496776,0.347301333920185,-1.11316598229836
"45","GB47451",218,254,231,137,73,187,188,113,144,237,400,230,-0.531830414174278,4.80291183108887,-3.457898774425,0.00413858672131556,0.347301333920185,-1.82222341667787
"46","GB47597",111,81,92,70,78,69,94,83,95,149,216,98,-0.89198869641662,3.88159752652294,-3.4262476854503,0.00440026925796642,0.347301333920185,-1.9193424486808
"47","GB47606",503,454,352,329,209,486,432,329,373,578,727,488,-0.596569564766075,5.98041192572084,-3.56853472369978,0.00334122589207901,0.347301333920185,-1.68792754043573
"48","GB47678",331,457,291,247,76,388,296,199,222,389,499,332,-0.4945005036211,5.41854245515818,-3.59710078381298,0.00316188091001068,0.347301333920185,-1.61737546239791
"49","GB47838",90,284,148,154,33,146,41,49,51,59,76,71,0.852293415367955,3.63492731840378,3.67530643584715,0.00271921731791593,0.347301333920185,-1.61344146752076
"50","GB47843",277,232,166,164,119,179,206,176,173,266,372,303,-0.706808355945348,4.98015087232984,-3.87800779285538,0.00184266385892748,0.347301333920185,-1.18894709514804
"51","GB47943",32,17,15,6,16,15,50,33,23,27,77,37,-1.69288978799384,1.88228874990919,-4.6901816874165,0.000402400936404605,0.347301333920185,-1.01857983245752
"52","GB47964",51,112,48,64,17,62,33,12,16,24,43,24,0.853933957892076,2.40421559814745,4.15933268199197,0.00107954960530441,0.347301333920185,-1.33392784958351
"53","GB48203",157,402,219,277,39,224,100,47,57,99,134,104,0.828752352802094,4.22167210893311,3.65201717033193,0.0028440329273006,0.347301333920185,-1.57662527759501
"54","GB48530",81,404,187,182,62,154,70,58,34,88,60,57,1.06042505129659,3.82302212849351,3.50925258842065,0.00374698710586353,0.347301333920185,-1.83004862718645
"55","GB48628",189,628,254,261,54,253,125,85,70,120,118,137,0.783239144378739,4.52410845066265,3.57200951854541,0.00331887095985995,0.347301333920185,-1.67280515225446
"56","GB48632",58,85,41,46,12,51,40,15,10,18,27,15,0.90846812497556,2.11512839132955,3.79684294795239,0.00215262030899023,0.347301333920185,-1.83188853372182
"57","GB48680",157,164,125,112,57,127,137,103,107,128,176,154,-0.464709086233852,4.23244124728712,-3.67734117386097,0.00270858021716778,0.347301333920185,-1.51657646493667
"58","GB48940",400,785,464,457,115,434,295,141,134,255,209,229,0.637844225140325,5.39717638213216,3.61955107856437,0.00302780161683311,0.347301333920185,-1.58938850365894
"59","GB49297",24,26,22,8,6,14,33,19,17,25,45,24,-1.08495754476241,1.58112221487992,-4.62320167605326,0.000454943752561124,0.347301333920185,-1.2041150314867
"60","GB49571",29,46,24,27,5,24,8,3,3,12,21,9,1.19247774108382,1.01080245005249,3.99812091488057,0.00146533151385135,0.347301333920185,-2.01711091914978
"61","GB49873",22,69,52,37,5,39,17,11,5,9,5,17,1.42525877276052,1.37361540509803,3.42988495321278,0.00436936785125037,0.347301333920185,-2.44625485096988
"62","GB49899",174,260,178,180,82,172,138,66,62,42,53,75,1.04489837085031,3.99884164748948,3.821353733147,0.002053783419708,0.347301333920185,-1.36684364445453
"63","GB50111",83,41,44,15,16,50,79,45,42,66,73,59,-1.03911150796448,2.79070962658603,-3.55875301743996,0.00340497832688855,0.347301333920185,-1.92387752766908
"64","GB50112",920,925,528,265,248,662,1080,591,482,1165,963,930,-0.94282327216871,6.62548368321897,-3.88357590249984,0.00182314785749603,0.347301333920185,-1.29953780846937
"65","GB50238",136,181,130,60,85,130,456,219,86,152,233,247,-1.20600709050971,4.52707594124839,-3.6853337770025,0.00266720442521462,0.347301333920185,-1.49313182345972
"66","GB50428",24,23,26,14,14,22,25,22,24,29,68,30,-0.97040425033633,1.91773586381034,-3.8749433842424,0.00185349537296818,0.347301333920185,-1.79678891260864
"67","GB50498",210,445,343,282,71,282,131,96,88,192,167,145,0.587847252587486,4.73859950014588,3.51178910244423,0.00372864523443767,0.347301333920185,-1.75089747340507
"68","GB50524",522,410,395,215,176,205,405,331,319,424,593,561,-0.820027276701586,5.74045669805124,-3.55557179770138,0.00342597629021726,0.347301333920185,-1.69500479169496
"69","GB50591",12025,12198,7893,4444,3843,4976,11740,7834,10985,10357,13035,20236,-1.06509001969025,10.3991966325961,-3.7281421860653,0.0024562810783778,0.347301333920185,-1.99433185036842
"70","GB50996",282,333,249,235,103,280,254,169,165,285,420,280,-0.374946757951146,5.18178209668941,-3.40158492727382,0.00461569043417166,0.347301333920185,-1.90838631775331
"71","GB51103",441,486,340,335,139,392,386,296,279,485,704,374,-0.536450889568555,5.77815281335277,-4.42860873894839,0.000651811009907545,0.347301333920185,-0.44150254337536
"72","GB51262",220,181,174,132,95,198,175,124,167,265,299,210,-0.617612008572581,4.75110123877091,-3.43376474022494,0.00433664717906986,0.347301333920185,-1.85981975287841
"73","GB51371",228,402,208,185,74,217,112,69,68,118,213,128,0.539347544542689,4.46606034753492,4.0274727366873,0.00138579647885094,0.347301333920185,-1.00464190816881
"74","GB51572",213,152,154,100,100,130,215,180,133,150,411,234,-0.928707945610642,4.65912774189542,-3.90423359643705,0.00175256941742964,0.347301333920185,-1.1582602988202
"75","GB51998",38,172,74,66,15,86,31,17,17,23,23,34,1.13593417142038,2.50262150669602,3.65257709299047,0.00284096487884371,0.347301333920185,-1.89271204713348
"76","GB52071",362,315,255,228,101,291,314,207,275,396,438,299,-0.652372086257776,5.3700384254475,-4.59372873099369,0.000480270019416978,0.347301333920185,-0.178159051225964
"77","GB52229",219,202,160,145,69,169,201,162,129,175,247,221,-0.582177189609429,4.65884608480302,-4.299664412822,0.000829148222770504,0.347301333920185,-0.582575316505889
"78","GB52294",75,48,87,24,16,53,90,62,45,144,104,314,-1.55636183849046,3.33834340442548,-3.80327604243708,0.00212621949319418,0.347301333920185,-1.49457384988633
"79","GB52702",446,1507,514,624,294,658,314,258,222,279,443,313,0.711529258242934,5.97975142616446,3.85545244311,0.00192392699844718,0.347301333920185,-1.27021839948781
"80","GB52804",24,64,34,29,14,34,21,8,7,13,25,12,0.868191247535078,1.60773272162804,3.70392673645586,0.00257342022430144,0.347301333920185,-2.08825781186286
"81","GB52978",471,653,410,312,151,386,420,276,283,424,596,396,-0.365150419160828,5.81770673783846,-3.43834512380882,0.00429833582524465,0.347301333920185,-1.87126324084393
"82","GB52984",16,22,16,13,5,12,20,15,20,18,30,17,-0.849995840266005,1.29958217182196,-4.30128299201886,0.000826638141307708,0.347301333920185,-1.60610598969729
"83","GB53409",189,200,139,135,93,169,149,137,132,175,302,204,-0.554032468128875,4.6115356445653,-3.47151751316983,0.00403087669393467,0.347301333920185,-1.80513132047747
"84","GB53557",15,43,18,25,4,24,10,8,5,6,5,9,1.11066790538964,0.80233828906363,3.42192277144153,0.00443729964021881,0.347301333920185,-2.59325272783599
"85","GB53652",27,32,21,21,27,25,37,22,25,40,85,46,-1.03221856693037,2.25144966046756,-3.8117123361688,0.0020920971659403,0.347301333920185,-1.76123676296415
"86","GB53663",269,310,196,223,104,310,227,181,212,314,347,285,-0.487615892878413,5.16152593542981,-3.44040079897,0.00428125284754436,0.347301333920185,-1.84904193957549
"87","GB53827",245,322,287,161,131,199,398,205,152,382,833,289,-0.878825577124154,5.30883101348544,-3.76368410120647,0.00229409574364406,0.347301333920185,-1.36695888072903
"88","GB54105",50,64,42,25,18,56,46,30,56,60,69,60,-0.688108168261657,2.7704187815974,-3.4411342138764,0.00427517464428082,0.347301333920185,-2.07479874587245
"89","GB54404",103,1523,391,595,27,589,110,32,30,27,42,22,2.69980797615106,3.97693345719182,3.79230546658475,0.0021714424288253,0.347301333920185,-1.52427234635311
"90","GB54483",107,96,59,39,24,66,100,55,45,74,151,77,-0.716643094393334,3.34319709678147,-3.54346660868374,0.00350708333479957,0.347301333920185,-1.82764165006166
"91","GB54647",130,118,97,71,69,104,120,80,76,133,226,113,-0.656780674141371,3.99494601611201,-3.4028494904804,0.00460439071935079,0.347301333920185,-1.94204217419995
"92","GB54984",311,257,239,201,98,236,249,171,180,244,443,256,-0.488269252024677,5.09877418182448,-3.43813798928141,0.0043000609532868,0.347301333920185,-1.85184516137619
"93","GB55222",178,129,103,95,40,90,128,81,98,164,213,195,-0.817741991075497,4.12600507977038,-4.4313946601879,0.000648444052111798,0.347301333920185,-0.463480671321755
"94","GB55364",464,885,939,562,431,547,372,279,140,198,183,271,1.18305985501904,5.81402803725102,3.76136433902117,0.00230434083747125,0.347301333920185,-1.40303484435929
"95","GB55371",142,158,93,101,41,120,98,76,102,133,166,143,-0.481394916497451,4.02871772061765,-3.40528443657497,0.00458271128158413,0.347301333920185,-1.9354426132762
"96","GB55520",49,75,81,47,11,83,36,14,23,16,19,18,1.07264791455832,2.25438757137619,3.64054858221419,0.00290761939465237,0.347301333920185,-1.97125071839943
"97","GB55632",48,152,60,65,13,70,26,16,19,31,39,28,0.883907128195164,2.50736385192658,3.72996596636481,0.00244768146248519,0.347301333920185,-1.79303531505013
"98","GB55656",151,165,159,103,48,145,136,95,101,155,192,171,-0.488497318251951,4.27116804842899,-3.91272440098849,0.00172437535420099,0.347301333920185,-1.16885125804568
"99","GB55769",167,165,122,114,56,162,145,109,122,191,177,158,-0.551757638970819,4.34782765283608,-3.84894431684351,0.00194804807568363,0.347301333920185,-1.25512638711937
"100","GB55881",44,91,55,43,15,43,31,21,14,23,24,24,0.69536864566124,2.24073850228368,3.56504443622267,0.00336383402129747,0.347301333920185,-2.05484493723046
