"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40063",237,157,132,154,245,177,134,167,74,76,146,126,0.464015026083333,4.43789496202683,2.53160326654677,0.0246705532261666,0.999543260056549,-4.22183118403168
"2","GB40163",10715,19494,4611,15312,8428,4002,4261,8092,2118,866,3587,12728,1.08627254096272,9.76905929678579,2.65385218973599,0.0195260927373205,0.999543260056549,-4.40264992468805
"3","GB40217",98,93,55,103,86,114,161,314,66,61,132,184,-0.786362154195756,4.02962546277778,-4.46107077885594,0.000604382800656348,0.999543260056549,-3.85120796188009
"4","GB40409",76,111,30,140,91,61,34,51,19,8,53,64,1.05048891453872,2.89330378386667,3.58274530656063,0.00322051626842851,0.999543260056549,-4.18693736716755
"5","GB40535",15,11,10,13,31,11,12,14,4,2,7,13,0.685459507628463,0.666555735535719,2.33098875239185,0.0360530182336863,0.999543260056549,-4.48996839745842
"6","GB40536",26,16,10,66,29,30,10,17,8,7,3,17,1.25848234126344,1.22527350093276,2.86972568533175,0.0128751740408376,0.999543260056549,-4.42038695431454
"7","GB40606",20,14,9,10,15,17,8,11,1,3,5,16,1.00170202266867,0.471985049821944,2.80352576823742,0.0146346280961339,0.999543260056549,-4.45689004575342
"8","GB41015",27,39,51,34,26,19,76,85,26,17,37,123,-0.949437786599086,2.56837610389479,-2.73213570175801,0.0167965096796812,0.999543260056549,-4.34427742216716
"9","GB41214",31,23,7,16,18,11,23,57,29,8,18,29,-0.731845876621895,1.57465378304476,-2.68564940562496,0.0183688894790722,0.999543260056549,-4.41847493558957
"10","GB41240",431,629,184,375,326,459,141,497,165,37,188,529,0.751071427146662,5.32110880605139,2.33714080759882,0.0356394290373541,0.999543260056549,-4.27232086956394
"11","GB41716",15,19,5,10,20,8,9,15,3,1,7,10,0.733629622986898,0.387283921500977,2.40164170101869,0.0315663854522189,0.999543260056549,-4.49149262974774
"12","GB41736",44,18,7,10,11,26,11,16,6,2,2,13,1.04164785692139,0.676701007298267,2.2571232124581,0.041387595940338,0.999543260056549,-4.49585224268267
"13","GB41745",186,131,127,108,183,129,98,174,59,41,108,130,0.391774430094513,4.10167873876646,2.43581767942283,0.0295923477874495,0.999543260056549,-4.26659041564828
"14","GB41760",4483,5442,1086,11243,3094,4056,714,2761,594,206,3027,3577,1.62235537088497,8.338987512358,2.98640449296032,0.010267161808983,0.999543260056549,-4.29740299453234
"15","GB41921",73,64,35,59,59,50,68,156,30,24,89,109,-0.507744257742734,3.18483250450419,-2.770856854345,0.015587820456835,0.999543260056549,-4.27779819849229
"16","GB42797",210,427,86,199,207,275,45,222,99,92,86,159,0.886187143955997,4.48150872470832,2.69458149952686,0.0180560218776011,0.999543260056549,-4.1835324125887
"17","GB42900",1218,1205,938,549,1799,1597,627,1655,560,168,717,1006,0.679419852594968,7.00921131858779,2.31506645541145,0.0371446972749335,0.999543260056549,-4.34761485429819
