"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",114,187,288,90,115,112,487,519,213,103,219,836,-1.09628583419126,4.98443883354653,-2.9557678359696,0.0108973730277139,0.907397932672981,-4.08196220564714
"2","GB40464",9,9,6,2,12,12,36,28,15,4,10,20,-0.940335020096164,0.74333632568479,-2.75415724283755,0.016099329883678,0.907397932672981,-4.44835342538656
"3","GB40498",516,387,525,124,403,417,1512,1101,298,252,566,1048,-0.673951392246205,6.18645181247908,-2.94728247125804,0.011078344183482,0.907397932672981,-4.13211899945006
"4","GB40517",223,103,100,25,99,137,127,96,42,33,68,80,0.673927954939296,3.60580353158899,3.14974809801492,0.00747357225715592,0.907397932672981,-4.13498632552486
"5","GB40703",497,278,331,134,190,265,789,578,304,238,401,463,-0.60010286909524,5.65190153793681,-3.3072725730018,0.00550009813544814,0.907397932672981,-3.99922305163384
"6","GB40727",376,229,282,152,303,427,379,249,137,108,227,258,0.533686191723554,5.18631599227994,4.04893050426676,0.00131431965788633,0.907397932672981,-3.7988378390414
"7","GB40873",42,30,5,18,16,30,5,7,6,5,12,12,1.50354669122619,0.917953835161954,2.79088893479487,0.0149973620976824,0.907397932672981,-4.43865268870883
"8","GB41070",11,12,18,7,13,21,36,26,15,18,18,24,-0.619267915263385,1.38232230330163,-2.82159900939852,0.0141330763978466,0.907397932672981,-4.41016117089726
"9","GB41110",155,251,45,74,131,583,45,59,112,76,26,65,1.61130759131553,3.80518138546627,2.72752048298684,0.0169476112829279,0.907397932672981,-4.22165845325604
"10","GB41306",2510,1020,1411,348,1419,1415,5721,3834,922,1345,1292,2490,-0.738271711340563,7.88341723192293,-2.69726721700294,0.0179640632823849,0.907397932672981,-4.30317854593537
"11","GB41325",113,68,80,42,58,74,255,129,58,77,88,148,-0.613395135211104,3.73451821378304,-3.48264047919888,0.00391114572063211,0.907397932672981,-4.05192002959294
"12","GB41444",41,39,54,15,51,47,151,82,24,44,50,84,-0.620218004739318,2.88616522654316,-2.86887287667569,0.0128973822826723,0.907397932672981,-4.28106607504262
"13","GB41735",399,232,389,91,151,250,831,401,279,255,500,565,-0.832610593087206,5.55307301381917,-3.98277592402304,0.0014911094432773,0.907397932672981,-3.84072700047247
"14","GB41772",2880,1833,1806,826,1294,2567,5402,3154,1841,2227,2044,2539,-0.522714695897312,8.33520061842958,-2.76396214968544,0.015797654486385,0.907397932672981,-4.3146735971892
"15","GB41876",12,9,24,2,21,8,84,29,12,15,12,48,-1.24158532436198,1.30707405270187,-2.95198497722742,0.0109776878658548,0.907397932672981,-4.40273474500679
"16","GB41891",34,28,49,1,13,14,135,78,22,17,24,96,-1.43713060507428,2.01592252086831,-2.81534771525439,0.0143049516331516,0.907397932672981,-4.37327392845443
"17","GB41893",49,58,42,13,42,32,121,96,33,43,129,60,-0.86512295444308,2.93959397131279,-3.08191615848824,0.00852804090677727,0.907397932672981,-4.24173563604517
"18","GB42110",327,184,238,70,204,321,292,212,103,107,176,201,0.370607839526198,4.80214202516872,2.92983578444978,0.0114598194195276,0.907397932672981,-4.07665473470897
"19","GB42215",91,59,38,12,43,69,133,95,35,59,103,80,-0.625567008692715,3.15062781293878,-2.69939769163327,0.0178905779443873,0.907397932672981,-4.28554159146088
"20","GB42739",941,601,725,262,796,794,2009,1459,653,534,856,888,-0.464032884490782,6.8812149407463,-2.97542687316704,0.0104892519196839,0.907397932672981,-4.18055011031148
"21","GB42784",10,9,15,10,14,7,54,40,9,13,17,22,-1.01368604719326,1.22508425776241,-2.9604986430082,0.0107977492418446,0.907397932672981,-4.40581428165429
"22","GB42804",387,244,453,94,359,340,1981,1182,275,288,362,627,-0.883717859810389,5.93927876799569,-3.26468070177068,0.00597544300723561,0.907397932672981,-4.03859783197315
"23","GB43137",51,53,27,3,24,31,169,128,24,20,42,69,-1.11048823082986,2.47811893026567,-2.69837836554958,0.0179257003790805,0.907397932672981,-4.35077134706318
"24","GB43208",2267,1382,1646,514,1195,2449,4016,1887,1678,1315,2319,2921,-0.554891863115536,8.04930484845319,-3.07099719505318,0.00871109933924287,0.907397932672981,-4.24740587251728
"25","GB43670",31,22,10,8,23,25,10,7,7,14,8,18,1.00442976503804,1.06285988916601,2.7762909898885,0.0154261672429961,0.907397932672981,-4.4325874025962
"26","GB43876",82,65,101,22,119,64,263,173,89,68,116,92,-0.701650473273617,3.76202417823288,-2.84748473944107,0.0134427002279227,0.907397932672981,-4.18865150280375
"27","GB43937",44,26,12,15,16,35,13,14,8,1,12,14,1.42796717214972,1.08336450210007,3.37982192730652,0.00477613271165161,0.907397932672981,-4.3797305802056
"28","GB44077",108,102,116,52,69,142,74,72,51,53,57,99,0.654294437638129,3.56831477900642,3.18430405452,0.00698743615953885,0.907397932672981,-4.13285184646072
"29","GB44090",87,75,79,22,43,31,249,221,66,91,78,140,-1.22356308029636,3.57383824461598,-4.11394520849759,0.00116145585594206,0.907397932672981,-3.9848040190974
"30","GB44095",31,27,19,18,22,39,31,10,13,16,7,22,0.853386073773254,1.56951225852025,2.73662784455253,0.0166527739442017,0.907397932672981,-4.40798792511501
"31","GB44117",58,40,85,4,37,26,316,184,49,43,40,90,-1.36891964772296,2.97647178847682,-2.95264430318935,0.0109636475613148,0.907397932672981,-4.26709368607356
"32","GB44145",11,10,26,4,11,29,61,33,11,22,20,31,-0.901423091493561,1.48301465775362,-3.02588079552829,0.00950979449794482,0.907397932672981,-4.3837112184505
"33","GB44155",82,55,94,15,42,56,373,141,67,32,86,107,-0.932037532140972,3.42464743776375,-2.9081033382944,0.0119531860887785,0.907397932672981,-4.21741025991859
"34","GB44316",80,53,35,14,40,44,41,27,13,3,34,22,1.16387737608674,2.03600915930676,3.32313285833429,0.00533294803743771,0.907397932672981,-4.30637517339023
"35","GB44384",76,54,60,52,29,95,44,26,22,29,53,38,0.879725627592699,2.74354597788389,2.82140735191355,0.0141383156393421,0.907397932672981,-4.30368040581766
"36","GB44550",110,36,33,13,54,48,143,130,38,59,90,94,-0.89209491616354,3.15005849107425,-3.53081877211526,0.00356203114575647,0.907397932672981,-4.14054651628883
"37","GB44653",156,92,132,55,106,151,314,208,95,111,117,178,-0.403128659663921,4.29969911852534,-3.01939510321965,0.00963043448470192,0.907397932672981,-4.08361128070775
"38","GB44903",321,185,213,151,241,373,388,254,89,93,150,251,0.500221679255053,4.94629107277911,2.80114304141758,0.0147031627826564,0.907397932672981,-4.11265247983729
"39","GB44971",38,24,32,18,36,49,26,17,20,15,26,30,0.678957255376565,1.998125308129,2.83125862871738,0.0138714717540521,0.907397932672981,-4.36669305915996
"40","GB45057",323,291,399,88,266,329,878,534,247,220,398,474,-0.530084336352581,5.61497644480981,-3.45375701523821,0.00413681098491545,0.907397932672981,-3.95973770852181
"41","GB45151",1617,821,1698,230,804,1162,6079,2608,942,972,1084,2068,-0.907141137961693,7.56621022499659,-3.03162500889592,0.00940419928419845,0.907397932672981,-4.22348633263111
"42","GB45152",3850,2108,2539,854,1510,2381,9951,4261,2302,1942,2662,3420,-0.664003424864456,8.62892025482936,-3.08494675918316,0.00847791402286588,0.907397932672981,-4.28084940506904
"43","GB45612",64,30,59,14,35,36,204,92,39,35,97,75,-1.00197652946637,2.97986098504188,-3.99517420911691,0.00145621365973813,0.907397932672981,-4.09886607503918
"44","GB45617",909,729,780,192,660,600,1580,1073,655,549,1022,885,-0.541654090861578,6.77436892317324,-2.95557343626144,0.010901486180736,0.907397932672981,-4.17602747431437
"45","GB45812",49,59,82,12,47,54,321,214,42,33,77,152,-1.15911583823282,3.34729723551209,-3.31402806975187,0.00542826905567373,0.907397932672981,-4.15311228656205
"46","GB45870",225,135,193,88,186,219,157,180,83,78,155,148,0.501803459378985,4.45582585622336,3.09385917594018,0.00833219238982428,0.907397932672981,-4.05064097030329
"47","GB45909",1421,1294,868,427,916,1963,684,693,751,382,830,799,0.68769624369417,6.97004443568915,2.71734405665136,0.0172830907354077,0.907397932672981,-4.24252435380592
"48","GB45910",288,217,187,102,278,272,511,323,367,189,514,516,-0.74932194312474,5.42000715942899,-3.54147621423352,0.00348915873852467,0.907397932672981,-3.92947317772467
