"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40012",78,90,119,78,183,51,137,164,136,176,256,125,-0.897493028978197,4.21066831824629,-2.5712582303333,0.0225046886282783,0.999962716216319,-4.16016647527436
"2","GB40118",198,288,267,143,244,136,265,364,389,398,647,256,-0.935949020817492,5.37866996459789,-2.74099599612089,0.0161980305022375,0.999962716216319,-3.9993725933483
"3","GB40228",3,1,5,67,2,4,6,23,17,34,66,10,-1.94208963080641,0.641409234733676,-2.71620423089022,0.0169982481381964,0.999962716216319,-4.44528732250594
"4","GB40288",438,98,157,558,332,340,137,125,156,157,171,218,0.821244418290981,4.98379145855951,3.30023636926264,0.00540623646989254,0.999962716216319,-3.82485082252267
"5","GB40541",38,49,76,47,50,39,60,89,80,78,120,54,-0.755149396015119,3.22756052712206,-2.58955025901461,0.0217246306299566,0.999962716216319,-4.27410275707321
"6","GB40695",121,333,218,946,198,101,289,2461,1027,2405,6392,436,-2.47829425473208,6.39087330192853,-3.45850408084462,0.00395927919932336,0.999962716216319,-3.86624437593753
"7","GB40697",2121,4296,1780,19119,2040,783,4758,19786,13656,18384,30341,3725,-2.00121759183844,9.76911985622343,-2.68299079124456,0.0181308767571519,0.999962716216319,-4.31984543918572
"8","GB40719",50,26,23,33,33,44,14,22,29,26,29,22,0.508599096710827,2.10163196017784,2.71852050242754,0.0169218820374644,0.999962716216319,-4.35246281430004
"9","GB40740",19,18,32,19,22,19,13,37,40,41,50,36,-0.767076888003636,2.03854748169019,-2.78443337883596,0.0148837090834415,0.999962716216319,-4.34811638787172
"10","GB40823",100,29,40,49,42,49,42,91,114,65,113,52,-0.662031908844726,3.18468480574344,-2.71739264895609,0.016959024857099,0.999962716216319,-4.25106208582058
"11","GB40906",100,57,76,73,90,147,66,110,140,156,153,108,-0.468575289907494,3.94044603175261,-2.63457364696393,0.0199143586800312,0.999962716216319,-4.17283486957197
"12","GB41275",46,13,35,13,34,46,47,69,66,34,39,54,-0.848525220184949,2.50891583577495,-2.63604373207387,0.0198577842615611,0.999962716216319,-4.33378859333069
"13","GB41356",8,16,13,19,14,9,10,30,17,24,31,29,-0.88183533681059,1.37842358038792,-2.64651158263462,0.0194594225671073,0.999962716216319,-4.41228974942099
"14","GB41756",35,96,85,31,107,44,64,131,101,89,164,129,-1.02543642883756,3.60628083804058,-2.58461957196849,0.0219322885103297,0.999962716216319,-4.23332591900986
"15","GB41839",40,28,37,51,29,62,38,78,52,51,67,48,-0.472106125851629,2.82595212688433,-2.55070352731363,0.0234134940128022,0.999962716216319,-4.32036652330764
"16","GB42041",29,7,11,17,15,20,6,11,13,6,14,8,0.695736163196588,0.892913070336968,2.74735660302393,0.0159987212832248,0.999962716216319,-4.42825502345612
"17","GB42227",9,5,13,23,28,22,3,9,4,15,7,6,1.09411971030013,0.622030819806844,2.84162644469089,0.0133112299323653,0.999962716216319,-4.43405711120688
