"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40253",2370,656,2102,1058,2384,1484,1128,3366,2105,2133,2511,3359,-0.553517385719005,8.14259621049914,-2.92745071925421,0.0113453461645961,0.998923685846276,-4.13229985942605
"2","GB40304",288,150,419,168,295,272,228,356,267,371,381,596,-0.425758260395341,5.48822521374277,-2.68075519657809,0.0183286107176337,0.998923685846276,-4.001181514793
"3","GB40951",8,3,9,6,5,3,10,12,12,8,8,77,-1.32801798018724,0.464759050489699,-2.619572491611,0.0206265697087118,0.998923685846276,-4.46096164818756
"4","GB40972",445,189,223,145,482,266,262,377,360,423,379,834,-0.573500827547451,5.64600670241683,-2.63468031112684,0.0200344189890133,0.998923685846276,-4.02237599681545
"5","GB41076",49,22,57,39,55,37,39,90,64,57,63,59,-0.474584167576873,2.93113488702254,-2.73272946994043,0.0165737740673074,0.998923685846276,-4.27062152431357
"6","GB41225",841,425,746,475,980,603,485,810,1081,870,821,1440,-0.3661324800583,6.83356339448364,-2.60902891660892,0.0210498361812175,0.998923685846276,-4.10568987595273
"7","GB41240",343,162,289,175,458,266,241,323,628,522,384,884,-0.716842888125001,5.71584594536975,-3.48884866241209,0.00377760089185332,0.998923685846276,-3.71263093954436
"8","GB41306",1639,593,1149,861,1990,1060,871,2486,2164,2595,1690,3920,-0.824407231339775,7.85700600480868,-4.14656270929295,0.00105550923037861,0.998923685846276,-3.8232903269712
"9","GB41344",23,11,21,14,48,41,30,32,47,53,38,58,-0.75384218310476,2.25624875140715,-2.91460067572267,0.011633593397949,0.998923685846276,-4.30907537810852
"10","GB41407",20,15,17,10,26,36,28,28,27,66,24,120,-1.01987670530935,2.09309769217151,-2.6084651316726,0.0210727043884199,0.998923685846276,-4.37038661193647
"11","GB41495",1091,293,1268,449,1641,927,493,1458,1537,1901,1374,2770,-0.769545652337447,7.34012905093848,-2.65693437271289,0.0191921034469624,0.998923685846276,-4.1370782951168
"12","GB42112",294,119,243,207,257,199,138,205,159,205,173,196,0.321665775850034,4.88056568005173,2.63386875788101,0.0200658045059835,0.998923685846276,-4.04352835558064
"13","GB42203",276,128,242,182,323,258,151,342,326,308,318,420,-0.350103751002389,5.29603041144098,-3.31150616969804,0.00534701101075379,0.998923685846276,-3.76608633213292
"14","GB42648",1099,456,872,692,1288,1000,465,699,763,784,777,796,0.317427268416242,6.8767487483213,2.62323639683084,0.0204814237507928,0.998923685846276,-4.10406334182525
"15","GB42652",188,60,152,153,188,152,137,285,168,230,165,284,-0.466370994444115,4.68066852239735,-3.04358763011408,0.00904039944734943,0.998923685846276,-3.92355944139372
"16","GB42735",25,18,19,30,33,17,18,41,44,34,31,68,-0.665403278215041,2.15612586189958,-2.77527429604463,0.0152602913513678,0.998923685846276,-4.33802751822689
"17","GB42792",3246,1452,5585,936,2598,2347,3132,3346,3188,6054,5459,8367,-0.955545471207147,8.9444293518435,-3.00979582463106,0.00965851701056538,0.998923685846276,-4.18338686184346
"18","GB42801",40,6,9,14,14,13,19,21,37,84,56,95,-1.62049848732872,1.90284139982225,-3.73953871556119,0.00231593751426,0.998923685846276,-4.24858581958389
"19","GB42833",7,5,10,10,14,7,7,21,13,18,13,24,-0.77647823371593,0.826581616258906,-3.11211744307553,0.00790480537969234,0.998923685846276,-4.39838204624532
"20","GB42861",152,97,170,183,127,129,75,128,102,95,82,148,0.476960603614683,4.18517153199209,2.6064912929093,0.0211529567809224,0.998923685846276,-4.13896624308706
"21","GB42900",990,432,514,297,574,491,651,743,948,1153,699,1712,-0.799144415943057,6.70956629619086,-3.51388564797332,0.00359700853107517,0.998923685846276,-3.8056735346514
"22","GB42904",5,10,4,6,52,25,13,16,65,35,41,56,-1.49590585815146,1.55187599476242,-2.62565192762483,0.020386274195473,0.998923685846276,-4.40770337124795
"23","GB43052",2867,691,1750,1313,5474,2481,1447,4580,4053,4885,3964,6998,-0.939004337096979,8.72575946900633,-3.01925137762342,0.00948145692262995,0.998923685846276,-4.16311065585893
"24","GB43085",10,7,9,16,16,16,13,31,19,27,21,20,-0.7816487095204,1.29992676562187,-3.0097876791768,0.0096586709409441,0.998923685846276,-4.37655889215591
"25","GB43158",331,148,291,226,309,316,150,233,235,243,243,223,0.316247397219483,5.17949888120155,2.81596307729979,0.0140996337692658,0.998923685846276,-3.95333118254671
"26","GB43202",228,75,115,49,187,130,117,162,252,196,168,285,-0.621971996091929,4.48696336407841,-2.69713409218486,0.0177569314103307,0.998923685846276,-4.07219288160371
"27","GB43508",1049,267,2586,842,287,438,1094,995,1593,2661,2301,5863,-1.54774987991876,7.43261285334625,-3.00031350031582,0.00983936514926937,0.998923685846276,-4.0497119219069
"28","GB43516",770,53,346,134,331,294,114,139,133,111,118,81,1.21403407070974,4.65106086970016,3.07285407228505,0.00853686071946878,0.998923685846276,-3.93910134273146
"29","GB43518",44,3,50,8,2,5,28,50,18,19,31,108,-1.74954760171169,1.48924731734072,-2.58466844187414,0.0220601760380878,0.998923685846276,-4.41857351567818
"30","GB43711",34,45,23,39,81,50,53,77,100,124,56,113,-0.959885902416332,3.17442149821906,-3.19575935851586,0.0067093917277168,0.998923685846276,-4.1494460868853
"31","GB43727",6585,1801,2599,552,6147,3717,3447,8305,11015,5006,6357,6297,-1.20908115240549,9.28989126083369,-2.62837171714731,0.0202796524622413,0.998923685846276,-4.28744181172917
"32","GB44065",104,29,81,59,62,63,69,118,90,81,75,124,-0.469583128054075,3.51489494041091,-2.77975947292681,0.0151278995263248,0.998923685846276,-4.18804937623643
"33","GB44192",166,93,181,92,126,172,131,174,198,242,233,329,-0.606092242134161,4.66526958970447,-3.78611282768651,0.00211547963873739,0.998923685846276,-3.69485731568835
"34","GB44214",432,177,436,240,401,333,238,378,517,616,395,761,-0.443831912936044,5.85170166391201,-2.85249597234656,0.0131315527427812,0.998923685846276,-3.94181166632954
"35","GB44331",652,228,660,332,603,530,209,491,405,345,402,537,0.335540126963942,6.00215881434421,2.60227473912457,0.0213253858540803,0.998923685846276,-4.04248260553717
"36","GB44346",42,18,32,30,43,49,13,33,24,30,28,30,0.46710702056574,2.17586316454159,2.6461996084505,0.0195940312145751,0.998923685846276,-4.35520530833018
"37","GB44404",281,116,208,196,192,179,107,172,108,155,165,156,0.48059209872063,4.6348126532999,3.15059222208897,0.00733063188171999,0.998923685846276,-3.8926443372796
"38","GB44500",788,261,802,320,756,562,450,825,784,853,768,1443,-0.556236844256244,6.63331470590184,-3.30081148040215,0.00546032032508055,0.998923685846276,-3.85710264468462
"39","GB44607",31,12,23,12,25,25,24,38,30,24,41,33,-0.53264231281865,1.94738010059572,-2.58163185631103,0.02218935745705,0.998923685846276,-4.38268273757419
"40","GB44657",26,31,34,40,64,52,27,87,54,81,73,86,-0.69216649921477,2.93324072231993,-2.79213040643594,0.0147685367139879,0.998923685846276,-4.2592841823207
"41","GB44733",34,23,59,28,36,42,52,48,56,64,56,60,-0.573828898593344,2.76755837820945,-2.76361536694593,0.0156097591920438,0.998923685846276,-4.28239070554922
"42","GB45662",452,181,403,230,334,354,154,291,259,255,288,329,0.329671888412533,5.41952969964951,3.09451513101652,0.00818219848262476,0.998923685846276,-3.83986870244141
"43","GB45708",95,61,151,100,93,47,139,133,106,197,146,398,-0.943925959271313,4.18711706097091,-3.03497083501623,0.00919419029102082,0.998923685846276,-4.01888248441164
"44","GB45713",289,125,175,162,332,216,158,285,264,278,320,560,-0.448246736122178,5.20909763748682,-2.73151218870819,0.0166129351080456,0.998923685846276,-3.98809145897683
"45","GB45807",91,29,45,30,47,40,20,44,25,29,22,35,0.680873731683001,2.42604930829675,3.05464086249677,0.00884685283333175,0.998923685846276,-4.2686640827089
"46","GB45937",1781,677,2168,724,1984,1566,960,1799,2054,2493,2100,3802,-0.552604149311891,7.96908529082272,-2.58488080560415,0.0220511689796747,0.998923685846276,-4.20711470530682
"47","GB46015",43,25,66,42,40,37,46,54,58,65,92,94,-0.646369790761907,2.98246023539738,-3.15489695868907,0.00726903142972183,0.998923685846276,-4.18340447268901
"48","GB46025",73,29,47,27,69,37,19,39,15,20,34,14,1.0868246838684,2.24873203278408,3.62555354209659,0.0028918970421138,0.998923685846276,-4.21118024258184
"49","GB46250",110,33,67,72,86,74,48,45,47,58,50,38,0.659113638914675,3.13112468324554,3.03585181085808,0.00917834853201142,0.998923685846276,-4.18503634889743
"50","GB46277",145,98,176,141,230,197,142,286,238,208,203,309,-0.449884302405293,4.84059481607391,-3.45673788482978,0.00402266863191775,0.998923685846276,-3.76076101605949
"51","GB46289",45,19,58,11,96,47,49,112,54,59,120,281,-1.23532271661872,3.15345947568149,-2.92784186687406,0.0113366834258745,0.998923685846276,-4.21001005115157
"52","GB46294",14,1,16,46,8,4,3,42,42,42,36,136,-1.90024595035399,1.41150423995535,-2.59795669101765,0.0215033749309411,0.998923685846276,-4.42156482404517
"53","GB46558",51,32,29,35,50,63,323,186,61,219,177,292,-2.0651518591953,3.74911877039775,-4.52641565779347,0.000513981624860635,0.998923685846276,-3.82978373401723
"54","GB46635",38,21,50,26,57,42,21,68,55,64,75,93,-0.605364945764743,2.81544671321904,-2.98126239670558,0.0102128982961018,0.998923685846276,-4.23677441268675
"55","GB47133",14,13,27,11,11,34,36,34,49,21,33,86,-1.18403911475687,1.97838513070234,-3.20557687188764,0.00658146745351552,0.998923685846276,-4.29845930926822
