"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",245,88,108,237,76,166,177,696,297,228,390,600,-0.95191686296481,5.0700827695087,-3.14772873570814,0.00733570774052263,0.907517848998161,-3.86531685581351
"2","GB40010",3077,1027,1261,2777,1236,2350,2881,5289,4061,2746,3304,5404,-0.734957125501658,8.6252228620373,-3.84530844197694,0.00187095238438174,0.907517848998161,-3.99057106579051
"3","GB40506",15,13,3,18,10,30,27,55,37,23,28,41,-1.02636654341338,1.66267638402702,-3.06733744359038,0.00858990681579904,0.907517848998161,-4.34480923566447
"4","GB40521",50,20,36,47,32,43,47,75,81,88,62,83,-0.581712382691939,2.96257456439583,-3.00176441406846,0.00976875772339212,0.907517848998161,-4.21348588694746
"5","GB40562",141,79,78,150,126,93,126,104,79,97,92,128,0.415545431460424,3.99994156867122,2.84488611504968,0.0132771182408993,0.907517848998161,-4.08570183217143
"6","GB40684",272,98,68,267,174,329,263,705,418,340,359,606,-0.858842028106468,5.36498620709415,-3.39552143481247,0.00450828953390773,0.907517848998161,-3.75492616148118
"7","GB40690",85,43,45,125,80,80,100,224,150,139,122,138,-0.592392709434318,3.93398079673832,-3.0032910170362,0.00973957192669109,0.907517848998161,-4.06156053856527
"8","GB40798",142,54,100,143,145,115,90,110,102,97,97,104,0.52198326074696,4.00007424347949,3.32870181099959,0.00514059801797531,0.907517848998161,-3.9498601682519
"9","GB41196",513,214,200,436,261,329,452,694,428,489,420,616,-0.354325093948354,5.90175416080575,-2.94419329142655,0.0109348269746522,0.907517848998161,-3.90054801490885
"10","GB41417",207,101,91,193,72,195,277,404,279,149,226,545,-0.742651165840554,4.88691939436954,-2.94105302485687,0.0110022413816455,0.907517848998161,-3.94320445274575
"11","GB41989",86,38,39,41,48,78,74,175,111,101,77,122,-0.65755458160367,3.49702663510576,-2.84376912324771,0.0133060872335298,0.907517848998161,-4.17340002123971
"12","GB42111",279,131,132,233,197,148,248,121,111,147,140,161,0.628143147171864,4.63466984663326,3.3178095565619,0.00525179604645459,0.907517848998161,-3.82337100978301
"13","GB42369",26,17,13,27,25,26,48,45,42,42,29,39,-0.521065343192423,2.18689723467641,-2.80103313243592,0.0144622287780129,0.907517848998161,-4.33112408910091
"14","GB42489",529,210,204,500,269,447,582,663,450,642,466,673,-0.408982672406772,6.04912994542058,-3.19896106110905,0.0066333264002879,0.907517848998161,-3.81711912230834
"15","GB42673",172,109,100,179,101,203,183,326,299,227,199,354,-0.527378936177227,4.83758387780268,-3.10087997129219,0.00804259412861071,0.907517848998161,-3.88132829489935
"16","GB42865",402,274,257,401,288,364,370,804,655,483,511,904,-0.486823283625539,6.05901010998731,-2.80049493380459,0.0144773988369125,0.907517848998161,-3.9677318178043
"17","GB42884",25,8,10,40,27,26,40,77,45,27,47,91,-0.934140472524179,2.27733976380467,-3.12227053688416,0.00771180488072955,0.907517848998161,-4.27857368518953
"18","GB43077",534,176,166,575,263,515,719,994,535,520,480,682,-0.583298195709427,6.11011827979924,-2.93376559675939,0.0111602694630417,0.907517848998161,-3.92399562747255
"19","GB43173",49,38,27,73,22,56,92,79,92,65,71,141,-0.722325720053439,3.18657190962757,-3.213607532836,0.00644514931882936,0.907517848998161,-4.14044189590784
"20","GB43287",104,35,58,75,67,66,87,49,44,55,58,62,0.52782834835697,3.21840807972548,2.87059025601329,0.0126273363122225,0.907517848998161,-4.20215830045985
"21","GB43456",69,37,28,54,22,93,69,184,81,112,105,140,-0.901880844911723,3.41567431431035,-3.26468734447355,0.00582963314314715,0.907517848998161,-4.09450595310425
"22","GB43798",81,40,35,74,49,144,95,212,139,91,111,223,-0.736335772747056,3.81261943417719,-2.80359001442786,0.0143903710144802,0.907517848998161,-4.13845895941604
"23","GB44026",21,11,9,11,14,13,8,6,10,4,12,7,1.10095478549494,0.630927802227686,3.71028496337172,0.00243369570115919,0.907517848998161,-4.36284452001152
"24","GB44209",646,405,311,472,459,482,550,413,379,357,383,597,0.427217271612118,6.07613852916484,2.99658373632422,0.00986844906839701,0.907517848998161,-3.88200148928111
"25","GB44503",518,363,474,985,768,773,513,472,426,556,582,391,0.706289166396028,6.36835147608688,3.56446708324045,0.00323663240020115,0.907517848998161,-3.71534889352764
"26","GB44532",1417,596,692,1656,716,1422,1590,2273,1566,1767,1343,2031,-0.441710561616099,7.64009123856503,-2.86901385242257,0.0126662712047667,0.907517848998161,-4.09991905620678
"27","GB44599",202,149,155,203,177,114,200,90,113,136,131,151,0.638939014077177,4.48592288529632,2.79728762106835,0.0145681261058333,0.907517848998161,-4.02405557383505
"28","GB44709",192,115,150,358,223,294,420,589,690,336,374,871,-0.931870011158942,5.6303061451956,-4.11571783223052,0.00110937871117727,0.907517848998161,-3.52311574308647
"29","GB44760",84,42,53,73,79,64,64,68,46,58,61,70,0.430309438048107,3.25103548511367,2.90234588191028,0.0118676155792704,0.907517848998161,-4.19068482663161
"30","GB44798",149,62,57,158,87,172,180,284,207,161,167,304,-0.611920605888534,4.49001244475008,-3.54825850166464,0.00334105188344517,0.907517848998161,-3.79949220952122
"31","GB44962",28,5,11,19,15,32,33,48,60,24,42,57,-0.976783882286501,1.98903026770326,-3.31405135810553,0.00529071999470393,0.907517848998161,-4.28363717040913
"32","GB45073",1054,540,566,1369,637,1721,1636,4921,2463,965,1799,3082,-0.930774824639041,7.71781842494318,-3.1117768622421,0.00787235624442125,0.907517848998161,-4.04403417186647
"33","GB45306",48,21,23,39,42,29,39,22,17,20,28,31,0.710630672773892,2.13377309718031,3.26289193473366,0.00585023708230758,0.907517848998161,-4.26689675542915
"34","GB45927",185,53,42,104,55,131,150,210,199,119,136,253,-0.637774236979346,4.17782428241842,-2.86766949162545,0.0126995681702995,0.907517848998161,-4.06204593281326
"35","GB46194",244,108,118,215,210,177,205,177,158,162,154,198,0.342257920041406,4.71439174785038,2.91271547491912,0.0116294167317599,0.907517848998161,-3.94770614236939
"36","GB46330",285,199,193,265,147,267,297,576,519,404,328,729,-0.676552435733976,5.58248210830656,-3.38877120347433,0.00456844934965102,0.907517848998161,-3.73934902142345
"37","GB46705",2470,732,1106,2208,1000,2365,2239,3978,2575,2254,2790,4374,-0.631439720242924,8.30131766815639,-3.09027448460816,0.00821179104741716,0.907517848998161,-4.10987875138429
"38","GB47009",966,341,398,748,367,693,691,1507,925,926,814,1384,-0.52267673805859,6.80168800862596,-2.96727638721621,0.0104516406772637,0.907517848998161,-3.98026247653096
"39","GB47049",637,238,295,504,331,490,528,798,569,637,621,800,-0.358644009009605,6.26066611078085,-3.17586002953433,0.00694132856299121,0.907517848998161,-3.84348156699936
"40","GB47118",94,35,41,75,33,92,111,273,174,86,88,428,-1.13970495358954,3.85397723885936,-3.00306460042702,0.00974389513458256,0.907517848998161,-4.08944937898391
"41","GB47139",33,13,13,43,26,30,58,60,50,39,34,53,-0.586827274922827,2.38456119115929,-2.99996438502844,0.00980328208372283,0.907517848998161,-4.28201975869595
"42","GB47141",74,29,28,57,41,38,41,48,29,24,42,21,0.744074388935878,2.50550297041763,3.09822868575328,0.00808456446385405,0.907517848998161,-4.24887375743508
"43","GB47302",90,32,36,50,29,97,94,117,85,76,93,209,-0.712539865592804,3.46399840891602,-2.81625632190579,0.0140395269636378,0.907517848998161,-4.18558174389041
"44","GB47380",83,63,86,99,153,68,48,77,56,72,69,45,0.874907198870653,3.47022391239639,3.1401350075246,0.00744593894011661,0.907517848998161,-4.10512704433527
"45","GB47382",739,518,572,691,912,629,420,649,552,592,711,391,0.691416769779417,6.50653020701596,3.14750700580107,0.00733890324623368,0.907517848998161,-3.8727784582341
"46","GB47655",183,94,96,165,114,129,139,133,112,122,92,145,0.403755792074016,4.24071546285581,3.52068971539385,0.00352653300033695,0.907517848998161,-3.8409318932296
"47","GB47662",443,272,277,595,305,463,550,879,841,408,659,1236,-0.551072468635512,6.2981784396542,-2.84342335661896,0.0133150671998701,0.907517848998161,-3.97176484144259
"48","GB47948",650,196,275,520,243,679,695,960,862,627,787,1499,-0.819408895346722,6.44436843480205,-3.86168096034776,0.00181238277713576,0.907517848998161,-3.66339906758382
"49","GB48167",1075,343,503,1315,511,1197,861,1820,1556,1093,1675,2329,-0.675725016346039,7.29737442620568,-2.81844697924425,0.0139797040447033,0.907517848998161,-4.08144541071102
"50","GB48192",56,30,33,82,32,67,73,152,106,72,82,142,-0.726161719018761,3.375555425481,-3.37239546257355,0.00471776750646534,0.907517848998161,-4.07591861951832
"51","GB48229",554,257,276,960,271,555,916,2927,1730,1347,816,1828,-1.41337734027475,6.89158330934571,-5.06554080208826,0.000187766817862691,0.907517848998161,-3.48055479135304
"52","GB48571",129,58,37,85,62,99,122,196,123,123,119,194,-0.586953291851897,3.95238011295339,-3.53274131017239,0.0034442046042157,0.907517848998161,-3.91884507570706
"53","GB48858",81,36,45,55,36,72,95,102,83,100,86,121,-0.541182616730903,3.43313830759811,-3.65335409914438,0.00271992972874511,0.907517848998161,-4.00442181432683
"54","GB48967",306,142,134,227,182,451,266,480,597,352,463,1012,-0.754846546952376,5.62274407473264,-2.81755101257534,0.0140041410306856,0.907517848998161,-3.95469902087928
"55","GB49010",68,26,25,94,42,89,70,145,103,127,107,141,-0.740187488510141,3.51625019828255,-3.26502446674202,0.0058257724641275,0.907517848998161,-4.07464390952697
"56","GB49326",441,241,232,349,285,350,362,358,277,307,310,329,0.30576554733604,5.58084137297592,2.96085311400717,0.0105839380828922,0.907517848998161,-3.87344863946343
"57","GB49338",310,137,121,264,203,201,245,204,157,169,193,218,0.374426556799039,4.89173473581311,3.10793372569249,0.007931983281239,0.907517848998161,-3.85413970638646
"58","GB49473",9,11,14,30,23,18,5,18,10,10,11,6,1.11706117798671,0.944819058642105,2.84113191471596,0.0133747291448017,0.907517848998161,-4.41665011203816
"59","GB49873",20,6,15,34,27,26,37,93,48,39,38,38,-0.865058877006512,2.18158580502795,-2.82472521609441,0.013809637436036,0.907517848998161,-4.33116159869216
"60","GB50099",623,435,431,694,481,773,630,1231,982,1191,1002,1382,-0.514054379790962,6.85120079447457,-3.04494685745276,0.00897566526000463,0.907517848998161,-3.96104949640735
"61","GB50295",539,231,277,417,321,370,554,536,555,579,442,709,-0.315717759169813,6.05744701695928,-2.90441274190149,0.0118197577254323,0.907517848998161,-3.92393821345255
"62","GB50383",40,11,13,42,29,28,52,63,52,37,45,72,-0.689675909998382,2.45108156531409,-3.43208146208322,0.00419602654394419,0.907517848998161,-4.20960690687892
"63","GB50387",94,33,24,82,43,104,117,151,140,101,77,136,-0.666704233820408,3.61533818289945,-3.02317528710315,0.00936721232896854,0.907517848998161,-4.11279131159975
"64","GB50708",11,14,16,20,15,9,11,5,3,3,18,10,1.26462335979068,0.626762023866212,2.88467441710506,0.0122846588363083,0.907517848998161,-4.43091372508088
"65","GB50828",83,44,26,97,44,158,118,253,165,114,143,311,-1.0223408687761,3.98727414946252,-3.44071107578752,0.00412555103486421,0.907517848998161,-3.95083888029026
"66","GB50847",24,15,15,35,13,23,33,50,37,33,34,43,-0.560956091008671,2.07408830210088,-2.98476217917605,0.0100997131208867,0.907517848998161,-4.31484879254916
"67","GB50850",281,194,189,313,244,285,237,240,259,243,214,218,0.439608132501182,5.19095472358076,3.50936893975032,0.00360567734526795,0.907517848998161,-3.6799180303121
"68","GB50930",159,72,59,135,73,115,168,262,151,148,130,216,-0.47609777226651,4.29484731534879,-3.09264086371529,0.00817373464218658,0.907517848998161,-3.96801732121318
"69","GB50931",438,213,156,257,185,378,355,772,527,413,518,677,-0.678997761941467,5.78938331650768,-3.50160902295505,0.00366096027536325,0.907517848998161,-3.7056082594551
"70","GB50974",1290,705,708,1675,789,1345,1419,1822,1669,1463,1971,2424,-0.419624205377768,7.67015193328457,-2.86088576005661,0.0128689032926248,0.907517848998161,-4.10509583987162
"71","GB51019",753,229,416,752,397,663,814,1300,739,732,879,893,-0.468982725855938,6.63732766109521,-2.78726861909592,0.0148551394739428,0.907517848998161,-4.02220279096924
"72","GB51070",249,131,130,257,199,254,243,185,151,191,190,226,0.372094964920164,4.89086799228287,3.20666819494353,0.00653363200031693,0.907517848998161,-3.81869339482579
"73","GB51272",74,33,27,53,41,42,44,31,29,41,48,33,0.589354241662853,2.60877248552801,2.98635404899731,0.0100682620803477,0.907517848998161,-4.25517287520977
"74","GB51546",84,27,22,79,42,85,75,190,108,78,95,154,-0.737010969430278,3.48894929972707,-2.92527305668105,0.0113472558541924,0.907517848998161,-4.15705140420324
"75","GB51638",12,11,14,27,23,16,9,7,8,19,15,7,1.02948770186827,1.01088075673882,2.92741860985552,0.0112997261274679,0.907517848998161,-4.40376492173028
"76","GB51657",64,24,28,44,21,42,77,72,51,57,62,124,-0.656179460843195,2.91834030882017,-3.18115393606963,0.00686950960143643,0.907517848998161,-4.18640160284255
"77","GB51814",1425,169,210,1066,178,1671,899,1683,2952,2024,1479,2865,-1.56640857514516,7.18652228795528,-2.93899958342382,0.0110465456351635,0.907517848998161,-4.04325495071258
"78","GB51962",293,92,90,281,151,159,271,492,256,311,225,373,-0.554405728996173,5.07822655475309,-3.03881903259545,0.00908420019512613,0.907517848998161,-3.88218242832093
"79","GB51983",260,119,124,245,186,165,224,147,109,179,162,202,0.446676231448548,4.69660065016605,2.89488186925819,0.0120420373334568,0.907517848998161,-3.95708870948987
"80","GB52157",145,71,80,130,82,108,141,210,179,169,143,179,-0.394706146553621,4.29796360871697,-3.14651754589999,0.00735317994896291,0.907517848998161,-3.94827965306735
"81","GB52252",495,229,218,376,289,414,457,661,430,513,457,659,-0.3209052255819,5.9579970066693,-2.95559588249492,0.010693448387165,0.907517848998161,-3.89838571934918
"82","GB52848",608,237,255,507,315,370,627,820,591,671,456,993,-0.52548709544604,6.22169834031411,-3.8568647026142,0.00182941551342615,0.907517848998161,-3.62079349409083
"83","GB52894",12,9,7,5,11,11,17,25,15,22,19,25,-0.832067040388195,1.07057269468589,-3.01626890663599,0.0094949182448319,0.907517848998161,-4.39289577688605
"84","GB53008",48,28,21,50,30,63,68,113,66,88,59,164,-0.849677982592866,3.12308236593378,-3.66229077376577,0.00267283592943417,0.907517848998161,-4.06831593389691
"85","GB53064",1374,465,623,1578,508,1342,1573,1722,1649,1145,1616,2937,-0.621681811198722,7.52595298552966,-2.81783760388459,0.0139963198635782,0.907517848998161,-4.10366930288033
"86","GB53512",142,59,53,130,54,228,130,469,289,160,191,434,-0.974631201899573,4.54253750278553,-2.85624123915491,0.0129861167811572,0.907517848998161,-4.02538229291205
"87","GB53848",144,47,42,112,77,98,140,164,161,132,141,138,-0.462124666773943,4.02851635250704,-3.04434881270781,0.0089862008751176,0.907517848998161,-4.03106760520513
"88","GB53970",552,255,235,439,254,492,486,702,526,589,490,911,-0.408292902987903,6.11953066556092,-2.88721532264328,0.0122238180965294,0.907517848998161,-3.93713133996142
"89","GB54032",311,117,157,347,217,279,361,487,352,348,320,436,-0.389027276528602,5.46291155486192,-3.35948401261656,0.00483894542406088,0.907517848998161,-3.73874559467641
"90","GB54098",234,115,113,203,129,167,187,169,147,159,139,169,0.307824121223402,4.58072034668377,2.86637511260081,0.0127317084682769,0.907517848998161,-3.98305385671019
"91","GB54150",74,35,48,160,40,98,229,214,115,110,132,231,-0.916614873183818,3.97706414051955,-3.56096737360342,0.00325889568403267,0.907517848998161,-3.91849169469878
"92","GB54355",684,281,300,607,336,676,481,1150,854,671,864,1222,-0.530097018746881,6.53227367099734,-2.79271706203036,0.0146983788470363,0.907517848998161,-4.01101434869004
"93","GB54658",301,141,140,318,216,275,357,468,318,311,282,490,-0.342614177691019,5.42188301573499,-3.01028100225846,0.00960703457385636,0.907517848998161,-3.86712695613277
"94","GB54846",91,73,48,90,49,63,55,46,25,39,52,67,0.892852228213722,3.072505940146,4.12063099550067,0.00109895612502063,0.907517848998161,-3.99369616869471
"95","GB55202",19,11,11,15,9,37,31,70,94,24,50,72,-1.36047239277207,2.10261916187417,-3.56433107788822,0.0032374947167699,0.907517848998161,-4.24458265729332
"96","GB55214",480,267,223,721,291,437,549,1239,970,573,559,692,-0.600081147156946,6.29956163796009,-2.81958028916971,0.0139488535179997,0.907517848998161,-3.9815125765601
"97","GB55426",659,348,257,603,293,883,489,1913,1246,889,1169,1885,-0.955417007266345,6.78052760460983,-3.28137977289206,0.00564151404652926,0.907517848998161,-3.88666657624365
"98","GB55556",131,96,100,146,103,112,67,96,100,153,97,94,0.557291445473903,4.00604181749186,2.81098257649805,0.0141845743074588,0.907517848998161,-4.09558203385145
"99","GB55650",2126,848,971,1850,853,2183,2818,2714,2390,2219,2361,4006,-0.635798561714258,8.17553748499149,-3.62856941327617,0.00285498431046608,0.907517848998161,-3.97469444391753
"100","GB55755",54,30,29,82,43,53,90,98,79,68,64,143,-0.561648772547967,3.26477512627221,-3.12335404610722,0.00769541399558614,0.907517848998161,-4.14499929254026
