"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB49753",99,20,25,110,49,148,240,458,249,181,240,350,-2.06018447431337,4.2678994930058,-5.77616974110142,5.35326078811385e-05,0.431435235463834,-3.34339019225784
"2","GB52203",42,9,18,20,21,33,50,69,42,63,54,62,-1.2463749089394,2.41349431108318,-5.4976222460105,8.68078944595239e-05,0.431435235463834,-3.87577069726836
"3","GB53641",240,10,150,70,90,139,374,633,254,361,418,430,-2.08225013294235,4.78664629628158,-4.83569911189787,0.000285605175245343,0.946305147312902,-3.39462092698417
"4","GB40038",3,0,10,1,11,10,5,17,12,25,11,6,-1.53554343945914,0.0137974371754683,-2.53351941175538,0.024265042068937,0.999825154851388,-4.45369565628955
"5","GB40310",216,82,128,179,231,406,181,439,590,299,254,204,-0.616403864573256,5.15493971098775,-2.51336776063677,0.0252213200581326,0.999825154851388,-4.00951201265691
"6","GB40450",17,8,19,20,22,25,18,47,17,64,25,25,-0.652975746903121,1.80205880253614,-2.17310061032199,0.0479473486811606,0.999825154851388,-4.42032069480378
"7","GB40480",223,83,144,185,172,208,125,307,216,282,243,187,-0.365416732271298,4.83194090431225,-2.95031244831583,0.0108025121243259,0.999825154851388,-3.84037544009232
"8","GB40566",246,168,75,281,249,281,141,115,222,127,116,114,0.649623081763554,4.63710007885667,2.29961875164028,0.0378550213063992,0.999825154851388,-4.13750718847262
"9","GB40853",12,5,12,16,13,13,4,11,4,9,5,13,0.72383530224118,0.496919074603655,2.35509013534163,0.0340943754238832,0.999825154851388,-4.45755931458468
"10","GB40933",11,9,17,7,6,19,12,25,26,19,14,16,-0.709138905941813,1.11346179324174,-2.309905855815,0.0371291961578542,0.999825154851388,-4.43559217273274
"11","GB41010",7,9,4,10,12,15,9,27,30,22,23,19,-1.13908535309251,1.07858657875177,-4.09192409395014,0.00116080441604546,0.999825154851388,-4.23202781450714
"12","GB41228",52,71,25,262,87,26,75,115,123,405,352,93,-1.3656828107211,3.90069646493897,-2.39315763300966,0.0317218686149626,0.999825154851388,-4.19661488588268
"13","GB41283",1266,577,725,894,1145,1140,529,751,963,894,763,798,0.317482914629902,6.99818127245013,2.71498481432425,0.0170933570301423,0.999825154851388,-4.01161994451239
"14","GB41294",440,161,163,285,254,333,152,231,242,192,227,201,0.388537859554608,5.12003770449188,2.62250170617832,0.0204446549774234,0.999825154851388,-3.95507372261599
"15","GB41699",17,16,16,26,20,26,4,14,9,17,21,8,0.857660778111645,1.19053045604191,3.03770846090585,0.00910208528576899,0.999825154851388,-4.33513832694721
"16","GB41776",362,565,238,309,192,769,138,131,370,117,422,142,0.992655359259778,5.31412868838684,2.30819606521536,0.0372489144028509,0.999825154851388,-4.10045618133677
"17","GB41792",89,58,51,97,104,176,44,65,92,62,68,68,0.522671680718716,3.52977819724347,2.65614544599825,0.0191575940100186,0.999825154851388,-4.15336587559326
"18","GB42201",12,7,5,9,11,23,10,29,16,16,15,16,-0.592115140603276,1.00288775383228,-2.22626454922826,0.0434322868533262,0.999825154851388,-4.45168484396231
"19","GB42304",6,2,3,9,2,11,6,9,9,10,14,8,-0.850308057389908,0.0661044569870577,-2.55731859634135,0.0231806087843129,0.999825154851388,-4.45239284073442
"20","GB42552",28,10,9,13,20,57,21,60,37,34,53,48,-0.990111416867092,2.06591438801148,-3.23626034437106,0.00616302212379471,0.999825154851388,-4.22173704882196
"21","GB42591",11,4,11,12,12,17,14,20,20,16,25,11,-0.601205451088339,1.06529732599893,-2.35473873496009,0.0341170421959326,0.999825154851388,-4.43189452464511
"22","GB42617",38,7,6,10,10,22,7,34,38,49,25,23,-0.952037566355149,1.46876953194398,-2.61429801876579,0.0207709801302673,0.999825154851388,-4.37252673469917
"23","GB42796",13,17,6,16,12,20,23,22,18,24,23,23,-0.660583031654709,1.41218771602444,-2.28548869836341,0.0388738772747439,0.999825154851388,-4.42368460137333
"24","GB43000",19,12,14,11,22,16,14,23,35,22,35,27,-0.653942258912103,1.59736522094703,-2.70485968469995,0.0174324559258509,0.999825154851388,-4.34813273540633
"25","GB43007",3513,2097,1056,1296,1801,1956,870,1720,1326,1517,1390,1174,0.557130264586212,7.86484606549761,2.23810474336911,0.0424825585744068,0.999825154851388,-4.25293250809739
"26","GB43177",27,6,10,8,9,9,14,20,22,21,22,14,-0.769485043140429,1.10641473708354,-2.74419250307175,0.0161507925058858,0.999825154851388,-4.37881442621802
"27","GB43235",70,31,45,67,72,92,49,104,93,97,68,79,-0.342296620709747,3.38755373399232,-2.46171454527566,0.0278407074142824,0.999825154851388,-4.22735823049111
"28","GB43402",113,35,51,70,55,83,41,42,64,62,53,39,0.452635233195328,3.09360120562798,2.38630346138921,0.0321371100471268,0.999825154851388,-4.27951724331379
"29","GB43915",15,7,12,12,11,15,10,45,42,16,19,19,-0.848409222797436,1.32394302403105,-2.78318079722049,0.0149713010312948,0.999825154851388,-4.35841762254571
"30","GB43941",316,211,196,329,224,415,188,223,192,284,228,185,0.410820375271797,5.19444217712766,2.55370974025641,0.0233419910494294,0.999825154851388,-3.98248295128868
