"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40443",4,2,10,4,8,5,10,21,14,7,11,25,-1.0669619839179,0.57613447932323,-3.35627742492277,0.00489334793417831,0.999602139168513,-4.42124495843781
"2","GB40555",71,63,229,85,160,147,92,101,106,117,73,157,0.397981817119046,4.23164721051105,2.69750912656511,0.0177350113443338,0.999602139168513,-4.17530549451308
"3","GB40619",4756,2357,6480,2839,6953,1586,17308,9897,15624,8897,3943,9886,-1.1280717211097,10.0083023984961,-2.81117062865692,0.0142236382018237,0.999602139168513,-4.40832516225143
"4","GB40785",131,78,277,186,328,325,162,174,159,238,148,185,0.46982811593842,4.99904943497308,2.79888125568617,0.0145677945346132,0.999602139168513,-4.08276276171038
"5","GB40798",54,36,142,100,143,145,84,111,59,92,54,90,0.511898061237005,3.87857103587948,2.91216754496872,0.0116817131084738,0.999602139168513,-4.16929986709067
"6","GB40837",29,11,45,42,37,55,102,92,60,173,61,82,-1.15121569143847,3.22976343443799,-4.07341289853228,0.00121270194607517,0.999602139168513,-4.08520966977414
"7","GB41123",8,8,18,6,16,12,8,10,5,5,8,9,0.788554541727282,0.670023803049703,2.71814863404983,0.0170399741024182,0.999602139168513,-4.46674914655647
"8","GB41192",5,6,14,18,28,19,6,14,3,8,2,8,1.3412176409396,0.64511750403926,3.55877568908406,0.0032913746186352,0.999602139168513,-4.40830178122536
"9","GB41215",77,44,132,64,144,95,69,62,100,86,43,113,0.460013338569405,3.79486400968222,2.6565199119198,0.0191980784638386,0.999602139168513,-4.23930463367575
"10","GB41228",106,49,52,75,115,25,342,327,97,276,71,123,-1.33797563743387,4.16467411770827,-2.77615858519756,0.015225734965256,0.999602139168513,-4.18487016285755
"11","GB41331",28,9,57,35,65,36,60,82,66,71,39,109,-0.728376879220852,3.03428266627067,-3.85979381164637,0.0018314512043909,0.999602139168513,-4.14211136146657
"12","GB41440",24,6,24,18,24,40,13,15,4,8,12,20,1.13403895203656,1.38291126448592,3.0024769127676,0.00979122459606627,0.999602139168513,-4.40914428676798
"13","GB41673",12,8,26,17,42,26,11,24,15,21,10,15,0.61253480927228,1.59368859973799,2.63204844560242,0.0201267662395032,0.999602139168513,-4.43253433125094
"14","GB41708",118,51,116,94,39,23,895,902,8153,291,199,233,-3.33153311302187,5.142136409683,-3.88754672146427,0.00173559127891639,0.999602139168513,-4.01610122559879
"15","GB41807",408,177,977,429,815,571,1225,1121,960,1257,529,973,-0.72977733888622,6.89654544675136,-4.10796618561818,0.00113487929093906,0.999602139168513,-3.95586763197588
"16","GB42311",24,27,100,58,51,33,99,247,47,174,122,146,-1.24538822419974,3.66162511289285,-3.41938557197032,0.00432394831617791,0.999602139168513,-4.11647107480796
"17","GB42324",61,28,176,108,59,60,132,285,108,98,182,229,-0.903188746985764,4.19102044707438,-2.58017645614431,0.0222414594139957,0.999602139168513,-4.22316374931335
"18","GB42607",265,281,384,228,357,206,1418,1325,938,699,260,375,-1.03133114692534,6.25517522050953,-2.62398642739725,0.0204421525623812,0.999602139168513,-4.20642042477271
"19","GB43195",392,292,1078,524,1243,685,498,538,569,564,319,996,0.438605204706598,6.64682246519901,2.75570158636852,0.0158428766844663,0.999602139168513,-4.18991242165934
"20","GB43798",21,11,81,35,74,49,78,95,71,96,40,95,-0.687257020123631,3.19763888434381,-3.60563169401578,0.00300339362512425,0.999602139168513,-4.15144039187752
"21","GB44006",45,17,93,26,67,43,19,28,15,75,21,51,0.787883045101843,2.6157077445261,2.54962182221854,0.0235859874892596,0.999602139168513,-4.37881661242094
"22","GB44065",81,38,104,69,118,59,38,120,49,57,29,81,0.599010149335562,3.47037103072277,2.53691943824642,0.0241677239571297,0.999602139168513,-4.30370990157092
"23","GB44086",53,32,145,83,91,98,49,70,59,71,69,76,0.528179061416636,3.60027289881068,2.81618986221071,0.014085380586986,0.999602139168513,-4.22888575906198
"24","GB44424",137,62,245,141,300,196,234,325,233,328,219,301,-0.44307406163721,5.16643136712782,-3.37136568236474,0.0047507058983442,0.999602139168513,-3.92312732231529
"25","GB44514",307,138,564,277,599,440,623,595,439,697,334,658,-0.359537139157842,6.22133579968896,-2.52936410575233,0.0245202701543411,0.999602139168513,-4.21519997050183
"26","GB44549",9112,4073,29409,7852,4598,7712,20729,17933,21353,33105,25549,26647,-1.2515529656043,11.229265328847,-3.15601626265107,0.00724756751674449,0.999602139168513,-4.42181920059229
"27","GB44558",489,274,1050,426,674,460,411,510,526,500,253,760,0.44404027635166,6.40264021472698,2.68883293886355,0.0180353558134496,0.999602139168513,-4.18198893799022
"28","GB45018",78,55,175,108,201,128,190,184,164,195,111,206,-0.310947328094933,4.58869574890363,-2.59871312439776,0.0214621852908401,0.999602139168513,-4.16964089619258
"29","GB45249",13,7,33,15,39,24,18,15,13,16,12,23,0.574930686281617,1.6079261029245,2.72314788376837,0.0168756597099949,0.999602139168513,-4.42216507629463
"30","GB45267",263,119,729,311,638,462,605,731,548,767,314,669,-0.437223522168236,6.29711149646319,-2.62973488080244,0.0202167870804115,0.999602139168513,-4.19536074639286
"31","GB45360",98,84,224,97,133,117,82,120,103,125,77,138,0.413983837757663,4.27044478507717,2.5371645743945,0.0241563676170825,0.999602139168513,-4.21505941449075
"32","GB45421",14,69,41,35,52,47,8,22,22,16,23,22,1.2957198685596,2.20674979593084,3.0498438839695,0.00892409238756348,0.999602139168513,-4.34682229278933
"33","GB45477",191,130,460,212,390,307,447,455,386,440,238,448,-0.332093789703421,5.77628921324154,-2.8423389524317,0.0133861345140327,0.999602139168513,-4.09232129085376
"34","GB45771",1,10,11,2,7,10,21,31,23,14,11,11,-1.3046051346104,0.793199927928978,-2.63713643189159,0.0199301579037418,0.999602139168513,-4.46713127977265
"35","GB45928",8,5,13,7,19,12,4,8,5,13,5,8,0.787536300984966,0.557476257906047,2.96704448813042,0.0104939232849059,0.999602139168513,-4.45230346143526
"36","GB45935",186,133,418,347,528,367,617,651,394,573,496,519,-0.581943872974869,6.10302510382561,-3.06409662786293,0.00867839692463271,0.999602139168513,-4.06464862654448
"37","GB45962",4,40,18,14,35,32,4,2,3,21,9,11,1.74458301917449,0.98162243711679,2.75266325979171,0.0159365969377014,0.999602139168513,-4.45314873853169
"38","GB46121",242,130,541,232,434,310,476,660,419,529,258,517,-0.399572634061245,5.96005770414737,-3.09660213189203,0.00814288604311415,0.999602139168513,-4.03782570652443
"39","GB46198",7,2,10,5,11,11,11,28,14,16,9,13,-0.739314931625358,0.826876370794643,-2.65710480471242,0.0191763989175546,0.999602139168513,-4.4647914332153
"40","GB46203",18,10,21,26,36,19,41,41,75,78,52,37,-1.04287732807649,2.49921116997356,-3.20086812293596,0.00663726914124463,0.999602139168513,-4.30244975579797
"41","GB46205",6,5,14,9,15,14,8,11,6,7,4,10,0.648969746231939,0.615978115944745,2.77944987547668,0.0151286645670481,0.999602139168513,-4.46387999645949
"42","GB46297",902,508,2226,1246,1458,826,2330,3428,2349,2679,1890,1824,-0.864149812642457,8.09832907183673,-3.85341485562919,0.00185423688100295,0.999602139168513,-4.15270271473279
"43","GB46394",5,3,13,24,20,5,23,42,14,19,30,42,-1.19710075394025,1.4528367909108,-2.91537848708614,0.0116087008582842,0.999602139168513,-4.41487228696119
"44","GB46648",66,21,76,31,106,46,90,107,95,91,47,140,-0.566342092652889,3.54739295203908,-2.68977104998755,0.0180026439300213,0.999602139168513,-4.26442260671929
"45","GB46760",135,68,315,157,257,157,306,422,223,327,164,409,-0.551274268134266,5.23361675093181,-3.81414612437708,0.00200100910489984,0.999602139168513,-3.81240072167754
"46","GB46766",131,58,295,151,236,280,138,200,121,236,101,140,0.480748007562527,4.77347331321039,2.59108617515815,0.0217795684016626,0.999602139168513,-4.15718245328675
"47","GB46814",50,34,81,78,83,54,183,141,119,139,80,100,-0.773600551296979,3.89720061248976,-3.31935845876185,0.0052607687558397,0.999602139168513,-4.08343440600775
"48","GB46815",8,3,16,7,6,15,19,39,47,16,14,25,-1.26821967562629,1.3139800203188,-3.38099795221585,0.00466183555348458,0.999602139168513,-4.38193977758395
"49","GB46895",236,149,458,241,376,301,236,334,249,259,179,415,0.327747108932629,5.55272070916705,2.68830203906769,0.0180538938822904,0.999602139168513,-4.11840285727989
"50","GB47305",127,80,314,201,308,307,137,186,187,251,157,192,0.434759248045622,5.03358151606477,2.58989256341234,0.0218296476352451,0.999602139168513,-4.1459564217359
"51","GB47337",324,132,611,310,374,303,638,500,518,549,325,697,-0.455488979167065,6.12105389519086,-2.5611798795793,0.0230684092604897,0.999602139168513,-4.20026378698294
"52","GB47347",25,10,64,34,51,54,20,28,26,40,23,41,0.572250032547671,2.4466835661135,2.6732588233789,0.0185869484303996,0.999602139168513,-4.37329737142842
"53","GB47359",13,9,30,8,19,13,5,11,6,14,9,16,0.801680035756911,1.03568529511716,2.75299134112512,0.0159264509115704,0.999602139168513,-4.44867974117597
"54","GB48105",264,129,341,144,286,171,2123,746,270,555,743,314,-1.36841414471496,5.95005819319546,-3.0213371020433,0.00943638522492599,0.999602139168513,-4.087907541376
"55","GB48249",78,33,143,73,158,125,162,256,128,189,76,212,-0.523727863039453,4.37048757372934,-3.09596939640643,0.00815298995482457,0.999602139168513,-4.05879016201811
"56","GB48476",13,10,21,4,22,12,5,5,10,5,7,10,1.0869002356235,0.706842247455324,2.92746540340866,0.0113378724497781,0.999602139168513,-4.44939300714618
"57","GB48602",79,59,221,114,171,195,93,115,106,116,98,153,0.477063014082844,4.35716879957748,3.08605799148934,0.00831289708468615,0.999602139168513,-4.05726662885235
"58","GB48823",9,5,17,14,20,14,53,22,44,46,16,18,-0.955840115514103,1.74544988824055,-2.59824451730738,0.0214815559229797,0.999602139168513,-4.43050271109841
"59","GB48844",8,28,25,44,20,9,59,167,77,32,33,73,-1.54984766331273,2.58785522115496,-3.08533007525117,0.00832476310697292,0.999602139168513,-4.31210912706196
"60","GB49402",121,53,283,105,214,165,223,244,172,241,144,326,-0.351322339369238,4.8994421686535,-2.57013631642297,0.0226748885721238,0.999602139168513,-4.16146635150843
"61","GB49454",6,0,3,3,9,13,13,9,13,21,8,12,-1.31405765060101,0.313869465546329,-2.62797284640862,0.0202856096097181,0.999602139168513,-4.48027782350954
"62","GB49764",55,21,100,57,68,63,75,139,96,128,93,151,-0.709128292969923,3.75731649325666,-4.0612272952924,0.0012414328982896,0.999602139168513,-3.96899633727301
