"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40955",270,90,248,217,467,449,433,528,707,619,760,548,-0.716648760954269,6.0610694809404,-3.99211704448689,0.00141945592540988,0.725107615336758,-1.96623464798905
"2","GB41362",25,14,15,16,23,24,51,46,43,62,64,41,-0.972139313528083,2.43767766445037,-4.39969048752129,0.000652034485670279,0.725107615336758,-2.62389875358506
"3","GB41760",594,206,724,999,3735,1760,3027,3094,4056,3577,22181,3181,-1.94700350322858,8.46468265519199,-4.13375076910473,0.00108128268143261,0.725107615336758,-2.64501179169957
"4","GB43239",92,129,139,140,207,236,85,151,123,152,132,124,0.705626749696275,4.56620780241117,3.93656110694772,0.00158008300529957,0.725107615336758,-1.9520714560871
"5","GB43453",102,52,104,58,291,276,95,71,72,84,144,50,1.05505217633334,4.07952881448581,3.99451505175183,0.00141291075273989,0.725107615336758,-2.0825522843132
"6","GB44661",146,190,141,221,324,283,115,160,142,229,216,114,0.864704768114533,4.95828845460556,4.45386503351429,0.000588728548104178,0.725107615336758,-1.38997535327305
"7","GB46593",11,9,14,11,34,31,9,7,7,10,18,12,1.16673054433879,1.17327959908344,4.60694422432246,0.000441932931750485,0.725107615336758,-3.05674481744977
"8","GB47824",15,23,22,19,24,48,8,28,13,7,15,9,1.37622148089826,1.56817505381427,3.99665621363766,0.00140709269157737,0.725107615336758,-3.15309388325801
"9","GB48152",101,91,122,157,229,257,249,358,330,293,365,280,-0.590309800285373,5.20507303406304,-4.58957654255466,0.000456487838990923,0.725107615336758,-1.30475693273506
"10","GB49336",147,74,141,151,477,246,603,513,572,963,402,282,-1.08635116724916,5.69160087934749,-4.08982535237996,0.001176276689063,0.725107615336758,-1.85186449577132
"11","GB49955",213,115,172,198,436,371,492,430,392,597,539,357,-0.539770379498908,5.79866663906245,-3.94210326772897,0.00156325770855813,0.725107615336758,-1.94498941433728
"12","GB50026",99,67,211,248,1467,613,2031,2432,828,951,2822,1040,-2.07585437575585,6.75159114391022,-4.19130811776548,0.000968584423091474,0.725107615336758,-2.10029376632311
"13","GB50309",14,8,9,11,14,14,6,5,10,4,9,5,1.26522859235806,0.616295907867409,4.03404624056299,0.00130935170343976,0.725107615336758,-3.4342625886376
"14","GB52115",1121,736,844,1061,1824,1913,2192,2913,2039,2614,3825,2313,-0.631933491624561,8.22738133965753,-3.94165400951255,0.00156461476102332,0.725107615336758,-2.66077544102632
"15","GB52208",32,19,37,31,76,56,85,86,72,110,85,79,-0.65450685156752,3.30630383485737,-3.9436711533543,0.00155853108068161,0.725107615336758,-2.47611327492004
"16","GB53138",341,259,367,383,755,733,945,1203,635,1082,953,956,-0.628128327114132,6.78847529130083,-4.26528007109799,0.000841216049008839,0.725107615336758,-1.95461127736303
"17","GB54041",206,118,221,284,422,595,568,629,443,657,642,454,-0.5686009550138,6.0628785415646,-4.00213408076517,0.00139231920396028,0.725107615336758,-1.94329782697766
"18","GB54363",70,42,79,95,119,94,145,197,151,300,200,194,-0.834666030100502,4.41430084423761,-4.46201891733023,0.000579764022055575,0.725107615336758,-1.58723557845015
"19","GB54508",506,287,345,387,900,957,1129,1742,1057,1613,2061,838,-0.91142045630863,7.14710848993265,-5.07278732459483,0.000187886409321223,0.725107615336758,-1.5537155755211
"20","GB54516",18,13,20,30,29,53,50,52,59,76,97,54,-0.864975420591689,2.77584168298969,-4.21765948757011,0.000921082288068144,0.725107615336758,-2.55857550296922
"21","GB55604",103,93,102,134,161,217,73,131,88,100,186,105,0.682661123246263,4.35384567620225,3.95176300043519,0.00153436795519614,0.725107615336758,-2.00224703476262
"22","GB42152",541,308,500,575,852,842,1155,1200,1009,1708,1602,814,-0.570056334454484,7.15922122328267,-3.70603588630769,0.00247121051043563,0.748264658831473,-2.513919799548
"23","GB44058",95,128,78,163,160,190,303,510,270,385,297,235,-0.888966845622012,5.13931676084277,-3.78027477206434,0.00213890858976496,0.748264658831473,-2.08504625711461
"24","GB46847",118,59,89,93,175,162,186,219,256,236,282,159,-0.539572552737064,4.73468475771482,-3.70325316173151,0.0024846393154101,0.748264658831473,-2.16958905824548
"25","GB49960",158,140,221,239,420,399,173,244,212,227,363,255,0.495890691337318,5.37212681512737,3.71982056552372,0.00240576706719501,0.748264658831473,-2.07040379176475
