"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40381",13,37,30,25,13,43,23,28,53,22,81,41,-0.707578446002433,2.388537425796,-2.87964388034017,0.0124226644936636,0.999851276613126,-4.35216395159471
"2","GB40972",375,323,1040,483,262,377,60,139,445,189,223,145,1.21255883291094,5.52981167113068,3.68441912684071,0.00256608549865428,0.999851276613126,-3.88724825518482
"3","GB41065",651,776,463,1626,380,906,111,422,456,391,351,671,0.835334573774358,6.43510117699415,2.7052665962751,0.017441314726971,0.999851276613126,-4.19831717366172
"4","GB41127",1839,1638,2143,3459,741,1895,262,1145,2608,500,1841,935,0.876014676266495,7.79430271937766,2.64323903336636,0.0196657450612272,0.999851276613126,-4.31831341773239
"5","GB41210",21,37,21,34,20,24,14,37,67,29,48,27,-0.56006031820734,2.34357067486286,-2.64200117641496,0.0197128285925378,0.999851276613126,-4.38673546820633
"6","GB41225",424,857,1033,1038,485,810,181,546,841,425,746,475,0.463400470814875,6.6759532110578,2.74703142546964,0.0160836369061499,0.999851276613126,-4.20479749376978
"7","GB41240",165,326,459,529,241,323,37,188,343,162,289,175,0.743777965381425,5.29909723820421,3.09959453671516,0.00807599765488717,0.999851276613126,-4.01355381534484
"8","GB41275",23,102,36,77,47,69,6,36,46,13,66,35,0.783045241517755,2.6926114539071,2.62154772490973,0.0205068122685677,0.999851276613126,-4.3648776611164
"9","GB41306",1345,1415,1292,2490,871,2486,348,1419,1639,593,1149,861,0.676986835794711,7.64878794734294,3.06466561017111,0.00864867426521926,0.999851276613126,-4.23210870639485
"10","GB41418",4725,3172,1867,5056,1441,3180,383,1817,4203,798,2048,1743,1.00422369034456,8.46062637973213,2.71671135154712,0.0170585416762506,0.999851276613126,-4.34691495920367
"11","GB41653",23,34,31,44,35,67,32,48,68,45,67,64,-0.593461255887361,2.93266852629345,-2.99092612756435,0.00999325255204575,0.999851276613126,-4.28196157088399
"12","GB41732",708,498,315,693,279,529,106,323,436,231,367,179,0.823894476448968,5.88201452327563,2.96153744422968,0.010585034557619,0.999851276613126,-4.08193298656163
"13","GB42111",96,168,188,172,132,233,101,211,279,131,248,197,-0.346164870636704,4.88054409956722,-2.69652982974451,0.0177391361835047,0.999851276613126,-4.12496290531731
"14","GB42484",69,172,163,215,114,240,24,108,95,105,126,128,0.656579838862399,4.29998094193574,2.96183902712328,0.0105787893879059,0.999851276613126,-4.10701730590246
"15","GB42552",63,23,31,106,21,60,1,23,28,10,37,9,1.46576937882841,1.99792323105241,2.81379327174426,0.0141249399456005,0.999851276613126,-4.39660898452505
"16","GB42553",79,66,36,74,37,63,9,34,44,13,46,14,1.10075041561486,2.62600477184816,3.59272304809004,0.00306956243371726,0.999851276613126,-4.2412426973307
"17","GB42567",51,77,49,166,63,100,12,43,88,22,63,37,0.844807910867058,3.20067005933821,3.20214619099849,0.00660354986181999,0.999851276613126,-4.21778587921428
"18","GB42626",523,413,2406,410,1240,1282,31,104,85,38,67,838,3.08951064714681,5.57751174026694,4.36868293769915,0.000686901640711996,0.999851276613126,-3.91072012722314
"19","GB42642",30,18,11,47,49,21,3,12,9,1,5,7,2.04677365090543,1.03940297398328,3.77648942883177,0.00214459580192007,0.999851276613126,-4.37440276345157
"20","GB42861",55,145,87,113,75,128,58,106,152,97,170,183,-0.438689193243213,4.20271642249767,-2.73845486930966,0.016353751904359,0.999851276613126,-4.17207423642418
"21","GB42891",37,42,21,61,11,40,8,26,22,13,12,7,1.12743438288684,1.83470451920845,2.90254507232785,0.011879267462885,0.999851276613126,-4.39398597599945
"22","GB42894",594,628,640,968,458,728,189,318,930,259,698,453,0.580060152385034,6.47270353656233,3.00386764845655,0.00974314501249875,0.999851276613126,-4.12329989498167
"23","GB42900",560,1799,1597,1006,651,743,168,717,990,432,514,297,0.967185832547689,6.81628817029576,3.27157220221649,0.00576197556684336,0.999851276613126,-4.10905326626664
"24","GB42943",12,20,15,27,6,31,1,8,17,8,19,4,1.00739630951525,0.941030415467636,2.64914328410295,0.0194426663442474,0.999851276613126,-4.46341551077076
"25","GB43052",2565,1958,2271,4593,1447,4580,343,2925,2867,691,1750,1313,0.971480162978673,8.31331116447634,2.77591777820929,0.0152055431162109,0.999851276613126,-4.32901395100609
"26","GB43143",254,441,335,444,163,389,83,276,331,136,277,167,0.585425947768413,5.41005270815272,3.35642468747449,0.0048777433601545,0.999851276613126,-3.93906705015623
"27","GB43167",28,44,47,60,33,64,8,17,50,26,51,19,0.693086905836271,2.49855183194737,2.97323112007739,0.0103455287619341,0.999851276613126,-4.33102154882192
"28","GB43208",1315,2449,2319,2921,1254,1330,514,1195,1986,971,1592,959,0.583581896836662,7.93077638904067,2.74478388713863,0.0161539981054126,0.999851276613126,-4.30901827154524
"29","GB43715",250,329,217,399,129,405,60,256,279,142,208,118,0.604006216341498,5.14576012384049,2.64165851777664,0.0197258813825011,0.999851276613126,-4.14213397091698
"30","GB43727",6232,5923,898,17794,3447,8305,353,2157,6585,1801,2599,552,1.659532802102,8.905611439809,2.62503470789321,0.0203692932750446,0.999851276613126,-4.38543055996459
"31","GB43738",754,1255,414,978,380,721,231,304,587,337,584,315,0.742014314304532,6.43981513443181,2.8892347753188,0.0121921787801101,0.999851276613126,-4.15122789352795
"32","GB44024",3840,7086,4808,12866,1462,5401,1135,6281,338,714,619,382,2.13797894205025,8.46093927014911,2.63787233505115,0.0198706665234817,0.999851276613126,-4.36495350502894
"33","GB44399",6,22,24,13,10,21,0,17,5,4,12,8,1.34681058575743,0.616967809289571,2.67545307343008,0.0184781229506925,0.999851276613126,-4.4723336458703
"34","GB44500",749,835,683,902,450,825,149,687,788,261,802,320,0.699494483192285,6.56699512737289,2.93568342262055,0.0111341699338722,0.999851276613126,-4.15124169043689
"35","GB44578",9,13,16,13,12,20,10,19,29,19,22,24,-0.653797444176291,1.52408461558556,-2.93704529524772,0.0111045552136453,0.999851276613126,-4.40816199867512
"36","GB44607",24,74,25,33,24,38,8,29,31,12,23,12,0.797176000876711,2.06472991936257,2.86372373091731,0.0128147469935,0.999851276613126,-4.38087695655779
