"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40280",1593,1841,2350,3948,2567,2670,2304,667,819,1690,2014,971,1.26319197743712,8.22730734631897,5.98057907154042,3.78691733112396e-05,0.10298730775051,2.35687755584131
"2","GB42475",579,223,617,851,488,749,530,286,213,347,347,221,1.1004004527995,6.1355608163767,5.85987545622584,4.64699485010658e-05,0.10298730775051,2.31029904366721
"3","GB42607",265,281,1418,1325,938,699,384,260,228,357,375,206,1.44670688443308,6.25517522050953,5.44015934627309,9.61799076221429e-05,0.10298730775051,1.6304442755266
"4","GB44158",9,6,16,14,20,17,39,27,31,94,69,37,-1.49351754417009,2.0702652204559,-5.47737022778318,9.00844877134589e-05,0.10298730775051,1.39944990402345
"5","GB44485",68,73,101,141,140,121,277,152,153,273,432,251,-0.955988716378064,4.76313269091797,-5.66310824492295,6.51564088679486e-05,0.10298730775051,1.99635566375431
"6","GB47474",282,133,465,525,403,641,437,127,175,281,268,221,0.927971817399083,5.6531377055481,5.99444641722227,3.69939107621916e-05,0.10298730775051,2.52954327220915
"7","GB48194",112,105,364,404,192,334,203,77,55,164,172,94,1.19382763899231,4.77553958530102,5.5042035180172,8.59402846730551e-05,0.10298730775051,1.73753465848868
"8","GB51774",23,52,41,83,62,87,169,134,95,286,310,185,-1.50033987075726,4.08399208434841,-5.75773231522889,5.53449289940553e-05,0.10298730775051,2.11904500948116
"9","GB52052",727,645,1309,1207,1233,1734,624,469,392,724,649,205,1.49473749134061,6.94173529197377,5.64790143988425,6.68957061640835e-05,0.10298730775051,1.94963101567762
"10","GB52017",88,42,234,195,223,238,96,78,66,102,60,40,1.43406158324392,4.12309817831273,5.37281991365143,0.000108330352620301,0.104397960820184,1.5146055427166
"11","GB40363",4,3,10,8,5,13,22,14,11,27,25,23,-1.22499838651424,1.0071943306844,-5.01530998500296,0.000205821202023166,0.130103725151351,0.51548469510264
"12","GB44247",21,16,50,47,43,76,113,67,89,158,91,103,-1.06154112622298,3.40307880803403,-5.05378699752076,0.000191927522616272,0.130103725151351,0.961811638691542
"13","GB44575",95,84,128,189,202,217,334,198,239,359,291,329,-0.721581004540725,5.12282444812953,-4.71842608558995,0.000355181930841371,0.130103725151351,0.392782536691234
