"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40069",2,13,15,12,7,30,6,19,101,18,30,37,-1.53367247142201,1.50548883195458,-3.11058163086127,0.00787723989403374,0.999086882183588,-4.39585447766993
"2","GB40164",943,1452,1729,2017,614,1572,321,1145,493,585,1037,714,0.671141413798562,7.30554531229769,3.20021471041763,0.00660474899324092,0.999086882183588,-4.16987398759905
"3","GB40227",26,24,58,66,5,84,0,1,5,27,43,3,2.41073473141632,1.14481862205557,2.97403479473522,0.010298329167908,0.999086882183588,-4.43122751372761
"4","GB40339",179,234,229,282,99,244,53,161,90,84,251,120,0.522314035067749,4.69284384318679,2.66527383249806,0.0188032225221952,0.999086882183588,-4.15195639765619
"5","GB40451",533,562,1140,1038,325,893,88,414,320,393,564,593,0.718264455481199,6.37624821171729,2.63529239687136,0.0199262707829601,0.999086882183588,-4.20557762868352
"6","GB40541",12,34,32,38,49,89,41,34,66,60,80,76,-0.896696023176024,2.97782536537693,-2.68978675556427,0.0179309143631994,0.999086882183588,-4.32778592433356
"7","GB40608",1184,1001,1532,1407,448,728,216,466,83,377,1099,285,1.36189013961587,6.57479201943835,2.70047518692105,0.0175629999514258,0.999086882183588,-4.21529730435882
"8","GB40871",37,19,38,50,22,44,5,10,19,13,31,5,1.15709992623967,1.77239487248957,3.05334801141839,0.00881441990047673,0.999086882183588,-4.38486084497935
"9","GB41311",1697,1669,1416,1703,527,866,284,693,775,284,1217,340,0.992579218070164,7.08121542138116,2.88681399395016,0.0122159678687276,0.999086882183588,-4.21141816645764
"10","GB41361",49,434,90,19,196,250,72,809,2747,396,355,1405,-2.61535929240556,5.4270418969455,-3.12426873670212,0.00766820477169511,0.999086882183588,-4.07988896927597
"11","GB41413",6963,10040,8763,13421,3101,12720,1699,6126,4328,3432,9585,3452,0.71100843174345,9.97933268260515,2.62985180597719,0.0201369231409198,0.999086882183588,-4.42590028623443
"12","GB41616",24,117,104,111,88,91,16,54,40,37,64,31,0.815887718574688,3.24047735272353,3.10502318628786,0.00796373928546312,0.999086882183588,-4.2307379003384
"13","GB41625",676,780,1292,916,524,566,179,417,498,384,636,310,0.747561665598886,6.51952353841297,3.44556561124447,0.00407735261514816,0.999086882183588,-4.02543951018802
"14","GB41646",198,398,832,972,163,487,82,283,225,158,416,176,0.709526789947798,5.6265355669596,2.68348120260929,0.0181514674171487,0.999086882183588,-4.1410810928083
"15","GB41724",69,149,215,142,103,166,16,96,82,83,98,100,0.590962327810024,4.04294450990084,2.6461684918465,0.0195115486685358,0.999086882183588,-4.22180561310088
"16","GB41889",1772,2055,2991,2442,683,2737,307,1037,844,955,2081,1223,0.78340686333445,7.84598944764376,2.90063471260363,0.0118901956844784,0.999086882183588,-4.27370154349912
"17","GB41917",619,682,581,1031,510,803,131,292,398,340,736,464,0.732790303275911,6.39401237268662,3.63202369562959,0.00282861583143674,0.999086882183588,-3.96768833706102
"18","GB41946",579,1248,1153,869,519,749,138,602,521,459,623,380,0.713729588226721,6.63161993827331,3.32596550277513,0.00515777551603735,0.999086882183588,-4.06512652622943
"19","GB42087",17,24,30,41,16,48,22,32,41,25,52,40,-0.583475134447304,2.40358670832815,-2.97702388744612,0.0102381668734023,0.999086882183588,-4.33836518047487
"20","GB42343",10,18,41,39,7,13,3,5,1,5,17,7,1.48259086295484,0.735242170292123,3.03581500304243,0.00912305912151758,0.999086882183588,-4.44148424943708
"21","GB42428",249,252,488,230,81,249,53,149,62,70,148,31,1.3695995470831,4.48592362350818,3.43951237295683,0.00412612160573752,0.999086882183588,-4.00795795035186
"22","GB42563",4,17,14,8,4,11,9,10,16,11,20,23,-0.947651042696203,0.965971948782747,-3.16764847656548,0.0070414745951922,0.999086882183588,-4.42107561533379
"23","GB42878",144,167,250,215,97,176,44,115,99,117,121,100,0.532938510514596,4.44197328721847,2.94259745883363,0.010952606313227,0.999086882183588,-4.09673454780518
"24","GB42895",61,103,297,218,120,194,10,86,74,93,112,68,0.899278411188212,4.0148964234907,2.7234870478326,0.0167956652398622,0.999086882183588,-4.21484733241286
"25","GB42931",3584,4386,4076,4149,771,3333,573,1530,1074,1000,3257,839,1.04918656062018,8.32567525737822,2.99664500751802,0.00985178026005841,0.999086882183588,-4.29410460778254
"26","GB42943",12,20,27,17,8,31,1,8,15,6,19,4,1.02722214260342,0.941030415467636,2.74535558772847,0.0160967917315669,0.999086882183588,-4.45575351087081
"27","GB42985",459,562,1280,751,326,384,99,359,247,170,292,462,0.920920013737117,5.98864170320491,3.2525932025607,0.00595832416037795,0.999086882183588,-4.01553343721005
"28","GB43006",1804,1156,2353,2025,668,2499,274,703,251,554,1219,494,1.3785817234543,7.2694504748871,4.02989306759186,0.00130451157692261,0.999086882183588,-4.0289078275665
"29","GB43713",6239,4886,12458,14318,2048,9359,1038,3749,1813,2509,7274,1762,1.17792826050072,9.46837831683028,3.10989280084991,0.00788790843035077,0.999086882183588,-4.35057621257594
"30","GB43715",250,329,399,279,142,405,60,256,217,129,208,118,0.628881595008235,5.14576012384049,2.8060136920416,0.0143036122763135,0.999086882183588,-4.0942351531888
"31","GB43727",6232,5923,17794,6585,1801,8305,353,2157,898,3447,2599,552,2.09224819179518,8.905611439809,3.70909360894501,0.00243290280737085,0.999086882183588,-4.25140575812536
"32","GB43728",5632,10226,8926,10561,2161,5213,733,5463,3957,2040,4323,995,1.191489193898,9.34546932685318,2.78167697999803,0.0149982800090516,0.999086882183588,-4.38313051487321
"33","GB43738",754,1255,978,587,337,721,231,304,414,380,584,315,0.72020518442652,6.43981513443181,2.75649721376333,0.0157517225995782,0.999086882183588,-4.17985103617433
"34","GB43882",77,198,123,128,153,206,56,201,370,223,178,302,-0.815888397302322,4.8234361871503,-2.78312200393044,0.0149561270488882,0.999086882183588,-4.10104100442583
"35","GB43908",262,1053,1066,1218,801,535,130,315,387,361,820,392,0.779308712605555,6.44611717279102,2.78805286405844,0.0148131589133299,0.999086882183588,-4.17345039759852
"36","GB44073",208,137,317,304,56,495,12,88,28,87,297,40,1.44885128046204,4.21886368526282,2.73552467949032,0.0164073853258882,0.999086882183588,-4.21290049045983
"37","GB44074",652,373,711,668,191,817,75,209,127,203,687,110,1.24468140210468,5.69744404043433,3.1264418786172,0.00763552692386957,0.999086882183588,-4.03857791424043
"38","GB44185",144,259,247,261,197,358,147,240,1043,249,282,703,-0.874660261641235,5.6271898256741,-2.65604653278191,0.0191421487990097,0.999086882183588,-4.14054546574452
"39","GB44494",175,221,245,372,72,222,41,114,129,132,153,83,0.669201094397895,4.59705153783438,2.82556129100176,0.0137685517132898,0.999086882183588,-4.11780789430975
"40","GB44573",337,538,680,724,361,516,129,357,353,307,480,455,0.369263488089495,6.11623459395988,2.62361916250791,0.0203808953131327,0.999086882183588,-4.18200097854755
"41","GB44811",43,88,79,71,33,63,17,48,36,26,61,29,0.519090378039698,2.95361319564131,2.67406053944368,0.0184859015051319,0.999086882183588,-4.33359380746614
"42","GB44966",145,259,552,551,180,408,46,208,151,151,236,273,0.626406548075866,5.23627062908289,2.67527369914567,0.0184425006275999,0.999086882183588,-4.13361967955036
"43","GB45000",308,259,465,347,58,428,25,88,163,120,201,70,1.13714853859306,4.74493143218976,2.83577990346591,0.013496705892296,0.999086882183588,-4.12683152834638
"44","GB45147",633,1515,1681,1574,582,1225,173,1044,832,421,938,585,0.684821521879632,7.09527199775572,2.81453106330193,0.014068014099633,0.999086882183588,-4.22601810764561
"45","GB45151",972,1162,2068,1361,950,936,230,804,1084,562,949,662,0.654805015853763,7.23438972212822,2.75189826978949,0.0158932729821857,0.999086882183588,-4.25146255851163
"46","GB45220",131,163,484,271,103,287,26,115,107,112,171,132,0.761431031502282,4.61707264324541,2.8994426619713,0.0119179536451063,0.999086882183588,-4.1013710206531
"47","GB45339",6,9,8,12,10,12,4,19,33,18,26,23,-1.26358862785463,1.18853513858252,-4.31436478805483,0.000755974516537088,0.999086882183588,-4.32665615388456
"48","GB45391",81,136,226,212,67,142,26,100,83,71,99,110,0.514258584091174,4.09233857770414,2.61325816068129,0.0207928183234582,0.999086882183588,-4.22171093478339
"49","GB45746",3208,2447,3441,3882,345,2727,142,586,302,1419,2364,215,1.79094619163186,7.49809032179789,2.68459981026676,0.0181121496498987,0.999086882183588,-4.29217215185783
"50","GB45912",2265,3860,3941,7475,4826,3368,885,2162,2164,1979,3015,2342,0.7611478922018,8.91767419591778,3.17249487382997,0.00697470404058684,0.999086882183588,-4.30881639756147
"51","GB45918",34,31,107,29,18,31,1,9,7,11,13,1,2.3749546676544,1.25331240352234,4.24749597467947,0.000858817995022156,0.999086882183588,-4.33333954181491
"52","GB45919",868,964,1616,997,267,723,116,560,400,276,581,113,1.22153281232657,6.34616766348981,2.96084784633743,0.010567941710235,0.999086882183588,-4.1310539938714
"53","GB46527",14,47,43,39,20,72,1,25,26,12,22,15,1.06587044214199,1.86003487842162,2.77552714111406,0.0151789808122902,0.999086882183588,-4.40773829083274
"54","GB46528",194,319,375,364,149,344,61,192,183,144,194,112,0.700029997364187,5.06787381102836,4.28982619759849,0.000792158486779166,0.999086882183588,-3.71756835346666
"55","GB46630",2137,1724,2616,2245,1316,2231,433,958,1581,1284,1345,1044,0.698930463889937,7.94670854533536,2.90823617166912,0.0117146797975863,0.999086882183588,-4.27966063858081
"56","GB47563",3565,2326,6401,4327,1155,2167,674,1923,972,1273,2576,963,0.909494918927755,8.35727626992452,2.62370454313294,0.020377533886879,0.999086882183588,-4.35348890532672
"57","GB47932",48,31,31,97,20,47,16,11,26,17,18,18,0.969833775156158,2.2055382999385,2.65242558782156,0.0192767630431482,0.999086882183588,-4.39857990178374
"58","GB47954",10,13,18,33,5,36,1,2,24,6,2,10,1.48604745392624,0.628456003272677,2.66104419475374,0.0189578509537119,0.999086882183588,-4.47338610341821
"59","GB47974",706,847,1729,1426,290,898,86,486,163,371,425,373,1.31324266536024,6.37351996611262,3.747099718921,0.00225891914130077,0.999086882183588,-3.96123608859892
"60","GB48040",19,35,89,65,8,38,2,28,8,14,23,10,1.25992283568392,1.74058236868293,2.76948764303366,0.0153585103387763,0.999086882183588,-4.4162070036287
"61","GB48304",364,918,858,1061,491,1042,400,932,1272,643,809,1271,-0.490309546212118,7.06480029324509,-2.63089029136218,0.0200965484155094,0.999086882183588,-4.26097960584655
"62","GB48343",38,94,136,66,27,52,7,39,31,21,36,26,1.00380939526692,2.7114847927628,3.24554773839467,0.00604145257059628,0.999086882183588,-4.27673469891735
"63","GB48768",257,262,382,435,111,412,32,100,143,130,296,164,0.870228483306823,4.9877370408988,3.31848583473049,0.00523419211755121,0.999086882183588,-3.96841702331502
"64","GB48790",1619,1165,1928,2158,403,1988,188,704,1170,458,1361,329,1.01826262452616,7.23432457830245,2.68133380678745,0.0182271786142926,0.999086882183588,-4.26798787690515
"65","GB49129",46,33,124,87,38,81,3,28,22,31,41,34,1.10961731655662,2.64650835748034,2.93598185479403,0.0110954279075001,0.999086882183588,-4.32788562810111
"66","GB49467",14,24,16,21,52,48,19,37,54,36,50,46,-0.922097286778989,2.45502423876887,-2.72445222551155,0.0167642054203329,0.999086882183588,-4.36843019840613
"67","GB49875",510,653,1685,874,122,920,39,181,59,451,496,127,1.63141566931818,5.71884919912295,2.79882411179928,0.0145054865715634,0.999086882183588,-4.14967761672681
"68","GB49957",258,268,320,674,199,344,93,111,206,177,372,150,0.651773678084014,5.30755213164313,2.72271910174484,0.0168207374272424,0.999086882183588,-4.1180278280897
"69","GB50013",802,1304,721,1068,479,698,277,422,491,402,845,383,0.587317245571741,6.68169494893859,2.62951437342824,0.0201500589154534,0.999086882183588,-4.23049004875813
"70","GB50170",42,72,138,82,27,62,3,33,28,44,57,25,0.971780189846074,2.75413950503264,2.62974552065655,0.0201410597834339,0.999086882183588,-4.36186565021918
"71","GB50232",163,198,289,230,146,324,52,141,121,131,270,97,0.526283369799619,4.7993040899707,2.69994625806494,0.0175810325425863,0.999086882183588,-4.13515260660833
"72","GB50280",97,190,145,173,94,191,87,157,171,119,215,174,-0.341810291155312,4.6461040331452,-2.86163425597178,0.0128322026068622,0.999086882183588,-4.08601071202618
"73","GB50447",304,403,540,347,99,349,47,146,184,193,269,123,0.77307138797805,5.1629572622449,2.67084149535162,0.0186015446853204,0.999086882183588,-4.13924244247
"74","GB51172",20,47,28,43,31,29,26,53,69,30,71,72,-0.964352942020092,2.7879327565886,-4.31239577848986,0.000758814223875161,0.999086882183588,-4.12900241221885
"75","GB51368",366,366,746,613,140,592,43,207,151,232,429,214,0.881727149875112,5.53783809995466,2.81395440620312,0.0140838442561615,0.999086882183588,-4.10521914316323
"76","GB51673",15,23,29,17,32,36,13,43,116,46,41,213,-1.55154462860666,2.66503282918472,-3.02030016920489,0.00940508634409146,0.999086882183588,-4.31151216902913
"77","GB51744",156,253,492,547,110,276,84,102,181,122,223,101,0.764209097690784,4.97825557822864,2.98105026380973,0.0101576754718019,0.999086882183588,-4.05171202729894
"78","GB51979",689,2159,1812,1368,739,1328,360,512,466,834,939,551,0.758101925059486,7.18632803979329,3.10526609143256,0.00795993959560703,0.999086882183588,-4.17617228358293
"79","GB52023",6212,3218,9242,3714,1563,3030,978,2203,1029,1448,2569,1005,1.14400258293101,8.65369063865984,2.84371116704349,0.0132893459444278,0.999086882183588,-4.33820809403232
"80","GB52144",43,95,249,127,53,137,15,40,30,66,53,48,1.12804207462819,3.41475043175104,3.60810963633671,0.00296420384185845,0.999086882183588,-4.12579249860341
"81","GB52146",8,15,29,17,17,12,6,4,7,5,6,2,1.2840799492078,0.634913489726359,3.11233906561059,0.00785008583703119,0.999086882183588,-4.43983417440016
"82","GB52205",105,126,134,145,82,195,98,161,182,124,190,125,-0.456648866143959,4.53711230725369,-2.71264370055918,0.0171530804834401,0.999086882183588,-4.13916321484152
"83","GB52446",298,245,341,275,140,369,101,129,120,140,213,134,0.721989459217893,5.03490588962521,3.19942247927355,0.00661504553537045,0.999086882183588,-3.9852389640508
"84","GB52581",0,9,0,17,16,15,19,40,92,27,27,18,-2.9738455150493,1.06981584502252,-3.56982008794978,0.00319512957363399,0.999086882183588,-4.38870585617013
