"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",158,327,377,297,228,166,617,867,899,696,390,600,-1.1194252116323,5.50027371312374,-5.58976694383841,8.22183129624655e-05,0.561236491891396,-1.91667042135565
"2","GB40061",19,32,64,32,21,24,86,63,85,69,38,62,-0.83016904299994,2.31624421510671,-3.53907890267605,0.00354186434047218,0.561236491891396,-3.74929795884653
"3","GB40067",122,133,185,134,135,114,269,296,254,186,133,181,-0.363951570208684,4.26087025728139,-3.10746354615865,0.00817586614172833,0.561236491891396,-3.37409010438474
"4","GB40102",213,230,235,155,179,203,191,218,142,199,169,199,0.418053738550997,4.44307060739056,3.19886243641732,0.00684739131363869,0.561236491891396,-3.25897116512173
"5","GB40263",214,342,412,256,220,304,1012,657,651,367,311,639,-0.689134603581973,5.49403084544446,-3.69772120639978,0.00260834657989967,0.561236491891396,-2.85075650671771
"6","GB40266",254,362,410,305,440,281,446,305,326,217,227,274,0.494103628225154,5.1394391391362,3.54134295554168,0.00352640234193099,0.561236491891396,-2.92434496375867
"7","GB40310",166,261,254,179,254,204,938,746,800,299,231,406,-0.906512833992538,5.2156800760488,-3.75764191311742,0.00232458157584814,0.561236491891396,-2.83454571583267
"8","GB40592",200,274,432,278,248,269,663,785,446,519,359,337,-0.54848708157065,5.38173964512099,-3.43666562893366,0.00431791866992511,0.561236491891396,-3.01309103356094
"9","GB40647",52,36,95,48,57,48,169,178,123,96,57,80,-0.755941735425927,3.11240675997694,-3.339532706786,0.00521214726489434,0.561236491891396,-3.59237981611373
"10","GB40695",1048,1620,4999,2405,6392,198,1045,202,124,946,436,101,2.69018116033911,6.39037389694113,3.25862461015847,0.00609773193496327,0.561236491891396,-3.31976476241709
"11","GB40830",34,44,46,45,25,53,93,138,74,90,48,80,-0.779471665698133,2.71462483132945,-3.83995229371595,0.00198520769134877,0.561236491891396,-3.52943264987608
"12","GB40859",19,32,53,34,28,35,90,82,48,63,51,60,-0.695976415308015,2.36837012985259,-3.63233020325902,0.00295842723598261,0.561236491891396,-3.70204162016018
"13","GB40999",48,69,125,96,69,62,150,204,203,199,83,113,-0.72176949265205,3.5847044023513,-3.10354149820394,0.00823829825939014,0.561236491891396,-3.56988393560369
"14","GB41119",331,428,710,372,411,374,933,905,797,739,476,511,-0.443148772758871,5.94475290958552,-3.12038705521475,0.0079734630649932,0.561236491891396,-3.26478420184807
"15","GB41138",52,55,163,77,68,59,238,328,132,163,100,121,-0.906615933923043,3.63226255015531,-3.48993298048073,0.00389493324755894,0.561236491891396,-3.36861140541796
"16","GB41716",13,12,6,8,16,9,27,22,28,19,16,24,-0.822308253240448,0.81245753710268,-3.14733910837432,0.00756727997432878,0.561236491891396,-4.1441418850524
"17","GB41861",152,129,328,168,116,167,553,580,437,291,209,221,-0.787169641250419,4.7711664510173,-3.33623625836479,0.00524556787949342,0.561236491891396,-3.14716942972913
"18","GB41997",8,22,49,15,23,26,76,88,41,40,54,44,-1.07164696687564,1.94575769264861,-3.52358824260952,0.0036495118059657,0.561236491891396,-3.85179430331023
"19","GB42138",81,105,152,100,96,85,203,260,254,193,108,127,-0.557424509479506,3.93678403262793,-3.16214617690161,0.00735298393166682,0.561236491891396,-3.43390322617279
"20","GB42238",129,114,137,105,104,125,144,125,104,107,91,116,0.348835618559589,3.71342687622833,3.11335165810624,0.00808302158327154,0.561236491891396,-3.50717056741992
"21","GB42652",107,218,241,168,152,165,499,503,281,188,230,284,-0.572704869941413,4.69266177641622,-3.08027728976271,0.00861850438284386,0.561236491891396,-3.31707526269432
"22","GB42691",81,106,109,75,76,78,110,92,70,64,68,95,0.376998300891002,3.25117293820325,3.08365257593046,0.00856227770629725,0.561236491891396,-3.65559575621646
"23","GB42783",3,8,18,7,8,9,52,61,25,24,15,31,-1.65881833745827,0.870153089746975,-4.9670338096722,0.000244459440757564,0.561236491891396,-3.84967917776517
"24","GB42784",27,22,70,21,17,25,99,150,60,48,36,47,-0.98710174466148,2.2507792812161,-3.12442422793805,0.00791126393915166,0.561236491891396,-3.90154795213122
"25","GB43052",3075,3736,6352,4053,2481,3964,12741,15355,6459,5474,4885,6998,-0.753993019715502,9.26404382788985,-3.32795294210299,0.00533050090127269,0.561236491891396,-3.72424352946376
"26","GB43054",273,379,498,432,396,449,952,1286,971,711,341,677,-0.630782429362539,5.95733725765432,-3.16218758936998,0.00735239316389821,0.561236491891396,-3.24461947795151
"27","GB43812",19,12,12,11,12,19,31,36,33,29,19,23,-0.719711606354271,1.18347302588255,-3.29571255197771,0.00567443952277035,0.561236491891396,-4.05407270013446
"28","GB44075",16,12,21,11,18,14,37,61,53,29,16,28,-0.900673993399096,1.3831793583763,-3.49774147512181,0.003836545198746,0.561236491891396,-3.9740354488586
"29","GB44078",22,16,28,25,21,22,43,59,59,42,25,37,-0.659240061841876,1.81023399738928,-3.24014425412969,0.00632032606018052,0.561236491891396,-3.95139326323765
"30","GB44090",162,229,244,171,171,175,338,406,463,323,226,243,-0.477121555746098,4.80458528433952,-3.42772748585062,0.00439330760810485,0.561236491891396,-3.0598874869331
"31","GB44103",351,405,306,286,290,247,325,334,261,291,236,327,0.369968236920823,5.09067575098944,3.0967973638262,0.00834676520315721,0.561236491891396,-3.23864680566072
"32","GB44117",98,125,193,142,109,93,276,377,340,200,111,205,-0.646273631982055,4.25837755961284,-3.17107877096254,0.00722664761496792,0.561236491891396,-3.34866789633312
"33","GB44199",8,11,22,10,9,15,46,46,45,25,12,25,-1.05370911861313,1.12433765259369,-3.65783511480091,0.002816532966156,0.561236491891396,-3.99182571081354
"34","GB44213",283,437,780,586,377,548,1342,1385,836,979,752,761,-0.746075538498703,6.26695410248533,-3.62961715781382,0.0029739418042706,0.561236491891396,-2.9926877575024
"35","GB44253",25,48,70,38,38,44,94,193,111,95,57,75,-0.920144901158158,2.85514710852084,-3.91860555971775,0.00170811319131579,0.561236491891396,-3.45952228169054
"36","GB44399",10,20,30,24,15,11,47,52,36,31,19,32,-0.718905818643281,1.479330339211,-3.06728238386884,0.00883842854709693,0.561236491891396,-4.06005070188739
"37","GB44555",26,24,56,29,26,34,105,78,47,50,50,55,-0.688020115592346,2.31651876286048,-3.31530926928538,0.00546281485356652,0.561236491891396,-3.8172191719058
"38","GB45138",200,271,519,305,267,246,647,820,1010,576,314,452,-0.75119902838754,5.54390369119693,-3.44701806508807,0.00423222991544365,0.561236491891396,-3.02214340022522
"39","GB45173",9,31,25,16,21,16,39,61,35,37,27,32,-0.707976937281886,1.58843232642913,-3.08390068238632,0.00855815909465889,0.561236491891396,-4.03711871294228
"40","GB45853",238,301,323,231,206,255,628,709,411,342,293,372,-0.473490587907841,5.23690757128926,-3.8290511643874,0.00202708081660957,0.561236491891396,-2.75203111690106
"41","GB46140",251,252,432,202,316,226,523,563,545,506,277,392,-0.457012418858898,5.30844127076709,-3.08443955105825,0.00854922056786826,0.561236491891396,-3.2561338411401
"42","GB46164",27,31,77,46,31,24,110,160,90,65,49,59,-0.897350994120154,2.62980012452412,-3.46472147937182,0.00408965207875555,0.561236491891396,-3.6890644115886
"43","GB46614",1141,1251,1724,1052,1227,1208,3046,3424,3324,2376,1604,1454,-0.648265995225552,7.61171016225235,-3.94279549172847,0.0016310970409569,0.561236491891396,-3.14597063861879
"44","GB46644",255,372,295,251,261,244,362,260,236,206,206,267,0.426485154608029,4.89667004140521,3.82520105018108,0.00204208414951036,0.561236491891396,-2.76174919499069
"45","GB46686",26,28,64,31,24,33,75,111,82,68,34,65,-0.791251657001475,2.42463638597808,-3.54654452632844,0.00349113724897905,0.561236491891396,-3.71589677165517
"46","GB46903",102,124,230,132,121,121,277,356,219,287,155,178,-0.527733582196534,4.32563671838489,-3.10442253800511,0.00822423242690263,0.561236491891396,-3.36901119030724
"47","GB47036",59,106,187,124,120,95,274,320,280,193,145,141,-0.687240646506549,4.11107758400947,-3.19758270304444,0.00686441481678419,0.561236491891396,-3.37276940136711
"48","GB47234",32,34,50,30,33,39,85,117,51,58,60,49,-0.606223552465921,2.47575659575612,-3.22270517398776,0.00653783672342564,0.561236491891396,-3.80844109150742
"49","GB47237",9,11,11,5,8,8,19,23,17,20,14,14,-0.719914802175027,0.516009196983265,-3.58480952274838,0.0032424503091906,0.561236491891396,-4.10419618776561
"50","GB47239",42,61,117,64,75,61,148,132,152,138,92,106,-0.609136855971624,3.37809573269733,-3.38619850451434,0.00476136873638143,0.561236491891396,-3.48760967049909
"51","GB47772",82,108,96,65,82,69,87,104,80,76,62,69,0.361304603177595,3.19087755410973,3.13440782818215,0.00775951985700202,0.561236491891396,-3.64845985418749
"52","GB47822",86,78,62,65,81,47,64,61,50,44,57,60,0.59209376300387,2.80991612856126,3.2627580386634,0.00604903010456328,0.561236491891396,-3.69873553784599
"53","GB47903",183,264,360,278,185,212,165,273,99,273,153,169,0.730848864565822,4.544499956281,3.15418018762737,0.00746750820544621,0.561236491891396,-3.2729440182261
"54","GB47944",321,355,482,276,239,349,1117,838,545,459,346,515,-0.53895583975178,5.6350390176623,-3.19288051810269,0.00692732926804096,0.561236491891396,-3.19079363281391
"55","GB47976",64,110,88,111,95,102,238,242,279,120,107,157,-0.671546394110135,3.87092823476955,-3.26631929870508,0.00600738259886369,0.561236491891396,-3.39809002861944
"56","GB48024",9,16,20,8,17,18,44,48,30,33,20,23,-0.873140235715213,1.27338333945498,-3.7827174107685,0.00221535238677465,0.561236491891396,-3.9338350534115
"57","GB48073",136,114,111,105,115,85,117,93,88,61,80,108,0.585022982591,3.48912289176048,3.71592286859192,0.00251860711504706,0.561236491891396,-3.28115986727705
"58","GB48098",9,11,20,13,9,20,38,85,26,31,20,22,-1.03694121006704,1.24571388197342,-3.26661624641851,0.00600392292564017,0.561236491891396,-4.05435834370515
"59","GB48159",11,15,24,16,19,18,37,44,59,35,25,24,-0.778704069476885,1.49065696329299,-3.29942492531656,0.0056337272598985,0.561236491891396,-3.99964156031231
"60","GB48251",232,244,497,309,320,251,525,664,667,544,371,548,-0.581547722301632,5.50560711551955,-3.66277590382676,0.00278985444914666,0.561236491891396,-2.86586577525509
"61","GB49013",466,525,442,340,366,324,376,376,316,370,353,398,0.438375019249945,5.43669902654606,3.22416931257292,0.0065192904615377,0.561236491891396,-3.14137245631757
"62","GB49081",20,16,54,23,22,13,67,83,50,56,32,54,-1.00338148698395,1.99340299384725,-4.07321168245785,0.0012730030104757,0.561236491891396,-3.69458034305114
"63","GB49187",58,88,184,102,79,69,260,241,216,150,101,143,-0.677720249637947,3.8299808028706,-3.2671963057687,0.00599717054123234,0.561236491891396,-3.41130213522341
"64","GB49345",20,31,42,20,26,16,86,66,86,66,32,41,-0.958974104035059,2.12260263068268,-4.08557314131456,0.0012435413694846,0.561236491891396,-3.65250326301198
"65","GB49447",287,290,310,229,257,247,266,308,209,236,229,267,0.392511880629463,4.87330048552527,3.77039031752751,0.00226838038147886,0.561236491891396,-2.799779819697
"66","GB49872",94,116,210,108,90,87,307,396,245,271,136,157,-0.783491931812675,4.19904993295034,-3.81597602939725,0.00207849521285085,0.561236491891396,-3.00228151055305
"67","GB49921",414,599,965,667,475,665,1430,1617,1337,1275,768,776,-0.632552351136343,6.56190652958441,-3.38246135303791,0.00479597660777383,0.561236491891396,-3.19821449501085
"68","GB50030",211,220,215,206,165,199,252,230,175,192,162,186,0.3191245392728,4.49513906075729,3.05135315546013,0.00911563880534635,0.561236491891396,-3.34647496531558
"69","GB50100",22,23,21,22,18,20,16,18,10,13,20,12,0.820237183211746,1.01282827736284,3.74273660961145,0.00239209264387504,0.561236491891396,-3.98627244963427
"70","GB50170",86,140,216,112,75,93,261,420,426,222,143,243,-0.942186675535329,4.29330409834932,-4.02903755638227,0.00138426498443063,0.561236491891396,-2.8733980215906
"71","GB50222",18,39,36,21,15,32,74,132,97,91,32,30,-1.10334189695253,2.22257945650723,-3.0803928449814,0.00861657336441563,0.561236491891396,-3.92484765525916
"72","GB50291",23,25,38,24,24,20,65,46,68,54,37,46,-0.719337462148738,2.04228847532707,-3.97722606826031,0.00152755540897297,0.561236491891396,-3.6972582297575
"73","GB50766",8,26,12,11,10,6,21,62,34,30,35,31,-1.26322556389313,1.15448416783504,-3.79975574035974,0.00214412986685679,0.561236491891396,-3.96304851948745
"74","GB51058",245,335,551,329,314,306,1385,1034,598,480,456,442,-0.670816312919265,5.73218221703693,-3.31814586557676,0.00543284614670717,0.561236491891396,-3.11721765947271
"75","GB51062",74,92,155,95,98,89,154,244,200,184,139,163,-0.556598356755078,3.89932399860918,-3.53432762941759,0.00357453583821349,0.561236491891396,-3.23991020440031
"76","GB51210",53,54,109,85,81,73,155,206,169,213,109,106,-0.774796859378842,3.591175340301,-3.58219999005891,0.00325882489783131,0.561236491891396,-3.33144247094149
"77","GB51380",4,4,7,5,15,14,42,36,39,26,19,10,-1.54309228879363,0.670574951399119,-3.67914299777686,0.00270329725833484,0.561236491891396,-4.07386554710683
"78","GB51405",18,48,104,27,39,26,92,131,139,105,50,76,-1.01630038522387,2.74006834055807,-3.32452708448835,0.00536603064396125,0.561236491891396,-3.71474784505361
"79","GB51530",55,73,81,48,47,56,138,202,145,95,49,109,-0.675851124863697,3.20788712062853,-3.24364702781005,0.00627751911059257,0.561236491891396,-3.60471783866974
"80","GB51652",1013,1458,3956,1918,1107,1631,6347,9256,3569,3472,2585,3126,-1.06518178967982,8.22285078812797,-3.62571975467784,0.00299637372247092,0.561236491891396,-3.42607454222213
"81","GB51798",48,63,91,77,72,62,206,180,229,135,74,121,-0.855127811509017,3.50003017575686,-4.17167196431843,0.00105683167096632,0.561236491891396,-3.10979050792263
"82","GB52156",18,44,49,33,52,35,84,115,90,62,50,51,-0.689396052939622,2.54395912153563,-3.05849761193628,0.00899025357414039,0.561236491891396,-3.85389210509507
"83","GB52537",90,154,225,152,154,127,414,434,393,169,169,236,-0.659243211426007,4.50844398113597,-3.14375492224978,0.00762008240303707,0.561236491891396,-3.31175623416518
"84","GB53396",60,80,154,98,83,89,231,308,282,295,127,110,-0.91966799686868,3.95717508528115,-3.45148370796859,0.00419579865165321,0.561236491891396,-3.2876642167155
"85","GB53605",21,33,66,43,43,34,110,119,94,89,52,55,-0.837289503414403,2.66712086139633,-3.72099216063643,0.00249417754615379,0.561236491891396,-3.58749948584301
"86","GB53963",178,198,357,206,277,227,463,513,454,456,264,315,-0.486259095868738,5.11020222929541,-3.16940560701295,0.00725014554195078,0.561236491891396,-3.20415432928681
"87","GB54139",125,102,198,167,80,108,230,370,345,192,135,274,-0.691680904544254,4.29753653252614,-3.07098160074764,0.00877526126501702,0.561236491891396,-3.40469742326322
"88","GB54150",113,127,242,115,110,98,459,471,397,214,132,231,-0.876999685510553,4.43614638904832,-3.78525205558109,0.00220460647221687,0.561236491891396,-2.95365282106439
