"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB54097",8096,11208,6923,4481,8224,4395,1717,1847,3068,1830,1657,1133,1.82492068756517,8.62583602082652,5.89926619054753,4.79158416755621e-05,0.472306451396016,-2.71439629510778
"2","GB42621",18861,29140,13014,8836,13486,3664,1458,3763,3296,2360,2849,3694,2.02388375076214,9.34974254449428,5.40284032504671,0.000111645175065014,0.550243245307922,-3.04332908693189
"3","GB40148",3242,4327,3254,2258,4178,1843,904,971,1752,906,1154,921,1.40216286182354,7.66781622227798,5.02468127759932,0.000217546843789914,0.560619148551226,-2.64256554504546
"4","GB45696",684,1026,362,622,560,364,91,256,200,357,165,146,1.54696831313645,5.18997232919528,4.87578711207461,0.000284376153267336,0.560619148551226,-2.22795373428235
"5","GB48555",68,149,118,199,130,72,61,79,34,32,50,65,1.09022772329808,3.11305623319409,4.91292126514751,0.000265925961415282,0.560619148551226,-2.9959977435618
"6","GB45417",1525,3183,2018,1569,1810,1328,915,1338,1146,762,969,1256,0.712449890152759,7.28358449479844,4.61462319057892,0.000458056198930055,0.668087780083091,-2.67702868320737
"7","GB54356",132,264,308,146,158,156,44,83,80,115,80,96,1.16105312844813,3.77871708210897,4.59554269544281,0.000474446024204285,0.668087780083091,-2.78631372110893
"8","GB42620",68,67,129,58,108,56,23,29,22,45,30,36,1.27839511385653,2.4517588309081,4.41939829550501,0.000657677164114152,0.698724820586379,-3.42574951759188
"9","GB45052",1661,2186,2228,2464,2097,1772,1195,1511,1446,1110,1094,1440,0.585161460980467,7.51803928603445,4.37924075914846,0.000708861540617205,0.698724820586379,-2.84595614772106
"10","GB45701",2631,2251,2133,1997,1704,1010,855,1185,1029,585,704,1297,0.969718978393797,7.20102990473134,4.44749487954877,0.000624146228795516,0.698724820586379,-2.72860277118694
"11","GB41361",1439,1354,729,207,625,321,287,106,272,101,144,67,2.1161490927496,5.07078336538462,3.94621000467515,0.00160734201654049,0.915206520126608,-2.82365627326329
"12","GB42919",1734,1303,1823,1367,1301,1012,2414,2466,1918,1749,1604,2440,-0.637338036121958,7.58274961402769,-3.69578483754693,0.00259975474926905,0.915206520126608,-3.18351375630323
"13","GB42931",1244,1615,2724,1692,1933,1362,2744,5121,2793,1939,2520,2177,-0.756370769245617,7.92722844101411,-3.83600674454121,0.00198500720236952,0.915206520126608,-3.1894560412965
"14","GB43112",78492,95139,66407,67806,64218,38421,31646,43577,46502,14972,24999,32378,1.04024325886139,12.3012435105345,3.72170323483133,0.0024730490521757,0.915206520126608,-3.93308001970223
"15","GB43591",74,89,68,77,82,30,32,46,43,25,28,41,0.851954681347319,2.45657823333198,3.79446116415704,0.00214989660477497,0.915206520126608,-3.59559293619787
"16","GB46006",209,279,233,280,222,175,334,384,227,224,223,331,-0.365267523592052,4.84162846229094,-3.73688511296747,0.00240176464684507,0.915206520126608,-2.80416637709251
"17","GB48362",1766,2533,2301,2111,2051,1926,1285,2139,1456,1418,1136,1543,0.4408750463137,7.6293444072534,3.86981957457085,0.00186036127700209,0.915206520126608,-3.1075261655513
"18","GB48820",7079,9887,5070,1959,3398,2382,1582,2233,1513,991,1699,768,1.51862404091682,8.08840656611663,4.17589165212185,0.00103880169160556,0.915206520126608,-3.08847127692801
"19","GB49440",132,201,243,168,221,93,138,87,79,31,97,36,1.23776559832244,3.60325910447719,3.81416848343209,0.00207000756920201,0.915206520126608,-3.20441258462882
"20","GB49672",1722,2822,2059,1533,1884,1491,1047,1198,1026,843,1108,1645,0.653412830662912,7.35236492922967,4.11930656239092,0.00115622113674562,0.915206520126608,-2.92084621469362
"21","GB49929",407,1053,1045,1701,1430,790,292,762,583,271,386,472,1.09175106063898,6.19348477652256,3.75014924463476,0.00234119689172802,0.915206520126608,-2.86608464319285
