"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40112",222,488,333,444,177,199,166,234,188,162,140,193,0.49806035756821,4.67712064336107,2.95966112389981,0.0108014191412154,0.999369042554279,-3.85119889652523
"2","GB40253",3089,6549,4671,5403,2511,3359,3659,2778,2384,2105,1484,2133,0.583571811653533,8.43497171857041,3.19069236279429,0.00689036793782201,0.999369042554279,-4.02883932207237
"3","GB40304",590,1194,657,616,381,596,529,389,295,267,272,371,0.681211287994471,5.71869385828618,3.67066848045837,0.00271105361264546,0.999369042554279,-3.53364616921565
"4","GB40537",415,750,482,548,376,543,444,374,314,295,312,347,0.356775518629356,5.55867294140834,3.16926569648188,0.00718400372435754,0.999369042554279,-3.71408752022445
"5","GB40625",40,246,104,115,125,78,113,234,153,145,241,139,-0.849531690226722,3.87645361242476,-2.84428711599829,0.0135104546654326,0.999369042554279,-4.01902309589426
"6","GB40635",1232,2551,814,437,546,685,385,361,400,448,388,407,0.930583610143922,6.04815871506766,2.8544815912759,0.0132463213780711,0.999369042554279,-3.88814966841464
"7","GB40689",4,44,17,15,14,20,25,39,24,31,26,26,-1.00580624193668,1.26571842342682,-2.97125551579669,0.0105608378761636,0.999369042554279,-4.33579630823087
"8","GB40842",88,142,132,183,77,111,99,100,92,61,77,62,0.351851039412535,3.45769394074028,2.73413714780528,0.0167153789382191,0.999369042554279,-4.12330476118879
"9","GB40973",9,692,138,35,163,69,355,341,102,374,435,438,-2.01220808420588,4.1916499983182,-2.74743834147801,0.0162920021731727,0.999369042554279,-4.04780489950094
"10","GB41127",2302,1749,5830,8298,2597,3020,1798,1029,1930,2012,1653,1335,0.888111448968338,8.03145453908477,2.72859966991133,0.0168947892079475,0.999369042554279,-4.1203394468155
"11","GB41240",726,1339,1107,1358,384,884,490,608,458,628,266,522,0.676683064154513,6.20164232910111,2.87458902506844,0.0127401529103073,0.999369042554279,-3.88692204620095
"12","GB41356",5,44,18,10,14,9,21,33,19,24,31,29,-1.10383397128907,1.0929289068606,-3.03233569271177,0.00937837800897278,0.999369042554279,-4.34240336133524
"13","GB41430",130,283,194,268,172,172,231,312,194,209,257,210,-0.438017997293144,4.59262106576604,-3.41830576384299,0.00442367955168093,0.999369042554279,-3.67298832667756
"14","GB41569",531,524,642,670,414,546,386,310,419,360,328,371,0.410565944416529,5.64922625122451,2.94496522028506,0.0111141566855088,0.999369042554279,-3.81354907740913
"15","GB41708",1547,7561,1474,514,148,494,208,236,151,275,137,114,2.1436862880926,5.5232042691192,3.27853997345002,0.00580675080143003,0.999369042554279,-3.77920210223246
"16","GB41942",233,254,251,258,199,208,189,184,162,155,139,116,0.369357514168058,4.42651690742331,2.93875751735983,0.0112489331493064,0.999369042554279,-3.89120947377567
"17","GB41945",266,489,392,400,343,676,286,285,226,205,94,100,0.961811858703886,4.94506535161153,3.63076577050702,0.00292870956310527,0.999369042554279,-3.58599273548844
"18","GB42227",12,32,32,31,28,22,4,12,23,15,7,6,1.14946336455573,0.845035422633553,3.17738738434186,0.00707126006177396,0.999369042554279,-4.34741140291447
"19","GB42339",2,32,7,12,11,15,25,24,15,14,26,20,-1.12582260262356,0.731458288772574,-2.80833043795969,0.0144840480480781,0.999369042554279,-4.39431535532828
"20","GB42527",75,115,76,188,108,92,126,172,215,115,139,161,-0.7450324798091,3.82458828981641,-3.89211386656034,0.00176928675336699,0.999369042554279,-3.71252936444816
"21","GB42540",1303,1521,1896,1437,1380,1539,1808,2049,1955,1323,1677,1764,-0.400817415686761,7.51327479048567,-2.7935354092729,0.0149043564095617,0.999369042554279,-4.0523599493801
"22","GB42549",25,78,6,29,17,20,23,42,85,46,70,53,-1.28920431480576,1.92157390727365,-2.72516539386469,0.0170070007375139,0.999369042554279,-4.31737057539236
"23","GB42592",12,43,16,31,27,19,32,48,25,33,69,31,-0.892946519797434,1.73768044995688,-2.96367355524366,0.0107175548644023,0.999369042554279,-4.29388755300965
"24","GB42607",965,964,1206,316,747,1349,351,343,422,359,267,309,1.15193887301185,5.91390747432866,3.60925172668094,0.0030533321654665,0.999369042554279,-3.59141253067012
"25","GB43039",88,159,130,130,81,120,80,74,86,52,53,73,0.546710726969808,3.33020497310928,4.14689299118289,0.00108794495367108,0.999369042554279,-3.79970065956256
"26","GB43446",372,627,381,628,423,440,565,1066,683,514,634,494,-0.639286636086472,5.94334880765595,-4.54421620394375,0.000516177562722712,0.999369042554279,-3.25128116796871
"27","GB43519",43,76,46,78,21,61,33,14,35,35,24,21,0.790675386986212,2.03227856139499,2.74727008849205,0.0162972916257254,0.999369042554279,-4.30222184979323
"28","GB43670",37,62,78,31,16,47,8,8,38,18,3,16,1.58238730430033,1.31696513001875,3.2099399341618,0.00663683137820085,0.999369042554279,-4.3076738319767
"29","GB43958",46,65,48,42,30,52,46,61,60,58,72,50,-0.510846489740923,2.5463169872514,-2.7387593451834,0.0165670495034194,0.999369042554279,-4.24597356076009
"30","GB43988",4,19,4,14,17,6,26,21,9,17,40,13,-1.23680571836019,0.59658356261733,-2.76373719765926,0.0157874881022635,0.999369042554279,-4.40755820133425
"31","GB44157",14,37,25,24,15,19,20,52,26,40,30,24,-0.693885970830142,1.54320517642624,-2.78007445350984,0.0152971391672099,0.999369042554279,-4.33851939205177
"32","GB44276",163,353,201,275,134,151,245,337,189,270,356,231,-0.586420660420786,4.70252467051138,-3.10823795273353,0.00809054224143654,0.999369042554279,-3.77943887266412
"33","GB44330",65,525,169,142,224,150,323,362,185,410,598,396,-1.22351926080605,4.81728264682294,-3.13546744798965,0.00767276945715952,0.999369042554279,-3.77799704053796
"34","GB44613",32,102,62,107,38,79,39,46,36,28,31,42,0.63088584309023,2.45564442412314,3.0196722009341,0.00961223004889253,0.999369042554279,-4.20292829873086
"35","GB44973",13,12,16,12,11,25,28,36,20,13,30,14,-0.846795735790426,1.03556393886351,-2.89673929915819,0.0122045896060005,0.999369042554279,-4.36221914090668
"36","GB45029",529,1145,686,953,308,477,310,454,461,357,247,304,0.629560609042911,5.71325051309786,3.23348973033886,0.00633927591454872,0.999369042554279,-3.7019935777483
"37","GB45455",27,45,35,52,28,39,36,47,59,38,55,36,-0.459077551432054,2.20127135036879,-2.72348084820401,0.0170623072924107,0.999369042554279,-4.28673263722465
"38","GB45551",80,146,97,145,118,65,141,126,146,99,186,140,-0.595801136437582,3.75803755227869,-2.97977798573041,0.0103873861641637,0.999369042554279,-3.99279042277329
"39","GB45552",22,23,19,31,25,13,40,20,46,22,57,47,-0.934154186904732,1.67500917195547,-2.82760017275882,0.0139540180871432,0.999369042554279,-4.32080445306064
"40","GB45641",23,17,25,37,24,26,32,40,36,33,39,31,-0.712855272997466,1.75390433262015,-3.37729645050997,0.00479107689155259,0.999369042554279,-4.22976902607606
"41","GB45676",26,92,80,80,54,70,113,111,51,88,90,102,-0.69032144204394,3.08413877952467,-2.79306657141643,0.0149178691674331,0.999369042554279,-4.16374679019814
"42","GB45688",439,576,484,663,359,491,609,711,459,508,800,577,-0.484855169966298,5.93955607385156,-3.49189948337269,0.00383403457592324,0.999369042554279,-3.60541227121792
"43","GB45966",5,9,14,20,9,10,16,18,19,13,20,15,-0.860101691810025,0.615744678651039,-3.54695214086042,0.00344537030312158,0.999369042554279,-4.32477589175482
"44","GB46091",116,198,132,115,100,101,121,164,146,153,205,140,-0.504367727077943,3.95800908140079,-2.75274689704926,0.0161259737965045,0.999369042554279,-4.03091606494273
"45","GB46235",46,97,66,80,44,67,23,56,54,7,22,18,1.1637397803307,2.17135835147276,3.5782732205586,0.00324228297877781,0.999369042554279,-4.15238204798162
"46","GB46516",383,459,647,748,371,407,193,166,500,317,205,266,0.73099321240742,5.31131503183158,2.7742375481624,0.0154705921552393,0.999369042554279,-3.89338198813721
"47","GB46554",20,74,35,42,22,27,13,27,18,15,5,20,0.971261987393695,1.34548878835682,2.96494066531382,0.0106912048855228,0.999369042554279,-4.33169819708382
"48","GB46673",6,83,13,11,28,16,46,63,17,51,70,47,-1.47013295408375,1.70940209665354,-2.8519027230917,0.0133126546662463,0.999369042554279,-4.31733510709895
"49","GB47075",69,277,143,208,251,113,177,246,254,186,283,270,-0.736795591747051,4.4419445493161,-2.77218719225525,0.015531977713871,0.999369042554279,-3.95189390809246
"50","GB47185",6,41,18,12,13,17,25,29,16,24,59,43,-1.11161606635219,1.29873386605911,-2.78071466207679,0.0152782306628201,0.999369042554279,-4.35923417781255
"51","GB47496",338,478,362,550,263,404,300,336,353,244,221,235,0.286044641009934,5.21075656238261,2.77076313678961,0.0155747527551798,0.999369042554279,-3.88558891142522
"52","GB47728",49,57,33,59,38,35,55,73,67,71,86,49,-0.775171718016189,2.61391340270557,-3.9068548032746,0.00171994456175809,0.999369042554279,-4.01231379065615
"53","GB47751",0,48,10,8,16,5,24,44,12,28,40,28,-1.99865091435048,0.711946824585661,-2.79900410087346,0.014747622407282,0.999369042554279,-4.39845803487206
"54","GB48007",3479,8216,4774,5783,2440,4146,2910,3578,2589,2430,1838,2586,0.568506132274734,8.58809761227162,3.32575277174446,0.00529670599891659,0.999369042554279,-4.01103381981212
"55","GB48173",44,62,90,40,39,77,13,15,33,35,15,35,1.11497072273499,2.00915798884979,3.13315731330145,0.0077073626802355,0.999369042554279,-4.24276214865063
"56","GB48175",8,16,3,4,10,6,13,11,13,10,11,25,-1.09707559019862,0.170287438413774,-2.71775393503962,0.0172516481429335,0.999369042554279,-4.43154313605397
"57","GB48241",205,981,553,455,533,421,680,722,475,717,804,835,-0.761346940111859,6.01750991152865,-2.82740100076684,0.0139593978360423,0.999369042554279,-3.88592644363469
"58","GB48271",11,23,8,8,13,9,17,18,16,27,26,20,-1.03121994077596,0.810480644602184,-3.30177802248648,0.00554982867910057,0.999369042554279,-4.33388115381633
"59","GB48544",100,120,124,126,96,106,153,130,115,122,107,111,-0.344410914368235,3.7234581098566,-2.76900263345641,0.0156277932934812,0.999369042554279,-4.06480701621413
"60","GB48574",351,633,472,634,319,415,308,376,367,271,214,302,0.391770769241222,5.38451546955306,3.4888971929349,0.00385646155819251,0.999369042554279,-3.58275513575264
"61","GB48623",582,597,806,709,293,430,283,412,429,319,267,246,0.563188594786212,5.55104825072547,3.0231688310913,0.00954708712180739,0.999369042554279,-3.78116760078188
"62","GB48747",5,13,16,25,8,19,11,27,31,20,25,55,-1.11900657090418,1.05254266691751,-2.82864042054118,0.0139259534760452,0.999369042554279,-4.37079713915386
"63","GB48890",20,22,20,25,10,24,13,15,13,9,7,8,0.656535330983021,0.734381294516089,3.01133982379344,0.00976924578220229,0.999369042554279,-4.37111974095013
"64","GB49109",402,540,404,480,167,419,219,322,278,164,159,183,0.622870933250892,5.00430006433335,3.27914882334778,0.00579986951972531,0.999369042554279,-3.69327826421359
"65","GB49110",412,509,329,384,167,333,227,268,200,155,158,157,0.624038974457013,4.83799284481065,3.50931714718969,0.00370649922665697,0.999369042554279,-3.62238078628036
"66","GB49239",93,209,91,127,102,116,167,175,130,121,166,109,-0.472466469920685,3.87346353334441,-2.92071202104902,0.0116499555680371,0.999369042554279,-3.9885535538591
"67","GB49268",593,1210,653,847,369,784,426,501,400,397,325,513,0.514278586859766,5.93635748477621,3.12756765253872,0.00779170967526115,0.999369042554279,-3.756689117753
"68","GB49275",797,1199,587,820,383,747,535,583,368,415,375,426,0.482676061964408,5.98849307686677,2.75607905149577,0.0160226051329453,0.999369042554279,-3.91528840784536
"69","GB49392",2488,3507,4661,3893,1199,2148,1674,1429,1022,1305,1133,1843,0.770941088853488,7.76848711615621,3.15907065726304,0.00732807203627162,0.999369042554279,-3.9673754701025
"70","GB49623",195,363,304,428,233,333,286,444,313,325,358,296,-0.351351290733755,5.15616710964065,-2.90144740892613,0.0120936459251401,0.999369042554279,-3.82559179329093
"71","GB49664",10,32,12,18,19,12,30,25,17,27,33,20,-0.809721114713511,1.19621777997277,-2.97390701148571,0.0105065689862761,0.999369042554279,-4.34023309698408
