"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB48110",21,32,27,33,19,41,80,89,141,99,70,45,-1.54494794637225,2.45164984900163,-7.37549633803118,4.82901332704687e-06,0.047599584364701,-3.43153332472941
"2","GB40092",610,759,511,428,556,554,1193,1076,1746,1218,529,1055,-0.88888559186906,6.45217876677527,-4.79682396690937,0.00033137464648261,0.971106516659344,-2.91338442475375
"3","GB40169",106,145,107,111,129,158,142,234,673,218,146,157,-0.819285892750048,4.22524910704627,-3.01136710401293,0.00984113532214954,0.971106516659344,-3.71343771439187
"4","GB40227",7,19,16,42,6,15,56,55,198,30,22,19,-1.6682600271092,1.53968417765862,-3.12051336519733,0.00796354125888262,0.971106516659344,-4.20122939344752
"5","GB40410",129,294,170,170,147,152,200,403,762,363,161,241,-0.823150056996643,4.69657468379416,-3.27645731108216,0.00588374633707973,0.971106516659344,-3.50024830125508
"6","GB40848",147,105,156,75,66,116,80,77,121,46,50,48,0.677614398435167,3.24355108142972,2.9256919053296,0.0116173364290927,0.971106516659344,-3.95566363753003
"7","GB40967",7831,11007,3337,2871,1158,3089,867,3068,3294,1088,1199,989,1.37461857001876,8.07010894466778,3.16890229648062,0.0072496909779763,0.971106516659344,-3.81603405012769
"8","GB41080",209,308,212,222,294,261,273,373,457,401,281,269,-0.406436362254134,5.02499969380448,-2.93219378305466,0.0114720848528551,0.971106516659344,-3.6286870365899
"9","GB41352",29,40,34,22,20,32,20,28,27,14,18,19,0.520816485745125,1.47894519080605,2.93004150821737,0.0115199667800589,0.971106516659344,-4.23411530264591
"10","GB41523",64,81,52,40,30,50,34,30,28,26,51,28,0.723001898654075,2.19519800914019,2.93854895647591,0.0113318452003662,0.971106516659344,-4.13774181299712
"11","GB41740",387,788,652,462,346,465,359,439,612,406,371,262,0.357420542107588,5.64267187090786,2.83603928864805,0.0138151545715233,0.971106516659344,-3.67339217304273
"12","GB41792",84,119,147,97,104,176,104,71,134,62,68,68,0.552767763698082,3.4670821703632,2.97158109176746,0.0106297798002972,0.971106516659344,-3.88977416240484
"13","GB41884",39,69,58,53,75,65,67,127,166,122,56,63,-0.658300318848946,3.06019531763867,-2.94521665959817,0.0111865303354678,0.971106516659344,-3.9854932629454
"14","GB42072",179,290,245,189,158,299,174,181,204,111,161,148,0.501257584409715,4.40900064916243,3.60930414292981,0.0030883545558219,0.971106516659344,-3.38393426653225
"15","GB42326",1290,2346,2554,1033,1099,1764,1437,1079,2014,681,980,703,0.599421181459875,7.19331636353764,2.88399256240083,0.0125930227349501,0.971106516659344,-3.81577110785701
"16","GB42586",542,496,628,479,726,528,1446,606,1880,1259,568,924,-0.801037960386745,6.41104782226508,-3.07425577982684,0.00871133037244944,0.971106516659344,-3.62398068241967
"17","GB42594",233,148,134,208,244,122,228,535,537,890,278,391,-1.31160701270987,4.95424948543582,-3.7783079948716,0.00223063818552987,0.971106516659344,-3.25539515519815
"18","GB42597",110,78,60,37,32,89,56,11,67,21,18,9,1.39986561703051,2.10504204419912,3.26517768229548,0.0060139685151702,0.971106516659344,-4.0870836944578
"19","GB42624",283,358,253,200,178,243,121,280,198,142,183,117,0.605723255671436,4.51120352898143,3.3778874026731,0.00483280020128123,0.971106516659344,-3.47191960764155
"20","GB42735",62,75,55,44,34,68,28,70,40,33,17,31,0.727428998827732,2.28214599301156,2.99950295258224,0.0100700366932058,0.971106516659344,-4.10979201032709
"21","GB42900",1190,4692,1783,948,1153,1712,1045,1777,1677,574,491,699,0.847490857942961,7.1110163077805,2.8155648366836,0.014371837159127,0.971106516659344,-3.83745801026959
"22","GB43177",13,21,6,8,9,9,17,16,34,21,22,14,-0.903167894555232,0.728593653094218,-3.33605043901756,0.00524127324095857,0.971106516659344,-4.25520835768118
"23","GB43204",47,63,33,29,39,42,35,23,29,22,30,24,0.649499888849,1.92205308937791,3.12937701733333,0.00782773029162188,0.971106516659344,-4.13538996855958
"24","GB43208",2873,4122,3605,2522,2509,3431,1961,3417,3633,2633,1735,1706,0.423916228562268,8.26971485369096,3.08205854759837,0.00858046302406927,0.971106516659344,-3.86703127079401
"25","GB43246",278,516,468,435,267,646,326,268,503,193,247,240,0.587178494657304,5.27044503172729,3.0621134155731,0.00891893998726177,0.971106516659344,-3.54833436517928
"26","GB43311",70,116,99,69,75,118,172,126,197,221,66,120,-0.622770237820172,3.6587378635833,-2.81612209564435,0.0143563980294008,0.971106516659344,-3.91181623810053
"27","GB43984",42,103,78,45,51,57,65,111,174,107,57,73,-0.579040270482418,3.06099656571984,-2.90580722868279,0.0120729234636863,0.971106516659344,-3.9978589252372
"28","GB44156",71,152,87,81,68,62,107,118,174,123,87,105,-0.450448812206995,3.47507523454014,-2.87843241005808,0.0127290810370568,0.971106516659344,-3.92260231944161
"29","GB44621",39,107,85,80,73,77,86,131,153,123,75,88,-0.490168368406136,3.3238727399096,-2.80253124012299,0.0147376250221122,0.971106516659344,-3.98194463721993
"30","GB45255",10,12,16,11,15,10,19,16,22,21,22,20,-0.656329730564808,0.855656355506694,-2.82512936977088,0.0141090952405399,0.971106516659344,-4.31626201911431
"31","GB45318",525,686,893,477,377,756,500,455,647,377,296,302,0.556952291095383,5.80475572611508,3.69450658103687,0.00262058646901364,0.971106516659344,-3.2354132573761
