"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB46724",6,3,1,3,8,6,21,10,15,23,19,18,-1.58528699779585,0.429940223251829,-5.587272587692,7.25110635937744e-05,0.708578113438363,-4.28681177891885
"2","GB40442",61,86,57,105,96,130,208,100,122,195,171,249,-0.564309011711151,4.20839324262713,-3.3851662463097,0.00456344856118733,0.74105688862943,-3.97865850369542
"3","GB40746",867,779,445,1238,1199,868,751,605,704,958,761,1071,0.5453777711559,6.98993740594203,3.76346140563737,0.00217099535655602,0.74105688862943,-3.91353103316407
"4","GB40764",80,43,75,210,147,145,270,125,200,259,199,448,-0.721597207953958,4.57797664665507,-3.19265873544375,0.00666864063076585,0.74105688862943,-3.98821345302313
"5","GB40830",8,16,8,25,48,53,87,26,59,90,45,80,-1.06430545555766,2.44122307001128,-3.16389549869326,0.00705744420161516,0.74105688862943,-4.28513215926834
"6","GB41093",42,12,14,39,21,13,3,27,1,21,5,6,2.02213026458821,0.900418290540256,3.26930362834786,0.00573380432931254,0.74105688862943,-4.39709165661314
"7","GB41202",31,59,24,38,34,76,118,51,77,112,84,141,-0.819199780306163,3.24826987961601,-3.23953923918898,0.00608019561578414,0.74105688862943,-4.16959166821251
"8","GB41252",59,72,36,101,61,97,58,49,58,46,66,66,0.690329228398311,3.26238225187085,3.10553256484442,0.00791705730984992,0.74105688862943,-4.18497850850207
"9","GB41339",280,56,167,424,246,252,96,98,94,154,106,155,1.26923887747735,4.55899976648017,4.05926061189911,0.00122129335014634,0.74105688862943,-3.76217765665903
"10","GB41595",4,2,7,11,18,11,33,9,26,34,36,30,-1.31943392703191,1.13128246783194,-3.60826373033609,0.00294249181511874,0.74105688862943,-4.35331034712939
"11","GB41771",70,40,44,115,154,151,456,71,230,268,262,329,-1.03074525327158,4.44021815369988,-3.51486235456735,0.00353525119339567,0.74105688862943,-3.93795160113687
"12","GB41782",97,92,95,131,182,168,424,151,225,401,226,357,-0.777041336879877,4.8380552798892,-4.38989794359579,0.000647746203834075,0.74105688862943,-3.66059742311888
"13","GB41830",34,15,11,38,22,14,14,20,8,12,14,8,1.18800480472318,1.31202036292828,3.21116642954659,0.00642983172281275,0.74105688862943,-4.37187412024987
"14","GB41965",17,29,4,65,17,13,7,8,2,6,14,8,1.83072384863638,0.809221233939727,3.5617883003721,0.00322372098786243,0.74105688862943,-4.37867777082677
"15","GB42358",13,5,8,19,24,26,46,15,20,57,36,71,-0.934202823644634,1.80207939041034,-3.11203302491498,0.00781638112214522,0.74105688862943,-4.34845901743131
"16","GB42637",137,96,93,145,218,135,37,150,15,139,107,57,1.47227273651887,3.83871976516271,3.36358898542746,0.00476160766908349,0.74105688862943,-4.052310759592
"17","GB42804",169,129,115,343,542,745,1128,303,599,1112,572,1325,-1.02136730353437,6.1032379912286,-3.2052744135265,0.0065049173412329,0.74105688862943,-3.98078676453262
"18","GB42869",20,8,12,30,18,20,11,13,12,13,15,9,0.926446096523495,1.17624798750489,3.13597138847167,0.00745648371387486,0.74105688862943,-4.38758608246737
"19","GB42891",11,25,6,16,11,67,123,18,40,79,109,131,-1.65816614696539,2.40120861879404,-3.4443444867924,0.00406145459903443,0.74105688862943,-4.25859329114839
"20","GB42908",64,41,121,227,137,37,22,37,18,25,38,18,2.16782029108712,2.85006199647802,4.11228945139751,0.00110242012716782,0.74105688862943,-4.10816353000857
"21","GB43369",20,41,34,73,62,107,181,55,98,321,104,194,-1.07853865342412,3.6636470277204,-3.19858628656843,0.00659120868234739,0.74105688862943,-4.12271609420363
"22","GB43549",37,54,10,72,87,53,49,36,26,33,27,35,0.891775055581189,2.5796042013272,3.08208695794235,0.0082909890552539,0.74105688862943,-4.27460856645369
"23","GB43778",183,161,59,246,248,201,87,119,86,187,121,104,1.04776718636991,4.41047466487079,4.71051495810076,0.00035409697661211,0.74105688862943,-3.64170505576739
"24","GB43784",936,114,508,1251,1484,427,119,318,58,658,331,95,2.07973323321641,5.69284893670729,3.2465888783568,0.00599630915454343,0.74105688862943,-3.95005802034978
"25","GB44043",43,21,7,59,53,71,1,16,0,81,12,1,3.27492311587511,1.03568362750582,3.70700030179829,0.00242458488081265,0.74105688862943,-4.35686189787905
"26","GB44074",98,99,80,371,321,297,550,178,368,580,603,700,-0.901666711752533,5.44181507679441,-3.34950012490673,0.00489563269561787,0.74105688862943,-3.90787209592932
"27","GB44455",377,70,363,848,688,121,30,135,55,252,211,64,2.1074814697307,4.70490166682333,3.14026012477688,0.00739376858334845,0.74105688862943,-4.02061982494034
"28","GB44710",123,112,219,280,756,529,1997,351,817,1336,815,1225,-1.40566417308447,6.27868219473888,-3.525965455195,0.00345890018282479,0.74105688862943,-3.92182585829296
"29","GB45057",222,208,113,298,408,442,644,265,471,624,442,693,-0.511281122275916,5.78683614936079,-3.24930222978483,0.00596433094547227,0.74105688862943,-3.93215845028423
"30","GB45073",638,453,330,965,1799,1721,2537,841,2296,4921,2463,3082,-1.13216700425731,7.74595919976279,-3.79683183902927,0.00203395076972249,0.74105688862943,-4.00892911461211
"31","GB45339",21,26,11,23,19,16,15,13,9,15,11,19,0.859980243069964,1.32761244159477,3.08272107460563,0.00828064857036697,0.74105688862943,-4.38266020036124
"32","GB45364",18,20,20,47,38,58,141,39,69,92,85,148,-1.11083376194712,3.00096187800219,-4.49305853626348,0.000532675984865611,0.74105688862943,-4.02771653242034
"33","GB45408",154,108,70,205,248,266,596,136,302,574,335,454,-0.707659020043907,5.20484120143206,-3.37658761836884,0.00464122108570164,0.74105688862943,-3.8924214285055
"34","GB45732",98,108,74,267,256,396,660,164,517,535,389,706,-0.948193109237965,5.40239545567447,-3.35830179263569,0.00481146690152898,0.74105688862943,-3.907247890694
"35","GB45951",763,653,632,2237,1156,1473,539,624,984,574,913,592,0.985657223219587,7.01901059080386,3.44776172330319,0.00403422434053386,0.74105688862943,-3.98917241866922
"36","GB45969",8,41,42,49,53,71,274,36,109,137,162,324,-1.58555884291083,3.492213802202,-3.25740275647386,0.00586987242700321,0.74105688862943,-4.14818739641325
"37","GB46496",55,45,30,110,79,121,160,90,127,194,116,181,-0.623404325751543,3.89165483614253,-3.84761468088836,0.00184206393244123,0.74105688862943,-3.93695237989103
"38","GB46526",198,228,120,409,393,429,647,263,577,559,538,829,-0.558716110963177,5.87720012552712,-3.12616267456047,0.00760191455551435,0.74105688862943,-3.97465623034935
"39","GB46618",309,199,182,476,456,475,877,351,468,800,641,790,-0.497834768572925,6.11684745320526,-3.80446408485711,0.00200386229801971,0.74105688862943,-3.80557477626591
"40","GB46693",26,20,34,70,58,75,139,53,94,131,80,160,-0.85839723889909,3.35128824473865,-3.67830896366195,0.00256476420890591,0.74105688862943,-4.07656747351241
"41","GB46887",262,236,120,367,303,256,304,206,203,226,198,302,0.494597891903869,5.21334231327241,3.19499789550619,0.00663797629234162,0.74105688862943,-3.92031195489894
"42","GB47274",38,39,17,76,78,84,177,58,93,148,124,121,-0.751366084110361,3.5241542847198,-3.78472302633263,0.00208263249925099,0.74105688862943,-4.02491279187325
"43","GB47399",59,128,30,69,77,65,271,83,99,166,151,199,-0.826211330221018,3.93972065415042,-3.10240771113934,0.0079659110643354,0.74105688862943,-4.09610604169773
"44","GB47470",2,2,3,7,14,19,63,10,11,42,18,36,-1.61552327920655,0.905313581691814,-3.43627233064243,0.00412651424579128,0.74105688862943,-4.38119115575971
"45","GB47580",371,340,142,226,527,301,106,134,53,534,257,121,1.3849167506123,5.03316063152838,3.22595798376785,0.00624512261964848,0.74105688862943,-3.93551892284328
"46","GB47771",36,32,40,63,93,31,4,17,8,27,10,1,2.98091183886166,1.57160475618596,4.90812854745377,0.000245528055900874,0.74105688862943,-4.23149001257621
"47","GB47805",4046,2928,4691,5806,9615,3132,908,1399,1067,4532,2866,524,2.12421879351438,8.6412504544728,4.04829636069775,0.0012474649780677,0.74105688862943,-4.06988925274626
"48","GB48005",108,62,54,378,187,130,46,143,37,74,136,68,1.28128875816728,3.88585078492175,3.20990771452322,0.00644579934067465,0.74105688862943,-4.07156791396377
"49","GB48425",134,171,93,235,256,391,547,182,427,480,421,636,-0.676249041745775,5.4562316706159,-3.19841258981253,0.00659346489142375,0.74105688862943,-3.94135653592049
"50","GB48639",8,34,7,25,23,21,79,21,40,55,50,50,-1.00363632488162,2.13291987661079,-3.16247375513641,0.00707723757989157,0.74105688862943,-4.31441745043464
"51","GB48897",7,5,6,5,8,3,38,11,19,10,28,43,-1.50045979629985,0.817829841279586,-3.36152591945402,0.00478100080217807,0.74105688862943,-4.39155913252235
"52","GB49287",33,23,20,39,82,58,211,27,117,118,141,231,-1.2335874167866,3.36986693746469,-3.35171563142998,0.00487430888040537,0.74105688862943,-4.13985354016273
"53","GB49520",234,118,142,295,318,242,196,165,171,262,199,203,0.53942562048205,4.98054138590594,3.40320997620809,0.00440411148603408,0.74105688862943,-3.86641728036573
"54","GB49526",5,3,1,10,13,7,34,6,11,30,14,28,-1.26419615307299,0.625752014367898,-3.47645442881797,0.00381271525173652,0.74105688862943,-4.39239830743854
"55","GB49705",1313,398,473,1442,1099,1103,280,848,226,342,994,355,1.39984968903966,6.56452075769793,3.1756910304136,0.00689533989459492,0.74105688862943,-4.01110667383511
"56","GB49952",16,10,16,50,33,46,84,35,42,86,75,142,-1.07698279106382,2.68178990386402,-3.84094116996909,0.00186619026495865,0.74105688862943,-4.1634433170417
"57","GB50015",341,179,125,279,295,328,124,272,88,275,186,125,1.0504713859817,4.94632021888467,3.48468599396791,0.00375145776990005,0.74105688862943,-3.8535479613106
"58","GB50036",30,42,20,37,41,33,27,16,14,27,19,38,0.930410795270756,2.08616300202735,3.95624797414166,0.00149109469782783,0.74105688862943,-4.22169652297639
