"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40022",120,242,137,160,161,209,114,58,64,122,126,130,0.722467016982034,4.30233523026824,2.78896076958065,0.0147684849859484,0.99668979782135,-4.16811637255898
"2","GB40138",31,20,18,27,26,28,18,8,8,18,26,13,0.744324802552165,1.55101174825844,2.72320246448507,0.016785207045147,0.99668979782135,-4.42696018136783
"3","GB40169",159,63,103,218,157,158,52,44,27,111,146,129,0.900905087844262,3.91762246773887,2.68132551583678,0.0182069121601236,0.99668979782135,-4.23722179148654
"4","GB40566",46,81,99,127,114,281,312,131,307,281,116,249,-0.994418756213865,4.55827102388962,-3.07138500948176,0.00849406958039335,0.99668979782135,-4.08037928152705
"5","GB40684",1455,297,576,705,329,606,125,128,15,418,340,359,1.93153124531335,5.51308957082045,2.77650626694666,0.0151313399117357,0.99668979782135,-4.14648409766522
"6","GB40823",40,29,21,49,42,49,79,27,54,65,113,52,-0.729266208987266,2.86687925966187,-3.37058247343313,0.00471507827364118,0.99668979782135,-4.23679351124999
"7","GB41127",1773,1409,1676,1930,2597,3020,765,372,221,2012,1653,1335,1.30477897702102,7.61613621266715,3.102341615122,0.00799263910560228,0.99668979782135,-4.17702424699227
"8","GB41266",255,219,199,308,203,225,188,65,116,207,210,219,0.541054993878877,4.87235774202327,2.64676837938338,0.0194676786186436,0.99668979782135,-4.1593843835376
"9","GB41302",270,161,303,466,342,180,82,65,99,255,198,269,0.939044003610404,4.90264228584498,2.67114851919957,0.0185697255050189,0.99668979782135,-4.15784907245111
"10","GB41372",112,100,167,202,291,328,470,111,394,345,331,275,-0.716694643665334,5.16041023361556,-3.57787848438518,0.00313772161055361,0.99668979782135,-3.90175079275114
"11","GB41410",10,9,14,7,11,12,29,7,25,18,20,17,-0.86481369610337,1.11498559829504,-2.824751698254,0.0137724848957204,0.99668979782135,-4.43969950878625
"12","GB41655",397,1075,564,544,578,702,363,216,158,529,448,413,0.943471011351047,6.11153016106546,2.65148875630712,0.0192905933624707,0.99668979782135,-4.17563224740624
"13","GB42062",187,139,231,299,348,381,367,161,329,389,518,388,-0.47145958518945,5.48936031944077,-3.1677286140426,0.00702816229219573,0.99668979782135,-4.00190969480296
"14","GB42196",174,126,205,328,349,474,464,147,724,421,417,334,-0.627416106540904,5.5697592015879,-2.74251999734461,0.0161664103785039,0.99668979782135,-4.12544602934736
"15","GB42230",438,407,464,974,663,571,467,140,227,539,484,556,0.622239216598309,6.11381595097766,3.17449733891143,0.00693519360729267,0.99668979782135,-4.03163341014611
"16","GB42529",75,63,88,138,101,104,78,20,63,73,83,93,0.489360892824435,3.55010882179933,2.87580298845611,0.0124648722130287,0.99668979782135,-4.2337048999271
"17","GB42653",207,104,204,251,263,601,727,239,505,310,323,390,-0.740887020509977,5.5496105130235,-2.91833305383081,0.0114693240065867,0.99668979782135,-4.07640468304333
"18","GB42899",527,282,388,425,320,1048,354,166,246,293,384,350,0.625675631630416,5.79658736767448,2.87828263593105,0.0124045642166859,0.99668979782135,-4.09422518218041
"19","GB43353",142,115,105,302,231,454,1072,121,532,357,241,292,-0.843340723879035,5.32822428729053,-2.69432034098727,0.0177536483295715,0.99668979782135,-4.14209366553169
"20","GB43691",2,4,7,6,8,7,20,9,12,13,8,16,-1.16680565835661,0.406555179180274,-3.42840761393429,0.00420823622446932,0.99668979782135,-4.42678280991374
"21","GB43851",17,5,21,31,34,36,51,17,34,41,39,46,-0.777632448985076,2.09016170446645,-3.05068168798588,0.0088467135937784,0.99668979782135,-4.35629303616914
