"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40064",200,142,178,180,177,176,38,87,70,188,162,171,0.589411651940205,4.37870724491553,2.92497009068424,0.011366702570034,0.999847824669144,-4.13055194498959
"2","GB40110",11,8,28,14,17,18,12,27,73,28,16,42,-0.922221965762295,1.68343671996556,-2.49510028834725,0.0261419662418343,0.999847824669144,-4.44624794909368
"3","GB40417",91,58,202,135,123,130,74,104,166,195,164,208,-0.380725212945633,4.31150735182216,-2.65085838365009,0.0193741523364165,0.999847824669144,-4.20327388336295
"4","GB40420",22,11,31,26,31,17,5,10,6,23,7,31,0.843106574485371,1.28893096948787,2.63957009620269,0.0198013978658576,0.999847824669144,-4.45016835621533
"5","GB40421",15,21,34,30,29,20,9,22,3,16,11,22,0.941969685088835,1.40965897913354,2.4334401859621,0.029406677470759,0.999847824669144,-4.46494484775244
"6","GB40933",9,5,23,7,14,6,10,15,15,19,16,19,-0.73218774224133,0.941017752157305,-2.40701360563565,0.0309222158683001,0.999847824669144,-4.48454253675393
"7","GB40963",9,10,28,16,14,10,7,15,24,22,28,28,-0.579288239108634,1.33752520791984,-2.25046241875569,0.0415392613533666,0.999847824669144,-4.48472718415827
"8","GB41126",156,53,212,219,170,223,80,167,203,332,247,281,-0.429402217385545,4.77174929848999,-2.31562435882988,0.0367573466923347,0.999847824669144,-4.26507186726001
"9","GB41178",9,9,19,14,7,5,7,16,21,24,16,18,-0.807861679116285,0.991726032209248,-2.48784334826199,0.026507340209889,0.999847824669144,-4.47583415006569
"10","GB41275",46,34,63,34,39,54,10,27,25,13,34,46,0.836864355025374,2.30954798877764,2.68344218009584,0.0181905052887641,0.999847824669144,-4.38781478269031
"11","GB41342",29,32,38,35,37,40,10,15,10,50,30,27,0.644601564473704,2.05403316986422,2.38239949227944,0.0324006042181458,0.999847824669144,-4.4404501717146
"12","GB41626",45,57,53,58,64,64,22,32,27,47,50,47,0.540787120279701,2.81084328024059,2.49403260151072,0.0261954173230596,0.999847824669144,-4.37796556866054
"13","GB41965",17,29,7,14,65,17,4,8,2,6,13,8,1.47506258489343,0.809221233939727,2.44457710030081,0.0287894787967705,0.999847824669144,-4.48554430400188
"14","GB42041",9,5,22,6,14,8,11,12,21,17,15,20,-0.724508830769339,0.960737929002484,-2.338945422497,0.0351761608127147,0.999847824669144,-4.48969922325078
"15","GB42053",25506,21212,47664,8724,32831,36283,6936,6919,1584,15808,15699,15017,1.53870496904548,11.1124174942176,2.76143359030851,0.0156360636194067,0.999847824669144,-4.42725905128755
"16","GB42164",3,1,15,9,11,7,4,9,13,26,15,21,-1.13973527470827,0.496255038966065,-3.15166625764838,0.00728905258811989,0.999847824669144,-4.44472009082386
"17","GB42539",4,4,18,9,9,13,7,8,21,17,20,50,-1.06058030965114,0.917896310504709,-3.05160627246852,0.00887023382435375,0.999847824669144,-4.43348018517803
"18","GB42701",8,6,12,17,13,13,5,26,22,62,27,28,-1.18835510920815,1.33159175707802,-3.8110503825811,0.0020041058846256,0.999847824669144,-4.35020787684712
"19","GB42832",80,49,108,122,119,123,45,51,43,94,91,100,0.459410761528903,3.62691453822816,2.54732351033675,0.0236517945862794,0.999847824669144,-4.29586955967001
"20","GB43169",9,4,9,7,10,5,5,16,16,13,13,14,-0.823623201713178,0.582453387898272,-2.7425699864713,0.0162197773163008,0.999847824669144,-4.47033712829642
"21","GB43314",22,16,86,77,61,49,25,37,59,171,87,126,-0.751042478535985,3.0933539462591,-2.52812949426158,0.0245392651064974,0.999847824669144,-4.35033414932709
"22","GB43316",40,14,20,21,26,26,3,15,10,22,19,14,0.77837654240196,1.40630323038483,2.43614700714198,0.0292555141355436,0.999847824669144,-4.46463672827943
"23","GB43389",82,39,88,65,106,86,29,40,58,72,64,70,0.409549002658093,3.28442166368244,2.31675783192679,0.0366789645519429,0.999847824669144,-4.37211048493277
"24","GB43417",32,26,50,45,48,36,14,14,34,32,32,45,0.452000903082442,2.31100780312622,2.25243104735453,0.0413865772694915,0.999847824669144,-4.4436934075257
"25","GB43790",29,4,30,34,24,59,9,33,70,81,86,51,-0.989146751462701,2.34781896254467,-2.37271508896743,0.0330005293271593,0.999847824669144,-4.42647944334225
"26","GB43866",19,17,17,28,42,20,8,6,8,17,12,23,0.86900996120724,1.33299498327736,2.80554704873048,0.0143500211856745,0.999847824669144,-4.43284695472332
"27","GB43954",114,89,189,145,163,156,52,107,110,133,114,141,0.329085934475465,4.22175488672926,2.57471772353246,0.0224385838352735,0.999847824669144,-4.22944420021474
"28","GB44105",12,3,26,15,23,16,1,5,2,21,12,11,1.0276507821844,0.528446757934553,2.3031223923731,0.0376324677496345,0.999847824669144,-4.50401389144042
"29","GB44120",102,303,717,349,1841,470,120,100,138,221,274,445,1.09159283599978,5.46696402020705,2.34507449523571,0.0347714342823648,0.999847824669144,-4.25762875439563
"30","GB44281",57,20,49,47,52,44,12,24,14,70,31,28,0.641235150666451,2.35896222369192,2.23832008489344,0.042492782299922,0.999847824669144,-4.44366193647813
"31","GB44427",81,82,129,94,97,137,38,65,67,122,71,99,0.378650597493288,3.7303269475642,2.31400660549475,0.036869492579157,0.999847824669144,-4.336636051454
"32","GB44514",333,143,476,343,333,455,216,348,414,453,531,531,-0.40632644820058,5.79667672948942,-2.41498296906613,0.0304574998274259,0.999847824669144,-4.23283844140283
"33","GB44713",11,12,20,13,22,18,7,18,21,28,25,38,-0.52397804990616,1.49540998832993,-2.48110255459628,0.0268511145259298,0.999847824669144,-4.45534902187065
"34","GB44754",7,8,9,10,23,12,15,11,15,21,26,20,-0.737918498466844,1.11881502815535,-2.35328030094986,0.0342364889022876,0.999847824669144,-4.48304838855713
"35","GB44939",210,141,979,530,526,375,288,363,578,768,571,729,-0.57796242289297,6.10009472981107,-2.24558935069565,0.0419194929731397,0.999847824669144,-4.29224200039139
"36","GB45172",169,141,456,269,317,299,177,275,340,379,303,500,-0.397839151221921,5.45119267310435,-2.57102762556456,0.0225984360073707,0.999847824669144,-4.17978223558225
"37","GB45663",35,22,43,46,52,56,28,44,88,82,58,89,-0.644383649161251,2.94199198681638,-3.36001289688716,0.00484159676307283,0.999847824669144,-4.23286145489505
"38","GB45746",529,1850,1006,2325,795,1006,204,418,302,873,1155,1018,0.989841585325722,6.90696379713431,2.48291744692164,0.026758138131606,0.999847824669144,-4.27509585718309
"39","GB46096",17,15,20,16,23,23,5,5,16,21,7,5,1.05364083938115,0.999957717738426,2.89440764352428,0.0120663454930853,0.999847824669144,-4.44093791646288
"40","GB46286",16899,8943,17514,10984,17079,30594,1819,3704,1075,21476,11681,14349,1.51321879089119,10.480589315625,2.7273148934692,0.0167073370973568,0.999847824669144,-4.40837869107194
"41","GB46334",126,71,131,107,143,104,61,139,155,186,142,168,-0.376035443874766,4.24109576995965,-2.26077789447079,0.0407450577638752,0.999847824669144,-4.3095717709147
"42","GB46411",37,51,77,54,27,91,28,52,73,127,76,126,-0.615018316917666,3.24060628025571,-2.29962826589411,0.037880553446732,0.999847824669144,-4.37906445707814
"43","GB46693",26,20,139,80,70,58,34,53,94,131,75,160,-0.634272307682619,3.35128824473865,-2.30281344706037,0.0376543410406817,0.999847824669144,-4.37071377745353
