"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB53962",8,3,1,11,12,14,55,78,54,41,34,66,-2.21663294414231,1.54585765010415,-6.72445358145734,1.0977510226076e-05,0.107272229929215,2.38448180575199
"2","GB40166",96,33,41,58,70,116,166,236,235,182,238,317,-1.08628789753667,4.2018001574818,-5.23345119968031,0.000136944789282941,0.117235501095367,1.25829310688068
"3","GB40336",789,605,489,657,843,1338,2532,2878,1458,2242,1671,2468,-0.796566869157054,7.61111984287926,-5.18299068365827,0.000149954415828159,0.117235501095367,1.14707083933694
"4","GB40905",125,103,56,185,134,188,396,442,356,251,384,481,-0.885742448608752,5.05587736597141,-5.42240504796106,9.77866254834011e-05,0.117235501095367,1.59612990966127
"5","GB41603",402,278,222,425,749,740,1654,1754,1226,1052,953,1574,-0.936977510273719,6.86024733995076,-5.29673593410029,0.000122271275871035,0.117235501095367,1.36611230415265
"6","GB43143",199,138,115,207,417,338,798,714,553,492,660,937,-0.937240998202723,5.87323675538538,-5.14734700840653,0.000159914776098856,0.117235501095367,1.14654297755332
"7","GB43715",129,95,104,133,272,178,602,615,394,437,426,770,-1.16554417395792,5.40039468733072,-6.19934462415506,2.57804772075426e-05,0.117235501095367,2.79462077368412
"8","GB43727",1379,1484,630,1472,1671,3717,5600,6147,11015,5006,6357,6297,-1.42507140174404,8.91791256660918,-5.48641566202798,8.73389334986927e-05,0.117235501095367,1.46326098010568
"9","GB47508",25,17,11,31,46,28,87,106,87,70,81,126,-1.18027512225642,2.86933742679811,-5.84445147776221,4.69086231225163e-05,0.117235501095367,1.94588718523674
"10","GB48658",17,11,6,18,44,41,121,103,74,56,65,99,-1.37145740364574,2.61585421814712,-5.09358882628695,0.000176258471269217,0.117235501095367,0.822238628916055
"11","GB49562",247,310,177,361,474,503,1284,1067,1144,672,830,1326,-0.933826097478314,6.4772139712312,-5.22954260501558,0.000137909175262967,0.117235501095367,1.27093947781203
"12","GB51684",150,118,73,132,152,163,143,127,123,144,106,155,0.659226207861682,4.32706457320717,5.31853489418949,0.000117604536451811,0.117235501095367,1.42223691246111
"13","GB52638",155,104,118,183,173,171,146,125,113,148,142,150,0.810109047094524,4.45850141313309,5.04663689385822,0.000191953337855697,0.117235501095367,0.979558480505708
