"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41179",65,33,84,142,76,57,9,21,25,28,70,56,1.57289988956442,2.79553089188991,4.61130758589869,0.000416672168979524,0.112489753912113,0.183365442996435
"2","GB41339",280,167,98,424,246,252,56,96,94,154,106,155,1.40411549990048,4.55899976648017,5.4268867046531,9.31827088691411e-05,0.112489753912113,1.63254379401553
"3","GB41756",54,63,87,164,129,107,19,16,26,31,89,44,1.9132535247665,3.0815513409603,5.51140707428448,8.01865034995428e-05,0.112489753912113,1.60217016943135
"4","GB42271",24,9,33,41,30,30,6,20,14,17,19,22,1.06024429153676,1.63639973642745,4.73206593901432,0.000332043148053424,0.112489753912113,0.183012522718103
"5","GB42277",47,23,45,91,63,53,11,28,26,53,42,47,0.992929251214565,2.61101847499466,4.48924741554456,0.00052504952988778,0.112489753912113,-0.0268792109539842
"6","GB42372",64,15,44,90,54,54,11,17,16,56,31,24,1.42264073544864,2.35298537403507,4.80307631843274,0.000290782091730784,0.112489753912113,0.421690945092907
"7","GB42891",11,6,18,16,11,67,25,123,40,79,109,131,-1.87440218177267,2.40120861879404,-4.64163253566547,0.00039351743964792,0.112489753912113,0.162384345263597
"8","GB43293",472,233,596,1405,696,533,79,112,149,215,750,234,1.87875182704059,5.67570222623837,4.53830336334369,0.000478365234827216,0.112489753912113,0.133387949257636
"9","GB43784",936,508,318,1251,1484,427,114,119,58,658,331,95,2.48400273434626,5.69284893670729,4.68566269548366,0.000362238475221618,0.112489753912113,0.39161518960615
"10","GB44084",346,87,229,290,295,213,63,127,86,241,189,130,1.15974142032079,4.70286040233724,4.91992095755309,0.000234062526443461,0.112489753912113,0.794346703179136
"11","GB44166",22,15,38,35,32,18,5,15,11,9,19,7,1.61030189154494,1.34340496593213,4.71939965963108,0.000340017585331335,0.112489753912113,0.0890232804772113
"12","GB45690",121,159,174,193,203,271,325,687,346,470,346,508,-0.953439828747626,5.43346201681144,-4.46889025977493,0.000545778178010724,0.112489753912113,0.00905601045938997
"13","GB46886",130,72,187,379,258,247,56,51,116,84,198,78,1.52097239702886,4.30335244015428,4.67081256205753,0.000372490300424164,0.112489753912113,0.365193142843302
"14","GB47075",203,99,151,283,270,251,50,83,76,254,186,113,1.17128867509537,4.50493656591785,4.71009534248041,0.000346001389494965,0.112489753912113,0.433818794566642
"15","GB47091",94,24,114,208,172,108,1,9,6,51,128,30,2.89567860093395,2.64310839107085,4.62641645705795,0.000404964853230479,0.112489753912113,0.160450445182335
"16","GB47399",59,30,83,69,77,65,128,271,99,166,151,199,-1.06282905935242,3.93972065415042,-5.08593131327263,0.000172478384575936,0.112489753912113,1.04706959090628
"17","GB47962",83,43,106,205,125,109,7,42,53,57,107,51,1.57415149485248,3.33147164035526,4.58370261300344,0.000438973160504175,0.112489753912113,0.185311683018107
"18","GB48005",108,54,143,378,187,130,62,46,37,74,136,68,1.53555383826603,3.88585078492175,4.58785664137459,0.000435540076659425,0.112489753912113,0.217310551241669
"19","GB48639",8,7,21,25,23,21,34,79,40,55,50,50,-1.26322850640316,2.13291987661079,-5.15013776069576,0.000153414695406595,0.112489753912113,0.874796200451212
"20","GB48923",1358,487,773,1522,1285,856,334,530,397,1423,629,702,1.05957206204944,6.87712798907778,4.49609882462684,0.00051825697668382,0.112489753912113,0.063249618478781
"21","GB49248",252,107,273,437,379,210,26,42,34,78,328,83,2.26388733562935,4.31795472808386,5.55117334471899,7.47404640394861e-05,0.112489753912113,1.79969345833755
"22","GB49567",308,239,466,613,615,577,724,1089,652,914,1067,1464,-0.779084775318735,6.64509810742255,-4.52285295159921,0.000492588246862346,0.112489753912113,0.109529274865458
"23","GB49705",1313,473,848,1442,1099,1103,398,280,226,342,994,355,1.69276882277532,6.56452075769793,4.748422672973,0.000322030533188438,0.112489753912113,0.499049022804845
"24","GB49977",104,65,178,258,239,260,195,434,324,485,326,485,-0.764002814188699,5.22721294942494,-4.61737076027016,0.000411932608904572,0.112489753912113,0.270421875674036
"25","GB50000",44,66,74,79,131,133,125,448,252,182,202,318,-1.21034766131182,4.42175458467628,-4.48367234903906,0.000530644368385847,0.112489753912113,0.0415648153347039
"26","GB50061",23,35,52,77,98,101,90,303,188,153,144,227,-1.2489344210695,3.93347511107877,-4.56403285166016,0.000455612415793721,0.112489753912113,0.175394367215719
"27","GB50074",147,94,220,449,256,199,13,51,115,75,236,59,1.94146653954036,4.16398222922694,4.65163635007964,0.000386173901084206,0.112489753912113,0.328499124704483
"28","GB50192",57,31,82,149,113,64,18,26,36,29,78,50,1.42730989390733,2.98854903319136,4.62825558468657,0.000403563153703298,0.112489753912113,0.232746177937662
"29","GB50822",163,95,198,377,149,133,12,41,38,18,145,69,2.41190062116406,3.65471653053906,5.50203184669015,8.15297906889717e-05,0.112489753912113,1.65652470112369
"30","GB50955",3462,1592,1717,5450,3469,1856,920,749,448,2616,1394,856,1.73239521899084,7.96392974993912,4.53481603161081,0.000481538087123183,0.112489753912113,0.115387050790182
"31","GB51063",350,416,706,1008,1163,1584,1118,2994,2965,2101,2011,3195,-1.2502205914501,7.66030761341954,-4.52659949070536,0.00048909976853422,0.112489753912113,0.107962074649351
"32","GB51407",4,5,4,12,3,8,12,38,18,20,20,31,-1.58700564709796,0.816623394671312,-4.82528551444231,0.000278996774209978,0.112489753912113,0.0991869353793113
"33","GB51428",37,14,36,84,40,47,9,13,11,20,43,27,1.44650584315561,2.02870721752277,4.64524115382194,0.000390851956065126,0.112489753912113,0.127384952799296
"34","GB51580",323,232,314,433,479,858,682,1044,895,1006,919,1041,-0.884182120594013,6.55414463666333,-4.48962158392808,0.000524676218035333,0.112489753912113,0.0513529227348331
"35","GB51638",14,8,9,19,15,16,5,13,4,7,8,7,1.19264674911601,0.617658107146335,4.56624626805486,0.000453707962234055,0.112489753912113,-0.285650812420311
"36","GB51774",140,64,182,380,183,195,40,75,71,72,178,89,1.45621532785365,4.15754135549821,5.28053222271804,0.000121140519923604,0.112489753912113,1.37879231382975
"37","GB51838",111,74,90,217,119,118,29,69,72,55,118,73,1.16667083451578,3.73231381332352,4.74964380462832,0.000321295671331012,0.112489753912113,0.486492300050904
"38","GB52634",152,177,232,249,326,390,509,1005,674,532,565,720,-1.12745531812415,5.93455604126475,-4.8607317010548,0.000261201736626068,0.112489753912113,0.693111540992094
"39","GB53160",14,3,9,11,11,14,15,36,29,36,21,28,-1.08477329959076,1.32858805973854,-4.46460191519089,0.000550251244605024,0.112489753912113,-0.274854823493375
"40","GB53294",52,32,93,173,104,88,19,34,34,32,88,41,1.47658871987944,3.07614778206815,4.8633493837539,0.000259935109250507,0.112489753912113,0.617843195523577
"41","GB53336",51,27,60,111,70,61,10,18,22,26,75,40,1.48339731647609,2.60987778748063,4.68173392947355,0.000364922009818396,0.112489753912113,0.273133701634865
"42","GB53361",75,83,118,270,142,131,31,39,88,42,111,70,1.48538715083644,3.71096897547516,4.46241305053064,0.000552548934484384,0.112489753912113,-0.000454207186372457
"43","GB54480",513,230,225,443,457,238,122,108,54,325,153,95,1.79139952019599,4.95829556240774,4.97070458497537,0.000213111436381208,0.112489753912113,0.880387933464509
"44","GB55146",84,40,95,202,124,128,26,55,57,74,96,92,1.06317228516404,3.60878678074644,5.03155218349454,0.000190545759757774,0.112489753912113,0.94325235589197
"45","GB55225",165,90,156,349,296,344,209,718,356,596,413,662,-0.759196854925773,5.57169182698919,-4.6238077010139,0.000406961757654681,0.112489753912113,0.281727298976101
"46","GB55416",111,113,155,339,174,154,67,60,72,43,114,114,1.50040786572991,4.081668108725,4.82912880156281,0.000277008073712586,0.112489753912113,0.630384438786153
"47","GB55774",33,29,77,76,66,55,11,12,6,22,66,23,1.88187835831635,2.24588084747797,4.71150990511518,0.000345084681474489,0.112489753912113,0.256637385505362
"48","GB55805",452,200,398,686,503,401,144,284,226,432,328,544,0.806700165765617,5.76338378309337,4.80857998101763,0.000287814342687358,0.112489753912113,0.603067044108052
"49","GB40027",59,34,73,191,111,103,23,43,37,65,101,63,1.09933765917007,3.32012014836672,4.16018950481418,0.000986975969787113,0.112601148403551,-0.525043597386197
"50","GB40614",38,20,72,102,58,54,7,20,6,42,60,23,1.67993372469394,2.30158727127232,4.21960376768843,0.000879973693594021,0.112601148403551,-0.496078223233467
"51","GB41156",121,65,182,404,178,151,52,52,75,67,170,119,1.35707415735,4.13001579501435,4.16164552752714,0.000984200476902781,0.112601148403551,-0.522624682079941
"52","GB41202",31,24,51,38,34,76,59,118,77,112,84,141,-0.946952852075515,3.24826987961601,-4.35947849678936,0.000672552898162971,0.112601148403551,-0.19208996995841
"53","GB41773",158,251,391,606,823,934,880,2392,1976,1464,1034,2015,-1.48050950078344,6.98381282475493,-4.34405431044254,0.000692720596509602,0.112601148403551,-0.201136281537743
"54","GB42468",188,274,279,341,553,547,502,1029,1267,894,852,1268,-1.13343123981728,6.43313404332586,-4.38112670275014,0.000645260291818412,0.112601148403551,-0.139338502709794
"55","GB43295",53,15,69,136,77,54,2,15,16,21,69,27,2.03520303716325,2.2706499532235,4.38157281318685,0.000644710000786269,0.112601148403551,-0.249138485222018
"56","GB43783",314,127,95,279,467,103,17,50,11,185,110,31,2.41930905653901,3.81818932539782,4.30217922415773,0.000750667835759199,0.112601148403551,-0.277845706238069
"57","GB43963",109,76,107,154,155,226,202,420,272,271,213,377,-0.784727371341367,4.88800832599247,-4.38483242224245,0.00064070379317644,0.112601148403551,-0.138169632127625
