"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40141",125,145,59,89,100,135,24,31,48,140,73,93,0.516982385653244,3.58251616977731,2.19865143461779,0.045651793598515,0.999671337823082,-4.37496781162264
"2","GB40155",6,2,6,14,26,16,14,5,15,20,32,22,-1.13567135546538,0.928794172580268,-2.33479455978517,0.035360262725145,0.999671337823082,-4.49150209402804
"3","GB40365",209,276,162,197,202,313,112,86,150,210,172,179,0.3313619599516,4.79275748518944,2.57279236623799,0.022445540821482,0.999671337823082,-4.18996396127462
"4","GB40695",574,774,321,2405,198,101,1351,2040,1248,946,6392,436,-2.08619906359084,6.93757922891447,-2.56444717012425,0.0228093511584572,0.999671337823082,-4.25770514263705
"5","GB40696",2572,4290,2407,18295,1678,644,12075,9365,4757,15630,22599,2886,-1.99804048184892,9.61187948685626,-2.59507790294535,0.0215012463401368,0.999671337823082,-4.39233998754384
"6","GB40697",3486,4596,2920,18384,2040,783,14837,10087,5487,19119,30341,3725,-2.03251977335652,9.86864853894647,-2.73964458683048,0.0162469292067544,0.999671337823082,-4.38454650073219
"7","GB40800",247,397,223,307,353,335,403,174,331,365,482,326,-0.429806805714938,5.61790624495242,-2.2065073596802,0.0449885318146737,0.999671337823082,-4.28617486591607
"8","GB40878",197,347,178,263,245,390,123,73,99,341,205,209,0.4564156683973,4.94833562450422,2.61887638686246,0.0205352705177242,0.999671337823082,-4.17292508182059
"9","GB40896",27,25,18,31,15,24,6,4,10,31,17,12,0.654607315267223,1.32263090869378,2.18993079009902,0.0463987770620387,0.999671337823082,-4.49215431504685
"10","GB41070",18,43,15,20,23,36,2,7,20,15,29,10,0.843480496156435,1.34776093310819,2.25740604761527,0.0409054280473886,0.999671337823082,-4.48500520156805
"11","GB41228",47,62,40,262,93,26,106,122,56,405,352,87,-1.45744597461345,3.90860822837315,-2.48794697528089,0.0264199889309465,0.999671337823082,-4.29274224250852
"12","GB41590",64,56,44,49,39,83,9,11,18,39,83,40,0.718548848811793,2.52344202673479,2.20554355480968,0.0450694156807122,0.999671337823082,-4.44097292708748
"13","GB41962",4,9,10,14,10,10,6,4,12,21,21,14,-0.646546022018358,0.693880193738012,-2.2110079697629,0.044612631345581,0.999671337823082,-4.50805945119847
"14","GB42275",9,85,17,24,16,46,5,8,9,22,10,15,1.00375580213474,1.35629664627493,2.40984826890344,0.0306687046109887,0.999671337823082,-4.47012050008177
"15","GB42549",26,40,15,46,17,20,67,10,61,85,70,53,-1.29373318975766,2.45062700933141,-3.7167383717957,0.00238752682438864,0.999671337823082,-4.2497293025627
"16","GB42571",676,821,304,721,804,1145,965,463,1223,717,899,953,-0.618575888751855,6.8764360302293,-2.36404620997268,0.0334559373515033,0.999671337823082,-4.29643740358861
"17","GB42754",37,50,41,49,48,49,17,7,26,42,33,51,0.490499567687142,2.3913179617044,2.22509725557402,0.0434548132922776,0.999671337823082,-4.44417538887682
"18","GB42889",140,125,61,127,95,133,41,25,113,71,72,64,0.615871352408487,3.62958572096129,2.58680652600101,0.0218471579137003,0.999671337823082,-4.28997478612432
"19","GB43217",194,218,199,230,225,278,87,64,93,253,211,176,0.454131313431614,4.71956324624067,2.6672635150745,0.0186991769688408,0.999671337823082,-4.16990233861948
"20","GB43518",5,51,9,18,31,108,1,10,26,2,5,19,1.65186274020953,0.98026263532533,2.15257117423499,0.0497300349626917,0.999671337823082,-4.50572763547485
"21","GB43568",22,17,21,17,14,20,7,2,9,19,7,18,0.707475484593409,0.99331286677692,2.11559254835177,0.0532456694061907,0.999671337823082,-4.50816725570953
"22","GB43840",89,109,79,88,89,127,111,57,146,125,125,102,-0.415932752731167,3.96916830847219,-2.13455552013078,0.0514149318686883,0.999671337823082,-4.35914586363991
"23","GB43872",31,33,20,26,15,32,3,3,9,34,19,17,0.862986631171521,1.34502482327625,2.43207361148126,0.0293973520822015,0.999671337823082,-4.468525719929
"24","GB43969",10,22,11,14,10,23,4,2,4,6,12,14,0.931875882736642,0.560476656515107,3.02226519862045,0.00934693598647145,0.999671337823082,-4.44952423519081
