"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40300",15,7,34,21,18,22,16,35,30,30,26,55,-0.58194804515922,1.86034832891275,-2.23486221193961,0.0427546545311664,0.999995727097425,-4.46806721706305
"2","GB40310",136,19,262,138,179,204,74,331,299,254,231,406,-0.759816238828334,4.72273874021171,-2.10673412657872,0.0542139129507191,0.999995727097425,-4.33397882275179
"3","GB40798",151,97,111,75,102,115,46,75,110,97,97,104,0.424045577350702,3.87979742328422,2.08701598110353,0.0562124851031542,0.999995727097425,-4.37675457765782
"4","GB41348",9,7,11,8,13,13,2,8,9,7,10,13,0.516462014807445,0.46967308445291,2.1082529173539,0.0540627383113223,0.999995727097425,-4.52099866655529
"5","GB41360",16,12,16,17,19,36,15,19,41,36,36,86,-0.77941447942116,1.95125955514901,-2.61184846484776,0.020879775393543,0.999995727097425,-4.42060700320009
"6","GB41407",14,9,26,5,27,24,11,24,26,36,66,120,-1.1191988721958,1.86354698811455,-2.660526850139,0.0190058054516893,0.999995727097425,-4.42173751568747
"7","GB41443",191,185,503,193,332,310,201,323,443,379,398,555,-0.353022066102588,5.59185850996159,-2.4157796901857,0.0303996278755466,0.999995727097425,-4.22784844019533
"8","GB41651",799,549,1321,736,1240,1349,540,1181,1244,1748,1380,2234,-0.327562850960733,7.40465929603776,-2.06605359274981,0.0584117984645096,0.999995727097425,-4.39196867873018
"9","GB41797",453,280,831,502,673,680,291,977,890,722,864,1199,-0.389696661897964,6.62366405832452,-2.38296554297386,0.0323537783864348,0.999995727097425,-4.27955012594135
"10","GB41889",1092,980,1603,925,1934,1710,483,646,1935,1358,1379,1587,0.380624393123155,7.54012670311846,2.06598404590265,0.0584192256599394,0.999995727097425,-4.39737552642034
"11","GB41969",216,137,166,153,179,172,43,99,210,189,155,169,0.453118728933706,4.50996106371517,2.31652178232421,0.0366825860364045,0.999995727097425,-4.2759674508578
"12","GB41988",63,53,49,64,49,46,16,41,42,60,34,39,0.62667475185331,2.7790240867961,2.25712436017493,0.0410114811822411,0.999995727097425,-4.41843174382345
"13","GB42622",7,21,15,19,12,29,3,9,6,13,7,12,1.08493640143943,0.817471224375149,2.77127917970221,0.0153310430748597,0.999995727097425,-4.4594864987492
"14","GB42740",92,27,112,62,85,84,46,104,225,91,91,204,-0.523689136629998,3.7775785008049,-2.15206721744718,0.0498666041301641,0.999995727097425,-4.37152703205881
"15","GB42931",1000,1611,1633,972,2793,2520,416,592,1933,1939,1362,2177,0.606374814258732,7.73901718647167,2.10126492200774,0.0547615508036813,0.999995727097425,-4.39745379723292
"16","GB43126",492,349,936,495,743,803,346,802,1045,846,773,1106,-0.260679722246,6.71682093461457,-2.0556751083372,0.0595298525487242,0.999995727097425,-4.36720027822017
"17","GB43149",77,42,77,77,72,78,18,41,92,61,87,63,0.427309050055547,3.23830197374328,2.05128683015998,0.0600085051862165,0.999995727097425,-4.42556743799791
"18","GB43278",26,10,30,9,19,21,4,3,31,13,15,18,0.763608799075923,1.12772598830903,2.02950311645707,0.0624374948983756,0.999995727097425,-4.51259018462391
"19","GB43685",180,64,139,128,97,86,29,58,169,94,83,94,0.553996511081898,3.83284751586118,2.06925872729456,0.0580704535930468,0.999995727097425,-4.38466534366313
"20","GB43696",7,2,19,5,9,9,5,15,11,20,12,33,-0.771719170471113,0.676936663119238,-2.18859862237699,0.0466021020917019,0.999995727097425,-4.51121667760699
"21","GB43818",115,86,340,132,227,258,108,485,291,250,330,532,-0.654377171782823,5.12554724211776,-2.6721882263526,0.0185817182174441,0.999995727097425,-4.15799730705876
"22","GB44092",8,5,22,13,14,12,4,20,34,45,27,28,-0.847847115276257,1.30854693388552,-2.74362819354282,0.0161776754175133,0.999995727097425,-4.44142120061479
"23","GB44185",246,203,214,201,314,250,149,343,516,319,380,448,-0.404650077922735,5.44080068838448,-2.32633603678395,0.0360103017880237,0.999995727097425,-4.25273972267834
"24","GB44201",3,0,7,10,13,4,5,18,17,13,12,16,-1.40739891223544,0.243477199097918,-2.64708655884279,0.0195062506598242,0.999995727097425,-4.48612930274453
"25","GB44607",20,37,56,19,30,41,10,26,25,25,24,33,0.597357372005757,2.0660551144813,2.41649681846641,0.0303582051264354,0.999995727097425,-4.43631826293663
"26","GB44715",54,23,36,34,46,70,16,52,102,63,122,108,-0.612830542565236,3.00615592358211,-2.22439335546257,0.0435982498853115,0.999995727097425,-4.40992074778323
"27","GB44722",51,50,79,30,50,47,14,21,66,50,42,56,0.49353917961374,2.72439617442642,2.14501658526032,0.0505207228551568,0.999995727097425,-4.43878666385872
"28","GB44799",128,175,237,131,172,170,68,112,177,169,151,229,0.326164744999113,4.56324452949233,2.05272463491088,0.0598512867552985,0.999995727097425,-4.34581348817489
"29","GB44918",55,64,119,62,85,77,14,54,82,68,64,109,0.452717936475314,3.32432084994401,2.40579486727981,0.0309820043192135,0.999995727097425,-4.35264119214808
"30","GB45377",795,658,1552,763,1676,1984,963,1542,1818,1984,1815,2100,-0.487603606346449,7.71995153091475,-2.4473536569208,0.0286260559414426,0.999995727097425,-4.32496134777993
"31","GB45663",35,22,43,44,46,58,28,88,82,52,56,89,-0.494669581792511,2.94199198681638,-2.22178928627347,0.0438105036381667,0.999995727097425,-4.41433196604446
"32","GB45696",319,73,76,137,200,165,117,325,560,357,364,146,-0.866297036694938,4.92392863464314,-2.06070970692398,0.0589850414382149,0.999995727097425,-4.34066093232516
"33","GB45746",529,1850,1006,418,2325,1155,204,302,873,795,1006,1018,0.938402892723311,6.90696379713431,2.31869741300088,0.0365325360791797,0.999995727097425,-4.31298523638129
"34","GB46236",602,430,177,437,281,264,220,44,454,145,312,154,1.15800248730813,5.24126807895973,2.09589752575076,0.0553039767231122,0.999995727097425,-4.32339181330165
"35","GB46246",21,15,29,22,31,22,3,8,30,11,24,19,0.864716171123447,1.42686370692766,3.05621133229988,0.00878418282017594,0.999995727097425,-4.40616198855219
"36","GB46310",22,38,51,11,111,88,64,87,309,59,112,287,-1.41592027536354,3.45820864747593,-2.92699564885796,0.0113144885831896,0.999995727097425,-4.25627611844503
"37","GB46364",14,19,36,12,25,14,13,31,29,41,29,48,-0.541859356667279,1.88574343585677,-2.13353966915808,0.0516026020143522,0.999995727097425,-4.4785284399523
"38","GB46368",912,1675,2734,1182,1506,1387,492,1027,1931,1098,897,2157,0.516207796938549,7.63864044696056,2.16359004142489,0.0488145498203909,0.999995727097425,-4.38054079387783
"39","GB46597",78,146,211,85,161,143,93,250,187,207,189,355,-0.500499243196197,4.63201014481639,-2.23414842990859,0.042811681453175,0.999995727097425,-4.29711747977205
"40","GB46606",306,343,524,277,397,419,173,279,436,332,361,478,0.298687963635848,5.74535060920235,2.11323673716145,0.0535694111503861,0.999995727097425,-4.31876111958967
"41","GB46876",70,53,89,62,75,62,28,53,60,60,61,80,0.41950327765508,3.23911395132491,2.54044691034643,0.0239555044484555,0.999995727097425,-4.334671380388
"42","GB46948",17,8,18,13,13,20,1,6,22,9,8,26,0.753881363051039,0.815261457486235,2.05237196470164,0.059889814697846,0.999995727097425,-4.51789636943783
"43","GB47165",243,432,442,195,306,249,82,132,261,376,234,315,0.625068469274516,5.26123844922015,2.37137259915565,0.0330723329093401,0.999995727097425,-4.23824451388739
"44","GB47605",59,53,84,58,70,84,22,43,79,72,64,86,0.337861343072211,3.24753741228415,2.27118432903858,0.0399452671059507,0.999995727097425,-4.38378961918945
"45","GB47831",496,481,604,457,643,505,209,324,576,582,551,739,0.33466172616225,6.24603938850958,2.09144790678327,0.0557574222373016,0.999995727097425,-4.33976900295298
"46","GB47957",845,252,2074,749,1362,1742,577,2216,1494,1696,2204,2663,-0.701168165894817,7.59558689390227,-2.13227056369955,0.0517235498476998,0.999995727097425,-4.38546603829833
"47","GB48030",6,4,6,6,5,7,5,5,10,17,15,14,-0.670553917508581,0.294937707103389,-2.18224485006716,0.0471551475981275,0.999995727097425,-4.51932888046693
"48","GB48311",126,87,322,109,185,197,134,241,369,174,259,277,-0.413769283310944,4.87099722167364,-2.12031804718984,0.0528756465016489,0.999995727097425,-4.32005882203775
"49","GB48411",61,64,85,65,69,66,27,54,58,78,60,74,0.386538122083381,3.2567372652117,2.10225917054816,0.0546616156018739,0.999995727097425,-4.41480453291219
"50","GB48430",164,172,203,220,161,174,90,127,166,184,148,163,0.47503775550428,4.6371629593431,2.28354720723923,0.0390293950284666,0.999995727097425,-4.27796573788006
"51","GB48589",226,140,332,219,299,265,138,306,330,393,373,430,-0.266246498163777,5.39151268111181,-2.1313395552042,0.0518124440982254,0.999995727097425,-4.30924132866314
"52","GB48673",43,36,73,66,86,55,39,60,102,127,82,141,-0.44844264370417,3.43110583671361,-2.29985408071369,0.0378516351545536,0.999995727097425,-4.36547680283225
"53","GB48768",208,170,196,222,355,341,71,79,425,222,182,274,0.563489187674501,4.97399310945685,2.05754037824558,0.0593274662243645,0.999995727097425,-4.33313018125398
"54","GB48850",18,14,39,10,32,51,18,33,70,50,62,78,-0.847164005163361,2.37126303577763,-3.29924047113195,0.00545047607654463,0.999995727097425,-4.30880145583432
"55","GB48875",515,598,1418,181,676,549,199,48,66,623,367,346,1.68942064558492,5.65833142506044,2.71748737589665,0.0170199390890133,0.999995727097425,-4.16229220442674
"56","GB49012",145,64,177,113,155,138,52,75,138,174,113,144,0.354400897613642,4.17106951565437,2.08959959632764,0.0559467875046752,0.999995727097425,-4.35675999861437
"57","GB49054",19,16,18,15,14,18,1,9,12,13,8,20,0.987864055756979,0.907214504965075,2.9750235660806,0.0102993800511079,0.999995727097425,-4.4397360521858
"58","GB49392",776,611,880,480,1305,1199,647,2764,1022,1133,1843,2148,-0.697741982796007,7.38405089500882,-2.40484307302658,0.0310380711160183,0.999995727097425,-4.31630171034174
"59","GB49398",182,192,315,176,265,220,95,172,258,172,236,285,0.319225623287365,4.98726113308046,2.29658740869119,0.0380848462935143,0.999995727097425,-4.26158774396131
"60","GB49544",9790,1839,9325,3072,1583,2021,1289,3431,875,1173,1439,1786,1.22155237157984,8.45630347352762,2.25658330277144,0.0410530422601004,0.999995727097425,-4.39646331772591
"61","GB49646",42,39,76,33,65,42,29,54,70,106,66,141,-0.445225276745245,3.15446140107111,-2.04906811254834,0.0602518606358277,0.999995727097425,-4.43134751639303
"62","GB49649",192,456,491,271,467,354,148,235,374,254,276,415,0.519051022205384,5.57338647052462,2.24402110987194,0.0420292207673231,0.999995727097425,-4.27794295326914
"63","GB50030",166,181,224,157,206,199,74,175,192,165,162,186,0.416851182875247,4.70779144248175,2.66869493141757,0.018707784199723,0.999995727097425,-4.16520668992342
"64","GB50123",1629,647,3235,1237,2446,1993,1108,3579,2448,2060,3104,4364,-0.547481910703477,8.30722624312971,-2.16005882659664,0.0491347351757437,0.999995727097425,-4.40729218154729
"65","GB50451",14,15,33,7,28,30,8,36,65,29,32,56,-0.663569879928616,1.93614415019985,-2.20712541273534,0.0450239482528914,0.999995727097425,-4.46814800840938
"66","GB50850",280,273,315,213,259,285,85,173,240,243,214,218,0.657811041027729,5.10862199622152,3.90999587884904,0.00165180060345388,0.999995727097425,-3.82827964957266
